cell_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_75,3,4,10,2,53,3,2,2,12,2,2,0,-,2,2,2
cell_76,3,4,10,2,53,3,2,-,12,2,2,0,2,-,0,-
cell_77,-,4,10,2,53,3,2,2,12,2,2,0,2,2,0,2
cell_78,3,4,10,2,53,3,2,2,12,2,2,0,-,2,0,2
cell_79,-,4,10,2,53,3,2,2,12,2,2,5,2,2,0,2
cell_80,3,4,10,-,53,-,2,2,12,2,2,5,2,-,0,2
cell_81,8,4,-,-,53,0,2,2,12,2,2,2,2,2,0,2
cell_82,8,-,10,2,53,0,-,2,12,-,2,2,2,-,0,2
cell_83,3,4,-,2,53,0,-,2,12,2,-,2,2,2,0,-
cell_84,0,4,-,2,-,0,2,2,12,-,2,2,2,-,0,2
cell_85,0,-,-,2,53,0,2,2,12,2,2,2,2,2,-,2
cell_86,-,4,-,2,53,2,2,2,12,2,2,2,2,-,2,2
cell_87,2,4,-,2,53,2,2,2,-,2,2,2,2,-,3,-
cell_88,-,4,10,2,53,0,2,2,12,2,2,-,2,2,0,2
cell_89,0,4,-,2,53,2,2,2,-,2,2,2,-,2,2,2
cell_90,0,-,-,-,-,2,2,2,12,2,2,2,-,2,2,-
cell_91,0,4,10,2,53,2,2,2,12,2,2,2,-,2,2,2
cell_92,2,4,10,-,53,2,2,2,12,2,2,2,2,-,2,2
cell_93,2,-,10,2,53,2,2,-,12,2,2,2,2,2,2,-
cell_94,2,4,10,2,53,2,-,2,12,2,-,2,2,2,-,2
cell_95,0,4,10,2,53,-,2,2,12,2,2,2,2,2,2,2
cell_96,0,4,-,-,53,2,2,2,12,2,2,2,2,2,2,2
cell_97,0,4,-,3,53,2,-,0,12,2,2,2,-,2,0,2
cell_98,0,4,0,-,53,-,2,0,12,2,2,2,2,-,0,2
cell_99,0,-,0,3,53,2,2,0,-,2,2,2,2,-,0,2
cell_100,21,4,5,3,53,2,2,0,-,2,2,2,2,-,0,2
cell_101,-,4,2,3,53,2,2,0,12,2,-,2,2,2,0,2
cell_102,0,4,2,3,53,2,2,0,12,2,2,2,2,2,0,2
cell_103,0,4,2,3,53,2,2,0,12,2,2,2,2,-,4,2
cell_104,0,4,2,-,53,2,-,0,-,2,2,2,2,2,4,2
cell_105,5,4,-,3,53,2,2,-,12,2,2,3,2,2,-,2
cell_106,5,4,2,3,-,2,2,3,12,-,2,3,2,-,2,2
cell_107,0,4,2,3,-,2,2,5,12,-,2,3,-,2,0,2
cell_108,0,4,-,-,53,2,2,-,12,-,2,3,-,-,0,2
cell_109,0,4,2,3,53,-,2,0,12,-,2,-,2,2,0,-
cell_110,0,4,2,3,-,-,2,0,12,2,2,-,2,2,0,2
cell_111,0,-,2,3,53,2,2,0,12,2,2,3,2,-,0,2
cell_112,0,-,2,3,-,2,-,0,-,2,2,3,-,2,5,-
cell_113,0,4,4,-,53,2,-,0,12,5,2,-,2,2,2,2
cell_114,-,-,4,0,-,-,2,0,12,5,2,21,-,-,2,-
cell_115,-,-,4,-,53,2,-,2,12,5,2,21,2,-,0,2
cell_116,-,4,4,0,53,-,2,2,-,5,2,-,-,-,0,2
cell_117,-,-,2,2,53,2,2,0,-,-,-,-,2,2,2,2
cell_118,0,4,2,2,53,2,2,0,12,-,2,21,-,2,2,2
cell_119,5,4,0,0,53,2,2,-,12,5,2,21,2,2,2,-
cell_120,0,-,-,0,-,-,2,5,12,5,2,21,2,2,2,2
cell_121,27,4,8,2,53,-,2,-,12,5,2,-,2,-,0,2
cell_122,-,4,8,-,-,2,2,8,12,5,2,-,2,2,0,2
cell_123,2,4,8,2,53,2,2,0,-,5,2,0,2,2,0,2
cell_124,2,4,8,2,53,2,2,-,12,-,2,0,2,2,0,2
cell_125,0,4,8,-,-,2,2,3,12,5,-,0,-,-,0,2
cell_126,0,4,8,2,53,2,2,-,12,-,-,0,-,2,0,-
cell_127,0,-,8,2,53,2,2,0,12,5,2,0,2,2,-,2
cell_128,0,4,-,2,53,2,2,-,12,5,-,0,-,2,2,2
cell_129,4,4,2,2,-,3,2,2,12,5,5,4,-,-,4,2
cell_130,4,-,2,2,53,3,2,-,12,5,5,4,2,2,4,2
cell_131,4,4,2,-,53,3,2,2,12,5,5,4,-,2,-,2
cell_132,4,4,-,-,53,3,-,2,12,-,5,4,2,2,4,2
cell_133,4,4,2,0,-,3,2,2,12,5,5,4,2,-,-,2
cell_134,4,4,2,2,53,3,2,2,12,5,5,4,2,2,4,2
cell_135,4,4,2,0,-,3,2,-,12,-,-,4,2,2,4,2
cell_136,4,4,-,0,53,-,-,-,12,5,5,4,2,2,4,2
cell_137,4,4,0,0,53,3,2,0,12,5,5,0,2,-,4,2
cell_138,-,4,-,0,53,3,2,-,12,-,5,0,2,2,-,2
cell_139,4,4,3,-,53,3,2,0,12,5,5,2,2,2,4,2
cell_140,4,4,-,0,-,3,2,0,-,5,5,-,2,2,4,2
cell_141,4,4,0,0,53,3,2,-,12,-,-,3,2,2,4,2
cell_142,4,4,0,0,53,3,2,4,12,5,5,2,2,2,4,-
cell_143,4,4,0,0,53,3,-,0,12,5,5,0,-,2,4,2
cell_144,4,4,2,0,53,3,-,-,12,5,-,-,2,2,4,2
cell_145,4,4,4,-,-,3,2,40,-,5,5,3,-,2,-,2
cell_146,4,4,2,3,53,3,2,-,12,5,-,3,2,2,-,-
cell_147,4,4,0,3,53,3,-,-,12,5,5,3,-,-,4,-
cell_148,4,4,3,3,53,3,2,40,12,-,-,3,2,-,4,-
cell_149,4,4,-,-,-,3,2,40,12,5,-,3,2,2,4,-
cell_150,4,4,-,3,53,3,2,40,12,5,-,3,-,2,4,2
cell_151,4,-,2,3,-,3,2,40,-,-,-,3,2,2,4,2
cell_152,4,4,-,3,-,3,2,-,-,5,-,3,2,-,4,2
cell_153,4,4,0,3,53,3,2,40,12,5,5,-,2,-,4,2
cell_154,4,4,0,3,-,3,2,40,12,-,-,3,2,2,-,2
cell_155,4,4,0,-,53,3,2,-,12,5,5,3,2,2,4,2
cell_156,4,4,0,3,53,3,-,40,12,5,5,3,2,2,4,2
cell_157,4,-,-,-,53,3,2,40,12,5,5,3,2,2,4,2
cell_158,4,4,5,3,53,3,2,-,-,5,-,3,2,2,4,2
cell_159,4,4,5,3,-,3,2,40,12,5,5,3,2,2,4,2
cell_160,4,4,5,3,53,3,2,40,12,5,5,3,2,2,4,2
cell_161,4,-,4,2,53,3,-,0,12,12,5,5,0,2,-,2
cell_162,4,4,-,4,53,3,2,0,12,12,5,5,0,2,4,-
cell_163,4,4,4,0,53,3,-,0,12,0,5,0,0,2,4,-
cell_164,4,4,-,0,53,-,2,-,-,2,-,0,0,2,4,-
cell_165,4,4,4,0,53,3,2,0,12,-,-,2,2,2,4,2
cell_166,4,4,-,-,53,3,2,0,12,-,-,-,-,2,4,2
cell_167,-,4,-,0,53,3,2,3,12,-,5,-,2,-,4,-
cell_168,4,4,4,0,-,-,-,3,12,-,-,0,0,2,4,2
cell_169,4,4,4,-,53,3,2,2,12,5,5,0,2,2,4,2
cell_170,4,4,4,0,-,3,2,2,12,5,5,0,2,-,4,-
cell_171,4,4,4,-,53,3,2,2,12,5,-,2,2,2,-,-
cell_172,-,4,-,5,53,3,2,2,12,5,5,2,2,2,-,-
cell_173,4,4,4,3,-,3,-,2,12,5,-,0,2,2,4,2
cell_174,4,-,4,0,53,-,2,-,12,5,5,0,2,2,4,2
cell_175,4,-,-,2,-,3,-,2,12,-,5,0,2,2,-,2
cell_176,4,4,4,2,53,3,2,2,12,5,5,0,2,2,4,-
cell_177,4,4,4,-,-,-,-,-,-,-,5,5,0,2,4,2
cell_178,4,4,4,-,-,-,-,-,-,-,5,5,0,2,4,2
cell_179,-,4,4,-,-,-,-,-,-,-,5,-,0,2,4,2
cell_180,-,4,-,-,-,-,-,-,-,-,5,2,0,2,4,2
cell_181,4,4,4,-,-,-,-,-,-,-,-,0,2,2,4,-
cell_182,4,-,4,-,-,-,-,-,-,-,5,0,-,2,-,2
cell_183,4,4,4,-,-,-,-,-,-,-,5,0,0,2,-,2
cell_184,4,4,4,-,-,-,-,-,-,-,5,0,0,-,4,2
cell_185,4,4,-,-,-,-,-,-,-,-,5,5,-,2,4,2
cell_186,4,4,-,-,-,-,-,-,-,-,5,5,0,-,4,2
cell_187,4,-,4,-,-,-,-,-,-,-,5,5,-,2,-,2
cell_188,4,4,-,-,-,-,-,-,-,-,-,5,-,2,4,2
cell_189,4,-,4,-,-,-,-,-,-,-,5,5,2,2,4,2
cell_190,-,-,-,-,-,-,-,-,-,-,5,5,-,2,4,-
cell_191,4,4,4,-,-,-,-,-,-,-,5,-,2,2,4,-
cell_192,-,4,-,-,-,-,-,-,-,-,5,5,2,2,4,2
cell_193,-,4,0,2,53,3,2,4,12,3,5,0,2,2,4,2
cell_194,4,4,0,2,53,-,2,4,12,3,5,0,2,2,4,2
cell_195,-,4,0,2,53,3,2,-,12,3,5,5,2,2,4,2
cell_196,4,4,-,2,53,3,2,4,12,3,5,5,2,2,4,2
cell_197,4,4,-,2,53,3,2,4,-,-,5,16,4,2,4,-
cell_198,4,4,2,-,53,3,2,4,12,3,5,16,0,-,-,-
cell_199,4,4,2,2,53,-,2,4,12,3,5,16,0,2,4,-
cell_200,-,4,2,2,53,3,-,-,12,3,5,-,-,-,-,2
cell_201,4,4,-,2,-,3,2,0,-,3,5,0,0,3,4,2
cell_202,4,4,2,2,53,3,2,0,12,3,5,0,0,3,4,2
cell_203,-,4,2,2,53,3,2,2,12,3,5,2,-,5,4,2
cell_204,4,4,2,2,53,-,2,0,12,-,5,2,2,0,4,2
cell_205,4,4,-,2,53,3,2,5,12,3,-,0,2,-,4,0
cell_206,-,4,12,2,-,-,-,5,12,3,-,-,2,0,-,0
cell_207,4,4,5,2,-,-,2,5,12,3,5,0,2,5,-,22
cell_208,-,4,0,2,53,3,2,-,12,-,5,0,2,5,-,0
cell_209,4,-,0,2,53,-,2,3,12,3,5,2,37,0,4,-
cell_210,4,4,0,2,53,3,2,3,-,-,5,2,-,0,4,3
cell_211,4,-,0,0,53,3,2,0,12,-,5,2,0,8,4,3
cell_212,4,4,0,0,53,3,2,0,12,3,5,2,0,8,4,3
cell_213,4,4,-,-,-,3,2,0,12,3,5,-,2,0,4,0
cell_214,4,4,-,5,53,3,2,0,12,-,5,2,2,0,4,-
cell_215,4,4,0,5,53,3,2,-,12,-,5,2,2,0,-,2
cell_216,-,4,0,5,53,3,2,0,12,3,5,2,2,0,-,2
cell_217,4,-,0,2,53,3,2,4,-,3,5,0,120,4,4,0
cell_218,4,4,2,-,-,3,2,0,12,3,5,0,120,4,4,-
cell_219,-,4,-,0,53,3,2,2,12,3,5,2,2,-,4,5
cell_220,4,4,-,0,-,3,-,2,12,3,5,0,-,4,4,0
cell_221,4,4,2,0,-,3,-,0,12,3,-,-,0,2,4,2
cell_222,4,-,2,-,53,3,2,0,-,3,5,4,0,0,4,-
cell_223,4,-,2,16,53,3,2,0,-,3,-,-,0,2,4,0
cell_224,4,4,-,16,-,3,2,0,12,-,5,0,0,2,-,0
cell_225,4,-,0,-,53,3,-,4,12,-,5,2,-,0,4,-
cell_226,4,-,5,2,-,3,2,0,12,0,5,2,7,-,-,2
cell_227,4,-,0,0,53,3,-,0,12,2,5,2,7,0,4,2
cell_228,-,4,0,0,-,-,2,0,12,2,-,2,7,0,4,2
cell_229,4,-,0,-,53,3,-,-,-,-,5,2,7,-,4,2
cell_230,4,4,0,2,-,3,2,-,12,2,-,2,7,0,4,2
cell_231,4,4,0,4,53,3,2,0,12,0,5,2,7,-,4,2
cell_232,4,4,-,4,53,3,2,0,12,0,5,2,-,5,4,2
cell_233,-,4,2,2,53,-,-,0,12,2,5,2,7,2,4,2
cell_234,-,4,-,2,53,3,2,2,12,2,-,2,7,2,4,2
cell_235,-,4,0,2,53,3,2,0,12,2,5,2,7,2,4,2
cell_236,4,4,0,2,53,3,2,-,12,2,5,2,7,2,4,2
cell_237,4,4,0,2,53,3,2,2,-,2,-,2,7,-,-,2
cell_238,4,4,-,2,53,3,2,2,12,2,5,2,7,0,-,-
cell_239,4,4,0,2,-,3,2,0,12,2,5,-,7,0,4,2
cell_240,4,4,0,2,-,3,2,0,12,2,5,-,7,0,4,2
cell_241,4,4,15,0,53,3,2,0,12,2,5,2,2,2,4,-
cell_242,4,-,-,-,53,3,2,0,12,2,5,2,-,2,4,2
cell_243,4,-,-,0,-,-,2,0,12,2,5,2,0,2,4,2
cell_244,4,-,2,-,53,3,2,0,12,2,5,2,0,2,-,2
cell_245,4,4,2,0,53,-,2,0,12,-,5,-,-,-,4,2
cell_246,-,4,2,0,53,3,2,0,12,2,5,2,-,2,4,2
cell_247,4,4,-,0,-,3,2,0,12,2,5,2,0,2,4,2
cell_248,4,4,-,-,-,-,-,2,-,2,5,-,0,2,4,-
cell_249,4,4,2,0,-,3,2,0,12,-,5,0,-,0,-,2
cell_250,4,4,0,2,53,3,2,-,12,0,5,0,2,0,4,2
cell_251,4,4,3,0,-,3,2,71,12,0,5,0,0,-,4,2
cell_252,4,4,-,-,53,3,2,71,-,0,5,0,0,2,4,2
cell_253,4,4,3,4,53,3,2,11,12,5,-,5,0,0,4,-
cell_254,-,4,3,4,53,3,2,-,12,-,5,5,0,0,-,2
cell_255,-,-,3,4,53,3,2,0,12,-,5,5,0,-,-,2
cell_256,-,4,-,-,-,3,-,-,12,12,5,5,2,0,-,-
cell_257,2,2,67,-,2,3,-,-,-,9,3,3,3,9,2,5
cell_258,2,2,67,-,2,-,2,-,2,9,3,3,3,0,2,5
cell_259,2,2,-,2,2,-,-,2,2,9,3,3,3,2,2,5
cell_260,2,2,-,2,2,3,2,2,-,-,3,3,3,0,2,5
cell_261,2,2,67,-,2,3,2,2,2,9,3,3,3,2,2,5
cell_262,2,-,67,2,2,-,2,2,2,9,3,3,3,0,-,5
cell_263,-,-,67,-,2,3,2,2,-,9,3,3,3,0,-,5
cell_264,2,2,67,2,2,3,2,2,2,9,3,3,3,0,2,5
cell_265,2,2,67,2,2,3,2,-,0,9,3,3,3,0,2,5
cell_266,2,2,67,2,2,3,2,2,0,9,-,3,3,-,2,-
cell_267,2,-,67,2,2,3,2,2,0,9,3,3,3,-,-,-
cell_268,2,2,67,2,2,3,-,2,5,9,-,3,3,0,-,5
cell_269,2,2,67,2,2,3,2,2,-,9,3,3,3,2,2,5
cell_270,-,2,-,2,-,-,2,-,0,9,3,3,3,0,2,5
cell_271,2,2,67,2,2,3,-,-,-,-,3,3,3,0,2,5
cell_272,2,2,67,2,2,3,2,2,5,9,3,-,3,0,2,5
cell_273,2,2,67,2,2,3,2,2,5,-,3,3,3,-,2,5
cell_274,2,-,-,2,2,3,2,-,5,-,3,3,3,-,2,-
cell_275,2,2,67,2,2,-,2,2,5,9,3,3,3,2,-,5
cell_276,-,-,67,-,2,3,2,2,-,9,-,3,-,2,2,5
cell_277,2,2,67,2,2,3,-,2,5,9,3,-,3,2,2,5
cell_278,2,-,67,2,-,3,2,2,5,9,3,3,3,2,2,-
cell_279,-,-,67,2,2,-,2,-,5,9,3,3,3,2,2,-
cell_280,-,2,67,2,-,-,2,2,5,-,3,3,3,-,2,5
cell_281,2,2,-,2,-,3,-,-,-,9,-,3,3,2,2,5
cell_282,2,-,67,2,-,3,2,2,5,9,3,3,3,-,2,5
cell_283,2,2,67,2,2,3,2,2,-,9,3,-,3,-,2,-
cell_284,-,2,-,-,2,3,2,-,5,9,3,3,-,2,2,5
cell_285,2,-,67,2,2,3,2,-,5,-,3,3,3,2,2,5
cell_286,2,2,67,-,2,3,2,-,-,9,3,3,3,-,2,5
cell_287,2,-,67,2,2,3,2,2,-,-,3,3,3,2,2,-
cell_288,2,2,67,-,2,3,2,2,-,-,3,3,3,-,2,-
cell_289,-,2,67,-,0,3,2,2,2,9,-,3,3,2,-,5
cell_290,2,2,67,-,0,3,2,2,-,-,3,-,-,2,0,5
cell_291,-,2,67,-,0,3,2,2,-,9,3,3,-,0,0,5
cell_292,2,2,-,2,0,3,-,2,2,9,3,3,3,0,0,5
cell_293,2,2,67,2,2,3,2,2,-,9,3,-,3,-,2,-
cell_294,2,-,67,2,2,3,2,-,2,9,3,-,3,0,2,5
cell_295,-,2,67,2,-,-,-,2,2,9,3,3,3,2,2,5
cell_296,2,2,67,2,0,-,-,2,2,-,3,3,3,2,2,5
cell_297,2,2,-,-,5,3,-,-,2,9,3,3,-,0,-,5
cell_298,2,2,67,2,-,3,2,2,2,-,-,3,3,2,2,-
cell_299,-,2,67,2,5,3,2,2,2,9,3,3,3,-,5,5
cell_300,2,2,67,-,-,3,-,2,2,9,3,3,3,5,5,5
cell_301,2,2,-,-,5,3,2,-,2,9,3,-,-,-,8,5
cell_302,-,2,-,2,-,3,2,2,2,9,3,3,3,-,-,5
cell_303,-,2,-,2,5,3,-,2,2,9,3,3,3,0,8,5
cell_304,2,2,-,2,-,3,2,2,2,-,3,3,3,-,8,5
cell_305,-,2,-,2,8,-,2,-,2,9,-,3,-,-,23,-
cell_306,-,2,67,2,8,3,2,2,-,9,3,3,3,2,-,5
cell_307,2,2,67,2,-,3,2,2,-,9,3,3,3,0,23,5
cell_308,2,2,-,2,8,3,2,2,2,9,3,3,3,14,23,-
cell_309,2,2,67,2,8,3,-,2,2,9,3,-,3,0,23,5
cell_310,-,2,67,-,8,3,2,2,0,9,3,3,3,0,23,5
cell_311,2,2,-,2,8,3,2,-,2,9,3,-,3,-,23,5
cell_312,-,2,67,2,-,-,2,2,2,9,3,3,3,-,23,-
cell_313,-,2,67,-,2,3,2,2,13,9,3,3,3,0,2,5
cell_314,2,2,67,2,0,3,2,2,13,-,3,-,3,0,2,5
cell_315,-,2,67,2,5,3,2,-,13,-,3,3,3,0,0,5
cell_316,-,-,67,2,5,3,2,2,13,9,3,-,3,4,0,-
cell_317,2,2,67,-,0,-,2,2,0,9,3,3,-,2,0,5
cell_318,2,2,67,-,3,3,2,2,0,-,3,3,3,0,5,5
cell_319,2,2,67,-,2,3,2,-,2,-,3,3,3,3,0,-
cell_320,-,2,67,2,2,3,2,-,4,9,-,3,-,-,2,-
cell_321,3,2,-,-,4,2,2,2,0,-,-,3,-,2,-,5
cell_322,3,2,67,2,-,-,2,0,-,9,3,-,3,2,-,5
cell_323,3,2,67,2,4,2,2,0,0,9,3,-,3,2,5,5
cell_324,3,2,67,2,-,2,2,0,-,9,3,3,3,2,0,5
cell_325,26,2,67,2,0,2,2,-,2,-,3,3,3,2,-,5
cell_326,-,2,67,2,0,2,2,0,-,-,3,3,3,2,0,5
cell_327,26,-,67,2,0,-,2,2,2,9,3,3,-,2,0,5
cell_328,26,2,67,2,0,2,2,2,2,9,3,3,3,-,0,5
cell_329,4,2,67,2,5,-,-,5,0,-,3,3,3,0,2,5
cell_330,-,2,67,2,-,2,2,-,0,9,-,3,3,0,0,-
cell_331,4,2,-,2,5,2,2,4,0,9,3,3,3,-,0,-
cell_332,-,2,67,2,5,2,-,4,0,9,3,3,3,2,-,5
cell_333,4,-,-,2,-,2,-,0,0,9,3,3,3,0,2,5
cell_334,4,2,67,2,-,2,2,0,0,9,3,3,3,2,2,5
cell_335,-,2,67,2,0,2,2,26,0,9,3,3,3,0,2,5
cell_336,4,2,-,-,0,2,-,0,0,9,3,-,3,0,2,5
cell_337,0,2,67,2,2,2,2,2,-,9,3,3,3,-,27,5
cell_338,-,2,67,2,2,-,2,2,8,-,3,-,-,2,27,5
cell_339,0,2,67,2,0,2,2,2,8,9,3,3,3,2,27,-
cell_340,0,-,-,2,0,-,2,2,8,9,3,3,3,2,27,5
cell_341,4,2,67,2,0,2,2,2,8,-,3,3,3,2,0,5
cell_342,0,-,-,-,2,-,2,2,-,9,3,3,-,2,0,5
cell_343,2,2,67,-,3,2,2,2,8,9,3,3,3,2,0,5
cell_344,-,2,-,2,2,2,-,2,8,9,3,3,3,-,0,-
cell_345,5,2,67,-,2,2,2,-,8,9,3,3,3,2,5,5
cell_346,5,2,67,2,2,2,-,0,8,9,3,3,3,2,5,5
cell_347,5,2,67,2,2,2,2,2,8,9,3,-,-,2,5,5
cell_348,5,2,67,2,2,-,2,0,8,9,3,3,3,2,5,5
cell_349,0,2,67,2,0,2,2,-,8,9,3,3,3,-,-,-
cell_350,0,-,67,2,0,2,2,-,8,-,3,3,3,2,-,5
cell_351,-,-,-,-,-,2,2,-,8,9,3,3,3,2,-,5
cell_352,0,2,67,2,-,-,2,0,8,9,3,3,-,2,0,5
cell_353,3,2,67,2,-,2,2,2,2,9,-,-,3,-,-,5
cell_354,3,2,67,2,2,2,2,2,2,9,-,3,3,3,2,5
cell_355,0,-,67,-,0,2,-,2,2,-,-,3,-,3,2,5
cell_356,0,-,-,2,0,2,2,2,2,9,3,3,-,0,2,-
cell_357,0,2,67,2,0,2,2,-,2,9,-,3,3,0,2,-
cell_358,0,-,67,2,0,2,2,2,-,9,-,3,-,0,2,5
cell_359,0,2,67,-,0,-,2,2,2,9,3,3,3,2,2,5
cell_360,13,-,67,-,0,2,2,2,2,-,3,-,3,-,2,5
cell_361,4,2,67,-,0,2,-,2,2,9,3,3,3,-,2,5
cell_362,4,2,67,2,2,-,2,-,2,9,3,3,3,2,-,5
cell_363,4,-,67,2,-,2,-,2,2,9,-,3,3,2,2,5
cell_364,4,-,67,-,-,2,2,2,2,-,3,3,3,2,2,-
cell_365,5,2,-,2,0,2,2,2,2,9,3,3,3,0,2,5
cell_366,2,2,67,2,0,2,2,2,2,-,-,3,-,0,2,5
cell_367,0,2,-,-,0,2,2,-,-,9,3,3,3,0,2,5
cell_368,0,2,67,2,0,2,2,2,2,9,3,3,3,0,2,5
cell_369,2,2,67,0,0,2,2,2,-,9,3,3,3,2,2,5
cell_370,-,2,67,-,-,-,2,-,-,-,3,-,3,2,2,5
cell_371,2,2,67,-,0,2,-,2,2,9,3,3,-,2,2,5
cell_372,2,-,-,-,-,2,2,-,2,9,3,3,3,-,2,5
cell_373,0,2,67,2,0,2,2,2,2,9,3,3,3,2,2,5
cell_374,2,2,67,-,2,-,2,2,-,9,3,3,3,2,-,5
cell_375,2,2,67,-,-,-,2,-,2,9,3,3,3,-,2,5
