pool,figure,panel,x_variable,ncells,N_char,mu,p_ds,p_d,replicate,ngenes,max_walk,p_a,n_cif,n_diff,cif_step,ge_prob,Sigma,N_ms,r_n,seed,case_id,case_index,simulate_attempt,max_walk_used,seed_used,simulator_backend,expression_backend,n_mutated_entries_true,n_wildtype_entries_true,n_missing_entries_true,mutation_fraction_true,missing_fraction_true,n_sampled_states,n_sampled_terminal_states,n_sampled_internal_states,terminal_state_cell_fraction,internal_state_cell_fraction,sampled_states
figs3_target_sites,FigS3,A-C,number_of_target_sites,1024,16,0.2,0.2,0.05,2,500,3,0.8,30,20,1,0.3,0.5,10,12,20284515,figs3_target_sites_n1024_char16_mu0p2_sd0p2_hd0p05_rep002,24,1,3,20284515,TedSim_SimulateCIFs,TedSim_CIF2Truecounts,13942,1551,891,0.8509521484375,0.05438232421875,11,3,8,0.853515625,0.146484375,1;2;3;5;6;7;8;9;11;12;13
