cell_id,state_label,state_type,state_depth,ted_parent_state,ted_cluster,ted_depth,ted_cellID
cell_1,13,internal_or_root,5,12,13,4,1
cell_2,12,internal_or_root,4,11,12,3,2
cell_3,3,terminal,6,13,3,5,3
cell_4,3,terminal,6,13,3,6,4
cell_5,3,terminal,6,13,3,6,5
cell_6,3,terminal,6,13,3,6,6
cell_7,3,terminal,6,13,3,6,7
cell_8,3,terminal,6,13,3,5,8
cell_9,3,terminal,6,13,3,6,9
cell_10,3,terminal,6,13,3,6,10
cell_11,3,terminal,6,13,3,6,11
cell_12,3,terminal,6,13,3,6,12
cell_13,3,terminal,6,13,3,6,13
cell_14,3,terminal,6,13,3,6,14
cell_15,3,terminal,6,13,3,6,15
cell_16,3,terminal,6,13,3,6,16
cell_17,3,terminal,6,13,3,6,17
cell_18,3,terminal,6,13,3,6,18
cell_19,3,terminal,6,13,3,6,19
cell_20,3,terminal,6,13,3,6,20
cell_21,3,terminal,6,13,3,6,21
cell_22,3,terminal,6,13,3,6,22
cell_23,3,terminal,6,13,3,6,23
cell_24,3,terminal,6,13,3,6,24
cell_25,3,terminal,6,13,3,5,25
cell_26,3,terminal,6,13,3,6,26
cell_27,3,terminal,6,13,3,6,27
cell_28,3,terminal,6,13,3,6,28
cell_29,3,terminal,6,13,3,6,29
cell_30,3,terminal,6,13,3,6,30
cell_31,3,terminal,6,13,3,5,31
cell_32,3,terminal,6,13,3,6,32
cell_33,3,terminal,6,13,3,6,33
cell_34,3,terminal,6,13,3,6,34
cell_35,3,terminal,6,13,3,6,35
cell_36,3,terminal,6,13,3,6,36
cell_37,3,terminal,6,13,3,6,37
cell_38,3,terminal,6,13,3,5,38
cell_39,3,terminal,6,13,3,6,39
cell_40,3,terminal,6,13,3,5,40
cell_41,3,terminal,6,13,3,6,41
cell_42,3,terminal,6,13,3,5,42
cell_43,3,terminal,6,13,3,6,43
cell_44,3,terminal,6,13,3,6,44
cell_45,3,terminal,6,13,3,6,45
cell_46,3,terminal,6,13,3,6,46
cell_47,3,terminal,6,13,3,6,47
cell_48,3,terminal,6,13,3,6,48
cell_49,3,terminal,6,13,3,6,49
cell_50,3,terminal,6,13,3,5,50
cell_51,3,terminal,6,13,3,5,51
cell_52,3,terminal,6,13,3,5,52
cell_53,13,internal_or_root,5,12,13,4,53
cell_54,11,internal_or_root,3,6,11,2,54
cell_55,3,terminal,6,13,3,6,55
cell_56,3,terminal,6,13,3,5,56
cell_57,3,terminal,6,13,3,6,57
cell_58,3,terminal,6,13,3,6,58
cell_59,13,internal_or_root,5,12,13,4,59
cell_60,12,internal_or_root,4,11,12,3,60
cell_61,12,internal_or_root,4,11,12,3,61
cell_62,12,internal_or_root,4,11,12,3,62
cell_63,11,internal_or_root,3,6,11,2,63
cell_64,12,internal_or_root,4,11,12,3,64
cell_65,8,internal_or_root,4,7,8,3,65
cell_66,8,internal_or_root,4,7,8,3,66
cell_67,8,internal_or_root,4,7,8,3,67
cell_68,6,internal_or_root,2,5,6,1,68
cell_69,13,internal_or_root,5,12,13,4,69
cell_70,3,terminal,6,13,3,5,70
cell_71,3,terminal,6,13,3,6,71
cell_72,3,terminal,6,13,3,6,72
cell_73,13,internal_or_root,5,12,13,4,73
cell_74,13,internal_or_root,5,12,13,4,74
cell_75,12,internal_or_root,4,11,12,3,75
cell_76,11,internal_or_root,3,6,11,2,76
cell_77,3,terminal,6,13,3,5,77
cell_78,11,internal_or_root,3,6,11,2,78
cell_79,12,internal_or_root,4,11,12,3,79
cell_80,11,internal_or_root,3,6,11,2,80
cell_81,1,terminal,6,9,1,5,81
cell_82,1,terminal,6,9,1,6,82
cell_83,1,terminal,6,9,1,6,83
cell_84,1,terminal,6,9,1,6,84
cell_85,1,terminal,6,9,1,6,85
cell_86,9,internal_or_root,5,8,9,4,86
cell_87,1,terminal,6,9,1,6,87
cell_88,1,terminal,6,9,1,6,88
cell_89,1,terminal,6,9,1,6,89
cell_90,1,terminal,6,9,1,6,90
cell_91,1,terminal,6,9,1,6,91
cell_92,1,terminal,6,9,1,6,92
cell_93,1,terminal,6,9,1,6,93
cell_94,1,terminal,6,9,1,6,94
cell_95,1,terminal,6,9,1,6,95
cell_96,1,terminal,6,9,1,6,96
cell_97,11,internal_or_root,3,6,11,2,97
cell_98,11,internal_or_root,3,6,11,2,98
cell_99,12,internal_or_root,4,11,12,3,99
cell_100,3,terminal,6,13,3,5,100
cell_101,3,terminal,6,13,3,5,101
cell_102,3,terminal,6,13,3,6,102
cell_103,11,internal_or_root,3,6,11,2,103
cell_104,11,internal_or_root,3,6,11,2,104
cell_105,3,terminal,6,13,3,6,105
cell_106,13,internal_or_root,5,12,13,4,106
cell_107,13,internal_or_root,5,12,13,4,107
cell_108,3,terminal,6,13,3,6,108
cell_109,3,terminal,6,13,3,6,109
cell_110,3,terminal,6,13,3,5,110
cell_111,3,terminal,6,13,3,5,111
cell_112,3,terminal,6,13,3,5,112
cell_113,12,internal_or_root,4,11,12,3,113
cell_114,12,internal_or_root,4,11,12,3,114
cell_115,11,internal_or_root,3,6,11,2,115
cell_116,13,internal_or_root,5,12,13,4,116
cell_117,3,terminal,6,13,3,6,117
cell_118,3,terminal,6,13,3,6,118
cell_119,13,internal_or_root,5,12,13,4,119
cell_120,3,terminal,6,13,3,5,120
cell_121,13,internal_or_root,5,12,13,4,121
cell_122,13,internal_or_root,5,12,13,4,122
cell_123,3,terminal,6,13,3,5,123
cell_124,3,terminal,6,13,3,6,124
cell_125,3,terminal,6,13,3,6,125
cell_126,3,terminal,6,13,3,6,126
cell_127,3,terminal,6,13,3,6,127
cell_128,3,terminal,6,13,3,6,128
cell_129,3,terminal,6,13,3,6,129
cell_130,3,terminal,6,13,3,6,130
cell_131,3,terminal,6,13,3,6,131
cell_132,3,terminal,6,13,3,6,132
cell_133,3,terminal,6,13,3,5,133
cell_134,3,terminal,6,13,3,6,134
cell_135,3,terminal,6,13,3,6,135
cell_136,3,terminal,6,13,3,6,136
cell_137,3,terminal,6,13,3,6,137
cell_138,13,internal_or_root,5,12,13,4,138
cell_139,3,terminal,6,13,3,5,139
cell_140,3,terminal,6,13,3,5,140
cell_141,3,terminal,6,13,3,6,141
cell_142,3,terminal,6,13,3,6,142
cell_143,13,internal_or_root,5,12,13,4,143
cell_144,3,terminal,6,13,3,5,144
cell_145,13,internal_or_root,5,12,13,4,145
cell_146,3,terminal,6,13,3,6,146
cell_147,3,terminal,6,13,3,6,147
cell_148,3,terminal,6,13,3,6,148
cell_149,11,internal_or_root,3,6,11,2,149
cell_150,12,internal_or_root,4,11,12,3,150
cell_151,13,internal_or_root,5,12,13,4,151
cell_152,3,terminal,6,13,3,5,152
cell_153,3,terminal,6,13,3,6,153
cell_154,3,terminal,6,13,3,5,154
cell_155,12,internal_or_root,4,11,12,3,155
cell_156,3,terminal,6,13,3,6,156
cell_157,12,internal_or_root,4,11,12,3,157
cell_158,3,terminal,6,13,3,5,158
cell_159,12,internal_or_root,4,11,12,3,159
cell_160,11,internal_or_root,3,6,11,2,160
cell_161,6,internal_or_root,2,5,6,1,161
cell_162,5,internal_or_root,1,4,5,0,162
cell_163,5,internal_or_root,1,4,5,0,163
cell_164,7,internal_or_root,3,6,7,2,164
cell_165,11,internal_or_root,3,6,11,2,165
cell_166,3,terminal,6,13,3,5,166
cell_167,3,terminal,6,13,3,6,167
cell_168,12,internal_or_root,4,11,12,3,168
cell_169,2,terminal,6,10,2,6,169
cell_170,2,terminal,6,10,2,6,170
cell_171,8,internal_or_root,4,7,8,3,171
cell_172,8,internal_or_root,4,7,8,3,172
cell_173,13,internal_or_root,5,12,13,4,173
cell_174,11,internal_or_root,3,6,11,2,174
cell_175,5,internal_or_root,1,4,5,0,175
cell_176,8,internal_or_root,4,7,8,3,176
cell_177,7,internal_or_root,3,6,7,2,177
cell_178,1,terminal,6,9,1,5,178
cell_179,6,internal_or_root,2,5,6,1,179
cell_180,9,internal_or_root,5,8,9,4,180
cell_181,3,terminal,6,13,3,6,181
cell_182,3,terminal,6,13,3,5,182
cell_183,12,internal_or_root,4,11,12,3,183
cell_184,11,internal_or_root,3,6,11,2,184
cell_185,1,terminal,6,9,1,6,185
cell_186,1,terminal,6,9,1,6,186
cell_187,1,terminal,6,9,1,6,187
cell_188,1,terminal,6,9,1,6,188
cell_189,9,internal_or_root,5,8,9,4,189
cell_190,9,internal_or_root,5,8,9,4,190
cell_191,9,internal_or_root,5,8,9,4,191
cell_192,1,terminal,6,9,1,6,192
cell_193,3,terminal,6,13,3,6,193
cell_194,3,terminal,6,13,3,6,194
cell_195,3,terminal,6,13,3,6,195
cell_196,3,terminal,6,13,3,6,196
cell_197,3,terminal,6,13,3,6,197
cell_198,3,terminal,6,13,3,6,198
cell_199,3,terminal,6,13,3,6,199
cell_200,3,terminal,6,13,3,6,200
cell_201,13,internal_or_root,5,12,13,4,201
cell_202,3,terminal,6,13,3,5,202
cell_203,13,internal_or_root,5,12,13,4,203
cell_204,13,internal_or_root,5,12,13,4,204
cell_205,3,terminal,6,13,3,6,205
cell_206,3,terminal,6,13,3,5,206
