n_tips,Nye,TreeDistance,RF_normalized,RF_raw,method,barcode_source,lambda_barcode,lambda_state,max_iter,repeat_time,eval_error,weight_setting,weight_label,hamming_weight_mode,hamming_weight_gamma,hamming_weight_offset,hamming_weight_tau,hamming_weight_runner
1024,0.459559717774592,0.565968318859594,0.854064642507346,1744,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.460271377436147,0.563196853404546,0.870714985308521,1778,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.426144053596927,0.617169731799731,0.893241919686582,1824,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.438931896499321,0.609894920090641,0.870714985308521,1778,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.40118602928879,0.65422262266824,0.904015670910872,1846,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.400460704010807,0.671107163827009,0.896180215475024,1830,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.398544418934834,0.706529073620587,0.882468168462292,1802,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.408096277970466,0.69083284250305,0.881488736532811,1800,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.389630118874282,0.676559369424949,0.904015670910872,1846,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
1024,0.404834475723635,0.668282431349011,0.900097943192948,1838,FateScape,imputed_in_pipeline,0.9,0.1,100,10,,weight_exponential_strong,w(k)=exp(-k),exponential,,,1,D:/projects/lineage tracing/FateScape/Sensitivity_data/method_outputs/FateScape_HammingWeightSensitivity/_patched_runners/run_fatescape_weight_exponential_strong.R
