,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,8,2,2,4,NA,2,NA,0,2,NA,NA,2
cell_2,8,2,2,NA,5,2,26,0,2,2,4,0
cell_3,NA,2,NA,4,5,2,26,0,2,0,4,NA
cell_4,NA,2,2,NA,5,2,26,0,2,NA,4,2
cell_5,8,2,2,NA,NA,2,26,2,2,2,4,NA
cell_6,NA,2,2,4,0,2,26,2,2,2,4,2
cell_7,8,2,2,4,0,2,26,0,2,2,NA,9
cell_8,NA,NA,2,4,0,2,26,0,2,2,4,0
cell_9,8,2,NA,4,NA,2,26,5,NA,0,4,5
cell_10,NA,2,2,4,NA,2,26,NA,2,0,NA,5
cell_11,8,2,2,4,2,2,26,5,2,NA,4,2
cell_12,8,2,2,4,2,NA,26,5,2,NA,4,2
cell_13,8,2,2,4,2,2,26,NA,2,NA,4,0
cell_14,8,2,2,4,2,2,26,5,2,5,4,2
cell_15,8,2,2,4,2,2,26,NA,2,NA,4,5
cell_16,8,NA,NA,4,2,2,26,0,2,NA,4,5
cell_17,8,2,2,4,5,2,26,2,2,NA,4,NA
cell_18,8,2,2,4,5,2,NA,2,2,3,4,5
cell_19,8,NA,2,4,NA,2,26,NA,2,3,4,5
cell_20,8,2,2,4,5,2,26,2,NA,NA,NA,5
cell_21,NA,2,2,NA,NA,NA,NA,2,14,3,4,5
cell_22,8,2,2,4,NA,2,26,2,8,3,4,5
cell_23,8,2,2,NA,5,2,26,2,NA,3,4,NA
cell_24,8,2,2,4,NA,NA,26,2,0,3,4,5
cell_25,8,2,2,4,5,2,26,NA,0,0,NA,5
cell_26,8,2,NA,4,5,2,26,NA,NA,0,4,5
cell_27,8,2,2,4,NA,2,26,2,9,NA,4,5
cell_28,8,2,NA,4,NA,2,26,2,0,5,4,NA
cell_29,NA,2,2,NA,2,2,26,2,2,2,4,5
cell_30,8,2,NA,4,NA,2,26,2,2,NA,4,5
cell_31,8,NA,2,4,NA,2,26,2,2,NA,4,NA
cell_32,8,2,2,4,0,2,26,NA,0,2,NA,5
cell_33,8,2,2,4,2,2,26,3,2,85,4,8
cell_34,8,2,2,4,0,2,NA,3,NA,85,4,8
cell_35,NA,2,2,NA,0,2,26,NA,NA,NA,4,8
cell_36,8,2,2,4,0,2,26,3,NA,85,4,8
cell_37,8,2,NA,4,0,2,26,3,NA,85,4,8
cell_38,8,2,2,NA,5,2,26,3,2,85,4,8
cell_39,8,2,NA,4,NA,2,26,3,2,85,NA,NA
cell_40,8,2,2,4,0,2,26,3,2,85,4,8
cell_41,8,2,2,4,0,2,26,3,2,85,4,NA
cell_42,8,2,2,4,NA,NA,26,3,2,NA,4,8
cell_43,8,NA,2,4,0,NA,NA,3,2,NA,4,8
cell_44,8,NA,2,4,NA,2,26,3,2,85,4,8
cell_45,NA,2,2,4,NA,NA,26,NA,2,85,4,8
cell_46,8,NA,2,4,NA,2,26,3,2,85,4,8
cell_47,8,2,2,4,NA,2,26,3,2,85,NA,8
cell_48,8,NA,2,4,2,NA,26,3,2,85,4,8
cell_49,8,2,NA,NA,NA,2,26,3,2,85,4,NA
cell_50,NA,NA,2,NA,2,2,NA,3,2,85,NA,8
cell_51,8,2,2,4,5,2,26,3,2,85,NA,NA
cell_52,8,2,2,4,5,2,26,3,2,NA,4,8
cell_53,8,2,2,4,0,2,26,3,NA,85,4,NA
cell_54,8,2,NA,4,0,NA,NA,3,2,NA,4,8
cell_55,8,2,2,4,0,NA,26,3,2,NA,4,8
cell_56,NA,2,2,4,NA,NA,NA,3,2,85,4,8
cell_57,8,2,2,4,0,2,NA,3,2,85,4,NA
cell_58,8,2,2,4,2,2,26,3,2,NA,NA,8
cell_59,NA,2,2,NA,0,2,26,3,2,85,4,8
cell_60,8,2,2,4,2,2,26,3,2,85,4,8
cell_61,8,2,2,4,5,NA,26,3,2,85,4,8
cell_62,8,2,2,4,NA,2,26,NA,2,85,4,NA
cell_63,8,2,2,NA,0,2,26,NA,NA,85,NA,8
cell_64,8,2,NA,4,NA,2,NA,3,2,85,4,8
cell_65,8,2,2,NA,2,5,3,2,0,0,4,5
cell_66,8,2,2,4,NA,0,3,2,2,0,4,0
cell_67,8,NA,NA,NA,2,0,NA,2,0,0,4,0
cell_68,8,2,2,4,NA,0,3,2,0,0,4,4
cell_69,8,2,2,NA,2,2,3,2,NA,NA,4,2
cell_70,8,2,2,4,2,3,3,2,NA,2,4,2
cell_71,8,2,2,4,NA,0,3,2,2,0,NA,2
cell_72,8,2,2,NA,2,0,3,2,2,NA,4,2
cell_73,8,NA,2,4,2,0,3,2,0,0,4,3
cell_74,NA,2,NA,4,2,0,3,NA,0,NA,NA,3
cell_75,8,2,2,4,2,0,NA,2,13,0,4,3
cell_76,8,2,2,4,2,2,3,2,NA,0,4,3
cell_77,8,2,2,4,2,0,3,2,NA,NA,NA,3
cell_78,8,2,2,4,2,0,3,2,2,NA,4,3
cell_79,8,2,NA,4,2,0,3,2,20,2,4,3
cell_80,8,2,2,4,2,0,3,2,0,2,4,NA
cell_81,8,NA,2,4,2,0,3,2,2,NA,4,NA
cell_82,NA,2,NA,4,2,0,3,2,2,NA,4,2
cell_83,8,NA,2,4,NA,NA,NA,2,2,2,4,0
cell_84,8,2,2,4,NA,0,3,NA,2,NA,4,0
cell_85,8,2,NA,4,2,9,NA,2,2,4,4,0
cell_86,8,2,2,4,2,9,3,2,2,4,NA,0
cell_87,8,2,2,4,0,9,NA,2,2,4,4,2
cell_88,8,NA,2,4,0,9,3,NA,2,NA,4,2
cell_89,NA,2,2,4,0,NA,3,2,4,11,4,0
cell_90,8,NA,2,4,NA,3,3,2,NA,11,4,3
cell_91,8,2,2,4,0,3,3,2,0,11,4,12
cell_92,NA,2,2,4,0,NA,3,2,0,11,4,0
cell_93,8,2,NA,4,0,2,3,2,NA,11,4,NA
