,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,NA,NA,NA,NA,NA,NA,2,NA,NA,5,3,0
cell_2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,4
cell_3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,3
cell_4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,0
cell_5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,0
cell_6,NA,NA,NA,NA,NA,NA,2,2,0,NA,3,0
cell_7,NA,NA,NA,NA,NA,NA,2,2,0,5,3,0
cell_8,NA,NA,NA,NA,NA,NA,2,2,0,5,NA,0
cell_9,NA,NA,NA,NA,NA,NA,2,2,NA,5,3,2
cell_10,NA,NA,NA,NA,NA,NA,2,2,4,5,3,2
cell_11,NA,NA,NA,NA,NA,NA,2,2,4,5,3,2
cell_12,NA,NA,NA,NA,NA,NA,2,2,NA,5,3,NA
cell_13,NA,NA,NA,NA,NA,NA,2,2,4,5,3,2
cell_14,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2
cell_15,NA,NA,NA,NA,NA,NA,NA,2,4,NA,3,2
cell_16,NA,NA,NA,NA,NA,NA,2,2,4,5,3,2
cell_17,NA,NA,NA,NA,NA,NA,2,2,2,5,NA,6
cell_18,NA,NA,NA,NA,NA,NA,2,2,2,5,3,6
cell_19,NA,NA,NA,NA,NA,NA,NA,2,NA,5,3,NA
cell_20,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,6
cell_21,NA,NA,NA,NA,NA,NA,2,2,2,5,3,NA
cell_22,NA,NA,NA,NA,NA,NA,2,2,2,NA,3,6
cell_23,NA,NA,NA,NA,NA,NA,2,NA,2,NA,3,6
cell_24,NA,NA,NA,NA,NA,NA,2,2,2,5,3,NA
cell_25,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,6
cell_26,NA,NA,NA,NA,NA,NA,2,2,2,5,3,6
cell_27,NA,NA,NA,NA,NA,NA,2,2,NA,5,3,NA
cell_28,NA,NA,NA,NA,NA,NA,2,2,2,5,3,6
cell_29,NA,NA,NA,NA,NA,NA,2,NA,2,5,NA,NA
