,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_346,10,3,2,2,3,2,0,0,2,2,2,15,2,0,NA,5
cell_347,10,3,2,2,3,2,0,0,3,2,2,15,2,NA,2,5
cell_348,10,NA,2,2,NA,2,0,0,NA,2,2,15,2,NA,2,5
cell_349,10,NA,0,NA,3,2,0,0,2,2,NA,15,2,NA,0,NA
cell_350,10,3,0,2,NA,2,NA,0,0,2,2,15,2,2,0,5
cell_351,10,3,0,2,3,NA,0,NA,NA,2,2,15,2,0,NA,5
cell_352,10,3,0,NA,3,2,0,NA,0,2,2,15,2,NA,0,5
cell_353,NA,2,NA,2,NA,2,5,8,2,2,2,NA,2,3,2,5
cell_354,10,2,8,NA,3,2,5,8,2,2,2,15,0,3,2,5
cell_355,10,NA,0,NA,3,2,5,8,2,2,NA,15,5,2,0,5
cell_356,10,2,0,2,3,2,5,8,2,2,2,NA,NA,2,0,5
cell_357,10,2,3,2,3,2,5,NA,0,2,2,NA,2,2,4,NA
cell_358,10,2,3,2,3,2,5,NA,0,2,2,15,0,0,4,5
cell_359,10,2,NA,NA,3,2,5,8,0,2,2,15,0,11,4,5
cell_360,10,NA,2,2,3,NA,5,8,0,2,2,NA,0,0,4,5
cell_361,NA,NA,NA,2,3,2,5,8,0,2,2,NA,3,5,2,5
cell_362,NA,2,0,2,3,NA,5,8,0,2,NA,15,3,5,2,5
cell_363,10,2,0,2,3,2,5,8,0,2,2,15,NA,5,2,5
cell_364,10,2,0,2,3,NA,NA,NA,NA,2,2,NA,3,5,NA,5
cell_365,10,2,0,2,3,2,5,NA,0,2,2,15,NA,5,0,5
cell_366,10,2,0,2,NA,2,NA,8,0,2,2,15,3,NA,0,5
cell_367,NA,2,0,2,3,2,5,8,27,2,2,NA,3,5,0,5
cell_368,10,2,NA,2,3,2,5,NA,4,2,2,15,NA,5,NA,5
cell_369,10,2,3,2,3,2,NA,4,2,2,2,15,0,2,0,5
cell_370,NA,2,3,2,3,2,0,NA,2,2,NA,15,NA,2,0,NA
cell_371,10,2,3,2,3,2,2,4,2,2,2,15,NA,2,0,5
cell_372,10,NA,NA,NA,3,NA,0,4,2,2,2,15,2,2,0,5
cell_373,NA,2,3,2,3,2,2,11,2,2,2,15,NA,2,2,5
cell_374,10,2,3,2,NA,NA,0,11,2,2,2,15,NA,2,2,5
cell_375,NA,2,NA,2,3,2,2,11,2,2,2,15,0,2,2,5
cell_376,NA,2,NA,NA,3,NA,2,11,2,2,2,15,0,2,2,NA
cell_377,10,2,NA,NA,3,2,3,NA,2,2,2,15,5,2,0,5
cell_378,10,2,0,2,3,2,3,3,2,2,2,15,5,2,0,5
cell_379,10,2,0,2,NA,2,NA,3,2,2,NA,15,0,2,3,5
cell_380,10,2,NA,NA,NA,NA,3,3,2,2,2,15,0,2,2,5
cell_381,10,2,3,NA,3,2,2,2,2,2,2,15,3,2,7,5
cell_382,NA,2,0,2,NA,2,2,2,2,2,NA,15,3,2,7,NA
cell_383,10,2,5,2,3,NA,0,2,2,NA,2,15,NA,2,0,5
cell_384,NA,NA,5,2,NA,2,0,2,2,2,2,15,0,2,0,5
cell_385,10,0,2,NA,NA,2,2,NA,9,2,2,0,2,9,2,5
cell_386,10,NA,2,NA,0,2,2,3,9,2,NA,0,0,0,2,5
cell_387,10,NA,2,2,NA,2,2,0,9,2,NA,4,NA,2,0,5
cell_388,10,NA,2,2,2,NA,2,0,9,2,NA,4,NA,NA,5,5
cell_389,10,2,NA,2,2,NA,2,2,NA,2,2,0,NA,16,NA,5
cell_390,10,2,2,2,2,2,NA,2,9,2,2,0,0,16,0,5
cell_391,NA,2,2,2,2,2,NA,2,9,2,2,5,0,0,3,5
cell_392,10,2,2,2,0,2,2,2,9,2,2,NA,0,5,3,NA
cell_393,NA,NA,0,2,0,NA,NA,0,9,2,2,4,0,11,0,5
cell_394,10,NA,0,2,NA,2,2,4,9,2,2,4,2,11,3,NA
cell_395,10,0,2,2,0,2,2,3,9,2,2,4,49,NA,0,5
cell_396,10,0,2,NA,9,2,2,0,9,2,NA,4,49,11,0,5
cell_397,10,NA,0,2,4,2,2,0,NA,NA,2,NA,2,NA,2,5
cell_398,10,0,NA,NA,0,2,2,0,9,2,2,4,NA,NA,0,5
cell_399,10,0,2,2,0,NA,2,0,9,2,2,4,2,NA,NA,NA
cell_400,10,2,NA,2,0,NA,2,0,NA,2,2,NA,2,0,0,5
cell_401,10,0,0,2,2,2,0,2,9,2,NA,0,2,2,2,5
cell_402,10,NA,NA,NA,3,2,0,2,NA,2,0,0,2,2,NA,NA
cell_403,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,NA,5
cell_404,NA,NA,NA,NA,0,2,0,2,9,2,NA,NA,NA,NA,NA,5
cell_405,10,0,NA,2,NA,NA,NA,0,NA,2,0,0,2,2,0,5
cell_406,10,NA,2,2,0,2,0,0,9,NA,0,0,2,2,0,5
cell_407,10,2,2,NA,2,2,0,2,9,2,NA,0,2,2,0,5
cell_408,10,2,NA,2,2,2,0,0,NA,NA,2,0,2,2,0,5
cell_409,10,0,2,2,0,2,0,0,NA,2,5,NA,2,0,2,NA
cell_410,10,0,2,2,2,NA,0,0,9,2,0,3,NA,0,2,NA
cell_411,NA,0,2,NA,0,NA,0,0,NA,2,0,NA,2,2,2,5
cell_412,10,0,2,2,0,2,8,0,9,2,0,3,2,0,NA,5
cell_413,10,2,0,2,0,2,0,0,9,NA,0,2,2,12,2,NA
cell_414,NA,0,0,NA,0,NA,0,0,9,2,0,0,NA,12,2,NA
cell_415,10,NA,2,2,NA,2,0,NA,9,2,0,2,2,NA,2,5
cell_416,NA,4,NA,2,2,2,0,0,NA,2,0,NA,NA,NA,2,5
cell_417,10,3,36,2,2,2,0,0,NA,2,2,2,0,NA,0,5
cell_418,10,3,36,2,2,2,0,0,9,2,2,2,0,0,2,5
cell_419,NA,3,36,2,NA,2,0,0,NA,2,2,NA,NA,NA,2,5
cell_420,10,3,36,2,2,2,0,3,9,2,2,NA,0,0,2,5
cell_421,NA,3,36,2,2,2,0,3,9,2,NA,NA,0,NA,2,5
cell_422,NA,NA,36,2,2,2,NA,0,9,2,2,2,0,0,2,5
cell_423,10,3,36,2,2,NA,NA,0,NA,NA,2,2,0,2,2,5
cell_424,10,NA,36,2,NA,2,0,NA,9,2,2,2,0,2,2,NA
cell_425,10,0,36,2,2,2,9,2,9,2,2,5,5,NA,3,5
cell_426,10,0,36,2,2,2,9,2,9,2,2,NA,0,2,3,5
cell_427,10,3,36,NA,NA,2,9,0,9,2,2,2,0,2,3,5
cell_428,10,3,36,2,2,NA,9,NA,NA,NA,2,0,0,2,3,5
cell_429,10,4,36,2,2,NA,NA,NA,NA,2,2,0,5,0,NA,NA
cell_430,10,4,36,NA,NA,2,9,3,9,2,2,2,5,2,NA,5
cell_431,10,4,36,2,2,NA,9,3,9,2,2,0,2,0,NA,5
cell_432,10,4,NA,2,2,NA,9,3,9,2,2,0,2,0,2,5
cell_433,10,2,36,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,0,NA
cell_434,10,2,NA,2,2,2,3,NA,NA,NA,NA,NA,9,4,0,5
cell_435,10,0,36,2,2,2,0,NA,NA,NA,NA,NA,9,4,2,NA
cell_436,10,0,NA,2,2,2,0,NA,NA,NA,NA,NA,9,4,0,5
cell_437,NA,0,36,2,NA,2,2,NA,NA,NA,NA,NA,9,0,0,5
cell_438,10,0,36,2,NA,2,2,NA,NA,NA,NA,NA,9,5,0,5
cell_439,10,7,36,2,NA,NA,2,NA,NA,NA,NA,NA,9,NA,NA,5
cell_440,10,NA,36,2,2,2,2,NA,NA,NA,NA,NA,9,NA,4,5
cell_441,10,0,36,2,2,2,2,0,9,2,19,NA,9,0,NA,5
cell_442,10,NA,36,2,2,2,NA,0,9,2,19,NA,9,NA,2,5
cell_443,10,0,36,2,2,2,2,0,9,2,19,3,9,10,NA,5
cell_444,10,NA,36,NA,NA,2,2,0,NA,NA,NA,3,9,10,NA,5
cell_445,10,NA,NA,2,2,2,0,NA,9,2,19,3,NA,NA,120,5
cell_446,10,NA,36,2,2,2,0,2,9,2,19,3,NA,0,120,5
cell_447,10,0,36,2,2,2,2,0,9,NA,19,NA,NA,0,120,5
cell_448,10,0,36,2,2,2,2,NA,9,NA,19,3,9,0,120,5
cell_449,10,2,5,2,2,NA,5,2,5,2,NA,3,2,2,NA,5
cell_450,10,2,5,2,NA,NA,NA,2,5,2,2,3,NA,2,2,5
cell_451,10,2,5,2,27,2,5,2,5,2,0,NA,0,2,2,NA
cell_452,10,2,5,NA,27,NA,5,2,5,2,0,NA,0,2,2,5
cell_453,NA,2,5,2,NA,2,5,2,5,2,2,3,3,NA,NA,NA
cell_454,10,NA,5,NA,2,2,5,NA,5,NA,2,3,0,2,NA,5
cell_455,10,2,5,2,NA,2,5,2,5,2,2,3,NA,2,2,5
cell_456,10,NA,5,2,0,2,5,NA,5,NA,2,NA,0,NA,2,5
cell_457,NA,2,5,2,0,2,0,2,5,2,2,3,NA,2,2,5
cell_458,10,2,5,2,2,2,2,2,5,NA,0,NA,2,2,NA,5
cell_459,10,2,NA,2,0,2,0,NA,5,2,NA,3,2,2,2,NA
cell_460,10,2,5,2,0,NA,NA,2,NA,2,0,NA,0,2,2,5
cell_461,10,2,5,2,0,2,NA,2,NA,2,0,3,2,2,2,5
cell_462,10,2,5,2,0,NA,0,2,5,2,0,3,2,2,2,5
cell_463,10,2,5,NA,0,2,0,2,5,2,NA,3,2,2,2,5
cell_464,10,2,5,2,NA,2,0,2,5,NA,0,3,2,2,2,5
cell_465,10,NA,NA,2,NA,NA,NA,2,5,2,71,0,2,4,2,5
cell_466,10,2,5,NA,NA,2,0,2,NA,2,71,0,2,4,2,5
cell_467,10,NA,5,2,2,2,0,2,5,2,71,0,NA,4,2,5
cell_468,10,NA,5,NA,2,NA,3,2,NA,2,71,0,2,4,2,5
cell_469,10,NA,5,2,0,2,0,4,5,2,2,NA,2,4,2,5
cell_470,10,2,5,2,0,2,2,0,5,2,0,0,2,4,NA,5
cell_471,10,2,5,2,NA,2,0,2,5,2,NA,0,2,4,2,5
cell_472,10,2,5,2,0,2,2,2,NA,2,0,0,2,4,2,5
cell_473,NA,2,NA,2,NA,2,0,0,5,2,0,0,2,4,2,5
cell_474,NA,NA,5,2,0,2,0,0,5,2,2,0,NA,4,2,5
cell_475,10,2,5,NA,0,2,0,NA,5,2,0,NA,NA,4,2,5
cell_476,NA,2,NA,2,0,2,0,NA,NA,NA,0,2,2,4,2,5
cell_477,10,2,5,2,0,NA,0,2,NA,2,NA,0,NA,4,2,5
cell_478,10,2,5,NA,0,2,0,2,5,2,NA,2,2,4,2,5
cell_479,10,2,5,2,0,2,0,0,5,2,2,0,2,NA,2,5
cell_480,10,2,5,2,0,2,NA,0,5,2,2,0,2,4,2,5
cell_481,10,NA,5,NA,0,2,2,2,0,NA,0,NA,2,5,8,NA
cell_482,NA,NA,NA,2,0,2,2,2,0,2,0,0,2,0,8,5
cell_483,10,2,5,2,NA,2,2,2,NA,2,2,2,NA,5,NA,5
cell_484,10,NA,NA,2,0,2,2,2,0,2,2,NA,2,5,8,5
cell_485,10,NA,NA,NA,2,2,NA,2,0,2,0,2,2,0,NA,5
cell_486,10,2,5,2,2,2,0,2,0,2,0,0,2,0,NA,NA
cell_487,10,2,5,2,2,2,NA,2,14,NA,NA,0,2,5,NA,NA
cell_488,10,2,5,2,2,NA,0,2,NA,2,2,NA,NA,0,8,5
cell_489,10,2,5,2,2,2,0,2,NA,NA,NA,5,2,NA,0,5
cell_490,10,2,NA,2,NA,2,0,2,0,2,2,5,2,NA,0,5
cell_491,10,2,NA,2,2,2,0,2,0,2,2,5,2,6,0,NA
cell_492,10,NA,NA,2,2,2,0,NA,NA,2,NA,NA,2,NA,0,5
cell_493,10,2,5,2,2,2,11,2,2,2,NA,5,2,6,2,5
cell_494,NA,2,5,2,0,NA,11,NA,NA,2,2,5,NA,6,NA,5
cell_495,10,2,5,NA,0,2,11,NA,2,2,2,5,2,6,8,5
cell_496,NA,NA,NA,2,0,2,11,2,2,2,2,5,2,NA,NA,5
cell_497,10,5,5,NA,5,2,2,NA,0,NA,2,0,NA,0,0,5
cell_498,10,5,5,2,NA,2,2,0,0,2,2,0,2,0,5,NA
cell_499,10,NA,5,2,5,NA,2,0,7,2,NA,2,0,0,0,NA
cell_500,10,5,NA,2,5,2,2,NA,5,2,2,2,0,0,2,5
cell_501,10,0,5,2,5,NA,2,0,2,2,2,NA,0,0,NA,5
cell_502,10,0,5,NA,5,2,2,0,NA,NA,0,8,0,0,74,5
cell_503,10,0,5,NA,5,2,2,12,NA,2,0,NA,2,0,74,5
cell_504,NA,0,5,NA,5,2,2,12,2,2,0,0,2,0,74,5
cell_505,10,NA,5,2,0,2,2,0,8,2,2,0,NA,5,NA,5
cell_506,10,0,5,2,4,2,2,0,8,2,NA,NA,0,5,2,5
cell_507,10,0,5,NA,0,2,2,NA,NA,2,NA,2,0,5,2,5
cell_508,NA,0,5,2,0,2,2,0,0,2,2,2,2,5,2,5
cell_509,10,0,5,2,31,2,2,NA,0,2,2,2,0,5,2,5
cell_510,10,2,5,2,31,2,2,0,0,2,2,NA,2,5,2,5
cell_511,10,NA,5,2,31,2,2,2,0,NA,2,2,3,NA,0,5
cell_512,10,57,NA,2,31,2,2,2,5,2,2,2,NA,5,0,5
cell_513,8,NA,2,2,NA,5,0,NA,2,73,10,5,2,2,2,NA
cell_514,NA,9,2,2,NA,NA,0,3,NA,73,10,0,2,2,2,0
cell_515,8,9,2,2,2,5,0,3,2,73,10,0,2,NA,2,0
cell_516,NA,9,2,2,2,5,NA,3,2,NA,10,0,2,2,NA,0
cell_517,8,NA,NA,2,2,5,NA,3,2,73,10,0,2,2,2,NA
cell_518,NA,9,2,2,2,5,42,3,2,73,10,NA,NA,2,2,28
cell_519,8,9,2,2,2,5,42,NA,2,73,10,5,NA,2,2,28
cell_520,8,9,2,2,2,5,42,3,2,73,NA,0,NA,2,2,28
cell_521,2,9,2,2,2,5,2,NA,2,73,10,NA,2,2,2,0
cell_522,2,NA,NA,2,NA,5,2,NA,2,73,10,20,2,2,2,0
cell_523,NA,NA,2,2,2,5,2,NA,2,73,10,20,2,2,2,2
cell_524,NA,NA,2,NA,2,5,NA,NA,2,73,NA,20,2,2,2,NA
cell_525,2,9,2,2,2,5,NA,3,2,73,10,20,2,2,2,2
cell_526,NA,NA,2,2,NA,5,2,3,2,73,10,20,2,2,2,2
cell_527,13,9,NA,2,2,5,NA,3,2,NA,10,20,NA,NA,2,2
cell_528,13,9,2,2,2,5,0,3,2,73,10,NA,2,2,2,2
cell_529,2,9,2,NA,2,NA,2,3,2,73,10,2,2,2,2,2
cell_530,NA,9,NA,2,2,5,2,3,2,NA,10,NA,2,2,2,2
cell_531,2,NA,NA,2,2,5,0,3,2,73,10,2,NA,2,2,2
cell_532,2,9,NA,2,2,5,NA,3,NA,NA,NA,2,NA,2,NA,2
cell_533,2,NA,2,2,NA,5,0,3,NA,73,NA,0,2,2,2,2
cell_534,2,9,NA,2,2,5,NA,3,2,73,10,NA,2,2,2,2
cell_535,2,9,2,NA,NA,5,3,NA,2,73,10,NA,2,NA,2,2
cell_536,2,9,NA,2,2,5,NA,3,NA,73,10,0,2,2,2,NA
cell_537,2,9,2,NA,2,5,NA,3,2,73,NA,6,2,2,2,2
cell_538,NA,9,2,2,2,5,7,NA,2,73,10,6,2,NA,NA,2
cell_539,0,9,2,NA,2,NA,NA,3,NA,73,10,6,2,2,2,NA
cell_540,NA,9,2,2,2,5,7,3,2,NA,10,6,2,NA,2,2
cell_541,0,9,2,2,2,5,NA,3,2,73,10,NA,2,2,2,2
cell_542,0,9,2,2,2,5,7,3,2,NA,10,NA,2,2,NA,2
cell_543,0,9,2,NA,2,5,NA,3,2,73,10,6,2,2,2,NA
cell_544,2,9,2,2,2,5,NA,3,2,73,NA,NA,2,NA,2,2
cell_545,2,9,2,2,17,5,0,2,2,2,NA,11,2,NA,2,NA
cell_546,2,9,2,2,17,5,0,2,NA,2,0,11,2,2,2,12
cell_547,2,9,NA,2,17,5,0,NA,2,2,0,11,NA,2,2,12
cell_548,2,9,2,2,17,5,4,2,2,2,2,11,2,2,2,12
cell_549,2,9,2,NA,17,5,0,2,2,2,3,11,NA,2,NA,12
cell_550,NA,9,2,2,NA,5,0,2,NA,2,3,11,2,2,2,NA
cell_551,2,NA,2,2,17,5,0,2,2,2,3,11,2,2,2,12
cell_552,2,NA,NA,2,NA,5,NA,2,2,2,NA,11,2,2,2,12
cell_553,3,NA,2,2,17,5,NA,0,2,NA,2,11,2,2,2,NA
cell_554,NA,9,2,2,17,NA,3,0,2,2,2,11,2,2,2,0
cell_555,NA,9,NA,2,17,5,3,0,NA,2,0,11,2,2,NA,0
cell_556,3,9,2,2,17,5,3,NA,2,2,0,11,2,2,2,0
cell_557,0,9,2,2,17,5,0,2,2,2,0,11,2,NA,2,2
cell_558,2,9,2,2,NA,5,2,2,2,NA,0,11,2,2,2,2
cell_559,0,NA,2,NA,NA,5,3,2,NA,2,0,11,2,2,NA,2
cell_560,0,9,2,2,17,NA,3,NA,NA,NA,NA,11,2,NA,NA,2
cell_561,0,9,2,2,17,5,2,2,2,NA,0,NA,2,NA,2,4
cell_562,NA,9,2,NA,17,5,2,2,NA,2,0,11,2,2,2,4
cell_563,4,9,2,2,17,NA,2,2,2,2,NA,11,2,2,NA,NA
cell_564,4,9,2,2,17,5,NA,2,NA,2,2,NA,2,2,2,4
cell_565,0,9,2,2,17,5,0,15,2,2,2,11,NA,2,NA,4
cell_566,0,9,2,2,17,5,5,NA,NA,2,2,NA,2,2,2,4
cell_567,0,9,2,2,NA,5,2,NA,2,2,5,11,NA,NA,NA,4
cell_568,0,NA,NA,NA,17,5,0,2,NA,2,5,NA,NA,NA,2,4
cell_569,NA,9,2,2,NA,5,2,0,NA,5,2,11,2,2,2,0
cell_570,2,9,2,NA,17,5,2,2,2,NA,2,11,NA,2,NA,NA
cell_571,2,9,2,2,17,5,2,92,NA,NA,2,11,NA,2,2,0
cell_572,NA,9,2,2,17,5,NA,92,2,0,2,NA,NA,2,2,0
cell_573,2,NA,2,2,17,5,NA,0,2,0,NA,11,2,2,2,2
cell_574,NA,9,NA,2,17,5,2,NA,NA,0,2,11,2,2,2,NA
cell_575,2,NA,2,2,NA,NA,0,5,NA,0,2,NA,2,NA,NA,NA
cell_576,NA,9,2,2,17,5,NA,5,2,0,NA,11,NA,2,2,NA
cell_577,4,9,2,2,NA,NA,2,2,0,2,NA,0,2,0,2,NA
cell_578,4,NA,2,NA,2,5,2,2,0,2,2,0,2,0,NA,0
cell_579,4,9,2,2,2,5,NA,2,0,2,NA,5,2,3,2,2
cell_580,NA,NA,2,2,2,5,2,2,0,2,2,5,2,3,NA,0
cell_581,4,9,2,2,2,5,2,NA,2,2,2,0,2,NA,2,0
cell_582,4,9,2,NA,2,5,2,2,0,2,2,0,NA,0,2,0
cell_583,4,9,2,NA,2,5,2,2,0,NA,2,NA,2,0,2,5
cell_584,NA,9,2,NA,NA,5,2,NA,0,2,2,NA,NA,0,NA,0
cell_585,NA,9,2,NA,2,5,2,2,NA,2,NA,0,2,NA,2,0
cell_586,NA,9,NA,2,2,5,2,2,NA,2,0,NA,NA,2,NA,0
cell_587,4,NA,2,NA,2,5,2,NA,8,2,0,NA,2,2,2,NA
cell_588,4,9,NA,2,2,5,2,NA,8,2,NA,0,2,2,2,0
cell_589,4,9,2,2,NA,NA,2,2,0,NA,2,0,2,0,2,0
cell_590,4,9,2,2,2,5,2,2,0,2,2,0,2,0,2,0
cell_591,4,NA,NA,2,2,5,2,2,NA,2,2,3,2,2,NA,2
cell_592,4,9,NA,2,2,5,2,2,0,NA,2,0,2,NA,2,2
cell_593,NA,9,2,2,NA,5,NA,2,3,2,NA,NA,2,2,NA,0
cell_594,4,9,2,2,2,5,2,2,NA,2,NA,2,2,2,NA,5
cell_595,4,9,2,2,NA,NA,2,2,3,2,0,0,2,0,2,2
cell_596,4,9,2,2,2,NA,2,2,3,2,0,0,2,0,NA,0
cell_597,4,9,2,NA,2,5,2,NA,3,2,0,2,2,0,2,2
cell_598,4,9,2,2,2,5,2,2,3,2,NA,0,2,NA,2,0
cell_599,4,9,2,2,2,5,2,NA,3,2,2,5,NA,0,2,0
cell_600,4,9,NA,2,NA,5,NA,2,3,2,0,0,2,0,2,NA
cell_601,4,9,2,2,2,5,2,2,3,2,0,NA,2,5,2,0
cell_602,NA,9,2,2,NA,5,2,NA,3,NA,0,8,2,5,2,0
cell_603,NA,NA,2,2,2,5,2,2,3,NA,0,8,2,5,2,NA
cell_604,4,9,2,2,2,5,2,2,3,2,2,8,2,5,2,0
cell_605,4,9,2,NA,NA,NA,2,2,3,2,2,4,2,5,2,3
cell_606,4,9,NA,NA,2,5,NA,2,3,2,0,0,2,5,2,NA
cell_607,4,9,2,2,2,5,2,NA,3,NA,NA,5,2,5,2,3
cell_608,4,NA,NA,2,2,5,2,2,3,2,0,NA,2,5,2,3
cell_609,2,9,2,2,2,5,2,2,0,2,NA,NA,2,2,2,0
cell_610,2,9,NA,2,2,NA,2,2,0,2,NA,NA,2,2,2,0
cell_611,2,9,2,2,2,NA,2,NA,4,2,NA,NA,NA,2,NA,NA
cell_612,2,9,2,2,NA,NA,2,2,4,2,NA,NA,2,2,2,0
cell_613,2,9,2,2,2,NA,2,2,2,2,NA,NA,2,2,2,0
cell_614,2,9,NA,2,2,5,2,NA,2,2,NA,NA,2,2,2,0
cell_615,2,9,2,NA,2,5,2,2,2,2,NA,NA,NA,2,2,0
cell_616,2,9,2,2,2,5,2,2,2,NA,NA,NA,NA,2,2,3
cell_617,NA,9,2,2,NA,5,2,2,0,2,0,NA,2,2,2,11
cell_618,2,9,2,2,NA,5,2,2,0,2,4,92,NA,2,2,0
cell_619,2,NA,2,2,NA,5,2,2,0,2,NA,92,2,2,NA,NA
cell_620,2,9,NA,2,2,5,2,2,NA,2,2,NA,2,2,2,NA
cell_621,2,9,NA,2,2,5,2,2,0,2,2,5,2,2,NA,NA
cell_622,2,NA,2,2,NA,NA,2,2,0,2,0,5,2,NA,2,5
cell_623,2,NA,2,2,2,5,2,2,2,2,0,5,2,2,2,5
cell_624,2,9,2,NA,2,NA,2,NA,2,NA,NA,5,NA,2,2,5
cell_625,NA,9,2,2,NA,NA,2,2,NA,2,NA,NA,NA,0,2,2
cell_626,2,NA,2,2,2,5,NA,2,NA,2,2,11,2,0,2,2
cell_627,2,9,2,2,2,5,2,2,NA,NA,NA,0,2,5,NA,2
cell_628,2,9,2,NA,2,NA,NA,NA,2,NA,2,2,2,5,2,2
cell_629,NA,9,2,2,2,NA,2,2,0,2,5,0,NA,2,2,2
cell_630,2,NA,2,2,2,5,2,2,0,2,5,0,NA,0,2,2
cell_631,2,9,2,2,NA,5,2,2,0,2,0,4,2,0,2,2
cell_632,2,9,NA,2,2,5,2,NA,0,2,3,4,2,0,2,NA
cell_633,NA,9,2,2,2,5,2,2,5,2,0,2,2,0,2,0
cell_634,2,9,2,2,NA,5,2,NA,5,2,0,NA,2,NA,2,0
cell_635,2,9,2,2,2,5,2,NA,5,2,3,NA,NA,0,2,2
cell_636,2,NA,2,2,2,5,2,NA,5,2,NA,2,2,NA,2,NA
cell_637,2,9,2,2,2,5,2,2,NA,2,2,0,2,0,2,2
cell_638,2,9,2,2,2,5,2,2,NA,NA,NA,NA,NA,NA,2,2
cell_639,2,NA,2,2,2,5,2,2,5,2,2,2,NA,3,2,2
cell_640,NA,9,2,2,NA,5,2,2,5,2,2,5,2,NA,2,2
cell_641,0,9,2,2,16,5,0,NA,NA,5,2,NA,NA,NA,3,2
cell_642,0,9,2,NA,16,5,0,0,3,0,2,NA,2,0,NA,2
cell_643,0,NA,NA,NA,16,5,0,NA,3,0,0,2,2,3,3,2
cell_644,NA,9,2,2,16,5,0,0,3,0,5,2,2,0,3,NA
cell_645,0,NA,NA,2,16,5,0,2,NA,0,NA,2,NA,NA,3,NA
cell_646,0,NA,2,2,16,5,0,2,2,NA,2,2,2,0,3,2
cell_647,0,NA,2,2,16,5,3,NA,0,NA,2,2,2,0,3,2
cell_648,0,9,2,2,16,NA,5,0,NA,2,0,2,2,0,3,2
cell_649,0,NA,2,2,16,5,5,NA,NA,5,2,2,2,2,3,NA
cell_650,NA,9,2,2,16,5,NA,3,2,NA,2,2,2,2,3,NA
cell_651,21,NA,2,NA,NA,5,17,NA,2,0,2,2,2,2,3,2
cell_652,21,9,NA,2,16,5,0,3,2,2,2,NA,2,NA,NA,2
cell_653,5,NA,NA,NA,16,NA,0,NA,NA,3,2,2,2,2,3,2
cell_654,NA,9,2,2,16,5,0,3,NA,8,2,2,2,2,3,2
cell_655,0,9,2,2,NA,5,0,NA,2,NA,2,2,2,2,3,2
cell_656,0,NA,2,2,16,NA,2,3,2,2,2,NA,2,2,3,2
cell_657,NA,NA,2,2,16,NA,0,3,NA,NA,0,5,NA,2,13,2
cell_658,3,9,2,2,NA,NA,NA,3,0,2,3,5,2,2,13,2
cell_659,3,9,2,2,16,5,NA,NA,0,NA,29,NA,2,NA,NA,2
cell_660,3,NA,NA,2,16,5,0,NA,0,2,NA,5,2,2,13,NA
cell_661,0,9,2,2,16,5,2,3,NA,2,NA,5,2,NA,NA,2
cell_662,0,9,NA,NA,16,NA,2,3,0,2,0,5,2,2,13,2
cell_663,0,9,2,NA,16,NA,6,3,NA,2,4,5,2,2,13,2
cell_664,2,9,2,2,16,NA,5,3,0,NA,4,NA,2,2,13,2
cell_665,4,9,2,2,16,5,2,2,2,2,2,NA,2,NA,2,2
cell_666,NA,NA,2,2,16,5,2,2,2,2,2,5,2,2,2,NA
cell_667,4,9,2,2,NA,5,2,2,2,2,2,5,2,2,5,2
cell_668,4,9,2,2,16,5,2,2,2,2,2,5,NA,2,0,NA
cell_669,4,9,2,2,16,5,NA,0,3,NA,2,5,2,2,2,2
cell_670,4,NA,2,NA,16,5,0,0,3,NA,2,5,2,2,2,2
cell_671,4,9,2,2,NA,5,0,0,3,2,2,5,2,NA,0,NA
cell_672,NA,9,2,2,16,5,5,0,3,NA,2,5,NA,2,0,2
cell_673,NA,9,2,2,16,5,NA,2,0,3,0,0,2,2,NA,4
cell_674,5,NA,2,2,NA,5,2,2,0,3,0,0,NA,NA,2,4
cell_675,5,9,2,NA,16,NA,2,2,0,3,0,0,2,NA,2,4
cell_676,5,9,NA,2,16,5,2,2,0,NA,0,0,2,2,2,4
cell_677,5,9,2,NA,16,5,2,0,0,3,2,0,2,2,2,4
cell_678,5,9,2,2,16,5,2,0,2,3,NA,0,2,2,2,4
cell_679,5,NA,2,NA,NA,5,2,4,0,3,0,0,2,2,2,4
cell_680,5,9,NA,NA,16,5,2,NA,2,3,0,0,2,2,2,NA
cell_681,5,9,2,2,16,5,2,5,2,NA,NA,NA,2,2,2,4
cell_682,NA,9,2,NA,16,NA,2,5,2,3,2,3,2,2,NA,NA
cell_683,5,NA,2,2,NA,5,2,5,0,3,2,0,2,2,2,4
cell_684,5,9,2,NA,16,5,NA,NA,2,3,2,0,2,2,2,4
cell_685,5,9,2,2,16,5,2,4,0,3,NA,0,2,2,2,4
cell_686,5,9,2,2,16,5,2,4,0,3,2,0,2,2,NA,NA
cell_687,5,9,2,2,16,5,2,4,0,3,2,2,2,2,2,4
cell_688,5,NA,2,NA,16,5,NA,4,NA,3,NA,0,2,2,2,4
cell_689,5,9,NA,2,16,5,2,3,NA,NA,12,NA,2,NA,2,0
cell_690,5,NA,2,2,16,5,2,3,0,NA,12,8,NA,5,2,0
cell_691,NA,9,2,NA,16,5,2,NA,5,3,0,NA,2,0,0,2
