,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,NA,2,5,2,11,NA,2,2,2,NA,11,3
cell_2,NA,2,NA,2,NA,21,NA,2,2,NA,11,3
cell_3,3,2,0,2,11,21,NA,2,2,15,NA,3
cell_4,3,NA,0,NA,11,21,0,2,NA,NA,11,NA
cell_5,NA,2,NA,NA,NA,21,0,NA,NA,NA,11,3
cell_6,3,2,0,2,11,21,0,2,2,15,11,3
cell_7,3,NA,0,2,11,21,2,NA,2,15,11,NA
cell_8,3,2,0,NA,11,21,2,NA,2,15,11,3
cell_9,3,2,0,2,11,21,0,2,NA,15,NA,3
cell_10,NA,2,NA,NA,11,21,NA,NA,NA,15,11,3
cell_11,3,2,0,2,NA,NA,0,2,2,15,11,NA
cell_12,3,2,0,2,11,NA,NA,NA,2,15,11,3
cell_13,3,2,NA,NA,11,21,NA,NA,2,15,NA,NA
cell_14,3,2,0,2,11,NA,0,2,2,15,NA,3
cell_15,3,2,0,2,NA,NA,NA,2,2,NA,11,3
cell_16,3,2,NA,2,11,21,NA,2,2,NA,11,3
cell_17,NA,2,NA,NA,11,21,NA,NA,2,15,11,3
cell_18,NA,NA,0,2,11,21,3,0,2,15,NA,NA
cell_19,NA,NA,NA,2,11,NA,3,NA,NA,15,NA,3
cell_20,3,NA,5,2,11,NA,3,0,2,15,NA,3
cell_21,3,NA,0,2,NA,NA,3,2,NA,15,11,3
cell_22,NA,2,0,2,NA,NA,3,NA,2,15,11,3
cell_23,NA,NA,0,NA,11,NA,3,0,2,15,NA,NA
cell_24,3,2,NA,NA,11,21,NA,5,2,NA,11,NA
cell_25,NA,2,NA,2,11,21,0,2,2,15,11,NA
cell_26,3,NA,NA,2,NA,21,NA,2,2,15,11,3
cell_27,NA,NA,NA,2,11,21,0,2,2,15,11,3
cell_28,3,2,NA,2,11,NA,0,2,2,15,11,NA
cell_29,3,NA,4,2,11,21,NA,NA,NA,15,NA,3
cell_30,3,NA,NA,2,11,21,0,2,2,15,11,NA
cell_31,NA,2,0,2,11,NA,NA,0,2,15,11,3
cell_32,3,2,0,NA,11,21,NA,NA,2,NA,NA,3
cell_33,NA,NA,0,NA,NA,21,3,5,2,NA,11,NA
cell_34,3,2,2,2,11,21,NA,NA,2,NA,11,0
cell_35,3,2,NA,2,11,21,2,5,2,15,NA,NA
cell_36,3,2,0,2,11,21,2,NA,2,15,11,NA
cell_37,3,2,0,2,NA,21,0,NA,NA,15,11,0
cell_38,3,2,0,2,11,NA,0,NA,2,15,NA,NA
cell_39,NA,2,5,2,NA,NA,NA,5,2,NA,11,0
cell_40,NA,2,5,NA,NA,21,0,NA,2,15,11,0
cell_41,NA,2,NA,2,NA,21,NA,0,NA,NA,11,NA
cell_42,3,NA,2,2,11,21,3,NA,2,15,11,0
cell_43,3,2,NA,NA,NA,21,0,2,2,NA,11,NA
cell_44,NA,2,2,2,11,21,0,NA,NA,NA,NA,2
cell_45,NA,NA,NA,2,NA,21,NA,NA,NA,15,11,0
cell_46,NA,2,2,2,11,NA,NA,0,2,15,11,NA
cell_47,NA,2,2,2,11,NA,2,0,NA,NA,NA,2
cell_48,3,2,NA,NA,11,NA,NA,0,2,15,11,NA
cell_49,NA,2,NA,2,NA,NA,NA,0,2,NA,11,0
cell_50,3,NA,0,2,11,NA,NA,0,2,15,11,NA
cell_51,3,2,5,2,NA,NA,0,NA,2,15,11,0
cell_52,NA,2,5,2,11,21,0,0,2,NA,11,NA
cell_53,NA,NA,0,2,11,NA,0,0,NA,15,11,0
cell_54,NA,2,2,2,11,NA,NA,NA,2,NA,11,0
cell_55,3,2,NA,2,11,21,NA,0,2,15,11,0
cell_56,NA,2,0,2,11,21,NA,0,2,NA,11,0
cell_57,3,2,0,2,11,21,3,NA,NA,15,11,0
cell_58,3,2,0,NA,11,21,3,0,2,15,11,0
cell_59,3,2,NA,2,NA,21,6,0,2,15,11,NA
cell_60,3,NA,0,2,11,NA,6,NA,NA,15,11,NA
cell_61,NA,2,0,2,NA,21,NA,NA,NA,15,NA,5
cell_62,3,2,3,NA,11,21,NA,0,2,15,NA,NA
cell_63,3,NA,NA,2,NA,21,0,2,NA,NA,11,5
cell_64,3,NA,NA,2,11,21,NA,NA,2,NA,NA,5
cell_65,3,2,NA,NA,11,21,2,NA,NA,NA,NA,5
cell_66,3,NA,5,NA,NA,21,NA,0,2,15,11,5
cell_67,NA,NA,5,2,11,NA,NA,0,2,15,11,5
cell_68,3,2,5,2,11,21,NA,0,2,15,11,5
cell_69,3,2,NA,2,NA,NA,0,0,2,15,11,5
cell_70,3,2,5,2,NA,21,2,3,2,15,11,5
cell_71,3,2,5,NA,11,21,NA,0,2,NA,NA,5
