,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,2,8,0,16,2,2,5,2,3,2,NA,NA
cell_2,2,0,0,16,2,2,5,2,3,2,2,NA
cell_3,NA,NA,NA,16,NA,2,5,NA,3,2,2,NA
cell_4,2,0,5,16,2,2,5,2,NA,2,NA,4
cell_5,NA,0,0,NA,NA,2,5,NA,3,2,2,0
cell_6,2,NA,NA,NA,NA,2,NA,2,3,2,NA,0
cell_7,2,0,3,16,2,2,5,NA,NA,NA,2,NA
cell_8,NA,NA,NA,16,NA,2,5,NA,3,2,2,NA
cell_9,NA,2,0,16,2,2,5,NA,3,2,2,NA
cell_10,2,2,0,NA,2,NA,5,2,NA,2,2,0
cell_11,NA,2,NA,NA,NA,NA,5,NA,NA,2,2,NA
cell_12,2,2,0,16,2,2,NA,NA,3,2,2,3
cell_13,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA
cell_14,2,2,0,16,2,NA,5,NA,3,2,NA,2
cell_15,2,2,3,NA,2,2,5,2,3,2,2,2
cell_16,2,2,NA,16,NA,NA,NA,NA,NA,2,NA,0
cell_17,2,5,2,16,2,NA,NA,NA,15,NA,NA,NA
cell_18,2,5,0,NA,2,2,5,NA,NA,NA,2,5
cell_19,NA,5,NA,16,2,2,NA,NA,15,2,2,NA
cell_20,2,5,NA,16,2,NA,5,2,NA,NA,NA,4
cell_21,2,NA,0,16,2,2,5,NA,NA,NA,NA,2
cell_22,NA,NA,0,16,NA,NA,NA,NA,NA,2,2,2
cell_23,2,NA,0,NA,2,2,5,2,0,2,2,NA
cell_24,2,NA,0,NA,2,2,5,2,0,2,2,0
cell_25,2,NA,NA,NA,2,2,5,2,0,2,NA,0
cell_26,2,3,NA,NA,2,2,5,2,0,NA,2,NA
cell_27,2,NA,NA,NA,2,2,NA,2,0,2,NA,118
cell_28,2,NA,0,NA,2,2,NA,2,0,NA,NA,0
cell_29,2,NA,2,16,2,2,5,NA,0,NA,2,2
cell_30,2,8,0,NA,2,2,5,2,NA,2,2,2
cell_31,2,2,2,16,2,NA,NA,2,6,2,NA,NA
cell_32,NA,2,2,16,NA,NA,5,2,NA,NA,2,2
cell_33,2,4,0,NA,NA,NA,5,2,NA,2,NA,2
cell_34,2,NA,0,16,NA,2,5,2,0,2,NA,2
cell_35,NA,4,0,NA,NA,2,NA,2,NA,NA,2,0
cell_36,2,NA,0,NA,2,2,NA,2,2,2,2,NA
cell_37,2,4,2,16,2,NA,5,2,NA,2,2,NA
cell_38,NA,4,2,NA,2,2,5,2,4,NA,2,0
cell_39,NA,4,NA,16,2,NA,5,2,4,2,NA,NA
cell_40,2,4,2,16,NA,2,NA,NA,NA,NA,2,2
cell_41,2,NA,0,16,2,2,NA,NA,2,2,NA,0
cell_42,2,4,NA,16,2,NA,5,2,2,NA,NA,3
cell_43,2,NA,NA,NA,2,NA,5,2,2,2,2,NA
cell_44,2,4,2,NA,2,NA,5,NA,2,2,NA,0
cell_45,2,4,0,NA,NA,2,5,2,NA,NA,2,0
cell_46,2,4,0,16,2,NA,NA,2,0,2,2,2
cell_47,2,4,0,16,NA,2,NA,2,NA,NA,2,0
cell_48,2,4,5,NA,2,NA,5,NA,0,2,2,NA
cell_49,NA,NA,2,NA,2,2,5,2,0,NA,NA,2
cell_50,NA,NA,2,16,2,2,5,2,0,2,2,2
cell_51,2,0,8,NA,NA,NA,5,2,0,NA,2,2
cell_52,NA,2,8,16,2,2,5,2,NA,NA,NA,2
cell_53,2,NA,NA,16,2,NA,5,2,2,2,2,NA
cell_54,2,0,5,16,2,2,5,NA,2,NA,2,2
cell_55,2,0,5,16,NA,NA,5,NA,NA,2,2,NA
cell_56,2,0,5,16,2,2,5,2,5,NA,NA,2
cell_57,2,2,NA,NA,2,NA,5,2,0,2,NA,2
cell_58,2,NA,2,16,2,2,5,2,NA,2,2,2
cell_59,2,2,NA,NA,2,2,NA,2,0,2,2,NA
cell_60,NA,2,2,16,2,2,5,2,NA,NA,NA,NA
cell_61,NA,2,0,16,NA,2,NA,2,9,2,NA,2
cell_62,2,2,0,16,2,NA,5,2,9,2,2,2
cell_63,2,2,NA,16,2,2,5,2,NA,NA,2,2
cell_64,NA,2,0,NA,NA,NA,NA,2,9,2,2,NA
cell_65,2,2,NA,16,2,2,NA,2,NA,2,10,0
cell_66,2,2,2,16,2,2,NA,NA,2,2,10,5
cell_67,2,2,NA,16,2,2,5,2,NA,2,10,15
cell_68,NA,2,0,16,NA,NA,5,2,NA,NA,10,2
cell_69,2,2,3,16,NA,2,NA,2,2,NA,NA,0
cell_70,2,2,3,16,2,NA,5,2,NA,2,NA,0
cell_71,NA,2,NA,16,NA,2,5,NA,2,2,10,0
cell_72,2,2,3,NA,2,2,5,2,NA,NA,10,0
cell_73,2,2,NA,16,2,NA,5,2,2,NA,10,NA
cell_74,NA,NA,0,NA,2,2,5,NA,NA,2,10,0
cell_75,2,NA,0,NA,NA,2,5,NA,NA,2,10,0
cell_76,2,NA,0,16,NA,NA,5,2,NA,2,10,0
cell_77,NA,2,NA,NA,2,2,5,NA,2,NA,10,5
cell_78,2,2,0,NA,2,NA,5,2,2,2,NA,NA
cell_79,2,2,5,NA,NA,2,5,2,NA,NA,10,NA
cell_80,NA,2,NA,16,2,NA,NA,2,NA,2,10,5
cell_81,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
cell_82,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
cell_83,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
cell_84,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
cell_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
cell_86,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
cell_87,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2
cell_88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
cell_89,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3
cell_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3
cell_91,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0
cell_92,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0
cell_93,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
cell_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0
cell_95,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0
cell_96,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
cell_97,2,NA,2,16,2,2,5,2,NA,2,2,3
cell_98,2,NA,2,16,2,2,5,2,14,2,2,NA
cell_99,2,2,NA,16,2,2,5,NA,0,2,NA,3
cell_100,2,2,2,16,NA,2,NA,NA,0,NA,NA,3
cell_101,2,2,NA,NA,2,2,NA,2,NA,NA,NA,3
cell_102,NA,2,NA,NA,2,2,5,2,2,2,NA,3
cell_103,2,2,2,16,2,2,5,2,0,2,2,3
cell_104,NA,NA,NA,NA,2,2,NA,2,0,2,NA,3
cell_105,NA,NA,NA,NA,2,2,5,2,0,2,0,2
cell_106,2,3,NA,NA,2,2,5,2,NA,2,3,NA
cell_107,2,0,0,16,2,2,5,2,NA,NA,0,0
cell_108,2,0,NA,16,NA,NA,NA,2,NA,2,0,0
cell_109,2,NA,0,16,NA,2,NA,2,NA,2,0,5
cell_110,NA,0,5,NA,2,2,NA,NA,8,NA,NA,0
cell_111,NA,0,0,16,NA,2,5,2,NA,NA,3,3
cell_112,2,0,0,NA,2,NA,5,2,8,NA,3,3
cell_113,2,3,NA,NA,2,2,NA,2,0,2,0,0
cell_114,NA,0,NA,NA,2,2,5,NA,0,2,0,0
cell_115,2,NA,NA,NA,2,2,5,2,20,2,0,NA
cell_116,2,0,4,16,2,2,5,2,0,2,0,0
cell_117,2,NA,4,16,2,2,5,NA,3,2,NA,2
cell_118,2,0,4,16,2,2,5,2,0,NA,0,NA
cell_119,2,NA,4,16,2,2,5,2,0,2,0,2
cell_120,2,0,4,16,NA,NA,5,2,0,NA,0,NA
cell_121,2,0,NA,16,2,2,NA,2,9,2,2,0
cell_122,NA,NA,NA,16,NA,2,5,NA,9,2,2,NA
cell_123,2,NA,NA,NA,2,2,5,2,NA,NA,2,0
cell_124,2,0,0,16,2,2,NA,NA,2,NA,2,0
cell_125,2,64,2,16,2,2,5,2,NA,2,NA,2
cell_126,NA,64,2,16,2,2,5,2,5,NA,2,2
cell_127,2,2,2,NA,2,2,5,2,NA,2,2,2
cell_128,2,NA,NA,16,2,2,5,2,0,2,2,2
cell_129,2,5,3,2,2,2,5,2,0,2,NA,34
cell_130,2,NA,3,NA,NA,2,NA,2,NA,NA,5,NA
cell_131,2,2,NA,2,2,2,NA,NA,0,NA,NA,NA
cell_132,2,0,3,NA,2,2,5,NA,0,NA,NA,34
cell_133,NA,2,NA,2,NA,2,NA,2,NA,2,5,34
cell_134,NA,2,NA,2,2,NA,5,NA,NA,2,NA,NA
cell_135,2,2,3,2,NA,2,5,NA,0,2,5,34
cell_136,2,NA,3,NA,2,NA,5,2,0,2,5,NA
cell_137,2,0,3,NA,2,2,5,NA,0,2,5,NA
cell_138,2,0,3,2,2,2,NA,NA,0,2,5,34
cell_139,2,0,3,2,NA,NA,5,NA,NA,2,5,34
cell_140,NA,0,NA,2,2,NA,5,2,0,2,NA,34
cell_141,2,NA,3,NA,2,2,5,NA,0,NA,NA,34
cell_142,2,0,3,2,2,NA,5,2,2,2,NA,34
cell_143,NA,2,3,NA,2,2,5,2,0,2,5,NA
cell_144,2,NA,3,2,2,NA,5,2,0,2,5,NA
cell_145,2,NA,3,NA,2,NA,5,2,2,2,5,0
cell_146,2,NA,3,0,2,2,5,NA,2,2,NA,0
cell_147,2,2,NA,NA,NA,NA,5,2,2,NA,5,0
cell_148,NA,NA,NA,0,NA,NA,5,2,2,2,5,NA
cell_149,NA,2,NA,2,2,2,5,2,2,NA,5,2
cell_150,NA,2,3,0,2,2,5,2,2,2,5,2
cell_151,2,2,NA,NA,NA,2,NA,2,2,NA,5,0
cell_152,2,2,3,2,2,NA,5,2,2,NA,5,0
cell_153,2,2,NA,5,2,NA,5,2,2,2,5,3
cell_154,2,2,3,5,2,2,5,2,2,2,5,3
cell_155,2,NA,3,5,NA,2,5,2,2,2,NA,NA
cell_156,NA,2,3,5,2,2,NA,NA,2,NA,5,3
cell_157,2,2,3,NA,2,2,5,NA,NA,2,5,2
cell_158,2,NA,NA,0,2,2,5,2,2,NA,5,2
cell_159,2,2,NA,2,2,NA,5,2,NA,NA,5,NA
cell_160,2,2,NA,5,NA,2,5,NA,NA,2,5,0
cell_161,2,NA,2,5,2,2,5,2,NA,NA,NA,NA
cell_162,2,NA,NA,0,2,2,5,NA,NA,NA,NA,5
cell_163,2,2,0,5,NA,2,5,2,0,2,3,5
cell_164,2,2,NA,0,2,NA,5,2,0,2,3,NA
cell_165,2,NA,0,0,2,2,5,2,2,2,0,2
cell_166,NA,2,0,NA,2,2,NA,2,0,2,NA,2
cell_167,NA,NA,2,0,NA,2,5,2,0,NA,0,0
cell_168,NA,2,NA,NA,2,2,5,2,0,NA,0,0
cell_169,2,2,NA,0,2,2,NA,2,0,2,2,4
cell_170,NA,2,NA,NA,2,2,5,2,0,2,2,4
cell_171,2,NA,5,NA,2,2,NA,NA,NA,2,NA,4
cell_172,2,NA,NA,NA,2,2,5,2,0,2,2,4
cell_173,NA,NA,4,0,2,NA,NA,2,0,NA,2,4
cell_174,NA,2,4,0,NA,2,5,NA,2,2,2,4
cell_175,NA,2,NA,0,2,2,5,2,0,2,0,4
cell_176,2,NA,4,NA,2,2,5,2,2,2,NA,4
cell_177,2,2,NA,NA,NA,NA,NA,NA,NA,2,0,0
cell_178,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0
cell_179,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
cell_180,NA,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA
cell_181,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0
cell_182,2,0,NA,NA,NA,NA,NA,NA,NA,2,4,0
cell_183,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
cell_184,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0
cell_185,2,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_186,2,5,NA,NA,NA,NA,NA,NA,NA,2,3,NA
cell_187,2,0,NA,NA,NA,NA,NA,NA,NA,2,3,NA
cell_188,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
cell_189,2,0,NA,NA,NA,NA,NA,NA,NA,2,3,0
cell_190,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA
cell_191,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0
