,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_286,2,0,NA,5,NA,2,NA,2,NA,NA,NA,NA
cell_287,2,2,2,5,5,2,8,2,NA,NA,NA,NA
cell_288,2,2,2,5,5,NA,8,2,NA,NA,NA,NA
cell_289,2,57,5,0,5,2,8,NA,2,61,2,0
cell_290,2,0,5,NA,NA,2,8,11,2,61,2,0
cell_291,NA,5,NA,0,5,2,8,11,2,61,2,0
cell_292,2,NA,5,3,5,2,NA,11,2,61,2,3
cell_293,2,0,2,NA,5,2,8,11,NA,61,2,NA
cell_294,2,NA,2,0,5,2,8,11,NA,NA,2,2
cell_295,NA,3,NA,0,5,2,8,NA,2,NA,2,0
cell_296,2,3,2,0,5,2,8,11,2,61,2,5
cell_297,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_298,NA,2,6,NA,5,2,8,11,2,61,2,5
cell_299,2,2,0,2,5,2,8,11,2,61,2,2
cell_300,2,NA,0,0,5,2,8,11,2,NA,2,2
cell_301,2,2,2,4,5,2,8,11,2,61,2,2
cell_302,2,2,2,4,5,2,NA,NA,2,61,2,2
cell_303,NA,NA,5,NA,5,2,8,11,2,61,2,2
cell_304,2,2,0,NA,5,2,8,11,2,61,2,2
cell_305,2,NA,0,8,5,2,8,NA,0,61,2,0
cell_306,2,NA,0,8,5,NA,8,11,NA,61,2,0
cell_307,NA,2,0,8,5,2,8,11,15,61,2,0
cell_308,2,0,0,8,5,2,8,NA,NA,61,2,0
cell_309,NA,NA,0,2,5,2,8,11,0,61,NA,0
cell_310,2,2,9,2,5,2,8,NA,NA,NA,2,0
cell_311,2,5,NA,0,5,2,8,11,NA,NA,NA,3
cell_312,2,0,0,NA,NA,2,NA,11,2,61,NA,0
cell_313,2,NA,NA,0,5,2,8,11,11,NA,2,NA
cell_314,NA,2,2,4,5,NA,8,11,0,61,2,NA
cell_315,2,2,2,0,NA,2,8,11,0,61,2,2
cell_316,2,2,2,NA,5,2,8,11,0,61,2,2
cell_317,2,2,2,0,5,NA,8,11,3,61,2,NA
cell_318,2,2,2,0,5,2,NA,11,NA,61,2,5
cell_319,NA,2,2,2,5,2,NA,11,5,61,NA,0
cell_320,2,NA,2,0,5,2,NA,NA,0,NA,2,NA
cell_321,2,NA,2,5,5,NA,8,83,5,61,2,4
cell_322,NA,5,NA,5,5,NA,8,NA,5,61,NA,4
cell_323,2,5,2,5,5,2,8,83,NA,NA,2,4
cell_324,2,5,2,5,5,2,8,83,5,61,2,4
cell_325,2,5,2,NA,NA,2,8,83,5,61,0,4
cell_326,2,NA,2,NA,5,2,8,83,5,61,0,4
cell_327,NA,5,2,NA,5,2,8,83,5,61,0,4
cell_328,NA,5,2,5,5,2,8,83,5,61,NA,NA
cell_329,2,5,2,NA,5,2,8,83,5,NA,0,4
cell_330,2,5,2,NA,5,2,8,83,0,61,0,4
cell_331,2,5,2,5,NA,2,8,83,0,61,0,4
cell_332,2,5,2,5,NA,2,8,83,0,61,0,4
cell_333,2,5,2,NA,NA,2,8,83,NA,61,2,4
cell_334,NA,5,NA,5,5,NA,8,83,NA,61,0,4
cell_335,2,5,2,5,5,2,NA,83,NA,61,0,4
cell_336,NA,5,2,5,5,NA,NA,NA,3,61,5,4
cell_337,NA,5,2,3,5,2,8,NA,2,61,NA,4
cell_338,2,NA,NA,NA,5,2,8,83,2,61,0,NA
cell_339,2,5,2,3,NA,2,8,NA,2,61,0,4
cell_340,2,5,NA,3,5,2,NA,83,NA,61,NA,4
cell_341,2,NA,2,NA,5,2,8,83,2,61,NA,NA
cell_342,NA,NA,2,3,5,2,8,83,2,NA,0,4
cell_343,2,5,2,3,5,2,8,83,NA,NA,0,4
cell_344,2,5,2,3,NA,2,8,83,NA,61,0,4
cell_345,2,5,2,2,5,NA,8,83,2,NA,5,4
cell_346,2,5,2,2,NA,2,8,83,2,61,5,NA
cell_347,2,5,2,NA,NA,2,8,83,2,NA,5,NA
cell_348,2,5,2,0,5,2,8,NA,2,61,5,4
cell_349,2,5,NA,0,5,2,8,83,2,61,5,4
cell_350,2,5,2,0,5,2,8,83,2,61,5,4
cell_351,2,5,2,0,NA,2,8,NA,NA,NA,5,4
cell_352,2,5,NA,0,5,2,8,83,2,61,5,4
cell_353,2,5,2,2,5,2,8,0,12,61,2,4
cell_354,2,NA,2,2,5,NA,8,0,12,61,NA,4
cell_355,2,5,2,0,5,NA,8,0,3,61,2,4
cell_356,NA,5,NA,0,NA,2,8,4,NA,NA,2,4
cell_357,2,5,2,4,5,2,NA,NA,0,61,2,NA
cell_358,2,NA,2,NA,NA,NA,8,0,0,61,2,4
cell_359,2,5,2,NA,5,2,8,0,0,61,2,NA
cell_360,2,5,2,0,NA,2,8,2,0,61,2,4
cell_361,NA,5,2,NA,NA,2,8,37,0,61,2,4
cell_362,2,5,NA,0,5,2,NA,37,0,61,2,4
cell_363,2,5,NA,0,5,2,8,37,0,61,2,4
cell_364,2,5,2,0,5,2,8,37,0,61,NA,4
cell_365,2,5,2,4,5,NA,8,NA,4,61,2,4
cell_366,NA,NA,2,4,5,2,8,37,4,61,2,4
cell_367,2,5,NA,4,5,2,8,37,4,61,2,4
cell_368,2,5,2,4,5,2,NA,37,4,61,2,4
cell_369,NA,5,2,0,5,2,8,3,2,61,2,4
cell_370,2,5,2,17,5,2,8,3,2,61,2,4
cell_371,2,5,2,25,5,2,NA,3,2,61,2,NA
cell_372,2,NA,2,0,5,2,NA,NA,2,61,2,4
cell_373,NA,NA,2,0,5,2,8,3,2,61,2,4
cell_374,2,5,NA,0,5,2,8,3,2,61,2,4
cell_375,2,5,2,0,NA,2,8,3,2,NA,2,4
cell_376,2,5,NA,NA,5,2,8,3,2,61,2,4
cell_377,2,5,NA,11,5,2,8,3,5,61,2,NA
cell_378,2,5,2,NA,5,2,8,3,NA,61,NA,4
cell_379,2,5,2,NA,NA,2,8,3,5,61,2,NA
cell_380,2,NA,2,NA,NA,2,8,3,5,NA,2,NA
cell_381,2,NA,2,6,5,2,8,3,5,61,2,4
cell_382,NA,5,2,NA,NA,2,8,NA,5,NA,2,4
cell_383,2,5,2,NA,5,2,8,3,5,61,2,4
cell_384,2,NA,2,NA,5,2,8,NA,NA,61,NA,4
cell_385,2,2,2,NA,5,2,8,3,2,2,5,2
cell_386,2,NA,2,2,5,2,8,3,2,2,5,2
cell_387,2,2,2,2,5,NA,NA,0,2,27,NA,2
cell_388,2,2,NA,2,NA,2,8,NA,2,27,5,2
cell_389,2,NA,2,2,5,2,8,6,2,2,5,2
cell_390,2,2,2,2,5,2,NA,NA,NA,2,NA,2
cell_391,2,2,2,2,5,2,8,NA,NA,2,5,NA
cell_392,2,2,NA,2,5,2,NA,36,2,2,5,NA
cell_393,2,2,2,NA,5,2,8,NA,NA,NA,5,NA
cell_394,2,NA,2,2,5,NA,8,NA,NA,NA,5,NA
cell_395,2,2,2,2,5,2,8,2,2,0,5,NA
cell_396,NA,NA,2,2,5,2,NA,2,2,0,5,NA
cell_397,2,NA,NA,2,5,2,8,0,2,5,5,NA
cell_398,NA,2,2,2,5,2,8,0,NA,5,5,2
cell_399,2,2,2,2,5,2,8,0,2,0,5,NA
cell_400,2,2,NA,2,5,NA,8,0,2,0,5,2
cell_401,NA,2,NA,2,NA,NA,8,8,0,0,5,NA
cell_402,2,2,2,2,5,2,8,8,2,0,5,NA
cell_403,2,NA,2,2,5,2,8,8,0,6,NA,0
cell_404,2,2,2,2,5,2,8,NA,0,NA,5,2
cell_405,2,2,NA,NA,5,2,8,NA,2,NA,5,2
cell_406,2,2,NA,2,5,2,8,8,8,2,5,2
cell_407,2,2,2,NA,5,2,8,8,0,2,5,0
cell_408,2,2,2,2,5,2,NA,8,0,2,5,3
cell_409,2,2,2,2,5,NA,NA,8,NA,0,NA,3
cell_410,2,2,NA,2,5,2,8,8,2,NA,5,3
cell_411,2,2,2,2,5,NA,8,NA,NA,0,5,NA
cell_412,2,NA,NA,2,5,2,NA,8,2,2,5,NA
cell_413,2,2,2,2,5,2,8,8,2,0,5,NA
cell_414,2,2,2,NA,5,2,8,8,2,0,5,NA
cell_415,2,2,2,2,5,2,8,8,2,0,5,3
cell_416,2,NA,2,2,NA,2,8,8,2,2,5,3
cell_417,2,2,5,2,NA,NA,8,0,2,2,NA,NA
cell_418,NA,2,NA,NA,5,2,8,0,2,2,5,5
cell_419,NA,2,5,NA,NA,2,8,0,2,2,5,5
cell_420,2,2,NA,2,5,2,NA,0,2,2,5,5
cell_421,2,2,5,NA,5,2,8,2,2,NA,NA,NA
cell_422,2,2,NA,2,5,2,8,0,2,2,5,5
cell_423,NA,NA,5,2,5,NA,8,0,2,2,5,5
cell_424,2,0,NA,NA,NA,2,8,0,NA,NA,5,NA
cell_425,2,3,2,2,NA,2,NA,NA,10,2,5,5
cell_426,2,3,2,2,5,2,8,0,10,2,5,5
cell_427,2,0,2,NA,NA,2,NA,0,0,2,5,5
cell_428,NA,NA,2,2,NA,2,8,3,0,NA,NA,5
cell_429,2,0,2,2,NA,2,8,2,0,NA,5,5
cell_430,NA,NA,2,2,5,2,8,2,2,NA,5,NA
cell_431,2,0,NA,2,5,2,NA,2,5,2,5,5
cell_432,2,0,NA,2,5,2,8,NA,5,2,5,5
cell_433,NA,NA,2,NA,5,NA,8,5,2,2,5,5
cell_434,2,2,0,NA,NA,NA,NA,5,2,2,5,5
cell_435,2,NA,NA,2,5,2,NA,5,2,2,5,5
cell_436,NA,2,4,2,NA,2,8,5,2,NA,NA,5
cell_437,2,2,0,2,5,2,8,NA,4,2,5,5
cell_438,2,2,0,2,5,2,8,5,3,2,5,5
cell_439,2,NA,0,2,5,2,8,5,NA,2,5,NA
cell_440,2,2,0,2,5,2,8,5,0,2,5,NA
cell_441,2,NA,2,NA,5,2,NA,22,0,2,5,5
cell_442,2,2,NA,2,NA,2,NA,5,0,2,5,5
