,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,5,0,2,0,NA,12,2,2,2,NA,2,0
cell_2,5,8,2,0,3,12,2,2,0,0,NA,0
cell_3,5,0,NA,0,3,NA,NA,2,0,0,0,NA
cell_4,5,0,2,0,3,12,2,2,NA,0,0,0
cell_5,NA,3,2,0,3,12,NA,2,0,0,5,0
cell_6,5,3,2,NA,3,12,2,NA,0,0,5,0
cell_7,NA,NA,2,0,3,12,NA,NA,0,NA,5,0
cell_8,5,NA,NA,0,3,NA,2,2,NA,NA,5,0
cell_9,5,0,0,NA,0,0,2,2,0,0,NA,2
cell_10,5,0,0,0,0,NA,2,NA,NA,0,0,2
cell_11,5,0,0,0,0,NA,NA,2,0,NA,2,NA
cell_12,NA,0,0,0,0,2,2,2,0,0,0,2
cell_13,5,NA,0,0,0,NA,2,2,0,NA,NA,5
cell_14,5,0,0,0,0,NA,2,2,0,0,0,NA
cell_15,5,0,0,4,2,NA,2,2,0,NA,0,0
cell_16,NA,NA,0,4,NA,NA,2,2,0,5,0,NA
cell_17,5,2,3,8,0,0,0,2,5,5,NA,NA
cell_18,5,2,3,8,NA,0,0,2,NA,5,0,NA
cell_19,5,2,3,0,0,0,0,2,0,5,0,2
cell_20,5,2,3,0,NA,0,0,2,NA,5,0,2
cell_21,NA,2,3,3,NA,12,NA,2,0,5,NA,0
cell_22,NA,2,3,3,0,12,NA,2,NA,5,0,NA
cell_23,5,2,3,2,0,12,0,2,NA,5,0,0
cell_24,5,2,3,2,0,12,NA,2,0,NA,0,0
cell_25,5,0,NA,NA,0,3,3,NA,0,NA,0,5
cell_26,5,0,3,0,0,3,3,2,0,0,0,0
cell_27,5,0,NA,0,0,NA,3,2,0,0,NA,0
cell_28,5,0,3,0,NA,0,3,2,NA,NA,NA,NA
cell_29,5,0,NA,4,0,NA,NA,2,0,0,0,0
cell_30,5,0,3,4,0,0,0,NA,0,NA,0,0
cell_31,5,0,3,4,14,0,NA,2,0,0,0,0
cell_32,5,0,3,4,NA,0,2,2,0,0,0,0
cell_33,NA,0,4,5,NA,NA,NA,NA,NA,NA,NA,2
cell_34,5,0,NA,5,NA,NA,NA,NA,NA,NA,NA,2
cell_35,5,NA,4,NA,NA,0,NA,2,15,27,0,2
cell_36,5,NA,4,5,3,0,4,2,15,27,0,2
cell_37,5,0,NA,5,0,3,0,2,0,0,0,2
cell_38,5,NA,4,5,0,0,0,2,0,0,5,2
cell_39,NA,0,4,5,0,0,4,2,0,3,5,NA
cell_40,5,0,4,NA,0,0,0,2,NA,3,NA,2
cell_41,5,0,NA,0,NA,2,0,2,4,NA,NA,0
cell_42,5,0,4,0,0,0,6,2,4,0,4,0
cell_43,5,0,4,NA,0,0,0,2,NA,0,NA,2
cell_44,5,0,4,0,NA,NA,0,2,2,NA,NA,2
cell_45,5,0,NA,NA,0,0,NA,2,NA,NA,0,0
cell_46,5,NA,4,2,0,0,0,NA,0,NA,0,0
cell_47,5,0,4,0,0,0,0,2,0,0,0,NA
cell_48,5,0,4,0,2,0,0,2,0,0,NA,0
cell_49,5,0,4,2,0,2,NA,2,0,2,2,0
cell_50,5,NA,4,2,0,NA,0,2,0,2,2,0
cell_51,5,0,4,2,0,NA,5,2,NA,NA,2,NA
cell_52,5,NA,4,2,0,2,NA,2,0,2,2,0
cell_53,5,2,4,NA,0,NA,NA,2,0,2,49,3
cell_54,NA,2,4,0,NA,NA,NA,2,0,2,49,3
cell_55,5,NA,4,0,0,NA,0,2,0,2,49,0
cell_56,5,2,NA,NA,0,2,0,2,0,2,49,0
cell_57,5,0,4,NA,0,NA,0,2,0,0,0,0
cell_58,5,NA,4,0,0,3,NA,NA,0,3,0,0
cell_59,5,NA,4,0,2,0,0,2,NA,0,0,0
cell_60,NA,0,4,0,0,0,0,NA,0,NA,0,0
cell_61,5,NA,4,NA,NA,0,0,2,0,0,NA,0
cell_62,5,0,NA,NA,0,0,0,2,3,0,0,0
