pool,figure,panel,x_variable,ncells,N_char,mu,p_ds,p_d,replicate,ngenes,max_walk,p_a,n_cif,n_diff,cif_step,ge_prob,Sigma,N_ms,r_n,seed,case_id,case_index,simulate_attempt,max_walk_used,seed_used,simulator_backend,expression_backend,n_mutated_entries_true,n_wildtype_entries_true,n_missing_entries_true,mutation_fraction_true,missing_fraction_true,n_sampled_states,n_sampled_terminal_states,n_sampled_internal_states,terminal_state_cell_fraction,internal_state_cell_fraction,sampled_states
fig3_dropout,Fig3,D-F,stochastic_dropout_rate,1024,12,0.2,0.1,0.05,1,500,3,0.8,30,20,1,0.3,0.5,10,9,20270515,fig3_dropout_n1024_char12_mu0p2_sd0p1_hd0p05_rep001,10,1,3,20270515,TedSim_SimulateCIFs,TedSim_CIF2Truecounts,8112,1215,2961,0.66015625,0.240966796875,12,3,9,0.8818359375,0.1181640625,1;2;3;5;6;7;8;9;10;11;12;13
