cell_id	S1	S2	S3	S4	S5	S6	S7	S8
cell_663	2	-	2	5	2	4	5	-
cell_664	2	30	-	5	2	0	5	2
cell_665	2	30	2	5	2	0	-	2
cell_666	2	30	-	5	2	2	5	2
cell_667	2	30	2	5	2	-	-	2
cell_668	2	30	2	5	2	0	5	2
cell_669	-	-	2	5	2	2	5	2
cell_670	2	30	2	5	-	-	5	2
cell_671	2	30	2	5	2	0	-	-
cell_672	2	30	2	5	2	0	5	2
cell_673	3	-	2	4	2	2	-	2
cell_674	3	5	2	4	-	2	-	2
cell_675	3	5	2	4	2	2	-	2
cell_676	-	5	-	4	2	2	5	2
cell_677	3	-	2	4	2	2	5	2
cell_678	-	5	2	4	2	2	5	2
cell_679	3	5	2	4	2	2	-	-
cell_680	3	5	-	4	2	-	5	2
cell_681	3	2	2	4	-	-	5	2
cell_682	3	0	2	4	2	2	5	2
cell_683	3	3	2	4	2	2	5	2
cell_684	3	3	2	4	-	-	5	2
cell_685	3	-	-	4	-	2	-	2
cell_686	3	5	2	-	2	2	-	2
cell_687	3	-	2	4	2	2	-	-
cell_688	3	4	2	4	2	2	5	2
cell_689	-	0	2	4	2	3	5	2
cell_690	3	0	-	4	2	-	-	2
cell_691	3	3	-	4	2	3	-	-
cell_692	3	3	-	-	2	3	5	2
cell_693	3	0	2	-	2	-	5	2
cell_694	3	-	2	-	2	3	5	-
cell_695	-	0	2	4	2	3	5	2
cell_696	3	5	-	4	-	3	-	2
cell_697	3	0	2	4	-	0	-	2
cell_698	3	5	2	4	2	-	5	2
cell_699	3	-	-	4	2	20	5	2
cell_700	3	0	2	4	2	20	5	2
cell_701	3	-	-	4	2	0	5	-
cell_702	-	-	-	4	2	0	5	2
cell_703	3	0	2	4	2	3	-	-
cell_704	3	0	2	4	2	3	5	2
cell_705	0	8	2	12	2	0	2	2
cell_706	2	8	2	12	-	8	2	-
cell_707	2	-	2	-	2	5	2	2
cell_708	0	8	2	-	2	-	2	2
cell_709	3	8	2	-	2	2	2	2
cell_710	3	8	2	12	-	2	2	2
cell_711	3	8	-	-	-	-	2	2
cell_712	3	8	2	12	2	2	2	2
cell_713	-	8	-	12	-	2	-	2
cell_714	0	8	2	12	2	2	2	2
cell_715	0	8	2	12	2	0	2	-
cell_716	-	8	2	-	2	0	2	-
cell_717	-	8	-	12	2	-	2	2
cell_718	0	-	2	12	2	2	2	-
cell_719	0	8	2	-	2	-	2	2
cell_720	0	-	2	12	2	-	2	2
cell_721	-	3	2	-	-	2	2	2
cell_722	5	0	-	12	2	2	2	-
cell_723	5	-	2	12	2	2	-	2
cell_724	5	-	2	-	-	2	2	2
cell_725	5	-	2	12	-	0	-	-
cell_726	5	-	-	12	2	-	2	-
cell_727	5	2	2	12	2	3	-	2
cell_728	5	2	2	12	2	0	2	2
cell_729	-	-	2	-	2	2	2	-
cell_730	5	0	2	12	2	2	2	2
cell_731	-	2	2	12	2	3	2	2
cell_732	-	0	2	12	2	3	2	2
cell_733	5	-	2	12	2	-	-	2
cell_734	-	0	2	-	2	5	2	-
cell_735	5	0	2	-	2	-	2	2
cell_736	5	0	2	12	2	5	2	2
cell_737	0	-	-	2	2	3	2	2
cell_738	-	9	-	2	-	3	2	-
cell_739	-	9	-	2	2	3	2	2
cell_740	0	9	2	2	2	-	2	2
cell_741	-	9	2	2	2	-	2	2
cell_742	-	-	-	2	-	3	2	2
cell_743	0	9	-	2	2	-	-	-
cell_744	0	9	2	2	2	3	2	2
cell_745	0	-	2	2	2	-	2	2
cell_746	0	0	-	-	2	3	2	2
cell_747	0	0	2	2	-	3	2	2
cell_748	-	-	2	2	-	3	2	-
cell_749	0	0	2	2	2	3	2	2
cell_750	0	0	2	-	2	3	2	-
cell_751	2	-	2	2	2	3	2	-
cell_752	2	0	-	2	-	-	2	2
cell_753	5	2	2	-	2	3	2	-
cell_754	5	2	2	-	2	3	-	-
cell_755	5	2	2	2	2	-	2	2
cell_756	5	2	2	2	-	3	2	2
cell_757	5	2	2	2	2	-	2	2
cell_758	5	2	2	2	2	3	-	2
cell_759	5	2	2	2	-	3	-	2
cell_760	5	2	2	2	-	-	2	2
cell_761	-	2	-	2	2	-	2	2
cell_762	2	2	2	2	-	3	2	-
cell_763	0	-	2	2	2	3	2	2
cell_764	-	2	2	2	2	3	-	2
cell_765	0	2	2	2	2	3	2	2
cell_766	-	2	2	2	2	3	2	2
cell_767	2	2	2	2	2	-	2	2
cell_768	-	-	-	2	2	3	2	2
cell_769	5	5	2	5	-	4	2	2
cell_770	5	5	-	5	-	4	-	-
cell_771	-	5	-	5	-	4	2	2
cell_772	-	5	-	-	2	-	-	2
cell_773	5	5	-	5	2	4	-	2
cell_774	5	5	2	5	2	4	2	2
cell_775	5	-	2	5	2	4	2	2
cell_776	5	5	2	5	2	-	2	-
cell_777	5	5	2	5	2	-	2	0
cell_778	-	5	2	5	2	4	2	-
cell_779	-	-	2	5	2	4	-	-
cell_780	5	-	2	5	2	4	2	0
cell_781	-	-	-	-	2	4	2	2
cell_782	5	5	2	5	2	4	-	2
cell_783	5	-	2	5	2	4	-	0
cell_784	-	5	2	5	2	4	2	0
cell_785	5	5	2	5	2	4	2	2
cell_786	5	5	2	5	2	-	2	10
cell_787	-	5	2	5	-	4	2	0
cell_788	-	-	-	5	2	4	2	-
cell_789	-	5	2	5	-	4	2	2
cell_790	5	5	2	5	-	4	2	-
cell_791	5	-	2	5	2	4	-	2
cell_792	5	5	2	5	2	4	2	2
cell_793	5	5	2	-	2	4	2	2
cell_794	5	5	2	5	2	-	2	2
cell_795	5	-	-	-	2	4	2	2
cell_796	5	5	-	-	2	4	2	2
cell_797	-	5	2	5	2	4	-	2
cell_798	5	5	2	5	2	4	2	2
cell_799	5	-	-	5	-	4	2	2
cell_800	5	5	2	5	2	-	2	2
cell_801	5	-	-	5	2	4	0	5
cell_802	5	5	-	5	2	4	-	5
cell_803	5	5	2	5	-	-	0	-
cell_804	5	5	2	5	2	4	0	5
cell_805	5	5	2	5	0	4	0	5
cell_806	5	-	2	5	0	4	0	5
cell_807	5	5	-	5	-	4	-	5
cell_808	-	5	2	5	-	4	0	-
cell_809	5	5	-	-	2	4	-	0
cell_810	5	5	2	-	-	4	2	0
cell_811	-	5	-	5	2	4	2	-
cell_812	5	5	2	5	-	4	-	0
cell_813	5	5	2	5	-	4	-	-
cell_814	5	5	2	5	0	4	2	2
cell_815	5	-	2	5	0	4	2	0
cell_816	5	5	2	5	-	-	-	0
cell_817	5	-	2	5	3	-	2	-
cell_818	5	5	2	5	3	4	2	11
cell_819	-	5	-	5	3	4	-	-
cell_820	5	5	-	-	3	4	2	11
cell_821	5	5	-	5	-	4	2	11
cell_822	5	5	-	5	2	4	2	11
cell_823	5	5	2	-	0	4	2	11
cell_824	5	-	2	-	0	4	2	-
cell_825	5	5	2	5	2	4	5	-
cell_826	5	5	2	-	2	4	5	11
cell_827	5	5	2	5	2	-	5	11
cell_828	5	5	2	5	-	4	5	-
cell_829	5	-	2	5	2	4	-	11
cell_830	5	5	-	5	2	4	5	11
cell_831	-	5	2	-	2	4	5	11
cell_832	5	5	2	5	2	-	5	11
cell_833	5	5	-	5	2	4	-	0
cell_834	5	5	2	5	2	4	0	0
cell_835	5	5	-	5	0	4	0	12
cell_836	5	5	2	5	5	4	0	0
cell_837	5	-	2	5	2	-	-	2
cell_838	5	5	2	5	2	4	0	0
cell_839	5	-	-	5	-	-	0	5
cell_840	5	5	2	5	0	-	2	0
cell_841	5	5	2	5	0	4	0	2
cell_842	5	5	2	5	0	-	0	2
cell_843	5	5	2	5	0	-	0	2
cell_844	5	-	2	5	0	4	-	2
cell_845	5	5	2	5	-	4	0	-
cell_846	-	5	2	5	0	4	-	0
cell_847	5	-	-	5	4	4	0	0
cell_848	5	-	2	-	4	-	2	-
cell_849	-	-	2	5	5	4	-	-
cell_850	5	-	2	5	5	4	2	8
cell_851	5	5	2	5	5	4	2	8
cell_852	5	5	2	-	5	4	2	8
cell_853	5	5	2	5	-	4	2	-
cell_854	5	5	2	-	5	4	2	-
cell_855	-	5	-	5	5	4	2	8
cell_856	5	-	2	5	5	4	2	8
cell_857	5	5	-	5	0	4	2	12
cell_858	5	5	2	5	0	4	-	12
cell_859	-	5	2	-	0	4	2	12
cell_860	5	5	2	-	0	-	2	12
cell_861	5	5	-	5	0	4	2	12
cell_862	5	5	2	5	0	-	2	12
cell_863	-	5	2	5	-	4	2	12
cell_864	5	5	2	-	-	-	2	12
cell_865	5	5	2	5	2	4	-	-
cell_866	5	5	2	-	2	4	-	5
cell_867	5	5	2	5	2	4	-	5
cell_868	5	5	-	5	2	-	2	5
cell_869	-	5	2	5	-	-	-	-
cell_870	5	5	2	-	2	4	2	-
cell_871	5	5	2	5	2	4	2	-
cell_872	5	5	2	5	2	4	2	5
cell_873	-	5	2	5	2	4	-	0
cell_874	-	5	2	5	2	4	2	0
cell_875	5	5	-	5	2	-	2	5
cell_876	-	5	2	5	-	4	-	5
cell_877	-	5	-	5	2	4	2	-
cell_878	5	5	2	5	2	4	2	-
cell_879	5	5	2	-	2	4	2	0
cell_880	5	-	2	5	2	4	2	0
cell_881	5	5	2	5	0	4	2	4
cell_882	5	5	-	5	0	4	2	0
cell_883	5	-	2	5	0	4	2	-
cell_884	-	5	2	5	-	4	-	-
cell_885	-	5	2	5	2	4	2	2
cell_886	5	5	2	-	2	4	-	2
cell_887	5	-	2	5	0	4	2	10
cell_888	5	5	2	5	0	-	2	0
cell_889	-	-	-	5	5	4	-	2
cell_890	5	5	2	-	2	4	2	2
cell_891	-	5	2	5	7	-	2	0
cell_892	-	5	2	5	7	4	2	0
cell_893	5	5	2	5	0	4	2	3
cell_894	5	5	2	5	0	4	2	-
cell_895	5	5	2	5	3	-	2	0
cell_896	5	5	-	5	3	-	2	0
cell_897	-	-	-	-	4	-	0	3
cell_898	-	-	-	-	4	7	0	3
cell_899	-	-	-	-	4	7	-	3
cell_900	-	-	-	-	4	-	0	3
cell_901	-	-	-	-	-	7	-	3
cell_902	-	-	-	-	4	7	3	3
cell_903	-	-	-	-	4	7	0	-
cell_904	-	-	-	-	4	7	0	-
cell_905	-	-	-	-	4	-	-	3
cell_906	-	-	-	-	4	7	0	3
cell_907	-	-	-	-	4	7	0	-
cell_908	-	-	-	-	4	7	0	3
cell_909	-	-	-	-	4	7	2	3
cell_910	-	-	-	-	4	-	0	-
cell_911	-	-	-	-	4	7	2	-
cell_912	-	-	-	-	4	7	2	3
cell_913	-	5	-	0	4	-	0	3
cell_914	11	5	2	2	4	2	0	-
cell_915	11	5	2	0	4	2	2	-
cell_916	-	-	2	-	4	2	-	3
cell_917	11	5	2	-	4	2	3	-
cell_918	11	-	2	5	4	-	3	3
cell_919	11	-	2	0	4	2	0	3
cell_920	11	5	2	0	4	-	0	3
cell_921	-	-	2	0	-	-	5	-
cell_922	11	5	-	-	4	2	5	3
cell_923	-	5	2	0	4	2	5	3
cell_924	11	5	2	0	4	2	5	-
cell_925	11	-	2	2	4	2	5	3
cell_926	11	5	2	2	4	2	5	3
cell_927	11	5	2	0	4	2	5	3
cell_928	-	-	2	0	-	2	5	3
cell_929	0	-	2	0	4	2	2	-
cell_930	-	-	2	15	4	2	2	-
cell_931	9	5	2	0	4	2	3	3
cell_932	9	5	2	0	-	2	0	-
cell_933	0	5	2	0	4	2	-	3
cell_934	0	5	2	5	4	2	2	3
cell_935	-	5	-	0	4	2	-	3
cell_936	2	5	-	0	4	2	2	-
cell_937	0	5	2	3	4	0	2	3
cell_938	-	-	2	3	4	0	2	3
cell_939	-	5	-	3	4	-	2	-
cell_940	0	5	-	3	4	2	2	3
cell_941	2	5	2	3	4	0	2	3
cell_942	2	5	2	3	4	0	2	3
cell_943	0	5	2	3	-	-	2	-
cell_944	2	5	2	-	4	0	2	3
cell_945	-	5	2	2	-	2	0	3
cell_946	10	5	2	2	4	2	0	-
cell_947	-	5	2	2	-	2	2	3
cell_948	10	5	2	2	-	-	0	3
cell_949	10	5	2	-	4	-	0	3
cell_950	-	5	2	-	4	2	0	3
cell_951	10	5	2	2	4	2	0	3
cell_952	-	-	2	2	4	2	0	3
cell_953	10	-	2	5	4	2	2	3
cell_954	10	5	2	5	4	-	2	3
cell_955	-	-	2	5	4	2	2	3
cell_956	10	5	-	5	4	-	2	-
cell_957	-	5	2	5	4	2	2	-
cell_958	10	5	2	5	4	-	2	3
cell_959	10	5	-	5	-	-	2	3
cell_960	-	5	2	5	4	2	2	-
cell_961	2	5	-	0	0	2	4	-
cell_962	2	5	-	0	0	-	4	3
cell_963	-	-	2	0	5	2	4	3
cell_964	2	5	2	-	0	2	4	3
cell_965	2	5	2	0	0	2	-	3
cell_966	2	5	2	0	4	-	4	3
cell_967	2	5	2	0	0	2	4	3
cell_968	2	5	2	0	4	2	4	3
cell_969	-	5	2	0	2	-	-	3
cell_970	2	-	2	0	-	2	4	3
cell_971	2	5	2	0	2	5	4	3
cell_972	2	5	2	0	2	-	-	3
cell_973	-	-	2	5	2	3	4	3
cell_974	2	5	2	0	-	3	4	3
cell_975	-	-	2	0	2	3	-	3
cell_976	2	-	-	-	2	3	4	3
cell_977	0	5	2	5	0	3	0	3
cell_978	2	5	2	5	0	0	0	3
cell_979	-	5	2	5	0	-	0	3
cell_980	0	5	2	5	0	5	0	3
cell_981	0	5	-	-	3	-	2	3
cell_982	-	5	2	0	3	0	2	3
cell_983	-	5	2	2	3	-	2	3
cell_984	-	5	2	2	-	5	-	3
cell_985	2	5	2	2	4	2	0	3
cell_986	2	-	2	2	-	-	-	3
cell_987	2	5	-	2	-	2	0	3
cell_988	2	5	2	2	4	2	-	3
cell_989	2	5	2	2	4	0	0	3
cell_990	2	5	2	2	4	-	2	3
cell_991	-	5	2	2	4	-	-	3
cell_992	2	-	2	2	4	0	3	3
cell_993	3	5	2	2	0	0	0	3
cell_994	-	5	2	2	0	0	0	-
cell_995	0	5	-	2	-	0	0	3
cell_996	-	5	2	2	10	0	2	-
cell_997	-	-	2	2	0	8	2	-
cell_998	53	-	2	2	-	-	2	3
cell_999	53	5	2	2	2	8	2	3
cell_1000	-	5	2	2	0	8	2	3
cell_1001	5	5	2	-	2	2	0	3
cell_1002	5	5	2	2	2	2	0	3
cell_1003	5	5	2	2	2	2	0	-
cell_1004	5	5	2	2	2	2	0	-
cell_1005	2	5	2	0	2	0	0	3
cell_1006	2	5	2	0	2	-	8	3
cell_1007	2	-	2	5	2	0	15	3
cell_1008	2	5	2	5	2	2	15	3
cell_1009	3	-	2	-	5	0	4	3
cell_1010	-	-	2	2	5	0	-	3
cell_1011	3	5	2	7	5	-	-	3
cell_1012	-	5	2	0	5	-	4	3
cell_1013	-	5	2	-	-	3	4	3
cell_1014	13	5	-	0	5	3	4	3
cell_1015	-	5	2	2	5	0	4	3
cell_1016	13	5	2	0	5	-	4	3
cell_1017	-	5	-	-	5	2	4	-
cell_1018	2	-	2	2	5	0	4	3
cell_1019	0	5	-	-	-	0	4	3
cell_1020	0	5	2	2	5	0	4	3
cell_1021	5	5	2	2	-	-	4	3
cell_1022	5	5	2	2	5	0	4	3
cell_1023	0	5	-	2	-	-	4	-
cell_1024	0	-	2	2	5	0	4	3
