pool,figure,panel,x_variable,ncells,N_char,mu,p_ds,p_d,replicate,ngenes,max_walk,p_a,n_cif,n_diff,cif_step,ge_prob,Sigma,N_ms,r_n,seed,case_id,case_index,simulate_attempt,max_walk_used,seed_used,simulator_backend,expression_backend,n_mutated_entries_true,n_wildtype_entries_true,n_missing_entries_true,mutation_fraction_true,missing_fraction_true,n_sampled_states,n_sampled_terminal_states,n_sampled_internal_states,terminal_state_cell_fraction,internal_state_cell_fraction,sampled_states
figs3_target_sites,FigS3,A-C,number_of_target_sites,1024,8,0.2,0.2,0.05,3,500,3,0.8,30,20,1,0.3,0.5,10,6,20285515,figs3_target_sites_n1024_char8_mu0p2_sd0p2_hd0p05_rep003,25,1,3,20285515,TedSim_SimulateCIFs,TedSim_CIF2Truecounts,7372,756,64,0.89990234375,0.0078125,12,3,9,0.841796875,0.158203125,1;2;3;5;6;7;8;9;10;11;12;13
