cell_id,state_label,state_type,state_depth,ted_parent_state,ted_cluster,ted_depth,ted_cellID
cell_1,11,internal_or_root,3,6,11,2,1
cell_2,6,internal_or_root,2,5,6,1,2
cell_3,6,internal_or_root,2,5,6,1,3
cell_4,12,internal_or_root,4,11,12,3,4
cell_5,12,internal_or_root,4,11,12,3,5
cell_6,6,internal_or_root,2,5,6,1,6
cell_7,5,internal_or_root,1,4,5,0,7
cell_8,5,internal_or_root,1,4,5,0,8
cell_9,3,terminal,6,13,3,6,9
cell_10,3,terminal,6,13,3,6,10
cell_11,3,terminal,6,13,3,6,11
cell_12,3,terminal,6,13,3,6,12
cell_13,12,internal_or_root,4,11,12,3,13
cell_14,12,internal_or_root,4,11,12,3,14
cell_15,3,terminal,6,13,3,6,15
cell_16,13,internal_or_root,5,12,13,4,16
cell_17,6,internal_or_root,2,5,6,1,17
cell_18,7,internal_or_root,3,6,7,2,18
cell_19,12,internal_or_root,4,11,12,3,19
cell_20,6,internal_or_root,2,5,6,1,20
cell_21,7,internal_or_root,3,6,7,2,21
cell_22,7,internal_or_root,3,6,7,2,22
cell_23,1,terminal,6,9,1,6,23
cell_24,8,internal_or_root,4,7,8,3,24
cell_25,13,internal_or_root,5,12,13,4,25
cell_26,12,internal_or_root,4,11,12,3,26
cell_27,12,internal_or_root,4,11,12,3,27
cell_28,13,internal_or_root,5,12,13,4,28
cell_29,3,terminal,6,13,3,6,29
cell_30,3,terminal,6,13,3,6,30
cell_31,12,internal_or_root,4,11,12,3,31
cell_32,3,terminal,6,13,3,5,32
cell_33,7,internal_or_root,3,6,7,2,33
cell_34,10,internal_or_root,5,8,10,4,34
cell_35,10,internal_or_root,5,8,10,4,35
cell_36,8,internal_or_root,4,7,8,3,36
cell_37,2,terminal,6,10,2,6,37
cell_38,2,terminal,6,10,2,6,38
cell_39,2,terminal,6,10,2,5,39
cell_40,2,terminal,6,10,2,6,40
cell_41,11,internal_or_root,3,6,11,2,41
cell_42,12,internal_or_root,4,11,12,3,42
cell_43,5,internal_or_root,1,4,5,0,43
cell_44,5,internal_or_root,1,4,5,0,44
cell_45,12,internal_or_root,4,11,12,3,45
cell_46,5,internal_or_root,1,4,5,0,46
cell_47,8,internal_or_root,4,7,8,3,47
cell_48,5,internal_or_root,1,4,5,0,48
cell_49,3,terminal,6,13,3,5,49
cell_50,3,terminal,6,13,3,6,50
cell_51,12,internal_or_root,4,11,12,3,51
cell_52,11,internal_or_root,3,6,11,2,52
cell_53,13,internal_or_root,5,12,13,4,53
cell_54,3,terminal,6,13,3,6,54
cell_55,3,terminal,6,13,3,6,55
