cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
cell_1	8	2	2	2	2	0	5	42	2	3	5	5
cell_2	8	2	2	2	2	0	5	42	2	3	5	5
cell_3	8	2	2	2	2	0	5	42	2	3	5	5
cell_4	8	2	2	2	2	0	5	42	2	3	5	5
cell_5	8	2	2	2	0	5	5	42	0	3	5	3
cell_6	8	2	2	2	6	0	5	42	0	3	5	3
cell_7	8	2	2	2	2	13	5	42	0	3	5	3
cell_8	8	2	2	2	2	13	5	42	0	3	5	3
cell_9	8	2	2	0	0	0	5	42	0	3	5	2
cell_10	8	2	2	0	2	3	5	42	0	3	5	2
cell_11	8	2	2	2	0	2	5	42	0	3	5	2
cell_12	8	2	2	2	0	2	5	42	0	3	5	2
cell_13	8	2	2	19	0	2	5	42	2	3	5	0
cell_14	8	2	2	19	0	2	5	42	2	3	5	0
cell_15	8	2	2	0	2	0	5	42	2	3	5	0
cell_16	8	2	2	0	2	0	5	42	2	3	5	2
cell_17	8	2	2	0	2	0	0	0	0	3	5	5
cell_18	8	2	2	0	0	0	0	0	0	3	5	5
cell_19	8	2	2	8	0	0	2	0	0	3	5	5
cell_20	8	2	2	8	0	0	2	0	0	3	5	5
cell_21	8	2	2	5	0	0	2	0	2	3	5	3
cell_22	8	2	2	5	0	0	0	0	2	3	5	3
cell_23	8	2	2	5	0	0	0	0	17	3	5	2
cell_24	8	2	2	5	0	0	0	0	0	3	5	2
cell_25	8	2	2	2	8	0	2	0	0	3	5	2
cell_26	8	2	2	2	8	0	2	0	0	3	5	2
cell_27	8	2	2	2	0	0	2	2	0	3	5	2
cell_28	8	2	2	2	0	0	2	2	0	3	5	2
cell_29	8	2	2	0	2	0	0	0	0	3	5	3
cell_30	8	2	2	0	2	0	0	0	0	3	5	2
cell_31	8	2	2	0	0	12	2	0	0	3	5	4
cell_32	8	2	2	0	0	0	5	0	0	3	5	4
cell_33	8	2	2	3	2	2	2	0	0	3	5	5
cell_34	8	2	2	3	2	2	2	0	0	3	5	5
cell_35	8	2	2	3	2	2	2	0	0	3	5	5
cell_36	8	2	2	3	2	2	2	0	10	3	5	5
cell_37	8	2	2	3	2	2	0	2	0	3	5	0
cell_38	8	2	2	3	2	2	0	0	0	3	5	0
cell_39	8	2	2	3	2	2	0	0	0	3	5	3
cell_40	8	2	2	3	2	2	0	0	0	3	5	3
cell_41	8	2	2	3	2	2	11	0	3	3	5	5
cell_42	8	2	2	3	2	2	11	0	3	3	5	5
cell_43	8	2	2	3	2	2	11	0	3	3	5	5
cell_44	8	2	2	3	2	2	11	0	3	3	5	5
cell_45	8	2	2	3	2	2	11	5	0	3	5	3
cell_46	8	2	2	3	2	2	11	5	0	3	5	3
cell_47	8	2	2	3	2	2	11	5	0	3	5	0
cell_48	8	2	2	3	2	2	11	5	0	3	5	2
cell_49	8	2	2	3	2	2	0	2	5	3	5	2
cell_50	8	2	2	3	2	2	0	2	5	3	5	2
cell_51	8	2	2	3	2	2	2	2	5	3	5	2
cell_52	8	2	2	3	2	2	2	2	5	3	5	2
cell_53	8	2	2	3	2	2	22	2	5	3	5	2
cell_54	8	2	2	3	2	2	0	2	5	3	5	2
cell_55	8	2	2	3	2	2	2	2	5	3	5	2
cell_56	8	2	2	3	2	2	2	2	5	3	5	2
cell_57	8	2	2	3	2	2	5	2	5	3	5	8
cell_58	8	2	2	3	2	2	5	2	5	3	5	8
cell_59	8	2	2	3	2	2	5	2	5	3	5	8
cell_60	8	2	2	3	2	2	5	2	5	3	5	8
cell_61	8	2	2	3	2	2	5	2	5	3	5	0
cell_62	8	2	2	3	2	2	5	2	5	3	5	0
cell_63	8	2	2	3	2	2	5	2	5	3	5	0
cell_64	8	2	2	3	2	2	5	2	5	3	5	0
cell_65	8	2	2	5	2	2	2	3	2	3	5	0
cell_66	8	2	2	5	2	2	2	3	2	3	5	0
cell_67	8	2	2	5	2	2	2	3	2	3	5	0
cell_68	8	2	2	5	2	2	2	3	2	3	5	0
cell_69	8	2	2	5	2	2	2	3	2	3	5	0
cell_70	8	2	2	5	2	2	2	3	2	3	5	0
cell_71	8	2	2	5	2	2	2	3	2	3	5	2
cell_72	8	2	2	5	2	2	2	3	2	3	5	0
cell_73	8	2	2	5	2	2	2	3	2	3	5	0
cell_74	8	2	2	5	2	2	2	3	2	3	5	0
cell_75	8	2	2	5	2	2	2	3	2	3	5	0
cell_76	8	2	2	5	2	2	2	3	2	3	5	0
cell_77	8	2	2	5	2	2	2	3	2	3	5	2
cell_78	8	2	2	5	2	2	2	3	2	3	5	2
cell_79	8	2	2	5	2	2	2	3	2	3	5	0
cell_80	8	2	2	5	2	2	2	3	2	3	5	0
cell_81	8	2	2	5	2	2	2	2	2	3	5	2
cell_82	8	2	2	5	2	2	2	2	2	3	5	2
cell_83	8	2	2	5	2	2	2	2	2	3	5	2
cell_84	8	2	2	5	2	2	2	2	2	3	5	2
cell_85	8	2	2	5	2	2	2	2	2	3	5	2
cell_86	8	2	2	5	2	2	2	2	2	3	5	2
cell_87	8	2	2	5	2	2	2	2	2	3	5	2
cell_88	8	2	2	5	2	2	2	2	2	3	5	2
cell_89	8	2	2	5	2	2	2	2	2	3	5	4
cell_90	8	2	2	5	2	2	2	2	2	3	5	4
cell_91	8	2	2	5	2	2	2	2	2	3	5	4
cell_92	8	2	2	5	2	2	2	2	2	3	5	4
cell_93	8	2	2	5	2	2	2	2	2	3	5	0
cell_94	8	2	2	5	2	2	2	2	2	3	5	2
cell_95	8	2	2	5	2	2	2	2	2	3	5	0
cell_96	8	2	2	5	2	2	2	2	2	3	5	0
cell_97	8	3	2	5	2	2	2	4	2	3	5	2
cell_98	8	3	2	5	2	2	2	4	2	3	5	2
cell_99	8	3	2	5	2	2	2	4	2	3	5	2
cell_100	8	3	2	5	2	2	2	4	2	3	5	0
cell_101	8	3	2	5	2	2	2	4	2	3	5	0
cell_102	8	3	2	5	2	2	2	4	2	3	5	3
cell_103	8	3	2	5	2	2	2	4	2	3	5	0
cell_104	8	3	2	5	2	2	2	4	2	3	5	0
cell_105	8	2	2	5	2	3	2	4	2	3	5	12
cell_106	8	0	2	5	2	3	2	4	2	3	5	12
cell_107	8	0	2	5	2	0	2	4	2	3	5	12
cell_108	8	0	2	5	2	2	2	4	2	3	5	12
cell_109	8	2	2	5	2	0	2	4	2	3	5	3
cell_110	8	0	2	5	2	0	2	4	2	3	5	0
cell_111	8	5	2	5	2	2	2	4	2	3	5	0
cell_112	8	3	2	5	2	0	2	4	2	3	5	2
cell_113	8	15	2	5	0	0	2	4	2	3	5	3
cell_114	8	15	2	5	0	0	2	4	2	3	5	3
cell_115	8	15	2	5	0	2	2	4	2	3	5	0
cell_116	8	15	2	5	0	0	2	4	2	3	5	0
cell_117	8	15	2	5	4	0	2	4	2	3	5	2
cell_118	8	15	2	5	0	0	2	4	2	3	5	0
cell_119	8	15	2	5	0	5	2	4	2	3	5	2
cell_120	8	15	2	5	0	5	2	4	2	3	5	2
cell_121	8	0	2	5	0	5	2	4	2	3	5	2
cell_122	8	0	2	5	0	5	2	4	2	3	5	2
cell_123	8	0	2	5	0	3	2	4	2	3	5	0
cell_124	8	0	2	5	2	3	2	4	2	3	5	3
cell_125	8	0	2	5	0	0	2	4	2	3	5	0
cell_126	8	0	2	5	3	0	2	4	2	3	5	0
cell_127	8	2	2	5	0	10	2	4	2	3	5	2
cell_128	8	0	2	5	0	10	2	4	2	3	5	2
cell_129	5	2	2	2	2	2	2	2	0	3	2	3
cell_130	5	2	2	2	2	2	2	2	5	3	0	3
cell_131	5	2	2	2	2	2	2	2	0	3	0	3
cell_132	5	2	2	2	2	2	2	2	2	3	5	3
cell_133	5	2	2	2	5	2	2	2	6	3	8	3
cell_134	5	2	2	2	5	2	2	2	6	3	8	3
cell_135	5	2	2	2	5	2	2	2	2	3	8	3
cell_136	5	2	2	2	5	2	2	2	0	3	8	3
cell_137	5	2	2	0	0	5	2	2	5	3	0	3
cell_138	5	2	2	0	2	5	2	2	5	3	0	3
cell_139	5	2	2	0	3	5	2	2	0	3	5	3
cell_140	5	2	2	5	0	5	2	2	0	3	5	3
cell_141	5	2	2	4	0	5	2	2	0	3	2	3
cell_142	5	2	2	4	2	5	2	2	0	3	2	3
cell_143	5	2	2	4	2	5	2	2	0	3	2	3
cell_144	5	2	2	4	2	5	2	2	2	3	2	3
cell_145	10	2	2	0	3	2	2	2	2	3	5	3
cell_146	10	2	2	2	3	2	2	2	2	3	5	3
cell_147	10	2	2	2	3	0	2	2	2	3	5	3
cell_148	10	2	2	2	3	2	2	2	2	3	5	3
cell_149	10	2	2	5	3	0	2	2	2	3	0	3
cell_150	10	2	2	5	3	0	2	2	2	3	5	3
cell_151	10	2	2	5	3	0	2	2	2	3	0	3
cell_152	10	2	2	5	3	0	2	2	2	3	2	3
cell_153	10	2	2	2	3	2	2	2	2	3	3	3
cell_154	10	2	2	0	3	0	2	2	2	3	3	3
cell_155	10	2	2	3	3	3	2	2	2	3	3	3
cell_156	10	2	2	3	3	3	2	2	2	3	3	3
cell_157	10	2	2	2	3	3	2	2	2	3	3	3
cell_158	10	2	2	2	3	3	2	2	2	3	3	3
cell_159	10	2	2	0	3	0	2	2	2	3	3	3
cell_160	10	2	2	3	3	0	2	2	2	3	3	3
cell_161	2	2	2	3	2	4	5	2	0	3	5	3
cell_162	2	2	2	3	2	4	5	2	0	3	0	3
cell_163	0	2	2	3	0	0	0	2	0	3	5	3
cell_164	2	2	2	3	0	0	0	2	2	3	5	3
cell_165	0	2	2	3	0	0	0	2	0	3	0	3
cell_166	0	2	2	3	0	0	4	2	9	3	0	3
cell_167	0	2	2	3	0	2	5	2	0	3	2	3
cell_168	0	2	2	3	2	0	0	2	0	3	0	3
cell_169	29	2	2	3	2	8	3	2	5	3	2	3
cell_170	29	2	2	3	2	0	0	2	5	3	0	3
cell_171	29	2	2	3	2	0	0	2	0	3	0	3
cell_172	29	2	2	3	2	0	0	2	0	3	0	3
cell_173	2	2	2	3	0	5	6	2	26	3	0	3
cell_174	2	2	2	3	0	5	6	2	26	3	5	3
cell_175	2	2	2	3	0	5	6	2	0	3	0	3
cell_176	2	2	2	3	0	5	6	2	0	3	0	3
cell_177	2	2	2	3	2	5	0	2	2	3	0	3
cell_178	2	2	2	3	2	5	0	2	2	3	0	3
cell_179	2	2	2	3	2	5	0	2	2	3	0	3
cell_180	2	2	2	3	2	5	0	2	2	3	6	3
cell_181	2	2	2	3	0	2	0	2	2	3	0	3
cell_182	2	2	2	3	0	0	3	2	2	3	0	3
cell_183	2	2	2	3	2	0	0	2	2	3	0	3
cell_184	2	2	2	3	0	0	0	2	2	3	0	3
cell_185	2	2	2	3	0	4	4	2	2	3	0	3
cell_186	2	2	2	3	0	4	0	2	2	3	8	3
cell_187	2	2	2	3	0	4	0	2	2	3	0	3
cell_188	2	2	2	3	0	4	0	2	0	3	3	3
cell_189	2	2	2	3	5	5	0	2	0	3	2	3
cell_190	2	2	2	3	5	5	0	2	2	3	2	3
cell_191	2	2	2	3	5	5	0	2	2	3	2	3
cell_192	2	2	2	3	5	5	0	2	0	3	2	3
cell_193	2	2	2	7	2	2	2	2	0	3	2	0
cell_194	2	2	2	7	2	0	2	2	0	3	2	0
cell_195	2	2	2	7	2	0	2	2	0	3	2	0
cell_196	2	2	2	7	2	0	2	2	0	3	2	0
cell_197	2	2	2	5	2	10	2	0	2	3	2	8
cell_198	2	2	2	5	2	10	2	0	2	3	2	8
cell_199	2	2	2	5	2	2	2	0	0	3	2	8
cell_200	2	2	2	5	2	2	2	0	0	3	2	8
cell_201	2	2	2	0	3	5	2	0	5	3	2	3
cell_202	2	2	2	0	3	5	2	2	5	3	2	3
cell_203	2	2	2	0	3	5	2	0	0	3	2	3
cell_204	2	2	2	0	3	5	2	0	0	3	2	3
cell_205	2	2	2	5	3	12	2	0	2	3	2	0
cell_206	2	2	2	5	3	12	2	0	2	3	2	2
cell_207	2	2	2	5	3	12	2	2	0	3	2	0
cell_208	2	2	2	5	3	12	2	2	0	3	2	0
cell_209	2	2	2	0	2	2	2	2	0	3	2	3
cell_210	2	2	2	2	2	2	2	2	0	3	2	3
cell_211	2	2	2	0	2	2	2	3	0	3	2	3
cell_212	2	2	2	0	2	2	2	0	0	3	2	3
cell_213	2	2	2	0	2	2	2	0	0	3	2	3
cell_214	2	2	2	0	2	2	2	0	2	3	2	3
cell_215	2	2	2	0	2	2	2	0	0	3	2	3
cell_216	2	2	2	0	2	2	2	2	2	3	2	3
cell_217	2	2	2	2	0	2	2	2	5	3	2	3
cell_218	2	2	2	2	5	2	2	2	0	3	2	3
cell_219	2	2	2	0	0	2	2	2	0	3	2	3
cell_220	2	2	2	0	0	2	2	2	2	3	2	3
cell_221	2	2	2	0	0	2	2	2	3	3	2	3
cell_222	2	2	2	2	2	2	2	2	0	3	2	3
cell_223	2	2	2	4	2	2	2	2	0	3	2	3
cell_224	2	2	2	0	2	2	2	2	0	3	2	3
cell_225	2	2	2	2	2	27	2	2	8	3	2	5
cell_226	2	2	2	2	2	27	2	2	8	3	2	5
cell_227	2	2	2	2	2	27	2	2	8	3	2	5
cell_228	2	2	2	2	2	27	2	2	8	3	2	5
cell_229	2	2	2	2	2	27	2	2	8	3	2	5
cell_230	2	2	2	2	2	27	2	2	8	3	2	5
cell_231	2	2	2	2	2	27	2	2	8	3	2	5
cell_232	2	2	2	2	2	27	2	2	8	3	2	5
cell_233	2	2	2	2	2	0	2	2	8	3	2	5
cell_234	2	2	2	2	2	0	2	2	8	3	2	0
cell_235	2	2	2	2	2	0	2	2	8	3	2	0
cell_236	2	2	2	2	2	0	2	2	8	3	2	0
cell_237	2	2	2	2	2	2	2	2	8	3	2	2
cell_238	2	2	2	2	2	2	2	2	8	3	2	0
cell_239	2	2	2	2	2	0	2	2	8	3	2	0
cell_240	2	2	2	2	2	0	2	2	8	3	2	0
cell_241	2	2	2	2	2	3	2	2	5	3	2	0
cell_242	2	2	2	2	2	3	2	2	5	3	2	0
cell_243	2	2	2	2	2	3	2	2	2	3	2	0
cell_244	2	2	2	2	2	3	2	2	2	3	2	0
cell_245	2	2	2	2	2	2	2	2	0	3	2	4
cell_246	2	2	2	2	2	2	2	2	0	3	2	4
cell_247	2	2	2	2	2	0	2	2	0	3	2	4
cell_248	2	2	2	2	2	2	2	2	3	3	2	4
cell_249	2	2	2	2	2	2	2	2	2	3	2	2
cell_250	2	2	2	2	2	0	2	2	0	3	2	2
cell_251	2	2	2	2	2	0	2	2	0	3	2	2
cell_252	2	2	2	2	2	0	2	2	0	3	2	2
cell_253	2	2	2	2	2	0	2	2	0	3	2	2
cell_254	2	2	2	2	2	0	2	2	0	3	2	2
cell_255	2	2	2	2	2	0	2	2	0	3	2	2
cell_256	2	2	2	2	2	0	2	2	0	3	2	2
cell_257	0	2	2	0	5	4	2	4	39	3	2	5
cell_258	0	2	2	0	0	4	2	4	0	3	2	5
cell_259	0	2	2	0	0	4	2	4	0	3	2	5
cell_260	0	2	2	0	0	4	2	4	0	3	2	5
cell_261	2	2	2	0	2	2	2	4	2	3	2	5
cell_262	5	2	2	0	2	0	2	4	2	3	2	5
cell_263	4	2	2	0	0	0	2	4	2	3	2	5
cell_264	4	2	2	0	2	0	2	4	2	3	2	5
cell_265	2	2	2	5	0	22	0	4	0	3	2	5
cell_266	0	2	2	5	0	22	0	4	2	3	2	5
cell_267	0	2	2	0	0	22	0	4	0	3	2	5
cell_268	0	2	2	0	0	22	2	4	0	3	2	5
cell_269	0	2	2	0	3	2	0	4	0	3	2	5
cell_270	0	2	2	0	3	2	0	4	2	3	2	5
cell_271	2	2	2	4	0	2	2	4	0	3	2	5
cell_272	2	2	2	0	0	2	0	4	0	3	2	5
cell_273	2	2	2	4	2	5	5	4	0	3	2	5
cell_274	2	2	2	4	2	0	5	4	0	3	2	5
cell_275	2	2	2	4	2	3	5	4	0	3	2	5
cell_276	2	2	2	4	2	3	5	4	0	3	2	5
cell_277	0	2	2	2	2	2	5	4	0	3	2	5
cell_278	0	2	2	2	2	2	5	4	5	3	2	5
cell_279	2	2	2	0	2	2	5	4	0	3	2	5
cell_280	2	2	2	0	2	2	5	4	0	3	2	5
cell_281	5	2	2	2	2	0	5	4	0	3	2	5
cell_282	5	2	2	2	2	0	5	4	0	3	2	5
cell_283	5	2	2	0	2	0	5	4	0	3	2	5
cell_284	5	2	2	0	2	2	5	4	0	3	2	5
cell_285	4	2	2	4	2	0	5	4	0	3	2	5
cell_286	4	2	2	4	2	0	5	4	0	3	2	5
cell_287	4	2	2	4	2	0	5	4	0	3	2	5
cell_288	4	2	2	4	2	0	5	4	2	3	2	5
cell_289	13	2	2	43	5	2	5	2	12	3	2	5
cell_290	13	2	2	43	5	2	0	2	12	3	2	5
cell_291	13	2	2	43	5	5	10	2	12	3	2	5
cell_292	13	2	2	43	5	0	10	2	12	3	2	5
cell_293	13	2	2	43	5	0	0	2	12	3	2	5
cell_294	13	2	2	43	5	0	0	2	12	3	2	5
cell_295	13	2	2	43	5	5	0	2	12	3	2	5
cell_296	13	2	2	43	5	5	0	2	12	3	2	5
cell_297	13	2	2	43	5	2	3	2	12	3	2	5
cell_298	13	2	2	43	5	2	3	2	12	3	2	5
cell_299	13	2	2	43	5	2	0	2	12	3	2	5
cell_300	13	2	2	43	5	2	0	2	12	3	2	5
cell_301	13	2	2	43	5	2	3	2	12	3	2	5
cell_302	13	2	2	43	5	2	3	2	12	3	2	5
cell_303	13	2	2	43	5	2	2	2	12	3	2	5
cell_304	13	2	2	43	5	2	0	2	12	3	2	5
cell_305	13	2	2	43	13	2	2	2	12	3	2	5
cell_306	13	2	2	43	13	0	2	2	12	3	2	5
cell_307	13	2	2	43	0	8	2	2	12	3	2	5
cell_308	13	2	2	43	5	8	2	2	12	3	2	5
cell_309	13	2	2	43	2	0	2	2	12	3	2	5
cell_310	13	2	2	43	0	0	0	2	12	3	2	5
cell_311	13	2	2	43	2	2	0	2	12	3	2	5
cell_312	13	2	2	43	0	2	0	2	12	3	2	5
cell_313	13	2	2	43	2	0	0	2	12	3	2	5
cell_314	13	2	2	43	0	5	0	2	12	3	2	5
cell_315	13	2	2	43	2	0	2	2	12	3	2	5
cell_316	13	2	2	43	2	0	0	2	12	3	2	5
cell_317	13	2	2	43	0	2	0	2	12	3	2	5
cell_318	13	2	2	43	0	0	0	2	12	3	2	5
cell_319	13	2	2	43	0	2	5	2	12	3	2	5
cell_320	13	2	2	43	2	2	0	2	12	3	2	5
cell_321	0	2	2	2	3	4	2	2	2	3	2	5
cell_322	0	2	2	2	3	4	2	2	2	3	2	5
cell_323	2	2	2	2	3	4	2	2	2	3	2	5
cell_324	4	2	2	2	3	4	2	2	2	3	2	5
cell_325	0	2	2	2	3	4	2	2	2	3	2	5
cell_326	2	2	2	2	3	4	2	2	2	3	2	5
cell_327	0	2	2	2	3	4	2	2	2	3	2	5
cell_328	0	2	2	2	3	4	2	2	2	3	2	5
cell_329	0	2	2	2	5	4	2	2	0	3	2	5
cell_330	2	2	2	2	5	4	2	2	2	3	2	5
cell_331	2	2	2	2	5	4	2	2	0	3	2	5
cell_332	2	2	2	2	5	4	2	2	0	3	2	5
cell_333	0	2	2	2	0	4	2	2	0	3	2	5
cell_334	0	2	2	2	0	4	2	2	0	3	2	5
cell_335	2	2	2	2	5	4	2	2	0	3	2	5
cell_336	5	2	2	2	5	4	2	2	0	3	2	5
cell_337	0	2	2	0	0	0	2	2	3	3	2	5
cell_338	2	2	2	0	0	2	2	2	3	3	2	5
cell_339	2	2	2	0	5	5	2	2	0	3	2	5
cell_340	0	2	2	0	5	5	2	2	0	3	2	5
cell_341	0	2	2	0	0	2	2	2	0	3	2	5
cell_342	0	2	2	0	12	2	2	2	2	3	2	5
cell_343	0	2	2	0	3	0	2	2	0	3	2	5
cell_344	0	2	2	0	0	0	2	2	0	3	2	5
cell_345	0	2	2	0	23	2	2	2	2	3	2	5
cell_346	2	2	2	5	0	2	2	2	2	3	2	5
cell_347	2	2	2	2	0	2	2	2	2	3	2	5
cell_348	2	2	2	2	0	2	2	2	2	3	2	5
cell_349	0	2	2	0	2	2	2	2	0	3	2	5
cell_350	0	2	2	0	0	2	2	2	2	3	2	5
cell_351	4	2	2	0	0	2	2	2	0	3	2	5
cell_352	2	2	2	0	0	2	2	2	0	3	2	5
cell_353	3	2	2	2	0	0	2	2	2	3	2	5
cell_354	3	2	2	2	0	0	2	2	2	3	2	5
cell_355	3	2	2	2	0	0	2	2	2	3	2	5
cell_356	3	2	2	2	0	0	2	2	2	3	2	5
cell_357	3	2	2	2	0	0	2	2	2	3	2	5
cell_358	3	2	2	2	2	2	2	2	2	3	2	5
cell_359	3	2	2	2	0	3	2	2	2	3	2	5
cell_360	3	2	2	2	0	3	2	2	2	3	2	5
cell_361	3	2	2	2	0	2	2	2	2	3	2	5
cell_362	3	2	2	2	0	2	2	2	2	3	2	5
cell_363	3	2	2	2	5	2	2	2	2	3	2	5
cell_364	3	2	2	2	0	2	2	2	2	3	2	5
cell_365	3	2	2	2	5	2	2	2	2	3	2	5
cell_366	3	2	2	2	5	2	2	2	2	3	2	5
cell_367	3	2	2	2	0	2	2	2	2	3	2	5
cell_368	3	2	2	2	0	2	2	2	2	3	2	5
cell_369	3	2	2	2	2	0	2	2	0	3	2	5
cell_370	3	2	2	2	2	0	2	2	0	3	2	5
cell_371	3	2	2	2	0	0	2	2	0	3	2	5
cell_372	3	2	2	2	5	0	2	2	0	3	2	5
cell_373	3	2	2	2	0	2	2	2	2	3	2	5
cell_374	3	2	2	2	0	0	2	2	2	3	2	5
cell_375	3	2	2	2	0	0	2	2	2	3	2	5
cell_376	3	2	2	2	2	0	2	2	2	3	2	5
cell_377	3	2	2	2	5	0	2	2	2	3	2	5
cell_378	3	2	2	2	5	2	2	2	2	3	2	5
cell_379	3	2	2	2	2	0	2	2	0	3	2	5
cell_380	3	2	2	2	2	2	2	2	0	3	2	5
cell_381	3	2	2	2	2	2	2	2	4	3	2	5
cell_382	3	2	2	2	2	2	2	2	4	3	2	5
cell_383	3	2	2	2	2	2	2	2	4	3	2	5
cell_384	3	2	2	2	2	2	2	2	4	3	2	5
cell_385	2	2	2	2	3	0	2	2	53	3	3	2
cell_386	2	2	2	2	0	0	2	2	53	3	3	2
cell_387	2	2	2	2	2	0	2	2	53	3	3	2
cell_388	2	2	2	2	2	2	2	2	53	3	3	2
cell_389	2	2	2	2	0	0	2	2	53	3	3	2
cell_390	2	2	2	2	0	0	2	2	53	3	3	2
cell_391	2	2	2	2	0	3	2	2	53	3	3	2
cell_392	2	2	2	2	0	3	2	2	53	3	3	2
cell_393	2	2	2	2	0	0	2	2	0	3	3	2
cell_394	2	2	2	2	0	0	2	2	0	3	3	2
cell_395	2	2	2	2	12	2	2	2	0	3	3	2
cell_396	2	2	2	2	12	2	2	2	0	3	3	2
