,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_128,2,2,11,2,3,2,NA,3,10,0,NA,NA
cell_129,2,0,2,2,5,2,2,NA,10,NA,NA,NA
cell_130,NA,0,2,2,5,2,2,0,10,0,2,2
cell_131,2,0,2,2,5,2,2,NA,10,0,NA,2
cell_132,2,2,2,2,5,2,2,NA,10,0,2,2
cell_133,2,NA,2,0,5,2,2,0,10,3,NA,2
cell_134,NA,2,2,2,5,2,2,0,10,NA,2,2
cell_135,2,2,2,5,5,2,2,NA,10,3,2,NA
cell_136,NA,2,2,5,5,2,2,2,10,3,2,NA
cell_137,2,2,NA,NA,5,NA,NA,0,10,2,2,2
cell_138,NA,2,0,0,NA,NA,2,0,10,NA,2,NA
cell_139,2,2,5,2,5,2,2,2,10,2,2,2
cell_140,2,2,0,2,NA,2,2,NA,NA,2,2,2
cell_141,2,0,0,0,5,NA,2,NA,10,2,2,NA
cell_142,2,NA,8,2,5,2,NA,0,10,NA,2,2
cell_143,2,NA,2,8,5,2,2,2,10,NA,2,2
cell_144,2,NA,0,4,5,2,2,2,NA,2,2,2
cell_145,2,2,2,3,5,2,2,2,10,2,2,2
cell_146,2,2,NA,3,5,2,2,2,10,2,NA,2
cell_147,2,2,NA,NA,5,2,2,0,10,2,2,2
cell_148,2,2,2,3,5,2,2,0,10,2,2,2
cell_149,2,NA,2,2,5,2,NA,NA,10,2,2,2
cell_150,2,2,2,0,5,2,2,NA,10,NA,2,NA
cell_151,2,2,NA,2,5,2,2,2,NA,2,2,2
cell_152,NA,2,2,0,5,NA,2,0,10,2,2,2
cell_153,NA,2,2,0,5,NA,2,0,NA,0,2,2
cell_154,NA,2,2,0,5,2,2,NA,NA,NA,2,2
cell_155,2,2,2,0,NA,2,2,4,10,0,2,2
cell_156,2,2,2,3,5,2,2,0,10,0,2,2
cell_157,2,NA,2,0,5,2,2,0,NA,2,2,NA
cell_158,2,2,2,0,5,2,2,0,NA,2,2,2
cell_159,2,2,2,0,5,2,2,0,10,0,2,NA
cell_160,2,NA,2,2,5,NA,2,0,10,NA,2,2
cell_161,2,NA,NA,NA,NA,2,2,4,NA,5,NA,2
cell_162,2,0,19,3,5,2,2,4,10,5,2,2
cell_163,2,2,19,3,5,2,2,4,NA,5,2,2
cell_164,NA,2,19,3,5,2,2,NA,10,NA,2,2
cell_165,2,2,19,3,5,2,2,4,NA,0,2,2
cell_166,2,NA,19,3,5,2,2,4,10,0,NA,NA
cell_167,NA,2,19,3,5,2,2,4,10,3,2,2
cell_168,NA,2,19,3,5,2,2,4,10,0,2,2
cell_169,NA,0,2,3,5,2,NA,6,10,5,2,2
cell_170,2,0,2,3,5,NA,2,6,10,NA,NA,2
cell_171,2,0,2,3,5,NA,NA,6,10,5,2,2
cell_172,2,2,2,3,5,2,NA,6,10,NA,NA,2
cell_173,2,0,2,3,5,NA,2,NA,10,NA,2,2
cell_174,2,0,NA,NA,5,NA,NA,NA,10,NA,NA,2
cell_175,2,0,3,NA,5,2,NA,8,10,2,2,NA
cell_176,2,0,3,3,5,2,2,NA,10,2,2,2
cell_177,2,NA,2,3,5,NA,2,0,10,5,2,2
cell_178,2,0,NA,3,5,NA,2,0,NA,NA,NA,2
cell_179,2,0,0,3,5,NA,2,4,10,NA,NA,2
cell_180,2,0,0,3,5,2,2,4,10,5,NA,2
cell_181,NA,2,41,3,5,2,2,2,10,5,NA,2
cell_182,2,NA,41,3,NA,2,2,2,10,NA,NA,NA
cell_183,NA,2,3,3,5,2,2,NA,10,5,2,2
cell_184,2,2,NA,NA,NA,2,2,2,10,NA,NA,2
cell_185,2,NA,2,3,5,2,2,NA,10,2,2,2
cell_186,2,4,2,3,5,2,2,2,10,2,2,2
cell_187,2,4,2,NA,5,2,NA,0,10,NA,NA,2
cell_188,2,4,2,3,NA,2,2,0,NA,2,2,2
cell_189,2,0,2,3,5,NA,2,0,10,2,2,2
cell_190,2,0,2,3,5,2,2,0,10,2,2,2
cell_191,2,0,2,3,NA,2,NA,NA,NA,2,2,2
cell_192,2,NA,2,3,5,2,2,NA,NA,2,2,2
cell_193,2,2,3,3,NA,2,NA,2,10,3,2,2
cell_194,2,NA,NA,3,5,NA,2,NA,10,NA,NA,2
cell_195,2,NA,NA,3,5,2,NA,2,10,3,2,NA
cell_196,2,2,3,3,5,2,2,2,10,3,2,2
cell_197,NA,2,NA,3,5,2,2,2,10,3,2,2
cell_198,NA,NA,3,3,NA,2,2,NA,10,3,NA,2
cell_199,2,2,3,NA,5,2,2,2,NA,3,2,2
cell_200,NA,2,3,NA,5,2,2,2,10,3,2,2
cell_201,2,NA,3,0,5,12,2,2,NA,3,NA,2
cell_202,2,2,3,0,5,0,2,2,10,3,NA,2
cell_203,NA,2,NA,2,5,NA,NA,NA,10,3,NA,2
cell_204,2,NA,3,0,5,2,2,2,NA,3,2,NA
cell_205,2,NA,3,0,5,0,2,NA,10,3,2,2
cell_206,2,2,3,0,NA,0,2,2,NA,NA,2,2
cell_207,2,NA,3,21,5,2,2,NA,10,3,2,2
cell_208,2,2,3,0,5,2,2,2,NA,NA,2,NA
cell_209,2,2,3,2,NA,2,2,2,10,5,2,NA
cell_210,NA,2,3,2,NA,2,2,2,NA,5,2,NA
cell_211,2,2,3,0,5,NA,2,2,10,NA,NA,2
cell_212,NA,2,3,3,5,2,2,2,10,5,2,2
cell_213,2,2,3,0,5,0,NA,2,10,5,NA,2
cell_214,NA,2,3,2,5,0,2,2,10,5,NA,NA
cell_215,NA,2,3,0,5,0,NA,NA,NA,NA,NA,2
cell_216,2,2,3,0,5,0,2,NA,10,NA,2,2
cell_217,NA,2,3,2,5,0,2,NA,NA,5,2,2
cell_218,NA,2,3,2,5,12,2,2,10,5,2,NA
cell_219,2,2,3,0,NA,NA,NA,2,10,5,2,2
cell_220,2,2,3,0,5,NA,2,2,10,5,2,2
cell_221,2,2,3,0,5,2,NA,2,10,NA,2,NA
cell_222,2,2,NA,0,5,2,2,2,10,5,NA,2
cell_223,2,2,3,2,5,0,2,2,10,NA,NA,2
cell_224,NA,NA,NA,0,5,3,2,2,10,5,2,2
cell_225,2,0,3,NA,5,2,2,NA,10,0,2,2
cell_226,2,NA,3,5,5,2,2,2,10,0,2,NA
cell_227,NA,0,3,NA,5,2,2,NA,NA,5,2,2
cell_228,2,0,NA,20,5,2,NA,2,10,0,2,NA
cell_229,2,2,3,0,5,3,2,2,10,0,2,2
cell_230,2,2,3,0,5,4,NA,2,10,2,2,2
cell_231,2,2,NA,0,5,0,2,NA,10,0,NA,2
cell_232,NA,NA,3,0,5,NA,2,2,10,2,2,2
cell_233,2,3,3,NA,NA,2,2,2,10,4,2,NA
cell_234,2,3,3,0,5,0,2,2,10,4,NA,2
cell_235,2,2,3,0,5,0,2,2,10,4,2,NA
cell_236,2,2,NA,0,NA,0,2,2,10,4,2,2
cell_237,2,0,3,25,5,0,2,2,NA,0,2,2
cell_238,NA,0,NA,25,5,0,2,2,10,0,2,2
cell_239,2,3,3,25,5,0,NA,2,10,NA,2,2
cell_240,2,3,3,25,5,0,2,NA,NA,0,2,2
cell_241,2,11,3,2,5,8,2,23,10,3,NA,2
cell_242,NA,11,3,NA,5,8,2,0,10,3,NA,2
cell_243,2,0,3,2,5,8,2,5,10,3,2,2
cell_244,2,0,3,2,5,8,2,2,10,3,2,2
cell_245,2,0,NA,2,NA,8,NA,2,10,NA,2,2
cell_246,2,0,3,2,5,8,2,NA,NA,NA,NA,2
cell_247,2,5,NA,2,5,8,2,2,10,3,2,2
cell_248,NA,5,3,2,5,8,2,2,10,NA,2,2
cell_249,NA,0,3,NA,NA,NA,2,NA,NA,0,2,2
cell_250,NA,4,3,2,NA,8,2,0,10,0,NA,2
cell_251,2,NA,NA,2,5,8,2,0,NA,2,2,NA
cell_252,2,0,3,2,5,8,2,2,10,2,2,2
cell_253,2,0,NA,2,5,8,2,0,10,NA,2,NA
cell_254,NA,0,3,2,5,8,NA,0,10,0,2,2
cell_255,2,0,3,2,5,NA,2,3,10,0,2,NA
cell_256,2,0,3,NA,5,8,NA,0,10,0,2,2
cell_257,2,0,5,NA,2,NA,2,2,NA,2,5,2
cell_258,2,0,5,2,2,2,2,2,10,2,NA,2
cell_259,2,0,5,NA,2,2,2,NA,10,2,5,NA
cell_260,2,0,5,2,2,2,2,2,NA,2,5,2
cell_261,2,0,5,2,2,2,NA,2,10,2,5,2
cell_262,2,3,5,2,2,2,2,2,10,2,5,NA
cell_263,2,5,5,2,2,2,2,2,10,2,5,2
cell_264,NA,0,NA,2,2,2,2,2,10,2,5,2
cell_265,2,0,5,2,NA,NA,2,2,10,2,5,NA
cell_266,2,0,5,2,NA,NA,2,2,10,2,5,2
cell_267,2,0,NA,NA,NA,2,2,NA,10,2,5,2
cell_268,2,0,NA,NA,2,2,2,2,10,2,5,2
cell_269,2,2,5,2,NA,NA,NA,NA,NA,2,5,2
cell_270,2,NA,5,2,NA,2,2,NA,10,2,5,2
cell_271,2,NA,5,2,2,2,2,2,NA,2,5,2
cell_272,2,3,5,2,2,NA,2,2,NA,2,5,2
cell_273,2,2,5,2,2,2,2,2,10,2,5,NA
cell_274,2,2,5,2,2,2,2,2,10,2,5,2
cell_275,2,NA,5,NA,2,NA,2,NA,NA,2,5,NA
cell_276,2,0,5,NA,2,2,NA,2,10,2,5,2
cell_277,2,0,NA,2,2,2,NA,2,10,NA,5,2
cell_278,NA,NA,5,2,2,NA,NA,2,10,2,5,2
cell_279,2,0,5,2,2,2,2,NA,10,2,5,2
cell_280,2,0,5,2,2,NA,2,2,10,2,5,2
cell_281,NA,NA,NA,2,2,NA,2,2,10,NA,NA,2
cell_282,2,2,5,2,2,NA,2,2,NA,2,NA,NA
cell_283,2,NA,5,2,2,2,2,2,10,2,5,2
cell_284,2,0,5,NA,2,2,2,NA,10,2,5,2
cell_285,NA,2,5,2,2,2,2,2,NA,NA,5,2
cell_286,2,0,5,2,2,NA,2,2,10,2,NA,2
cell_287,2,3,5,2,2,2,2,NA,10,2,NA,NA
cell_288,2,0,5,2,2,2,2,2,10,2,NA,2
cell_289,2,3,5,2,2,5,2,2,10,5,NA,2
cell_290,NA,3,5,2,2,5,2,2,10,5,5,2
cell_291,2,NA,5,2,2,NA,2,2,10,3,5,2
cell_292,2,3,NA,2,2,5,NA,2,10,3,5,2
cell_293,NA,3,NA,2,2,5,2,2,10,0,5,2
cell_294,NA,3,5,2,2,5,2,NA,10,2,5,2
cell_295,2,3,5,2,2,5,2,2,NA,0,5,2
cell_296,2,3,5,2,NA,5,NA,2,10,NA,NA,2
cell_297,2,NA,5,NA,NA,5,2,2,NA,2,5,NA
cell_298,2,0,5,2,2,5,NA,2,NA,2,5,2
cell_299,2,0,5,0,2,5,2,2,10,2,NA,2
cell_300,2,2,5,0,NA,5,2,2,10,NA,5,2
cell_301,2,0,5,2,2,5,NA,2,10,NA,5,2
cell_302,2,0,5,12,2,NA,2,NA,10,2,5,2
cell_303,2,NA,5,0,2,5,2,2,10,2,5,2
cell_304,2,5,5,0,2,NA,2,2,10,2,NA,2
cell_305,2,3,5,4,2,5,NA,2,10,5,5,2
cell_306,2,3,5,4,NA,5,2,2,10,0,5,NA
cell_307,NA,3,5,0,2,5,2,2,NA,NA,5,2
cell_308,2,3,NA,0,2,5,2,2,10,0,5,2
cell_309,NA,3,5,0,2,5,2,2,10,0,5,2
cell_310,2,3,5,0,2,NA,2,NA,10,2,5,2
cell_311,2,3,5,0,NA,5,2,2,NA,16,5,2
cell_312,NA,3,5,0,2,5,2,2,10,NA,NA,2
cell_313,2,3,5,0,2,5,2,2,10,NA,5,2
cell_314,NA,NA,5,8,2,5,2,2,10,54,5,2
cell_315,2,3,5,0,2,5,2,2,NA,0,5,2
cell_316,2,3,5,0,2,5,NA,2,10,NA,5,2
cell_317,2,3,5,2,2,5,NA,2,10,NA,5,NA
cell_318,2,3,5,NA,2,5,2,2,10,0,5,2
cell_319,2,3,5,NA,NA,5,2,NA,NA,0,NA,2
cell_320,NA,3,NA,2,2,5,2,2,10,0,5,2
cell_321,2,0,5,2,2,2,NA,2,NA,0,5,NA
cell_322,2,2,5,2,NA,0,2,2,10,0,5,2
cell_323,2,0,5,2,2,NA,2,NA,10,2,5,2
cell_324,2,0,5,NA,2,0,2,2,10,2,5,2
cell_325,2,NA,5,2,2,0,NA,2,10,NA,5,2
cell_326,2,NA,5,2,2,0,2,NA,NA,NA,5,2
cell_327,2,0,5,NA,2,0,2,2,10,2,5,2
cell_328,2,NA,5,2,2,0,2,NA,NA,NA,NA,2
cell_329,NA,8,5,2,2,5,2,2,10,0,NA,2
cell_330,2,8,5,NA,2,5,2,2,10,0,5,2
cell_331,2,8,5,2,2,0,NA,2,10,8,5,2
cell_332,NA,NA,5,2,2,8,NA,NA,10,NA,5,2
cell_333,2,NA,5,2,2,4,NA,2,10,NA,NA,2
cell_334,2,8,5,2,2,0,2,2,10,5,5,NA
cell_335,2,NA,5,2,2,2,NA,2,10,2,5,2
cell_336,2,8,5,2,NA,2,NA,2,10,0,5,NA
cell_337,NA,2,5,2,2,0,2,2,10,NA,5,2
cell_338,2,2,5,2,2,0,2,NA,NA,4,NA,2
cell_339,2,2,5,2,NA,NA,2,2,NA,0,5,2
cell_340,NA,2,5,2,2,2,2,2,10,0,5,2
cell_341,2,2,5,2,NA,2,2,2,10,0,5,2
cell_342,2,2,5,2,NA,0,NA,2,10,0,NA,2
cell_343,2,2,5,2,2,2,2,2,10,2,5,2
cell_344,2,2,NA,NA,2,NA,2,2,10,NA,5,2
cell_345,2,NA,5,2,2,3,2,2,10,0,NA,2
cell_346,2,0,NA,2,2,3,2,NA,10,0,5,2
cell_347,NA,NA,NA,2,2,3,2,2,NA,3,5,NA
cell_348,2,2,5,2,2,3,NA,2,NA,3,5,NA
cell_349,NA,3,5,2,2,3,2,2,10,NA,5,2
cell_350,2,NA,5,2,NA,NA,2,2,10,2,5,2
cell_351,2,0,5,NA,2,3,NA,2,10,2,NA,2
cell_352,2,0,5,NA,2,3,2,NA,10,2,NA,2
cell_353,2,NA,5,0,2,5,2,NA,10,NA,5,2
cell_354,2,2,5,NA,2,5,2,NA,10,5,5,2
cell_355,2,2,5,0,2,NA,2,NA,10,5,5,2
cell_356,2,2,5,0,2,5,2,2,NA,5,5,2
cell_357,2,0,5,2,NA,NA,2,2,10,NA,5,2
cell_358,2,NA,5,2,2,5,2,NA,10,0,5,2
cell_359,2,2,5,2,2,5,2,NA,10,0,5,2
cell_360,2,2,5,2,2,5,2,2,10,0,5,2
cell_361,2,2,5,5,2,5,2,2,NA,3,5,2
cell_362,2,NA,NA,5,2,5,2,2,10,NA,NA,2
cell_363,2,2,5,0,2,5,2,2,10,NA,NA,2
cell_364,2,2,5,0,2,NA,2,2,10,2,5,2
cell_365,NA,2,5,2,2,NA,2,2,10,0,5,2
cell_366,2,2,5,0,2,5,2,2,NA,2,5,NA
cell_367,2,NA,5,5,2,NA,NA,2,10,53,5,NA
cell_368,2,2,5,5,2,5,NA,2,10,53,5,NA
cell_369,2,2,5,2,2,NA,2,NA,10,NA,5,NA
cell_370,NA,2,5,2,2,3,2,2,10,0,5,2
cell_371,2,2,NA,2,2,NA,2,2,10,8,5,2
cell_372,NA,2,NA,2,NA,3,NA,2,NA,8,5,NA
cell_373,2,2,NA,3,2,3,2,2,10,0,5,NA
cell_374,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2
cell_375,2,2,5,NA,2,NA,2,2,10,2,5,2
cell_376,2,2,5,2,2,3,NA,2,10,9,5,NA
cell_377,NA,2,5,NA,2,0,2,NA,10,0,5,NA
cell_378,2,2,5,0,2,0,2,2,10,NA,5,2
cell_379,2,NA,5,NA,2,2,2,NA,NA,0,5,NA
cell_380,NA,2,5,0,2,2,2,2,10,2,5,2
cell_381,2,2,NA,15,2,0,2,2,10,NA,5,2
cell_382,NA,2,5,NA,2,NA,2,NA,10,0,5,2
cell_383,NA,NA,5,0,2,NA,NA,2,NA,NA,5,2
cell_384,2,2,NA,NA,2,2,2,2,10,2,NA,NA
cell_385,2,2,2,2,2,2,NA,2,NA,4,2,2
cell_386,2,2,2,NA,2,2,2,2,10,4,2,2
cell_387,NA,2,2,9,2,2,2,2,10,4,2,2
cell_388,2,2,NA,9,2,2,2,2,10,4,2,2
cell_389,2,2,2,NA,0,NA,2,2,10,4,2,2
cell_390,2,2,NA,2,NA,2,2,2,10,4,2,2
cell_391,2,2,2,2,3,2,2,2,NA,4,2,2
cell_392,2,NA,2,NA,0,2,2,2,10,4,2,2
cell_393,NA,2,NA,2,2,2,2,2,10,4,2,NA
cell_394,2,2,2,2,2,NA,2,2,10,NA,2,2
cell_395,NA,2,2,2,0,2,2,NA,10,4,2,2
cell_396,2,2,2,NA,NA,2,NA,2,10,4,2,2
cell_397,2,2,NA,2,0,2,2,2,NA,4,2,2
cell_398,2,NA,2,2,0,2,2,2,10,4,2,2
cell_399,2,2,NA,2,0,2,NA,2,10,4,2,2
cell_400,2,2,2,2,2,NA,2,2,10,4,2,NA
cell_401,2,2,2,0,2,9,2,2,10,4,2,2
cell_402,2,2,2,0,2,NA,2,2,10,4,2,2
cell_403,2,2,NA,19,NA,0,2,2,10,4,2,2
cell_404,2,2,2,19,NA,0,2,2,10,4,2,2
cell_405,2,2,2,5,2,0,2,NA,10,NA,2,2
cell_406,2,2,2,5,2,0,2,2,NA,NA,NA,2
cell_407,2,2,2,NA,2,0,2,2,10,4,2,2
cell_408,NA,2,NA,NA,NA,NA,NA,2,10,NA,NA,2
cell_409,2,2,NA,2,NA,NA,2,2,10,4,2,2
cell_410,NA,2,2,2,NA,NA,NA,2,10,4,NA,2
cell_411,NA,NA,2,0,NA,NA,2,2,NA,4,NA,NA
cell_412,2,2,2,2,NA,NA,2,2,10,4,2,2
cell_413,2,2,2,NA,NA,NA,2,2,10,4,2,2
cell_414,2,2,NA,0,NA,NA,2,2,10,4,2,2
cell_415,2,NA,NA,0,NA,NA,2,2,NA,4,2,NA
cell_416,2,2,2,NA,NA,NA,2,2,NA,4,2,2
cell_417,2,2,NA,2,11,NA,2,3,10,NA,NA,NA
cell_418,NA,2,2,NA,NA,NA,2,3,10,4,NA,2
cell_419,2,NA,2,2,11,5,2,3,10,4,2,2
cell_420,NA,2,2,2,11,5,2,NA,10,4,2,NA
cell_421,2,2,NA,NA,11,0,2,3,10,4,2,2
cell_422,2,2,2,2,11,0,2,NA,10,NA,2,2
cell_423,2,2,2,NA,11,10,2,3,10,4,2,2
cell_424,NA,NA,2,NA,11,0,2,NA,10,NA,2,2
cell_425,2,2,2,3,11,0,2,3,10,4,2,2
cell_426,2,2,2,NA,11,7,2,NA,NA,NA,2,NA
cell_427,2,2,NA,3,11,NA,NA,3,10,4,2,NA
cell_428,2,NA,2,3,11,0,2,3,10,4,2,2
cell_429,NA,2,NA,3,NA,2,2,3,10,NA,NA,2
cell_430,2,2,2,3,11,NA,2,3,10,4,NA,NA
cell_431,2,2,2,3,11,2,2,3,10,4,2,NA
cell_432,2,2,2,3,11,2,NA,NA,10,4,NA,2
cell_433,2,2,2,3,NA,8,2,0,10,NA,2,2
cell_434,2,2,NA,3,0,8,2,2,10,NA,2,NA
cell_435,2,2,2,3,0,0,2,NA,10,4,NA,2
cell_436,2,2,NA,3,NA,NA,2,0,10,4,2,2
cell_437,NA,2,NA,3,NA,2,NA,NA,NA,4,NA,2
cell_438,NA,2,2,3,0,NA,2,0,NA,4,NA,2
cell_439,NA,NA,2,3,NA,NA,2,12,NA,4,NA,2
cell_440,NA,NA,NA,3,0,2,2,12,10,4,NA,NA
cell_441,2,2,NA,2,2,2,2,4,10,4,2,2
cell_442,2,NA,2,2,2,2,2,4,10,4,2,2
