,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,11,2,2,5,15,5,16,0,2,NA,5,0
cell_2,11,NA,2,5,NA,NA,16,0,NA,2,5,0
cell_3,11,2,2,5,15,5,16,9,2,2,5,0
cell_4,11,2,NA,NA,15,5,16,2,2,2,5,0
cell_5,11,2,2,NA,15,NA,NA,NA,NA,NA,5,3
cell_6,11,2,NA,5,15,NA,16,0,2,2,5,3
cell_7,11,2,2,NA,15,5,16,2,NA,2,5,3
cell_8,11,2,2,5,15,5,16,NA,NA,2,NA,3
cell_9,11,NA,2,NA,15,NA,16,3,2,2,5,3
cell_10,NA,2,2,NA,15,NA,16,3,NA,2,5,3
cell_11,NA,2,2,NA,NA,5,NA,3,2,2,5,3
cell_12,11,2,2,5,15,5,16,3,2,NA,5,3
cell_13,11,NA,2,5,NA,5,16,3,NA,2,5,3
cell_14,11,NA,2,5,15,NA,16,3,2,2,5,3
cell_15,11,2,2,5,15,5,NA,3,2,2,5,3
cell_16,11,2,NA,5,15,5,16,3,2,2,NA,3
cell_17,NA,2,2,5,NA,5,16,0,2,2,5,3
cell_18,11,NA,2,5,15,5,16,0,NA,NA,5,NA
cell_19,11,2,NA,5,15,NA,16,0,NA,2,5,3
cell_20,11,2,NA,NA,15,NA,16,NA,2,2,5,NA
cell_21,11,2,2,5,NA,5,16,0,2,NA,5,3
cell_22,11,2,2,NA,NA,NA,16,0,2,2,NA,3
cell_23,11,2,2,NA,15,5,16,0,2,NA,5,3
cell_24,11,2,NA,NA,15,5,16,0,2,2,5,NA
cell_25,11,2,2,NA,NA,5,16,3,2,2,5,3
cell_26,11,2,2,5,15,5,16,0,2,2,NA,3
cell_27,11,2,2,5,15,5,16,0,2,2,NA,NA
cell_28,11,2,2,5,15,5,NA,12,2,2,5,NA
cell_29,11,2,2,NA,15,NA,NA,3,NA,NA,5,3
cell_30,11,2,2,5,15,5,16,3,NA,2,5,3
cell_31,11,2,2,5,NA,5,NA,3,2,2,5,NA
cell_32,NA,2,NA,5,15,5,16,3,NA,2,NA,3
cell_33,11,2,2,5,NA,NA,16,65,2,2,5,2
cell_34,11,2,2,5,15,5,NA,NA,2,2,5,2
cell_35,11,2,2,5,15,5,NA,0,2,2,5,2
cell_36,11,NA,NA,NA,15,5,16,NA,2,2,5,2
cell_37,11,2,2,5,NA,5,16,0,2,2,5,2
cell_38,NA,2,2,5,15,5,16,0,2,2,5,0
cell_39,11,2,NA,5,NA,5,16,5,2,NA,NA,2
cell_40,11,NA,NA,5,15,5,16,0,2,2,NA,2
cell_41,11,2,2,NA,15,5,16,2,2,2,NA,3
cell_42,NA,2,NA,5,NA,5,16,2,2,NA,5,3
cell_43,NA,2,2,5,NA,5,16,NA,2,2,5,2
cell_44,11,2,2,5,15,5,16,NA,2,2,5,0
cell_45,11,2,2,5,NA,NA,16,2,2,2,NA,NA
cell_46,11,NA,2,5,15,5,16,NA,2,2,NA,2
cell_47,11,2,2,5,15,5,16,2,NA,NA,5,2
cell_48,11,2,2,5,15,NA,16,2,NA,2,5,2
cell_49,11,2,NA,NA,NA,5,16,0,2,NA,NA,2
cell_50,NA,NA,2,NA,NA,5,NA,0,2,2,NA,2
cell_51,11,2,2,5,15,5,NA,NA,2,NA,5,2
cell_52,11,NA,2,NA,NA,5,16,NA,2,2,NA,2
cell_53,11,2,2,5,15,5,16,0,2,2,NA,2
cell_54,11,2,2,5,15,5,NA,2,2,2,5,2
cell_55,11,2,2,5,15,NA,NA,NA,2,2,5,NA
cell_56,11,2,2,5,15,NA,16,0,2,2,5,2
cell_57,11,2,2,5,15,5,16,0,2,2,NA,2
cell_58,11,2,2,5,15,5,16,0,2,2,5,2
cell_59,11,2,NA,5,15,5,16,NA,2,2,5,2
cell_60,11,2,2,5,15,5,16,46,2,2,5,2
cell_61,11,2,2,5,NA,5,NA,0,2,2,5,2
