,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_342,4,2,NA,0,2,NA,5,NA,4,4,NA,2,NA,2,2,2
cell_343,NA,NA,5,NA,NA,5,5,4,4,4,2,2,3,2,2,2
cell_344,4,2,5,7,2,5,5,NA,4,4,2,2,3,2,NA,2
cell_345,4,5,NA,NA,2,5,5,4,4,4,0,2,3,NA,NA,2
cell_346,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,2,3,2,2,2
cell_347,NA,NA,NA,NA,2,5,5,4,4,4,0,2,NA,NA,2,2
cell_348,4,0,NA,NA,2,5,5,4,NA,4,NA,2,NA,NA,2,2
cell_349,NA,NA,NA,NA,2,5,5,4,4,4,0,2,3,2,2,2
cell_350,4,NA,NA,NA,2,5,5,NA,NA,4,2,2,3,2,2,2
cell_351,4,NA,NA,NA,2,5,5,4,4,4,0,2,3,NA,2,2
cell_352,4,0,NA,NA,2,5,5,4,4,4,NA,2,3,2,2,2
cell_353,0,NA,0,0,0,5,NA,4,2,4,0,2,3,2,2,2
cell_354,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,2
cell_355,0,0,0,2,0,5,5,4,2,4,0,NA,NA,2,2,2
cell_356,9,NA,NA,2,0,5,5,4,NA,4,2,NA,3,2,2,2
cell_357,NA,0,5,NA,NA,5,5,4,2,4,0,2,NA,2,2,2
cell_358,NA,0,5,0,NA,NA,5,4,2,4,NA,2,NA,NA,2,NA
cell_359,0,0,5,5,53,5,NA,NA,2,4,0,NA,NA,2,2,2
cell_360,0,2,5,0,53,5,5,4,2,4,NA,2,NA,0,2,2
cell_361,NA,3,NA,0,0,5,NA,4,0,4,2,2,3,NA,2,2
cell_362,NA,3,8,0,0,5,5,4,NA,NA,2,2,NA,0,2,2
cell_363,0,3,2,NA,NA,5,5,4,0,4,NA,2,3,3,2,2
cell_364,0,3,NA,0,0,5,5,4,NA,4,NA,2,3,0,2,2
cell_365,2,3,0,0,2,5,5,4,0,4,0,NA,3,2,2,NA
cell_366,0,3,0,3,0,5,5,4,0,4,0,2,3,0,NA,2
cell_367,NA,NA,0,0,0,5,5,4,0,4,0,2,3,2,2,NA
cell_368,0,3,NA,5,2,5,5,4,0,NA,0,2,3,0,2,2
cell_369,2,NA,NA,0,NA,5,5,4,2,4,0,2,NA,2,2,2
cell_370,2,0,2,NA,0,5,NA,4,NA,4,0,2,3,NA,2,2
cell_371,0,3,2,0,0,5,5,4,2,4,NA,2,3,2,2,2
cell_372,8,NA,2,0,3,5,5,4,2,4,2,2,3,2,2,2
cell_373,4,NA,2,NA,0,NA,5,4,0,4,2,2,3,2,2,2
cell_374,4,0,2,3,0,5,5,4,0,4,NA,2,3,2,2,2
cell_375,NA,9,2,2,0,5,5,4,0,4,2,2,3,2,NA,2
cell_376,0,9,2,0,0,NA,5,4,0,4,NA,2,NA,2,2,2
cell_377,NA,5,NA,4,12,5,5,4,3,4,2,2,3,2,2,2
cell_378,0,5,2,4,0,5,5,4,3,4,2,2,3,2,NA,2
cell_379,NA,NA,NA,NA,NA,NA,5,4,3,4,2,2,3,2,2,2
cell_380,NA,NA,NA,NA,NA,NA,5,4,3,NA,2,2,NA,2,NA,2
cell_381,0,2,2,NA,0,5,5,4,3,4,2,NA,3,2,2,2
cell_382,2,0,NA,NA,0,NA,NA,4,3,4,2,2,3,2,2,NA
cell_383,55,0,2,0,NA,NA,5,4,3,4,0,2,3,2,NA,NA
cell_384,NA,0,2,NA,0,NA,5,4,3,4,0,2,NA,2,NA,2
cell_385,2,NA,0,2,4,3,2,2,NA,0,NA,0,3,2,2,2
cell_386,2,3,0,2,4,3,2,NA,2,0,NA,0,3,2,NA,NA
cell_387,2,3,0,2,4,3,2,2,0,NA,0,NA,3,2,2,2
cell_388,2,3,NA,NA,4,NA,2,2,0,NA,NA,0,3,2,2,2
cell_389,2,3,0,2,4,3,2,2,4,5,0,2,3,2,NA,2
cell_390,2,3,NA,2,4,3,2,2,4,NA,4,2,3,2,2,NA
cell_391,2,3,0,2,4,NA,2,2,4,5,NA,NA,3,2,NA,2
cell_392,2,3,0,2,NA,3,NA,NA,4,5,NA,2,3,NA,NA,2
cell_393,2,NA,0,NA,4,3,NA,2,84,2,0,NA,3,2,2,2
cell_394,2,2,0,2,4,3,2,NA,84,2,0,3,3,2,2,2
cell_395,NA,2,NA,2,NA,3,NA,2,84,3,0,3,3,2,2,2
cell_396,2,NA,2,NA,4,NA,NA,2,84,3,0,NA,3,2,2,2
cell_397,2,0,2,NA,4,3,NA,NA,NA,NA,0,3,3,NA,2,2
cell_398,2,NA,2,2,4,3,NA,2,NA,NA,0,NA,3,NA,2,2
cell_399,2,0,2,NA,4,3,2,2,NA,NA,64,NA,3,NA,2,NA
cell_400,2,0,2,NA,4,NA,2,2,NA,NA,0,3,NA,2,2,2
cell_401,NA,5,5,NA,NA,3,2,2,2,0,2,2,3,2,2,2
cell_402,NA,NA,5,2,NA,3,2,2,NA,2,0,3,NA,2,NA,2
cell_403,2,5,5,2,4,3,NA,2,2,0,0,0,3,2,2,2
cell_404,2,5,5,2,4,3,2,2,2,NA,5,0,3,2,NA,2
cell_405,2,5,5,2,4,3,2,NA,2,0,NA,5,3,2,2,NA
cell_406,2,5,NA,NA,4,3,2,2,2,NA,2,5,3,2,2,NA
cell_407,2,NA,5,2,4,3,NA,2,NA,0,2,0,NA,NA,2,NA
cell_408,2,NA,NA,2,NA,3,2,NA,2,0,2,0,3,2,2,2
cell_409,2,2,NA,2,4,3,2,2,2,NA,2,0,3,2,2,2
cell_410,NA,2,NA,2,4,3,NA,2,2,41,2,NA,NA,2,2,2
cell_411,2,NA,5,2,NA,3,2,2,2,NA,NA,NA,NA,NA,2,2
cell_412,2,0,5,NA,4,3,2,2,2,NA,5,3,3,2,2,2
cell_413,2,3,5,2,4,3,2,NA,2,NA,2,0,NA,2,2,2
cell_414,2,3,5,2,4,NA,NA,2,2,41,NA,0,3,2,2,2
cell_415,NA,NA,NA,NA,4,3,2,NA,2,NA,2,0,3,2,2,NA
cell_416,2,3,5,2,4,NA,2,NA,2,41,NA,0,3,2,2,2
cell_417,0,NA,0,2,4,3,2,2,11,NA,5,11,3,2,2,2
cell_418,2,0,NA,2,NA,3,2,2,11,0,0,NA,3,2,2,2
cell_419,2,0,NA,2,4,3,2,2,11,0,2,NA,3,2,NA,2
cell_420,0,0,2,2,4,3,2,2,NA,0,0,11,3,2,NA,2
cell_421,2,0,3,2,4,3,2,2,4,0,NA,11,3,2,2,2
cell_422,0,0,3,NA,4,3,2,2,4,0,NA,11,NA,NA,2,2
cell_423,0,0,0,2,4,3,NA,2,4,NA,2,11,NA,2,2,2
cell_424,5,NA,NA,NA,4,NA,2,NA,4,0,2,11,NA,2,2,NA
cell_425,0,0,19,2,4,NA,2,2,2,3,3,11,3,2,2,2
cell_426,0,0,19,NA,4,3,NA,2,2,3,3,NA,3,2,2,NA
cell_427,0,0,19,2,4,3,2,2,NA,NA,NA,11,3,NA,2,2
cell_428,NA,0,19,NA,4,3,2,2,2,3,0,11,3,2,2,2
cell_429,NA,0,0,2,4,NA,NA,2,2,3,4,NA,NA,NA,NA,2
cell_430,0,0,0,2,4,NA,NA,2,2,3,NA,11,3,2,2,2
cell_431,NA,NA,NA,2,4,3,2,2,2,3,NA,NA,3,2,2,2
cell_432,2,NA,0,2,4,NA,2,2,2,3,2,NA,3,2,2,2
cell_433,7,NA,NA,2,4,NA,2,2,NA,0,NA,NA,3,2,2,2
cell_434,7,0,0,2,4,3,2,2,8,0,2,11,3,2,2,2
cell_435,7,0,0,2,4,NA,NA,2,8,NA,2,11,3,2,NA,2
cell_436,NA,0,NA,NA,4,3,2,2,8,0,2,11,3,2,2,2
cell_437,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,2,2,NA
cell_438,0,2,NA,NA,NA,NA,NA,NA,NA,NA,9,11,NA,2,2,2
cell_439,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,11,3,NA,2,2
cell_440,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,11,3,2,2,2
cell_441,2,NA,0,2,4,NA,2,2,8,0,0,11,NA,2,2,2
cell_442,2,3,0,2,4,NA,NA,NA,8,0,0,11,3,2,NA,2
cell_443,2,3,0,NA,NA,3,2,NA,NA,2,0,11,3,2,2,2
cell_444,NA,NA,0,2,4,3,2,2,8,2,2,NA,3,2,2,2
cell_445,5,0,0,2,4,NA,2,2,8,26,0,NA,3,2,NA,2
cell_446,5,NA,NA,2,NA,3,2,2,8,26,0,11,3,NA,2,2
cell_447,NA,0,3,NA,NA,3,2,2,8,26,2,11,3,NA,2,2
cell_448,3,0,NA,2,4,3,2,2,8,26,2,11,3,2,2,2
cell_449,4,2,NA,2,4,4,2,2,2,NA,5,NA,3,NA,2,2
cell_450,NA,2,3,2,NA,NA,2,2,NA,4,5,NA,3,2,2,2
cell_451,4,2,3,2,4,4,2,2,NA,4,5,4,NA,2,2,2
cell_452,4,2,3,NA,4,4,2,2,NA,NA,5,4,3,NA,NA,2
cell_453,4,2,3,2,4,0,2,2,2,4,5,2,3,0,2,2
cell_454,4,2,3,2,NA,0,NA,2,2,4,5,0,NA,0,NA,2
cell_455,4,2,3,2,4,NA,2,2,2,4,NA,NA,3,NA,2,2
cell_456,NA,2,NA,2,NA,NA,2,2,2,4,NA,3,3,NA,2,2
cell_457,NA,2,0,2,4,3,2,NA,2,4,NA,2,3,0,2,2
cell_458,NA,2,0,2,4,NA,2,NA,NA,4,5,NA,NA,NA,2,2
cell_459,NA,NA,2,NA,4,3,2,2,2,4,5,2,NA,NA,2,2
cell_460,4,2,2,2,4,3,2,2,2,4,5,2,3,0,2,2
cell_461,4,2,0,0,NA,3,2,2,2,NA,5,NA,3,NA,2,NA
cell_462,4,2,0,2,4,NA,2,2,2,4,5,2,3,2,NA,2
cell_463,4,2,2,NA,4,NA,2,2,2,4,NA,NA,NA,0,2,2
cell_464,4,2,0,3,4,3,2,2,NA,4,5,NA,3,3,2,2
cell_465,4,2,NA,0,4,3,NA,2,2,4,NA,2,3,NA,2,2
cell_466,4,2,NA,0,NA,3,2,2,NA,4,5,2,3,2,2,2
cell_467,4,2,2,0,4,3,2,2,2,NA,5,2,3,0,2,2
cell_468,4,NA,2,0,4,NA,2,2,NA,4,5,2,NA,13,2,2
cell_469,4,2,NA,0,4,3,2,2,NA,4,5,2,3,2,2,2
cell_470,4,2,2,0,4,3,2,NA,NA,4,5,NA,NA,2,NA,2
cell_471,4,2,2,0,4,NA,2,2,2,4,5,2,3,2,2,2
cell_472,4,2,2,NA,4,NA,2,2,2,4,5,2,3,2,2,2
cell_473,NA,2,2,5,4,3,2,2,2,NA,5,0,3,0,2,2
cell_474,4,2,2,NA,4,3,NA,NA,2,NA,NA,0,3,0,2,2
cell_475,4,NA,2,4,4,3,2,NA,2,4,5,0,3,20,2,2
cell_476,4,2,2,NA,4,3,2,2,2,NA,5,0,3,0,2,NA
cell_477,4,2,2,NA,4,3,2,2,2,4,5,0,3,2,NA,2
cell_478,4,2,2,0,NA,3,2,NA,2,NA,5,0,3,2,2,NA
cell_479,NA,NA,2,3,NA,3,2,2,2,4,NA,0,3,2,2,2
cell_480,4,2,2,0,NA,NA,2,2,2,4,5,0,NA,2,2,2
cell_481,5,4,NA,2,4,8,2,2,NA,0,12,NA,3,2,NA,NA
cell_482,5,4,2,NA,4,8,2,2,2,0,12,2,3,NA,2,2
cell_483,5,NA,2,2,4,8,2,NA,2,0,NA,5,3,2,2,2
cell_484,NA,4,2,2,4,8,2,2,2,2,12,0,3,NA,NA,2
cell_485,66,4,2,2,4,0,2,2,2,2,12,0,3,0,NA,2
cell_486,NA,4,2,2,4,NA,2,NA,2,2,12,0,3,0,2,2
cell_487,66,NA,NA,2,4,0,2,2,2,2,12,0,3,0,2,NA
cell_488,66,4,2,2,4,0,2,2,NA,2,NA,NA,3,30,2,2
cell_489,3,4,NA,2,4,NA,2,2,2,0,12,0,3,0,NA,NA
cell_490,NA,4,2,2,4,0,2,2,2,NA,12,37,3,0,2,2
cell_491,4,4,2,NA,4,NA,NA,2,NA,0,12,3,NA,2,2,2
cell_492,2,NA,2,2,4,0,2,NA,2,0,NA,NA,3,2,2,2
cell_493,2,4,2,2,NA,NA,2,2,2,0,12,0,3,NA,2,2
cell_494,2,4,2,2,NA,2,NA,2,2,0,12,NA,3,5,2,2
cell_495,2,4,2,2,4,0,NA,2,2,2,NA,0,3,0,2,NA
cell_496,2,4,2,2,NA,5,NA,2,2,0,12,0,NA,0,2,2
cell_497,3,NA,0,2,4,0,2,2,2,NA,12,NA,NA,12,NA,2
cell_498,3,NA,0,2,4,0,2,2,NA,2,12,NA,3,12,2,2
cell_499,3,2,0,2,4,0,2,2,NA,2,NA,0,NA,NA,2,2
cell_500,NA,NA,0,2,NA,0,NA,2,NA,2,12,0,3,12,2,2
cell_501,NA,0,4,2,4,NA,2,NA,2,0,12,2,NA,12,NA,2
cell_502,0,0,4,2,4,0,2,2,2,NA,12,2,3,NA,2,2
cell_503,2,0,4,2,4,0,2,2,2,NA,12,0,3,12,NA,2
cell_504,0,NA,NA,2,4,NA,2,2,2,0,NA,0,3,NA,NA,2
cell_505,2,5,2,NA,4,2,2,2,2,2,NA,NA,NA,2,2,2
cell_506,NA,NA,2,2,NA,0,2,2,NA,2,12,NA,3,2,2,2
cell_507,2,0,NA,2,4,4,2,2,2,NA,12,0,3,2,2,NA
cell_508,2,3,NA,NA,4,4,2,2,2,NA,12,0,3,2,NA,NA
cell_509,2,0,2,2,4,NA,2,2,2,2,12,3,3,2,NA,2
cell_510,2,0,NA,NA,4,2,2,2,2,2,12,3,3,2,2,2
cell_511,2,5,NA,2,4,0,NA,2,2,2,12,3,NA,2,2,2
cell_512,2,5,3,2,4,0,NA,2,2,2,12,3,NA,2,NA,2
cell_513,5,NA,32,2,2,2,2,2,0,NA,2,2,NA,0,NA,NA
cell_514,5,NA,32,2,2,2,2,NA,NA,8,2,2,2,0,2,2
cell_515,NA,NA,32,2,2,2,2,2,0,8,2,2,2,2,2,NA
cell_516,5,5,32,NA,NA,2,2,2,0,NA,2,2,2,2,2,NA
cell_517,NA,5,32,2,2,NA,2,2,NA,8,NA,2,2,0,2,2
cell_518,5,5,32,2,2,2,NA,2,0,8,0,2,2,0,2,2
cell_519,5,5,32,NA,2,2,2,NA,0,NA,0,2,2,0,2,NA
cell_520,NA,5,32,2,2,2,NA,2,0,8,NA,2,2,NA,NA,NA
cell_521,5,5,32,2,2,5,2,2,NA,8,2,NA,2,2,2,2
cell_522,5,5,32,2,NA,5,NA,2,NA,8,NA,2,2,2,2,2
cell_523,5,5,32,2,NA,5,2,2,0,8,2,NA,2,NA,2,2
cell_524,5,5,32,2,2,5,2,2,2,NA,2,2,2,2,2,2
cell_525,5,5,NA,NA,2,0,2,NA,0,NA,NA,2,2,0,2,2
cell_526,5,5,32,NA,2,NA,2,NA,0,8,13,2,2,0,2,2
cell_527,NA,NA,32,2,2,0,2,2,3,8,0,2,2,NA,NA,NA
cell_528,5,5,NA,2,2,0,2,2,2,8,0,2,2,2,2,2
cell_529,5,5,32,NA,3,0,2,2,NA,NA,0,NA,2,NA,2,2
cell_530,5,NA,NA,2,3,0,2,2,2,NA,2,2,NA,0,2,2
cell_531,5,5,32,NA,NA,2,2,2,2,8,0,NA,NA,0,NA,2
cell_532,5,5,32,2,0,0,NA,2,2,8,0,2,2,0,2,2
cell_533,5,5,32,2,0,0,2,2,2,NA,0,2,2,NA,2,2
cell_534,5,5,32,2,0,NA,NA,2,NA,8,0,2,2,0,2,NA
cell_535,5,5,32,2,NA,0,2,2,2,8,0,2,NA,0,2,2
cell_536,5,5,NA,2,0,0,2,2,2,8,0,2,2,0,2,2
cell_537,5,5,NA,NA,5,0,2,2,2,8,0,2,2,0,NA,2
cell_538,NA,5,32,2,5,0,2,2,2,8,0,2,NA,NA,2,2
cell_539,5,NA,NA,2,5,0,2,NA,2,8,NA,2,NA,2,2,2
cell_540,5,NA,32,2,NA,5,2,2,NA,8,5,2,2,0,2,NA
cell_541,NA,5,32,2,NA,0,2,NA,NA,8,NA,2,2,2,2,2
cell_542,NA,NA,32,2,5,0,2,2,2,8,5,NA,2,2,2,2
cell_543,NA,5,32,2,NA,0,2,2,2,NA,51,NA,NA,2,2,NA
cell_544,5,5,32,2,5,NA,NA,2,2,8,NA,2,2,2,2,NA
cell_545,5,5,32,NA,0,0,2,2,NA,NA,2,2,2,3,2,2
cell_546,5,5,32,2,0,0,2,2,2,8,2,2,NA,NA,2,2
cell_547,5,NA,32,2,0,NA,2,2,2,NA,2,NA,2,3,2,2
cell_548,5,5,32,NA,0,NA,2,2,NA,8,2,2,2,NA,2,2
cell_549,5,5,32,2,0,2,2,2,NA,8,2,2,2,3,2,2
cell_550,5,5,NA,2,0,2,NA,NA,0,8,2,2,NA,3,2,2
cell_551,5,5,NA,2,0,4,2,2,2,8,2,NA,2,3,NA,2
cell_552,5,5,32,NA,0,4,2,2,2,8,NA,NA,2,3,2,2
cell_553,5,5,32,2,NA,0,2,2,3,8,2,2,2,3,2,NA
cell_554,5,5,32,2,2,0,2,2,3,8,NA,2,NA,3,2,2
cell_555,5,5,32,2,2,5,2,2,NA,8,2,2,NA,3,2,2
cell_556,5,NA,NA,2,2,0,2,2,NA,8,2,2,2,3,2,2
cell_557,5,5,32,2,NA,0,2,2,3,NA,2,2,NA,3,2,2
cell_558,NA,5,32,2,NA,2,2,NA,NA,8,2,2,2,3,2,2
cell_559,5,5,32,NA,2,0,2,2,3,8,2,NA,2,3,2,2
cell_560,5,5,32,2,2,5,2,NA,3,8,2,2,2,3,2,2
cell_561,5,5,32,2,NA,2,2,2,0,8,2,NA,2,3,2,2
cell_562,5,5,32,2,0,2,2,2,3,8,NA,2,NA,3,2,2
cell_563,5,5,NA,2,3,2,NA,2,0,8,NA,2,2,NA,2,2
cell_564,NA,5,32,2,5,2,2,2,0,8,0,NA,NA,3,NA,2
cell_565,5,5,32,2,0,2,NA,NA,0,8,0,2,2,NA,2,2
cell_566,NA,5,NA,NA,3,2,2,2,0,8,0,2,NA,NA,2,2
cell_567,5,NA,32,2,19,2,2,2,NA,8,2,NA,2,3,2,NA
cell_568,5,5,32,NA,NA,2,NA,2,0,8,NA,2,2,3,NA,2
cell_569,NA,5,32,2,2,2,2,2,NA,8,0,2,2,3,2,2
cell_570,5,5,32,2,2,NA,2,2,0,8,0,2,2,NA,2,2
cell_571,5,5,32,NA,2,NA,2,2,0,NA,0,2,2,NA,2,2
cell_572,5,5,32,2,NA,2,2,2,NA,NA,NA,2,2,3,2,NA
cell_573,5,NA,32,2,2,2,2,2,NA,8,0,2,2,3,2,2
cell_574,NA,5,32,2,2,2,2,2,NA,8,0,2,NA,3,2,2
cell_575,NA,NA,32,NA,3,2,2,2,0,8,0,2,2,3,2,2
cell_576,NA,NA,NA,2,0,2,2,2,NA,8,0,2,NA,3,NA,2
cell_577,NA,5,NA,NA,0,2,2,5,2,NA,5,2,NA,NA,NA,2
cell_578,NA,5,NA,2,2,NA,NA,5,2,2,5,0,2,NA,NA,NA
cell_579,5,5,NA,NA,2,2,NA,5,2,2,NA,0,2,5,2,2
cell_580,5,5,32,2,2,2,2,5,2,2,5,0,2,NA,2,NA
cell_581,5,5,32,2,0,0,2,NA,NA,2,5,2,2,5,2,2
cell_582,5,5,NA,2,0,NA,2,NA,2,2,5,2,NA,5,NA,2
cell_583,5,5,32,2,0,2,2,5,NA,NA,NA,2,2,5,NA,2
cell_584,5,5,32,2,0,0,2,5,2,2,5,2,2,5,NA,2
cell_585,5,5,32,2,0,NA,2,5,NA,2,NA,2,2,NA,2,2
cell_586,5,5,32,2,0,2,2,5,2,2,5,NA,2,5,2,2
cell_587,5,5,32,2,2,2,2,NA,2,NA,NA,0,NA,5,2,2
cell_588,5,NA,32,2,NA,NA,2,5,2,2,5,NA,2,5,2,NA
cell_589,5,5,32,2,NA,NA,2,5,2,2,5,NA,2,5,NA,2
cell_590,NA,5,32,2,NA,NA,2,5,2,2,5,2,2,5,2,2
cell_591,5,5,32,NA,NA,NA,2,5,2,2,5,2,NA,5,2,2
cell_592,NA,NA,32,2,NA,NA,2,5,2,NA,5,2,2,NA,2,2
cell_593,5,5,32,2,3,NA,2,NA,2,2,NA,0,2,NA,NA,2
cell_594,5,5,32,2,3,0,2,5,2,2,NA,NA,2,NA,2,2
cell_595,5,5,32,2,3,42,2,5,2,NA,NA,0,2,5,2,2
cell_596,5,5,NA,2,3,0,2,5,2,2,5,0,2,5,2,2
cell_597,NA,5,32,2,3,NA,2,5,2,NA,5,0,2,5,2,NA
cell_598,5,5,32,NA,3,0,2,NA,2,2,5,0,2,5,2,2
cell_599,5,5,32,NA,3,0,2,5,2,2,5,2,2,5,NA,NA
cell_600,5,5,32,2,3,0,2,NA,2,2,5,2,2,5,2,2
cell_601,5,5,32,2,3,3,2,NA,NA,2,5,0,2,5,2,2
cell_602,5,5,NA,2,3,0,2,NA,2,2,5,NA,2,5,2,2
cell_603,5,5,32,2,3,0,2,NA,2,NA,5,0,NA,5,2,NA
cell_604,5,5,32,2,3,0,2,5,2,2,5,0,2,5,2,NA
cell_605,5,5,32,2,3,NA,2,5,NA,2,5,0,2,5,2,NA
cell_606,5,5,32,NA,NA,0,2,5,2,NA,5,NA,2,5,2,2
cell_607,5,5,NA,2,3,4,2,5,2,2,5,5,NA,NA,2,2
cell_608,5,5,32,2,3,0,2,5,2,NA,5,2,2,5,2,2
cell_609,5,5,32,2,NA,5,2,NA,2,2,5,2,NA,2,2,2
cell_610,5,NA,32,2,10,5,2,5,2,2,5,2,2,2,2,2
cell_611,5,5,32,2,10,5,2,5,2,2,5,2,2,2,2,2
cell_612,5,NA,32,2,10,5,2,NA,2,NA,5,2,NA,2,NA,NA
cell_613,5,5,32,2,10,NA,0,NA,2,NA,5,2,NA,2,2,2
cell_614,5,NA,32,2,10,NA,NA,5,NA,2,5,2,2,NA,2,2
cell_615,NA,5,32,2,NA,5,0,5,2,NA,5,2,2,2,2,2
cell_616,5,5,NA,NA,10,NA,0,5,2,NA,NA,NA,2,2,2,2
cell_617,5,5,32,2,5,5,0,5,2,2,5,2,2,2,2,NA
cell_618,NA,5,32,NA,0,5,0,NA,2,2,5,NA,2,2,2,2
cell_619,5,5,32,2,0,5,NA,5,2,2,5,NA,NA,2,2,2
cell_620,5,NA,32,2,0,5,0,5,2,2,5,2,NA,2,2,2
cell_621,5,NA,32,2,15,NA,NA,5,2,2,5,2,NA,2,2,2
cell_622,5,5,32,2,15,5,0,5,2,2,5,2,2,2,2,2
cell_623,5,NA,32,2,0,NA,0,5,2,2,5,2,2,NA,2,2
cell_624,5,5,NA,2,0,5,2,5,NA,2,5,2,2,2,2,NA
cell_625,5,5,32,NA,4,5,6,NA,2,2,NA,2,2,NA,NA,2
cell_626,5,5,32,NA,4,NA,NA,5,2,2,5,2,2,2,2,2
cell_627,5,5,32,2,4,NA,NA,5,2,NA,5,NA,2,2,2,NA
cell_628,5,5,32,NA,4,5,5,5,2,2,5,2,2,2,2,2
cell_629,5,5,32,2,4,NA,0,NA,2,2,5,2,2,NA,2,2
cell_630,5,5,32,NA,4,5,2,NA,NA,2,5,NA,2,2,2,2
cell_631,5,5,32,2,NA,5,0,5,NA,2,5,2,2,2,2,2
cell_632,5,NA,32,2,4,5,3,5,2,2,5,2,2,2,NA,2
cell_633,5,5,NA,2,NA,5,0,5,NA,2,5,2,2,2,NA,NA
cell_634,5,5,32,2,2,5,0,5,2,NA,5,NA,2,2,2,NA
cell_635,NA,5,32,NA,NA,5,0,5,2,2,5,2,2,2,2,2
cell_636,NA,5,32,2,2,5,0,NA,2,2,NA,NA,2,2,NA,2
cell_637,5,5,32,NA,NA,NA,0,5,2,2,5,2,2,2,NA,2
cell_638,5,5,32,2,2,5,0,5,NA,2,NA,2,NA,2,2,2
cell_639,NA,5,32,2,2,5,2,5,2,2,5,2,2,2,2,2
cell_640,5,5,NA,NA,2,5,0,5,2,2,5,2,2,2,2,2
cell_641,8,2,32,NA,2,NA,NA,NA,NA,NA,NA,NA,0,2,2,2
cell_642,NA,2,32,3,0,NA,NA,NA,NA,NA,NA,NA,0,2,2,2
cell_643,8,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,NA
cell_644,NA,2,32,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,2
cell_645,8,2,32,NA,5,NA,NA,NA,NA,NA,NA,NA,0,5,2,2
cell_646,8,2,32,3,5,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2
cell_647,NA,2,32,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2
cell_648,8,2,32,3,5,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA
cell_649,8,2,32,3,8,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2
cell_650,8,2,32,3,8,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA
cell_651,8,NA,32,3,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2
cell_652,NA,2,32,3,8,NA,NA,NA,NA,NA,NA,NA,0,2,NA,2
cell_653,8,NA,32,3,8,NA,NA,NA,NA,NA,NA,NA,8,NA,2,2
cell_654,NA,2,NA,3,8,NA,NA,NA,NA,NA,NA,NA,8,0,2,2
cell_655,NA,2,32,3,8,NA,NA,NA,NA,NA,NA,NA,8,0,2,NA
cell_656,8,2,32,3,8,NA,NA,NA,NA,NA,NA,NA,8,NA,2,2
cell_657,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,3,2,2
cell_658,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,0,3,2,2
cell_659,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,0,2,2
cell_660,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,37,2,2
cell_661,8,NA,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,5,2,2
cell_662,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2
cell_663,8,2,32,3,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,2
cell_664,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2
cell_665,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2
cell_666,NA,2,32,NA,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2
cell_667,NA,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,0,2,2
cell_668,NA,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2
cell_669,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,0,0,2,2
cell_670,8,NA,32,NA,3,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2
cell_671,8,2,32,3,3,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA
cell_672,8,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2
cell_673,8,0,NA,3,2,NA,NA,NA,NA,NA,NA,NA,5,NA,2,2
cell_674,8,0,NA,3,2,NA,NA,NA,NA,NA,NA,NA,5,NA,2,2
cell_675,8,0,32,3,2,NA,NA,NA,NA,NA,NA,NA,5,4,2,2
cell_676,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2
cell_677,8,2,32,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
cell_678,NA,0,32,3,2,NA,NA,NA,NA,NA,NA,NA,5,4,2,2
cell_679,8,2,32,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
cell_680,NA,3,32,NA,2,NA,NA,NA,NA,NA,NA,NA,5,4,2,2
