,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_117,2,5,NA,2,5,2,5,2,8,0,5,NA,NA,2,2,2
cell_118,2,5,2,2,5,0,5,2,8,NA,5,2,3,2,2,2
cell_119,NA,5,0,2,0,0,5,2,8,NA,5,0,NA,2,2,2
cell_120,2,5,0,2,0,5,5,2,8,0,5,0,NA,NA,2,2
cell_121,2,5,2,2,NA,5,5,0,8,NA,12,3,3,2,2,2
cell_122,2,5,NA,2,0,0,5,0,8,2,12,0,3,2,2,2
cell_123,2,5,NA,2,0,0,5,2,NA,0,12,0,3,2,2,NA
cell_124,2,5,NA,2,0,NA,5,NA,8,2,12,NA,3,2,2,2
cell_125,2,5,0,2,3,NA,5,0,8,0,NA,0,3,2,2,NA
cell_126,2,5,0,2,NA,NA,5,0,8,0,12,0,3,2,2,2
cell_127,NA,5,5,2,0,NA,5,NA,8,0,NA,NA,3,2,2,2
cell_128,2,5,NA,NA,NA,2,5,NA,NA,0,NA,0,3,2,2,2
cell_129,8,2,2,2,2,5,3,4,NA,3,0,NA,3,2,19,2
cell_130,8,2,NA,2,2,5,NA,4,2,3,0,3,3,2,19,2
cell_131,NA,2,2,2,2,5,NA,4,2,3,NA,3,3,2,19,2
cell_132,8,NA,2,2,NA,NA,3,NA,2,3,NA,NA,3,2,19,2
cell_133,8,2,2,2,2,5,3,4,NA,3,12,3,3,2,19,2
cell_134,8,2,NA,2,2,5,3,4,2,3,12,3,NA,2,NA,2
cell_135,NA,2,2,2,2,5,3,NA,2,3,12,3,3,2,19,NA
cell_136,8,2,2,2,2,5,3,NA,2,NA,12,NA,3,2,19,2
cell_137,NA,2,2,2,2,NA,3,NA,2,3,0,3,3,2,19,2
cell_138,NA,2,2,2,NA,5,3,4,2,NA,0,NA,3,2,NA,NA
cell_139,NA,2,2,NA,2,5,3,4,2,3,5,NA,NA,2,19,2
cell_140,8,NA,2,2,2,5,3,4,NA,3,5,3,3,2,19,2
cell_141,8,2,2,2,2,5,3,4,2,3,4,3,3,2,19,2
cell_142,8,2,NA,2,NA,5,3,4,2,NA,4,3,NA,2,19,2
cell_143,NA,2,2,NA,2,5,NA,4,NA,3,NA,3,3,2,19,2
cell_144,8,2,2,2,2,5,3,4,2,3,0,3,3,2,19,2
cell_145,8,2,2,2,2,5,0,4,2,3,5,3,3,NA,0,2
cell_146,8,2,2,2,2,5,0,4,2,3,5,3,3,0,0,2
cell_147,NA,2,2,2,2,5,0,4,2,3,NA,3,NA,NA,0,2
cell_148,8,2,2,2,2,5,5,4,2,3,5,3,3,2,77,2
cell_149,NA,2,NA,NA,2,5,5,4,2,NA,5,NA,3,0,0,2
cell_150,8,NA,2,2,2,5,5,4,2,3,5,3,3,2,NA,2
cell_151,8,2,2,2,NA,NA,NA,4,NA,3,5,3,3,0,0,NA
cell_152,8,2,2,2,2,5,5,NA,NA,3,5,3,NA,2,0,2
cell_153,NA,2,2,2,2,5,2,4,NA,3,5,NA,3,2,0,2
cell_154,8,2,NA,NA,2,NA,2,4,NA,NA,5,3,3,NA,0,2
cell_155,8,2,2,2,NA,5,2,4,2,3,5,3,3,2,0,2
cell_156,8,2,2,NA,2,5,2,4,2,3,5,3,3,2,0,2
cell_157,8,2,2,2,2,5,0,4,NA,NA,5,NA,3,0,0,2
cell_158,8,2,NA,2,2,5,0,4,2,3,5,NA,3,0,NA,2
cell_159,8,2,2,2,2,5,2,NA,NA,3,NA,NA,3,0,2,NA
cell_160,8,2,2,2,2,NA,2,4,NA,3,5,3,3,5,2,2
cell_161,8,NA,NA,2,3,5,5,4,NA,0,0,12,NA,2,0,2
cell_162,8,2,NA,2,NA,5,NA,4,NA,0,NA,12,3,2,NA,NA
cell_163,8,2,14,2,3,5,5,4,3,2,0,NA,3,2,0,2
cell_164,8,2,14,2,NA,5,5,4,3,2,0,12,NA,NA,0,2
cell_165,8,2,14,NA,NA,NA,5,4,3,3,NA,0,NA,2,0,2
cell_166,8,2,14,2,3,NA,5,4,3,3,0,0,3,2,0,2
cell_167,NA,2,14,2,3,5,5,NA,3,4,51,0,3,2,2,NA
cell_168,8,2,14,2,3,5,NA,4,3,0,51,0,3,NA,NA,2
cell_169,8,2,14,2,NA,5,5,4,3,0,2,NA,3,2,3,NA
cell_170,8,2,14,NA,NA,NA,5,4,NA,0,2,2,3,2,0,NA
cell_171,8,2,14,2,2,5,NA,4,NA,NA,0,2,3,2,2,2
cell_172,8,NA,14,2,2,5,NA,NA,3,0,0,NA,3,NA,2,2
cell_173,8,2,14,2,2,5,NA,4,3,0,0,0,3,0,0,2
cell_174,8,2,14,2,2,5,5,4,3,0,NA,0,3,0,0,2
cell_175,NA,2,14,2,2,5,5,4,3,NA,0,NA,3,0,0,2
cell_176,8,NA,14,2,2,5,5,4,3,2,NA,0,3,0,0,2
cell_177,8,2,14,2,2,5,5,4,NA,2,NA,NA,NA,NA,NA,NA
cell_178,8,2,14,NA,NA,5,5,4,51,3,NA,NA,NA,NA,NA,2
cell_179,NA,2,14,2,5,5,5,4,51,2,NA,NA,NA,NA,NA,2
cell_180,8,2,14,2,5,5,NA,4,51,0,NA,NA,NA,NA,NA,2
cell_181,8,2,14,2,NA,5,5,4,51,0,NA,NA,NA,NA,NA,NA
cell_182,8,NA,14,NA,0,NA,5,4,51,0,NA,NA,NA,NA,NA,2
cell_183,8,NA,14,2,NA,5,5,4,51,10,NA,NA,NA,NA,NA,2
cell_184,8,2,14,2,0,NA,NA,NA,51,0,NA,NA,NA,NA,NA,2
cell_185,NA,2,14,2,4,5,5,4,0,5,NA,3,3,2,2,2
cell_186,8,2,14,2,4,NA,5,NA,0,5,2,3,3,2,2,2
cell_187,8,2,14,2,0,5,5,4,2,5,2,3,3,2,2,2
cell_188,8,NA,14,2,0,5,5,4,0,5,NA,3,3,2,2,NA
cell_189,8,2,14,2,57,5,5,4,0,0,2,3,3,5,NA,2
cell_190,NA,2,14,2,0,5,NA,4,0,2,NA,3,3,5,2,NA
cell_191,8,2,14,2,0,5,NA,4,NA,0,2,3,NA,4,2,2
cell_192,8,2,14,2,0,5,NA,4,2,0,2,3,NA,4,2,2
cell_193,NA,2,2,2,0,5,3,4,NA,NA,2,NA,3,5,0,2
cell_194,8,0,2,2,0,NA,3,4,NA,NA,NA,NA,3,5,0,2
cell_195,8,50,2,2,NA,NA,3,4,0,2,2,NA,3,NA,0,2
cell_196,8,0,2,2,0,5,NA,4,4,NA,2,0,NA,5,2,2
cell_197,8,0,2,2,NA,5,3,4,0,2,0,3,3,5,0,2
cell_198,8,NA,2,2,0,5,NA,4,NA,2,NA,3,3,5,0,2
cell_199,NA,2,2,NA,0,5,3,4,2,2,0,3,3,5,0,2
cell_200,8,0,2,2,NA,NA,3,4,0,2,NA,3,3,5,0,2
cell_201,8,2,2,2,NA,5,NA,4,0,2,5,0,3,5,NA,2
cell_202,8,NA,2,2,5,5,3,NA,0,2,5,NA,3,5,4,2
cell_203,NA,0,2,NA,5,5,3,4,2,NA,5,0,3,5,3,2
cell_204,8,0,2,NA,5,5,3,4,NA,2,NA,0,3,NA,3,2
cell_205,NA,0,2,2,3,5,3,4,0,2,NA,0,3,5,12,2
cell_206,8,NA,NA,NA,0,5,3,4,2,2,0,NA,NA,NA,0,2
cell_207,8,0,2,2,5,5,3,4,2,2,0,NA,3,NA,0,2
cell_208,NA,NA,2,2,NA,NA,3,4,2,2,2,2,3,5,NA,2
cell_209,NA,2,2,2,NA,5,3,4,0,2,2,NA,3,5,5,2
cell_210,8,2,2,2,0,NA,NA,4,5,2,2,0,3,5,NA,2
cell_211,8,2,2,NA,0,NA,3,4,0,2,2,NA,3,5,5,2
cell_212,8,2,2,NA,0,5,3,4,0,NA,NA,3,3,5,5,2
cell_213,8,2,2,NA,NA,NA,3,4,11,2,2,NA,NA,5,5,2
cell_214,NA,2,2,2,NA,NA,3,4,11,NA,NA,NA,3,5,5,2
cell_215,8,2,2,2,0,5,3,4,11,2,2,4,3,5,5,2
cell_216,8,2,2,2,0,5,3,4,11,2,2,4,3,5,NA,2
cell_217,8,2,NA,NA,0,NA,3,4,0,NA,2,NA,NA,5,5,2
cell_218,8,2,2,NA,0,5,3,4,2,2,2,NA,3,5,5,2
cell_219,8,2,2,2,2,5,NA,4,0,2,2,2,NA,5,5,NA
cell_220,8,NA,NA,2,0,5,3,4,NA,NA,2,2,3,5,5,2
cell_221,8,2,NA,2,0,5,3,4,4,2,2,0,3,5,5,NA
cell_222,NA,2,2,NA,0,5,3,4,0,2,2,2,3,5,5,NA
cell_223,8,2,NA,2,NA,5,3,4,NA,2,NA,0,3,5,5,NA
cell_224,8,2,NA,2,0,NA,3,4,0,2,2,0,3,5,NA,2
cell_225,8,2,2,2,0,5,5,4,2,2,3,5,NA,NA,NA,2
cell_226,8,2,2,2,0,5,5,4,2,2,3,5,3,0,0,2
cell_227,8,2,2,2,0,5,NA,4,2,2,3,5,3,2,0,NA
cell_228,NA,NA,2,2,0,5,5,4,2,2,NA,5,3,2,0,2
cell_229,8,2,2,2,0,5,2,4,2,2,NA,5,3,2,0,2
cell_230,NA,2,2,NA,8,5,0,4,NA,2,3,5,NA,0,0,2
cell_231,8,NA,2,2,0,NA,0,4,2,2,3,5,3,0,0,2
cell_232,8,2,NA,2,0,NA,NA,4,NA,2,3,5,NA,0,0,2
cell_233,8,NA,2,2,NA,5,2,4,2,NA,3,5,3,0,NA,2
cell_234,8,2,NA,2,2,5,NA,4,2,2,3,5,3,0,5,2
cell_235,NA,2,2,2,NA,5,2,NA,2,2,3,5,3,0,0,2
cell_236,NA,2,NA,2,2,5,NA,NA,2,2,3,5,3,0,NA,2
cell_237,8,NA,2,2,2,5,5,4,2,NA,3,5,3,0,0,2
cell_238,NA,2,NA,NA,2,5,5,4,2,NA,3,5,3,0,0,NA
cell_239,8,2,2,2,2,5,NA,NA,2,2,NA,5,3,0,21,NA
cell_240,8,NA,NA,2,2,5,5,4,2,NA,3,NA,NA,4,0,2
cell_241,8,11,2,2,3,5,2,4,NA,2,3,5,3,5,2,2
cell_242,8,2,2,2,3,5,2,4,NA,2,3,5,3,5,NA,2
cell_243,NA,0,NA,2,3,NA,2,4,2,2,3,5,3,0,NA,NA
cell_244,8,0,2,NA,NA,NA,2,4,NA,2,NA,NA,3,2,2,2
cell_245,8,NA,2,2,3,NA,NA,4,2,2,NA,5,NA,NA,2,2
cell_246,8,0,2,2,3,NA,NA,4,2,NA,3,5,NA,0,2,NA
cell_247,NA,2,2,2,3,5,NA,4,2,2,NA,NA,3,NA,2,2
cell_248,8,NA,2,2,3,NA,2,4,2,NA,3,5,3,0,2,2
cell_249,8,4,NA,NA,13,5,2,4,2,2,3,5,3,0,NA,2
cell_250,8,4,2,2,NA,5,2,4,2,2,NA,5,3,0,2,2
cell_251,8,NA,2,2,13,5,2,4,2,2,3,NA,3,0,2,2
cell_252,8,4,NA,2,13,NA,NA,4,NA,2,3,5,NA,0,2,NA
cell_253,8,2,2,2,8,5,2,4,2,2,3,5,NA,2,2,2
cell_254,NA,NA,2,2,8,5,2,4,2,2,3,NA,3,2,2,2
cell_255,8,0,2,2,8,5,2,4,2,2,NA,NA,3,0,2,2
cell_256,8,0,2,2,8,5,2,4,2,NA,3,5,NA,0,2,2
cell_257,0,0,3,NA,NA,5,0,4,3,4,3,NA,3,0,NA,2
cell_258,0,NA,3,2,8,5,NA,4,3,4,NA,2,NA,0,NA,2
cell_259,4,0,3,NA,NA,5,0,4,3,4,3,2,3,NA,NA,2
cell_260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
cell_261,NA,0,NA,2,NA,5,NA,4,3,4,NA,NA,NA,4,2,2
cell_262,0,5,NA,2,NA,NA,20,4,3,NA,NA,2,3,4,2,2
cell_263,0,4,3,2,NA,5,0,4,3,4,3,2,3,NA,NA,2
cell_264,2,4,3,2,0,NA,0,4,3,NA,3,2,3,4,2,NA
cell_265,NA,0,3,2,0,5,NA,NA,3,4,3,2,3,NA,NA,2
cell_266,2,2,3,2,0,5,0,NA,3,4,3,NA,3,0,2,2
cell_267,NA,6,3,2,0,5,3,NA,3,4,NA,2,3,0,2,2
cell_268,0,6,3,2,0,NA,3,4,3,4,3,NA,3,0,2,NA
cell_269,NA,5,NA,2,5,5,10,4,3,NA,3,2,3,5,2,2
cell_270,2,0,NA,2,NA,5,0,4,3,NA,3,2,3,NA,2,NA
cell_271,2,2,3,2,2,NA,0,4,3,NA,NA,2,3,5,2,2
cell_272,2,5,3,NA,0,5,0,4,3,4,3,NA,3,5,2,NA
cell_273,2,2,3,NA,NA,5,15,4,3,4,3,2,3,NA,2,2
cell_274,0,2,3,2,2,NA,15,4,3,4,3,2,3,0,2,2
cell_275,0,2,3,NA,0,5,NA,NA,3,4,3,2,3,2,2,2
cell_276,NA,2,3,2,0,5,15,4,NA,NA,3,2,3,2,2,NA
cell_277,0,2,NA,2,4,5,0,4,3,4,3,2,3,NA,2,2
cell_278,0,2,3,NA,0,5,0,4,3,4,NA,2,3,5,2,2
cell_279,0,2,3,2,0,5,2,4,3,NA,3,2,NA,NA,2,2
cell_280,0,2,3,2,NA,NA,0,4,3,4,3,2,3,NA,NA,2
cell_281,2,2,3,2,2,5,0,4,3,NA,3,2,3,0,2,2
cell_282,2,2,3,2,2,5,0,4,NA,4,3,2,3,4,NA,2
cell_283,2,2,3,2,2,NA,0,4,3,4,3,2,3,0,2,NA
cell_284,2,2,3,2,2,5,0,4,NA,4,3,2,3,0,2,2
cell_285,0,2,3,2,2,5,0,NA,3,4,3,2,3,0,2,2
cell_286,4,NA,3,2,NA,5,0,4,3,4,3,2,3,NA,2,2
cell_287,0,2,3,2,NA,5,0,NA,3,NA,3,2,3,2,2,2
cell_288,NA,2,3,2,2,5,0,4,3,4,3,2,3,2,2,2
cell_289,0,NA,3,2,2,5,2,4,0,4,NA,2,3,0,2,2
cell_290,2,3,3,2,NA,5,2,4,0,NA,5,2,3,0,NA,2
cell_291,5,3,3,2,2,NA,2,4,5,4,2,NA,3,2,2,2
cell_292,0,3,3,2,2,5,2,NA,5,4,NA,2,NA,2,2,2
cell_293,0,3,3,NA,NA,NA,2,NA,2,NA,2,2,3,0,2,2
cell_294,NA,3,NA,2,2,NA,NA,4,0,4,2,2,NA,NA,2,2
cell_295,2,3,3,2,2,5,2,NA,0,4,NA,2,3,NA,2,2
cell_296,2,3,3,2,2,5,2,4,0,4,2,2,NA,0,2,2
cell_297,4,3,NA,2,2,5,2,4,2,NA,0,2,3,NA,2,2
cell_298,4,3,3,2,2,5,2,NA,NA,4,0,2,3,2,2,2
cell_299,4,3,3,NA,2,5,2,4,NA,4,0,NA,3,0,2,2
cell_300,4,3,3,2,2,5,2,4,2,4,2,2,3,0,NA,NA
cell_301,4,3,3,2,2,5,0,4,2,4,0,2,3,2,2,2
cell_302,4,3,3,2,NA,5,NA,4,NA,4,0,2,3,2,2,NA
cell_303,4,3,3,NA,2,5,5,4,NA,4,NA,2,3,2,2,2
cell_304,4,3,3,NA,2,5,5,NA,2,4,0,2,NA,NA,2,NA
cell_305,NA,0,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,2,2
cell_306,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,2,2
cell_307,0,0,3,NA,NA,NA,NA,NA,NA,4,NA,2,3,2,2,NA
cell_308,0,NA,3,NA,NA,NA,NA,NA,NA,4,0,2,3,NA,2,2
cell_309,5,3,3,NA,NA,NA,NA,NA,NA,4,NA,NA,3,0,2,2
cell_310,NA,0,3,NA,NA,NA,NA,NA,NA,4,NA,2,3,0,2,2
cell_311,0,0,3,NA,NA,NA,NA,NA,NA,4,3,2,3,2,2,2
cell_312,NA,0,3,NA,NA,NA,NA,NA,NA,4,3,2,3,NA,2,2
cell_313,0,0,3,NA,NA,NA,NA,NA,NA,4,2,2,3,NA,2,2
cell_314,2,0,3,NA,NA,NA,NA,NA,NA,4,0,NA,3,0,2,2
cell_315,0,0,3,NA,NA,NA,NA,NA,NA,4,NA,NA,3,5,2,2
cell_316,NA,0,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,0,2,2
cell_317,0,2,3,NA,NA,NA,NA,NA,NA,4,0,2,3,NA,2,2
cell_318,NA,2,3,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2
cell_319,NA,2,3,NA,NA,NA,NA,NA,NA,4,0,2,NA,12,2,2
cell_320,0,2,3,NA,NA,NA,NA,NA,NA,4,0,NA,3,12,2,2
cell_321,4,2,5,2,2,5,5,4,2,4,NA,2,3,0,2,2
cell_322,4,2,5,2,2,5,5,4,0,NA,0,2,3,0,2,2
cell_323,NA,2,0,2,2,5,NA,4,2,NA,8,2,3,0,NA,2
cell_324,4,2,0,2,2,5,5,4,2,NA,8,2,3,0,2,2
cell_325,NA,2,0,2,NA,5,5,4,0,4,2,NA,NA,NA,NA,2
cell_326,4,2,0,2,2,5,5,4,0,4,0,2,3,2,2,NA
cell_327,4,NA,0,2,2,5,5,4,2,NA,3,2,NA,10,2,2
cell_328,4,NA,2,2,NA,5,5,4,NA,NA,3,2,3,0,2,2
cell_329,4,2,NA,2,2,5,5,4,2,NA,NA,2,3,5,2,2
cell_330,4,2,2,NA,2,5,5,4,NA,NA,0,2,3,7,2,2
cell_331,4,2,2,2,2,5,5,4,NA,4,2,2,3,0,2,2
cell_332,4,NA,2,2,2,NA,5,4,NA,4,NA,2,3,0,2,NA
cell_333,4,NA,2,2,2,5,5,4,2,4,NA,2,NA,0,2,2
cell_334,4,2,2,2,2,5,5,4,NA,4,0,NA,NA,0,NA,2
cell_335,4,NA,2,2,2,5,5,4,5,NA,5,2,3,0,NA,NA
cell_336,4,2,2,2,2,5,5,NA,5,NA,NA,NA,NA,0,NA,2
cell_337,4,2,0,0,2,5,5,4,4,4,NA,2,3,2,2,NA
cell_338,4,2,0,0,2,NA,NA,4,4,4,NA,2,3,2,2,2
cell_339,4,2,0,0,NA,5,5,4,NA,4,0,2,3,2,2,2
cell_340,4,2,0,0,2,5,5,4,NA,4,3,NA,3,2,2,2
cell_341,4,2,0,0,2,5,5,4,NA,4,0,2,3,NA,NA,2
