cell_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,2,27,2,-,2,0,2,-,8,5,2,2
cell_2,2,27,2,2,2,-,2,3,-,5,2,2
cell_3,2,27,2,2,2,0,2,3,0,5,-,2
cell_4,2,27,-,-,2,0,2,3,0,-,2,2
cell_5,2,27,2,2,-,0,2,3,0,5,2,2
cell_6,2,-,2,2,-,0,2,3,0,5,2,2
cell_7,2,27,2,2,2,0,2,3,2,5,2,2
cell_8,2,27,2,2,2,-,2,3,2,5,2,2
cell_9,2,27,2,2,2,0,2,13,-,-,2,2
cell_10,2,27,-,2,2,0,2,13,-,5,2,2
cell_11,2,27,2,0,2,0,2,13,2,5,2,2
cell_12,2,27,2,0,2,0,2,13,2,5,-,2
cell_13,2,27,2,-,-,2,2,13,0,5,2,2
cell_14,2,27,2,0,2,2,2,13,0,5,2,2
cell_15,2,27,2,2,2,0,2,13,3,-,2,-
cell_16,2,27,2,0,-,0,2,13,2,5,2,2
cell_17,2,27,2,5,2,2,2,2,11,5,2,2
cell_18,2,-,2,5,2,2,2,2,11,5,2,2
cell_19,2,27,2,5,2,0,2,2,11,5,2,2
cell_20,2,27,-,5,2,0,2,2,11,5,2,2
cell_21,2,27,2,5,2,0,2,2,11,5,-,2
cell_22,2,27,2,5,2,-,2,2,11,5,2,2
cell_23,2,27,2,5,2,0,2,2,11,5,2,2
cell_24,-,27,-,5,2,2,2,2,11,5,2,2
cell_25,2,27,2,3,-,0,2,5,11,5,2,2
cell_26,2,27,-,3,2,0,2,5,11,5,-,2
cell_27,-,27,2,3,2,0,2,5,11,5,2,2
cell_28,2,27,2,3,2,0,2,-,11,5,2,2
cell_29,2,27,2,3,2,3,2,0,11,5,2,2
cell_30,2,27,2,3,2,3,2,0,11,5,2,-
cell_31,2,27,-,3,2,3,2,2,11,5,2,2
cell_32,2,27,2,3,2,3,2,0,11,5,2,2
cell_33,2,27,2,10,26,2,2,2,0,5,2,0
cell_34,2,-,2,10,26,2,2,2,0,5,2,0
cell_35,2,27,2,0,26,-,2,2,4,5,2,0
cell_36,-,27,2,0,26,2,2,2,-,5,2,0
cell_37,2,27,2,2,26,2,2,2,2,5,2,4
cell_38,2,27,2,2,26,2,2,2,-,5,2,0
cell_39,2,27,2,2,26,-,2,2,-,5,-,0
cell_40,2,27,2,2,26,-,2,2,0,5,2,0
cell_41,2,27,2,-,-,-,2,0,0,5,-,3
cell_42,2,27,-,0,0,2,2,0,0,5,2,3
cell_43,2,27,2,0,0,2,2,0,0,5,2,3
cell_44,2,27,-,5,0,2,2,0,2,5,2,-
cell_45,2,27,-,3,-,2,2,0,0,5,2,0
cell_46,2,-,-,-,0,-,2,0,0,5,2,-
cell_47,2,27,-,0,-,2,2,0,2,5,2,0
cell_48,2,27,2,-,2,2,2,0,2,5,2,0
cell_49,2,27,2,2,0,2,2,2,2,5,2,5
cell_50,2,27,2,2,0,2,2,2,2,5,-,5
cell_51,2,27,2,2,0,2,2,2,2,5,2,5
cell_52,2,27,2,2,0,2,2,2,2,-,2,5
cell_53,-,27,2,2,0,2,-,2,2,5,2,2
cell_54,2,-,2,2,0,2,-,2,2,5,2,2
cell_55,2,27,2,2,0,2,2,2,2,5,2,3
cell_56,2,27,2,2,0,2,2,2,2,5,2,3
cell_57,-,27,2,0,0,2,2,2,2,-,2,2
cell_58,2,27,2,0,0,2,2,2,-,5,2,2
cell_59,2,-,2,0,0,2,2,2,2,5,2,2
cell_60,2,27,2,0,0,2,2,2,-,5,2,2
cell_61,2,27,2,0,0,2,2,2,2,5,2,2
cell_62,2,27,2,0,0,2,2,2,2,5,2,2
cell_63,2,27,2,2,0,-,2,2,-,5,2,2
cell_64,2,27,2,2,-,2,2,2,2,5,2,2
cell_65,2,27,5,2,0,0,2,2,5,4,-,5
cell_66,2,27,5,2,0,2,2,0,5,4,2,5
cell_67,2,27,5,2,3,0,2,11,5,4,2,5
cell_68,2,27,5,2,3,-,2,11,5,-,2,5
cell_69,2,-,-,2,-,0,2,2,5,4,2,5
cell_70,-,27,-,2,0,2,2,0,5,-,2,5
cell_71,2,27,-,2,0,2,2,-,5,-,2,5
cell_72,2,27,5,2,2,2,2,0,5,4,2,5
cell_73,2,27,5,2,5,2,2,0,9,4,2,5
cell_74,2,27,5,2,5,2,2,0,9,4,2,-
cell_75,-,27,5,2,5,2,2,5,0,4,2,5
cell_76,2,27,5,2,5,-,2,5,2,4,2,5
cell_77,2,27,5,2,2,0,-,0,0,4,2,5
cell_78,2,27,5,2,2,0,2,-,-,4,2,5
cell_79,2,27,-,2,-,0,2,3,2,4,2,5
cell_80,2,27,-,2,2,0,2,7,2,4,2,5
cell_81,2,27,5,2,2,4,2,8,5,2,2,5
cell_82,2,27,5,2,-,4,2,8,5,-,2,5
cell_83,2,-,5,2,0,4,2,-,5,2,2,5
cell_84,2,27,5,2,0,4,2,8,5,2,2,5
cell_85,2,27,5,2,2,-,2,0,-,2,2,5
cell_86,-,27,5,-,2,4,2,-,5,2,2,5
cell_87,2,27,5,2,2,4,2,-,5,2,2,5
cell_88,2,27,5,2,2,4,2,0,5,2,-,5
cell_89,2,27,5,-,2,4,2,2,5,2,2,5
cell_90,2,27,-,-,0,4,2,0,5,2,2,5
cell_91,2,27,5,2,4,-,-,0,5,2,2,5
cell_92,-,27,5,2,4,4,2,0,5,2,2,5
cell_93,2,27,5,2,2,4,2,12,5,2,2,5
cell_94,2,27,5,2,2,4,2,12,5,2,2,5
cell_95,2,27,5,2,0,4,2,12,5,2,2,5
cell_96,2,27,5,2,0,4,2,12,5,2,2,5
cell_97,2,27,5,2,5,3,2,5,2,-,2,-
cell_98,2,27,5,-,5,0,2,5,2,2,-,5
cell_99,2,27,5,2,2,0,2,5,2,2,2,5
cell_100,2,27,5,2,0,0,2,5,2,2,2,-
cell_101,2,27,5,2,8,0,2,5,2,2,2,5
cell_102,2,27,5,2,0,0,2,5,-,2,2,5
cell_103,2,27,5,2,0,-,2,5,2,2,2,5
cell_104,2,27,5,2,0,-,2,-,2,2,2,5
cell_105,2,-,5,2,-,0,2,5,2,-,2,5
cell_106,2,27,5,2,2,0,2,5,2,-,2,-
cell_107,2,27,5,-,0,2,2,5,2,-,2,5
cell_108,2,27,5,2,0,0,2,5,2,-,2,5
cell_109,2,27,5,2,2,0,2,5,2,-,2,5
cell_110,2,27,5,2,2,0,2,5,2,2,2,-
cell_111,2,-,5,2,0,2,2,5,2,2,2,5
cell_112,2,27,5,2,0,0,2,5,2,2,-,5
cell_113,2,27,5,2,2,-,-,-,-,-,2,5
cell_114,2,27,5,2,2,-,-,-,-,-,2,5
cell_115,2,27,5,2,2,-,-,-,-,-,2,5
cell_116,2,27,5,2,2,-,-,-,-,-,2,5
cell_117,2,27,5,2,2,-,-,-,-,-,2,5
cell_118,2,27,5,2,2,-,-,-,-,-,2,5
cell_119,2,-,5,2,2,-,-,-,-,-,2,5
cell_120,2,27,5,2,2,-,-,-,-,-,2,5
cell_121,2,27,-,2,2,0,2,5,2,0,2,5
cell_122,2,27,5,2,2,0,2,5,2,0,2,5
cell_123,2,27,5,2,-,0,2,-,-,0,2,5
cell_124,2,27,5,2,2,0,2,5,2,2,2,-
cell_125,2,27,5,2,2,0,2,5,2,0,2,5
cell_126,2,27,5,2,2,0,2,5,2,0,2,5
cell_127,2,27,5,-,2,0,2,5,2,0,2,5
cell_128,2,27,5,2,2,0,2,5,2,8,2,5
cell_129,2,4,2,2,5,2,2,2,4,0,-,0
cell_130,2,0,2,-,5,2,2,2,4,0,0,0
cell_131,2,0,2,2,5,2,2,2,4,0,0,0
cell_132,-,0,2,2,5,-,2,2,4,0,0,-
cell_133,2,0,2,2,5,2,2,-,4,2,3,2
cell_134,2,0,2,2,5,2,-,2,4,-,3,2
cell_135,2,2,2,2,5,2,2,2,4,2,-,2
cell_136,2,0,2,2,5,2,2,2,4,2,3,2
cell_137,2,0,0,2,5,2,2,2,4,0,2,30
cell_138,2,-,2,-,5,2,2,2,4,0,2,0
cell_139,2,-,-,-,-,-,-,-,-,-,0,0
cell_140,2,-,-,-,-,-,-,-,-,-,0,0
cell_141,-,-,-,2,5,2,2,2,4,0,0,0
cell_142,-,5,0,2,5,2,2,2,4,0,-,0
cell_143,2,5,2,2,5,2,2,2,4,-,0,0
cell_144,2,5,2,2,5,2,2,2,-,16,0,12
cell_145,2,9,3,2,5,2,2,2,4,5,3,0
cell_146,2,9,3,-,5,2,2,2,4,0,3,0
