,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_3,NA,NA,NA,0,4,3,2,NA,NA,5,20,0
cell_4,4,NA,NA,0,4,3,2,0,NA,NA,20,2
cell_5,4,0,NA,0,4,3,NA,0,2,0,20,0
cell_6,NA,NA,3,0,4,NA,NA,0,NA,0,NA,0
cell_7,4,NA,3,0,4,NA,NA,0,2,0,NA,0
cell_8,4,0,3,NA,4,NA,NA,0,2,2,NA,0
cell_9,4,0,3,0,NA,NA,0,2,2,0,NA,5
cell_10,NA,0,NA,0,4,3,0,2,NA,0,20,NA
cell_11,4,0,NA,0,4,3,0,0,2,NA,20,NA
cell_12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0
cell_13,4,0,3,NA,NA,3,0,0,NA,0,NA,0
cell_14,4,0,NA,0,NA,3,0,0,NA,0,NA,0
cell_15,4,0,3,0,4,NA,NA,NA,2,0,NA,0
cell_16,4,NA,NA,2,NA,3,0,0,2,0,20,0
cell_17,NA,2,NA,0,4,3,2,0,2,NA,20,0
cell_18,NA,2,3,0,4,3,NA,NA,2,NA,20,NA
cell_19,2,2,3,0,4,3,2,0,2,0,20,NA
cell_20,2,2,3,NA,4,NA,2,0,2,0,NA,0
cell_21,2,2,3,NA,NA,NA,NA,NA,NA,4,20,NA
cell_22,2,NA,3,NA,NA,NA,NA,NA,NA,4,20,NA
cell_23,NA,2,NA,NA,NA,NA,NA,NA,2,4,NA,0
cell_24,NA,2,3,NA,NA,NA,NA,NA,2,4,20,0
cell_25,0,NA,NA,NA,4,NA,4,0,2,0,20,0
cell_26,0,2,3,0,4,NA,4,NA,2,0,20,NA
cell_27,0,2,NA,NA,4,3,4,0,2,2,20,0
cell_28,NA,2,3,NA,4,NA,NA,0,2,2,NA,0
cell_29,NA,2,3,NA,NA,3,4,0,2,0,20,0
cell_30,2,NA,NA,2,4,3,4,0,NA,NA,20,0
cell_31,3,2,3,NA,NA,NA,NA,0,2,2,NA,NA
cell_32,3,2,3,NA,4,NA,NA,0,2,2,NA,0
cell_33,NA,NA,0,3,NA,3,0,145,2,0,NA,NA
cell_34,NA,0,0,NA,4,NA,NA,145,2,0,20,0
cell_35,0,NA,0,3,4,3,0,NA,NA,0,20,0
cell_36,5,4,NA,3,4,3,0,NA,2,0,20,NA
cell_37,0,2,3,3,4,NA,2,145,2,0,20,0
cell_38,NA,2,NA,3,4,3,2,145,NA,0,20,0
cell_39,NA,NA,0,NA,4,3,2,NA,2,2,20,5
cell_40,4,0,0,3,4,3,NA,NA,NA,0,20,0
cell_41,NA,0,NA,NA,4,3,0,0,2,NA,20,2
cell_42,0,0,NA,3,NA,3,NA,0,2,4,20,NA
cell_43,0,0,0,3,NA,NA,0,0,2,NA,NA,NA
cell_44,NA,NA,0,3,4,3,0,NA,2,4,NA,2
cell_45,0,5,NA,3,NA,3,5,0,2,4,20,0
cell_46,0,5,0,3,4,3,5,0,NA,4,20,0
cell_47,0,5,2,3,4,3,5,0,NA,4,20,0
cell_48,0,5,2,3,4,3,5,0,2,NA,20,0
cell_49,12,0,NA,NA,4,3,0,0,2,0,NA,0
cell_50,NA,0,NA,3,NA,NA,0,2,NA,0,20,NA
cell_51,12,0,0,3,NA,NA,7,0,2,0,20,0
cell_52,12,0,0,3,4,3,7,NA,2,NA,NA,NA
cell_53,12,2,0,3,NA,3,NA,2,2,5,20,0
cell_54,NA,0,0,3,4,3,0,0,2,0,20,NA
cell_55,12,NA,0,NA,NA,NA,2,NA,2,0,20,3
cell_56,12,NA,NA,3,4,NA,0,0,NA,0,20,NA
cell_57,12,2,NA,3,4,3,0,3,NA,2,20,0
cell_58,12,NA,0,3,4,NA,NA,3,2,2,NA,NA
cell_59,NA,2,NA,3,4,3,0,NA,2,NA,20,0
cell_60,12,2,0,3,4,3,0,NA,2,2,20,0
cell_61,NA,2,0,3,4,3,0,NA,2,NA,20,0
cell_62,12,2,NA,3,4,NA,0,0,NA,2,20,0
cell_63,12,2,0,3,4,3,NA,11,NA,2,20,0
cell_64,12,2,0,NA,4,3,NA,0,NA,2,20,0
cell_65,NA,0,2,2,4,NA,2,2,4,NA,20,NA
cell_66,2,0,NA,2,4,3,0,2,NA,NA,20,NA
cell_67,NA,0,0,2,4,3,2,2,4,5,20,NA
cell_68,2,NA,0,NA,4,3,2,NA,NA,NA,20,NA
cell_69,2,0,NA,2,4,NA,0,2,4,0,20,NA
cell_70,2,0,3,NA,4,3,0,2,4,NA,20,NA
cell_71,2,0,0,NA,4,NA,0,NA,4,0,20,9
cell_72,NA,19,NA,2,NA,NA,0,2,NA,0,NA,9
cell_73,2,0,NA,NA,4,NA,3,2,NA,NA,20,0
cell_74,NA,0,2,NA,4,3,0,2,4,0,20,0
cell_75,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
cell_76,NA,NA,NA,NA,NA,3,0,2,4,NA,20,5
cell_77,2,0,0,2,4,3,2,2,NA,0,NA,0
cell_78,2,0,NA,2,NA,3,0,2,NA,0,20,0
cell_79,NA,NA,0,2,NA,NA,0,2,4,0,20,0
cell_80,NA,0,0,2,4,3,0,NA,4,0,NA,0
cell_81,NA,0,0,NA,NA,3,0,0,NA,NA,20,4
cell_82,2,0,0,NA,4,3,0,0,0,2,20,4
cell_83,2,0,0,2,4,NA,NA,0,0,2,20,4
cell_84,NA,0,NA,2,4,NA,NA,NA,3,2,20,NA
cell_85,NA,0,NA,2,4,3,2,2,0,NA,NA,0
cell_86,2,0,0,NA,NA,3,2,0,0,2,20,0
cell_87,2,0,0,2,4,3,0,NA,2,2,20,0
cell_88,2,0,0,2,NA,3,0,2,0,2,NA,0
cell_89,2,0,0,2,NA,NA,0,0,NA,0,20,0
cell_90,2,0,0,NA,4,NA,0,0,0,0,20,0
cell_91,NA,0,0,2,4,3,0,0,0,NA,NA,NA
cell_92,2,0,NA,NA,4,3,NA,0,0,NA,20,NA
cell_93,2,0,0,2,NA,3,NA,0,NA,0,20,NA
cell_94,NA,0,0,2,4,NA,0,0,0,NA,NA,2
cell_95,2,0,0,2,NA,NA,0,NA,2,0,20,2
cell_96,NA,0,0,2,4,NA,0,2,2,0,20,0
cell_97,NA,NA,0,2,4,3,0,0,0,2,20,0
cell_98,2,NA,0,2,NA,3,0,0,NA,2,20,0
cell_99,2,2,NA,2,4,3,0,0,NA,2,NA,0
cell_100,NA,2,0,NA,NA,NA,NA,0,0,2,20,NA
cell_101,2,NA,0,2,NA,3,0,0,NA,NA,20,NA
cell_102,2,NA,NA,2,NA,3,0,0,0,NA,20,0
cell_103,2,2,0,2,4,3,NA,0,0,NA,20,NA
cell_104,2,2,0,2,4,3,0,0,2,2,NA,NA
cell_105,NA,NA,0,NA,NA,3,NA,2,2,2,20,0
cell_106,NA,2,0,NA,NA,3,2,NA,2,NA,20,0
cell_107,2,NA,NA,2,NA,NA,0,NA,0,2,20,0
cell_108,NA,2,5,2,NA,3,0,2,NA,2,20,0
cell_109,2,NA,0,2,4,NA,0,NA,NA,2,20,0
cell_110,2,2,0,2,4,3,0,2,2,2,NA,0
cell_111,NA,NA,0,2,4,3,0,2,NA,NA,20,NA
cell_112,2,NA,0,2,4,3,0,2,2,NA,20,NA
cell_113,2,0,NA,0,4,3,0,0,2,2,NA,0
cell_114,2,0,0,0,NA,3,0,NA,2,NA,NA,3
cell_115,2,2,0,NA,4,3,0,NA,2,2,20,0
cell_116,2,NA,0,NA,4,NA,0,0,NA,2,20,NA
cell_117,NA,0,0,0,4,NA,2,0,2,2,NA,0
cell_118,2,NA,NA,0,4,3,2,NA,NA,2,20,6
cell_119,2,NA,0,NA,4,3,2,0,2,2,20,0
cell_120,2,0,0,0,4,3,NA,NA,2,NA,20,NA
cell_121,2,2,NA,4,4,NA,0,NA,NA,2,20,0
cell_122,2,2,0,4,4,3,NA,NA,2,2,NA,0
cell_123,2,NA,NA,4,4,3,0,5,NA,NA,NA,0
cell_124,NA,2,0,NA,4,3,NA,5,NA,2,20,NA
cell_125,2,2,0,4,4,3,NA,5,NA,NA,20,0
cell_126,2,2,0,NA,4,NA,0,5,2,2,NA,NA
cell_127,NA,NA,NA,4,4,3,3,5,2,NA,20,0
cell_128,2,2,0,4,NA,NA,3,5,NA,2,20,0
cell_129,2,0,2,NA,NA,NA,NA,NA,NA,0,2,5
cell_130,2,11,NA,2,NA,3,3,NA,0,0,2,5
cell_131,2,NA,2,NA,4,NA,3,2,0,0,2,NA
cell_132,2,0,2,2,NA,NA,3,2,0,0,NA,5
cell_133,2,5,2,NA,4,3,NA,2,2,NA,6,5
cell_134,NA,0,2,2,4,3,NA,2,NA,2,6,NA
cell_135,2,3,2,2,NA,3,3,NA,2,0,NA,5
cell_136,2,NA,NA,NA,4,3,3,NA,2,NA,0,5
cell_137,2,0,2,NA,4,3,NA,2,0,0,4,5
cell_138,2,0,2,2,4,3,3,NA,2,0,4,NA
cell_139,2,0,2,2,4,3,3,2,NA,NA,4,5
cell_140,2,NA,NA,2,4,3,3,2,NA,NA,NA,NA
cell_141,2,2,NA,2,NA,3,3,2,0,NA,4,5
cell_142,2,2,NA,NA,NA,3,NA,2,0,0,NA,NA
cell_143,2,2,2,NA,NA,3,3,2,0,0,4,5
cell_144,NA,2,NA,2,4,3,NA,NA,NA,0,4,5
cell_145,0,NA,0,2,4,3,3,2,0,5,0,5
cell_146,0,0,NA,NA,4,NA,3,2,NA,2,0,NA
cell_147,0,0,NA,2,4,NA,3,NA,0,NA,0,NA
cell_148,0,0,0,2,4,3,3,0,0,NA,NA,5
cell_149,NA,0,5,2,NA,NA,NA,0,NA,0,0,5
cell_150,NA,0,5,NA,NA,NA,3,0,NA,0,NA,5
cell_151,0,0,NA,2,NA,3,NA,0,NA,2,0,NA
cell_152,0,0,0,2,4,3,3,0,0,0,0,5
cell_153,NA,2,0,2,4,3,NA,NA,0,2,2,5
cell_154,0,NA,2,2,4,NA,3,NA,2,0,2,5
cell_155,2,2,0,NA,NA,NA,3,2,NA,27,2,5
cell_156,2,NA,0,2,NA,3,NA,2,0,0,2,NA
cell_157,NA,2,NA,2,4,3,3,2,NA,0,3,NA
cell_158,2,NA,0,2,4,NA,3,2,0,0,0,5
cell_159,0,2,0,NA,4,3,NA,2,0,0,NA,NA
cell_160,0,2,0,2,NA,NA,NA,2,NA,NA,0,5
cell_161,2,NA,0,2,4,3,NA,5,4,0,2,8
cell_162,NA,NA,0,2,4,NA,NA,5,4,0,2,0
cell_163,2,NA,NA,2,4,3,NA,NA,NA,0,2,0
cell_164,2,NA,NA,2,4,3,NA,0,4,NA,2,3
cell_165,2,NA,NA,2,NA,3,NA,5,4,NA,2,NA
cell_166,2,2,0,2,NA,3,NA,NA,NA,NA,NA,NA
cell_167,2,2,0,2,NA,3,NA,5,NA,0,2,NA
cell_168,NA,2,0,2,4,3,2,5,4,NA,2,NA
cell_169,2,2,5,2,4,NA,NA,0,2,0,2,2
cell_170,NA,2,NA,NA,4,3,0,0,2,0,2,2
cell_171,0,2,NA,2,4,3,0,3,2,0,2,2
cell_172,NA,NA,NA,NA,4,NA,NA,3,2,0,NA,2
cell_173,NA,2,5,2,4,3,NA,0,NA,NA,2,2
cell_174,0,2,5,NA,4,NA,5,NA,2,NA,NA,NA
cell_175,0,2,5,2,NA,NA,NA,26,NA,2,2,2
cell_176,0,NA,5,2,4,3,5,2,NA,0,NA,2
cell_177,0,NA,10,2,4,3,5,0,0,NA,NA,NA
cell_178,0,NA,10,2,4,3,0,0,0,0,NA,0
cell_179,3,3,NA,2,4,3,NA,0,3,0,2,0
cell_180,0,NA,0,NA,4,3,0,0,3,0,2,NA
cell_181,0,3,0,2,NA,NA,NA,0,0,0,2,0
cell_182,0,NA,2,2,NA,3,0,0,0,2,2,NA
cell_183,NA,3,0,2,4,3,0,5,0,NA,2,0
cell_184,0,3,0,NA,NA,3,0,0,NA,0,NA,0
cell_185,0,3,NA,2,4,NA,0,0,NA,0,NA,0
cell_186,0,3,0,2,NA,3,2,0,0,3,2,0
cell_187,5,3,5,NA,4,NA,0,NA,0,NA,NA,0
cell_188,0,3,5,2,4,3,2,0,0,NA,2,0
cell_189,0,3,NA,2,4,3,0,0,0,0,2,0
cell_190,0,3,2,2,NA,3,0,0,0,3,2,0
cell_191,0,3,2,NA,4,3,NA,0,0,0,2,0
cell_192,NA,3,2,NA,NA,3,NA,2,NA,5,2,0
cell_193,2,4,0,NA,4,NA,2,9,5,NA,2,0
cell_194,0,4,NA,2,4,3,NA,9,5,0,2,0
cell_195,0,4,NA,2,4,3,0,9,5,0,2,21
cell_196,0,4,0,2,NA,3,0,9,NA,NA,2,21
cell_197,NA,4,0,2,NA,NA,NA,9,5,0,NA,0
cell_198,5,4,0,2,NA,3,2,9,5,NA,2,NA
cell_199,5,NA,0,2,4,NA,NA,9,5,0,2,NA
cell_200,5,4,2,2,4,3,0,9,5,0,2,0
cell_201,NA,NA,3,2,4,3,0,9,5,NA,2,0
cell_202,NA,4,NA,NA,NA,3,NA,9,NA,0,2,0
cell_203,0,4,3,2,4,3,0,9,5,0,2,0
cell_204,NA,NA,3,NA,NA,NA,NA,9,NA,5,2,NA
cell_205,NA,4,NA,2,4,NA,0,NA,NA,0,NA,NA
cell_206,4,NA,3,NA,4,3,0,9,NA,NA,NA,NA
cell_207,0,4,NA,2,4,3,NA,9,NA,0,NA,NA
cell_208,0,NA,NA,2,4,NA,0,NA,NA,NA,NA,0
cell_209,NA,4,5,NA,4,3,2,9,5,0,NA,4
cell_210,NA,4,5,NA,4,3,2,9,5,NA,5,4
cell_211,0,NA,NA,2,NA,NA,2,NA,5,0,NA,4
cell_212,0,4,0,2,4,NA,NA,9,5,0,5,4
cell_213,0,4,0,NA,4,3,NA,NA,5,NA,5,0
cell_214,NA,4,0,NA,4,3,2,NA,NA,NA,5,0
cell_215,NA,NA,0,2,4,3,NA,9,5,NA,5,0
cell_216,0,4,NA,2,4,3,2,NA,5,NA,5,0
cell_217,NA,4,0,2,4,3,0,NA,NA,NA,5,0
cell_218,2,4,0,NA,4,3,0,NA,NA,5,5,0
cell_219,NA,4,0,2,4,3,0,9,5,5,5,NA
cell_220,0,NA,0,NA,4,NA,0,9,NA,5,5,0
cell_221,0,4,NA,NA,NA,3,0,NA,5,0,5,2
cell_222,0,4,0,2,4,3,NA,9,5,NA,5,2
cell_223,NA,NA,NA,2,4,3,0,9,5,0,5,2
cell_224,NA,4,0,2,NA,3,2,9,NA,0,NA,2
cell_225,0,NA,NA,2,NA,3,3,9,NA,NA,0,NA
cell_226,0,4,0,2,4,NA,NA,9,NA,NA,0,4
cell_227,0,4,NA,2,4,NA,3,9,NA,NA,0,4
cell_228,0,4,0,2,NA,NA,3,NA,5,0,0,4
