,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,2,5,NA,5,0,NA,NA,NA,2,2,3,11
cell_2,2,NA,2,5,0,2,0,2,2,2,3,11
cell_3,2,5,2,NA,0,2,0,2,2,NA,NA,11
cell_4,NA,5,2,0,0,NA,0,2,2,NA,3,11
cell_5,NA,NA,2,NA,NA,2,2,2,2,2,0,11
cell_6,2,5,2,0,NA,2,2,2,2,NA,0,11
cell_7,2,NA,NA,NA,2,2,2,2,2,2,0,11
cell_8,2,5,NA,0,4,2,2,2,2,2,0,11
cell_9,2,5,2,2,2,2,0,2,2,2,0,11
cell_10,2,5,2,0,0,2,0,2,2,NA,0,11
cell_11,2,5,NA,2,0,NA,10,2,2,2,NA,NA
cell_12,2,5,2,2,0,NA,0,2,2,2,NA,NA
cell_13,2,5,2,0,NA,2,0,2,2,2,0,11
cell_14,2,5,2,0,NA,2,NA,NA,2,2,0,11
cell_15,2,5,2,0,0,NA,0,2,NA,2,0,NA
cell_16,2,5,2,0,NA,2,0,2,NA,2,NA,NA
cell_17,2,4,2,NA,NA,2,NA,NA,NA,2,10,11
cell_18,2,4,2,2,5,2,5,NA,2,2,10,11
cell_19,2,4,2,2,5,2,0,2,2,2,2,11
cell_20,2,NA,NA,2,NA,2,NA,2,2,2,0,11
cell_21,2,4,NA,2,2,2,0,2,2,2,NA,11
cell_22,2,4,2,NA,NA,2,0,2,NA,2,3,NA
cell_23,2,4,NA,NA,NA,2,3,2,2,2,3,NA
cell_24,2,4,2,2,67,2,3,NA,2,2,3,11
cell_25,2,4,2,0,0,2,0,2,NA,2,NA,NA
cell_26,2,4,NA,0,NA,2,NA,NA,2,2,NA,11
cell_27,2,NA,2,0,NA,2,0,NA,2,2,0,NA
cell_28,2,4,2,NA,0,2,8,2,2,2,0,11
cell_29,2,4,2,NA,4,2,NA,NA,2,2,NA,11
cell_30,2,4,NA,0,0,2,0,NA,NA,2,0,11
cell_31,2,4,2,NA,NA,2,0,2,2,2,3,11
cell_32,2,4,NA,NA,10,NA,0,2,2,2,8,11
cell_33,2,NA,2,NA,2,NA,5,2,2,2,4,11
cell_34,2,2,2,4,NA,3,5,2,2,2,0,11
cell_35,NA,2,2,NA,NA,3,5,2,2,2,NA,11
cell_36,2,2,2,4,2,3,5,NA,2,2,0,11
cell_37,2,NA,2,4,0,NA,5,2,2,2,0,11
cell_38,NA,NA,NA,4,0,NA,NA,NA,2,2,0,11
cell_39,2,2,NA,4,0,3,NA,2,NA,2,0,11
cell_40,NA,2,NA,4,0,3,5,2,2,NA,NA,11
cell_41,2,2,2,4,8,3,NA,2,NA,NA,11,11
cell_42,NA,2,2,4,8,3,0,NA,NA,NA,4,11
cell_43,2,2,2,4,NA,3,0,2,2,2,0,NA
cell_44,2,2,2,4,NA,3,0,2,2,NA,0,11
cell_45,2,2,2,NA,3,NA,2,2,2,2,4,11
cell_46,2,2,2,4,3,3,2,2,2,NA,0,11
cell_47,2,2,2,4,NA,3,2,2,2,2,0,11
cell_48,2,2,2,4,NA,3,2,2,2,2,0,11
cell_49,2,2,NA,2,NA,3,NA,2,NA,2,3,11
cell_50,NA,2,2,2,2,3,0,2,2,2,3,11
cell_51,NA,0,2,2,2,3,NA,2,2,2,3,11
