cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16
cell_60	2	19	-	5	-	3	2	2	2	2	-	-	10	5	2	-
cell_61	-	19	2	5	2	2	2	2	0	2	0	0	10	5	2	2
cell_62	-	19	2	5	2	0	2	2	0	2	-	0	10	-	2	2
cell_63	2	19	2	-	2	2	2	2	0	2	-	4	10	5	2	-
cell_64	-	19	2	5	2	2	-	2	0	2	0	-	10	-	2	2
cell_65	4	19	-	5	2	3	2	3	-	12	0	5	3	2	2	-
cell_66	4	19	2	5	2	3	2	3	5	-	0	-	3	2	0	-
cell_67	-	-	-	5	2	3	-	3	5	12	15	5	-	2	0	4
cell_68	4	19	2	5	2	3	2	3	-	12	15	5	-	2	-	4
cell_69	-	-	2	-	2	3	2	23	5	12	4	5	3	2	-	4
cell_70	4	19	2	-	2	3	2	0	-	12	4	5	-	2	-	4
cell_71	4	19	-	-	2	3	2	-	-	-	2	5	3	-	-	4
cell_72	4	-	2	5	2	3	-	-	-	12	27	5	-	2	0	-
cell_73	4	-	2	5	-	3	-	-	5	12	-	5	2	2	9	4
cell_74	4	-	2	5	2	3	2	2	5	12	0	5	-	2	9	4
cell_75	-	19	2	5	2	-	2	0	5	12	3	5	2	2	-	-
cell_76	4	19	2	5	2	3	2	-	5	12	0	5	-	2	9	-
cell_77	-	-	2	5	2	3	-	0	5	12	2	5	2	2	9	4
cell_78	4	19	2	5	2	3	2	-	-	12	-	5	2	2	9	4
cell_79	4	19	2	5	2	3	2	3	5	12	0	5	2	2	9	4
cell_80	4	19	2	5	2	-	2	3	5	12	0	5	-	2	9	4
cell_81	-	19	2	5	-	3	-	2	5	12	-	5	2	2	2	4
cell_82	4	19	2	-	2	3	-	-	5	12	3	5	2	2	2	4
cell_83	-	19	2	5	2	-	-	2	5	12	3	5	2	-	2	4
cell_84	4	19	-	-	2	3	2	2	5	12	3	5	2	2	2	4
cell_85	-	19	2	5	2	3	2	2	-	12	3	5	60	2	-	4
cell_86	4	19	2	5	2	3	2	-	-	12	-	5	2	2	-	4
cell_87	4	19	2	5	-	3	2	-	5	12	-	-	-	2	2	4
cell_88	4	19	2	-	2	3	2	2	5	12	3	5	0	2	2	4
cell_89	4	19	-	5	2	3	2	2	5	12	3	5	5	-	2	4
cell_90	4	19	2	5	2	3	2	2	5	12	3	5	-	2	-	4
cell_91	4	19	-	5	2	-	2	-	5	-	-	-	-	-	2	4
cell_92	4	19	2	5	-	3	-	-	5	12	3	-	-	2	2	4
cell_93	4	19	2	5	2	3	2	2	5	12	3	5	5	2	2	4
cell_94	4	19	2	-	2	-	2	-	5	12	3	5	5	2	2	-
cell_95	4	19	2	5	2	3	2	2	5	12	3	5	-	2	2	-
cell_96	4	-	2	5	2	3	2	-	-	12	3	5	5	-	2	4
cell_97	4	-	-	-	2	3	-	0	0	-	-	-	2	0	3	4
cell_98	0	-	-	5	-	3	3	0	-	2	-	-	2	0	3	4
cell_99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
cell_100	0	-	2	5	2	-	3	0	0	-	7	2	2	0	3	-
cell_101	2	19	2	5	-	3	3	0	2	2	7	2	2	5	3	4
cell_102	2	19	2	-	2	3	3	0	2	-	7	2	2	5	-	4
cell_103	0	19	2	-	2	3	3	0	2	2	7	2	2	0	3	-
cell_104	-	-	2	5	-	-	-	-	2	2	7	-	2	0	-	4
cell_105	-	19	-	5	2	-	0	-	0	0	-	2	2	0	5	-
cell_106	2	19	2	-	2	3	0	0	-	0	-	2	2	-	-	4
cell_107	0	-	-	5	2	3	0	0	0	0	7	-	2	5	4	4
cell_108	4	-	2	-	-	3	0	-	0	0	7	2	2	5	4	4
cell_109	0	19	2	5	2	3	0	-	0	0	7	2	2	0	-	4
cell_110	0	19	2	5	2	3	0	0	0	-	7	2	2	0	0	4
cell_111	-	-	2	5	2	3	5	2	0	2	7	2	-	2	0	4
cell_112	-	-	2	5	2	-	5	-	0	0	-	-	2	2	8	4
cell_113	-	19	-	5	2	3	5	2	-	2	0	3	3	0	2	4
cell_114	-	19	-	5	-	3	5	2	8	2	-	3	3	0	2	4
cell_115	-	19	2	5	2	3	5	2	8	0	0	3	-	0	2	-
cell_116	2	-	2	5	2	3	5	2	-	22	-	3	3	0	-	-
cell_117	2	19	2	-	-	3	0	0	8	3	2	3	0	2	-	4
cell_118	2	-	2	-	2	-	0	0	8	3	2	3	0	2	2	4
cell_119	2	19	2	5	2	3	-	0	8	-	2	3	0	0	4	-
cell_120	2	19	2	5	2	3	0	0	8	3	2	-	-	0	0	4
cell_121	0	-	2	5	-	3	2	0	8	0	-	3	-	3	-	4
cell_122	0	-	2	5	-	3	2	0	-	-	0	3	2	-	2	4
cell_123	5	19	2	5	-	3	0	-	8	2	0	3	4	0	2	4
cell_124	2	19	2	5	2	3	-	2	8	-	0	3	0	0	2	-
cell_125	0	19	2	5	2	3	5	-	8	-	2	3	-	2	2	-
cell_126	0	19	2	-	2	3	0	-	8	0	2	3	0	0	2	-
cell_127	3	19	-	5	2	3	0	0	-	11	-	3	28	0	-	-
cell_128	-	19	2	5	-	3	-	-	8	11	-	3	-	0	2	4
cell_129	2	19	2	5	5	3	2	8	4	2	0	5	5	2	-	2
cell_130	2	-	-	5	5	3	0	8	4	2	3	0	5	2	2	2
cell_131	2	-	2	5	5	3	-	8	-	2	0	0	5	2	2	2
cell_132	-	19	2	5	5	3	-	-	4	2	0	4	5	2	-	2
cell_133	2	19	2	5	5	-	0	8	4	-	0	-	5	2	2	5
cell_134	2	-	2	5	-	3	0	-	4	2	-	4	-	2	2	5
cell_135	2	19	2	5	5	-	-	8	4	2	0	0	5	2	2	5
cell_136	-	19	2	-	5	3	0	8	4	2	0	0	5	2	2	5
cell_137	2	19	-	-	5	-	0	-	-	2	14	-	5	2	2	-
cell_138	2	19	2	5	-	3	4	-	4	2	-	-	5	2	2	2
cell_139	2	19	2	5	5	3	0	8	4	2	14	-	5	2	2	-
cell_140	2	19	2	-	5	-	0	8	4	2	14	2	5	2	2	0
cell_141	2	19	-	5	5	-	0	8	4	2	-	-	5	-	2	-
cell_142	2	19	2	5	5	3	0	8	4	2	14	0	5	2	2	2
cell_143	2	19	2	-	5	3	0	8	-	2	14	0	5	2	2	2
cell_144	2	19	2	5	5	-	0	8	4	2	14	0	-	2	2	5
cell_145	2	-	2	5	5	3	0	8	8	-	0	2	-	2	2	-
cell_146	2	19	2	5	5	3	0	8	8	2	0	2	5	-	-	3
cell_147	2	19	-	5	5	3	0	8	-	-	0	-	5	-	2	3
cell_148	2	19	2	5	5	-	0	8	-	2	0	2	5	-	2	-
cell_149	2	-	-	-	5	-	2	8	0	2	2	-	5	2	2	3
cell_150	2	-	2	5	-	-	0	8	0	2	2	5	5	2	2	-
cell_151	2	19	2	5	5	3	-	-	0	-	2	3	5	2	2	-
cell_152	-	19	2	5	5	-	0	8	2	2	2	3	5	2	2	3
cell_153	2	-	2	-	5	3	3	8	-	2	10	2	5	2	-	12
cell_154	2	-	2	5	5	3	3	-	8	2	-	2	5	2	2	-
cell_155	2	19	2	5	5	3	0	8	0	2	-	2	5	2	2	12
cell_156	-	19	-	5	5	-	0	8	0	2	2	-	5	2	2	12
cell_157	2	19	2	5	5	3	0	8	0	-	17	0	5	2	2	-
cell_158	2	19	2	-	5	3	0	8	0	2	17	0	5	2	2	12
cell_159	2	19	2	-	5	3	-	8	0	2	-	-	5	2	2	12
cell_160	2	19	2	5	-	-	0	8	0	2	0	-	5	2	2	12
cell_161	0	19	2	-	5	-	2	2	0	11	-	5	-	2	-	3
cell_162	0	19	-	5	5	2	2	2	0	11	-	5	2	2	3	3
cell_163	2	19	2	5	5	-	2	2	0	0	2	0	2	2	3	-
cell_164	0	-	2	5	-	-	2	2	-	0	0	0	2	2	3	2
cell_165	3	19	2	-	5	2	2	2	0	0	-	2	2	2	3	2
cell_166	-	19	2	5	5	2	2	2	-	0	5	-	-	2	-	-
cell_167	0	19	-	5	5	-	2	2	11	2	5	2	2	2	3	2
cell_168	8	19	2	5	5	2	-	2	-	0	-	2	2	2	-	2
cell_169	5	19	2	5	5	0	2	2	-	5	0	73	2	2	3	-
cell_170	5	19	-	5	5	0	2	2	-	0	0	73	2	2	3	0
cell_171	-	19	-	5	-	0	2	2	2	2	0	-	2	2	3	0
cell_172	5	19	2	5	5	-	2	2	-	2	2	73	2	-	3	0
cell_173	-	19	2	-	-	-	-	-	0	3	0	2	2	2	3	0
cell_174	0	-	2	5	5	-	2	2	0	3	-	-	2	2	3	0
cell_175	0	19	-	5	5	0	2	2	0	3	0	0	2	-	3	-
cell_176	0	19	2	5	5	0	2	2	0	-	-	0	2	2	3	0
cell_177	0	19	2	5	-	0	-	-	-	-	-	-	2	2	2	-
cell_178	3	19	2	5	5	0	2	-	-	-	-	2	2	2	-	-
cell_179	0	19	2	-	-	5	2	-	-	-	-	-	2	-	0	2
cell_180	0	-	-	5	5	5	2	-	-	-	-	-	2	2	0	-
cell_181	2	19	-	5	-	0	2	-	-	-	-	-	2	2	3	0
cell_182	2	19	2	-	5	-	2	-	-	-	-	2	-	2	3	0
cell_183	2	19	-	5	5	0	2	-	-	-	-	2	-	2	0	0
cell_184	2	-	2	5	5	0	2	-	-	-	-	2	2	-	0	0
cell_185	0	19	2	5	5	0	2	3	4	2	11	2	2	2	-	-
cell_186	0	-	2	5	5	-	2	3	4	2	-	2	2	2	0	0
cell_187	0	19	2	-	5	5	2	-	4	-	0	2	2	2	2	0
cell_188	0	19	2	5	5	5	2	3	4	2	0	2	-	-	0	0
cell_189	3	19	2	-	5	-	2	2	4	2	-	-	-	2	2	0
cell_190	3	19	2	5	-	0	2	0	4	-	-	2	2	2	-	8
cell_191	3	19	-	-	-	-	2	5	4	-	0	2	2	2	2	5
cell_192	3	-	2	5	5	-	-	0	4	2	0	2	2	2	2	-
cell_193	0	19	2	5	2	0	2	2	5	2	0	10	4	3	-	3
cell_194	-	19	-	5	-	-	2	-	5	2	0	10	-	3	-	-
cell_195	0	19	-	5	-	2	2	2	5	2	0	10	-	3	2	3
cell_196	-	19	-	5	2	0	-	2	5	2	2	10	-	3	0	3
cell_197	5	19	2	5	-	0	2	-	0	4	0	2	4	3	2	3
cell_198	5	19	2	-	2	0	2	2	2	4	0	-	4	3	2	3
cell_199	-	19	-	-	2	-	2	2	0	2	5	0	4	3	8	-
cell_200	-	-	2	5	2	-	2	2	0	3	5	-	4	3	5	3
cell_201	-	19	2	5	2	2	2	5	-	-	0	0	4	3	2	3
cell_202	2	19	2	5	2	2	2	5	0	2	0	-	4	3	-	3
cell_203	-	19	2	5	2	0	2	5	0	2	0	-	4	3	0	3
cell_204	2	-	2	5	2	-	2	-	-	2	-	2	-	-	0	3
cell_205	2	19	2	5	-	114	2	0	-	0	0	0	4	3	-	3
cell_206	2	19	2	5	2	114	-	0	2	2	0	0	4	3	3	3
cell_207	2	-	2	5	2	0	2	0	-	0	-	0	4	3	3	-
cell_208	2	19	-	5	2	0	-	0	-	0	-	0	4	3	3	3
cell_209	2	-	2	5	2	2	2	-	2	-	-	-	-	-	-	3
cell_210	2	19	2	-	2	2	2	-	2	-	-	-	-	-	-	3
cell_211	2	19	2	5	-	2	2	5	2	-	-	-	-	-	-	3
cell_212	2	19	2	5	-	-	2	-	2	-	-	-	-	-	-	3
cell_213	2	19	2	5	2	64	-	-	2	-	-	-	-	-	-	3
cell_214	2	19	-	5	2	64	-	2	2	-	-	-	-	-	-	3
cell_215	2	-	2	-	2	-	2	0	2	-	-	-	-	-	-	3
cell_216	2	19	2	5	2	64	2	0	-	-	-	-	-	-	-	-
cell_217	2	19	2	5	-	0	2	0	-	2	2	-	4	-	2	3
cell_218	2	19	-	5	2	0	2	0	2	2	-	5	4	3	0	3
cell_219	2	19	-	5	-	-	2	5	2	2	-	3	-	3	0	-
cell_220	2	-	2	5	2	-	2	5	2	2	0	3	4	3	0	3
cell_221	-	19	2	5	2	0	-	-	-	2	0	2	-	-	-	3
cell_222	2	-	2	5	2	0	2	-	2	-	4	2	4	3	2	3
cell_223	2	19	2	5	-	2	2	0	2	-	5	-	4	3	2	3
cell_224	2	19	2	5	2	2	-	0	2	2	5	0	4	3	2	3
cell_225	-	-	2	5	5	0	-	2	5	4	4	0	-	3	5	-
cell_226	0	19	2	5	-	0	0	-	5	-	4	0	-	3	5	3
cell_227	2	-	2	-	5	-	-	2	-	-	4	-	4	3	5	-
cell_228	0	19	2	5	5	0	0	2	-	-	4	2	4	3	-	-
cell_229	0	19	2	5	5	2	0	2	2	5	4	0	4	3	-	3
cell_230	0	19	2	5	5	-	5	2	2	-	4	21	4	-	-	3
cell_231	2	19	2	-	5	-	0	2	2	0	4	2	4	3	5	3
cell_232	2	-	2	5	5	0	0	2	2	0	4	2	4	3	-	-
cell_233	-	19	-	5	5	2	5	2	0	2	-	-	4	3	-	-
cell_234	11	19	2	5	5	2	-	2	-	2	4	2	4	3	5	3
cell_235	11	19	2	-	5	2	0	2	10	2	4	2	4	3	5	3
cell_236	-	-	-	5	5	2	4	2	0	-	4	2	4	3	5	3
cell_237	11	19	2	5	-	-	3	2	-	-	4	2	4	3	5	3
cell_238	11	19	2	-	-	-	0	-	0	5	4	2	4	-	-	3
cell_239	-	19	2	5	5	2	2	2	0	5	-	2	4	3	-	3
cell_240	11	19	2	5	5	2	0	2	-	5	4	-	4	3	5	3
cell_241	-	19	2	5	-	3	21	-	-	0	-	0	-	3	5	3
cell_242	4	19	2	5	0	-	21	2	2	0	4	-	4	3	5	3
cell_243	0	19	2	5	0	3	21	2	0	0	-	10	4	3	5	3
cell_244	0	19	2	5	0	3	21	2	-	0	4	10	4	3	5	3
cell_245	5	19	2	5	0	-	21	2	2	-	4	0	4	-	5	3
cell_246	5	19	2	-	2	3	21	2	-	0	4	0	-	3	5	-
cell_247	5	19	-	5	0	-	21	2	0	0	4	20	4	-	5	3
cell_248	5	-	2	5	-	3	21	-	0	0	4	20	4	3	5	3
cell_249	2	19	2	-	2	-	-	2	2	2	4	0	4	3	5	3
cell_250	2	-	2	5	2	0	2	-	-	2	-	0	4	3	5	-
cell_251	0	19	2	5	0	0	-	-	2	-	4	-	4	3	5	3
cell_252	-	19	2	5	0	0	-	2	2	2	-	4	4	3	5	3
cell_253	0	19	-	5	-	24	0	2	-	-	4	4	4	3	5	-
cell_254	0	19	2	5	2	24	-	-	2	2	-	-	4	3	5	3
cell_255	2	19	2	5	-	0	0	2	2	2	4	-	-	3	5	-
cell_256	0	19	2	5	2	0	-	2	2	-	-	-	-	3	5	3
cell_257	3	2	2	2	3	2	67	2	0	0	2	2	-	-	0	2
cell_258	3	2	2	2	3	0	-	2	0	0	-	2	-	8	0	-
cell_259	3	2	2	2	-	2	67	2	-	0	2	2	2	8	0	2
cell_260	-	2	2	2	3	2	-	2	0	2	2	2	-	8	2	2
cell_261	-	-	2	0	3	4	-	2	-	0	2	2	2	8	0	2
cell_262	3	2	2	26	3	4	-	2	0	-	-	2	2	-	-	2
cell_263	3	-	2	0	3	-	67	2	0	-	2	2	2	8	5	2
cell_264	3	2	2	0	3	4	67	2	0	0	2	2	2	8	5	2
cell_265	-	2	2	5	3	-	0	2	4	-	2	-	0	8	5	2
cell_266	3	2	-	-	-	0	-	2	0	2	2	2	2	-	5	2
cell_267	3	2	2	5	3	0	0	2	0	2	2	2	0	8	5	2
cell_268	3	2	2	-	3	12	0	2	0	2	2	-	0	8	5	2
cell_269	3	2	-	5	-	0	3	-	0	-	2	-	0	8	5	-
cell_270	3	2	2	-	-	64	3	2	-	2	2	2	2	8	5	2
cell_271	3	2	2	-	3	-	3	2	2	2	2	2	8	-	-	-
cell_272	3	2	-	5	-	0	3	-	0	2	2	2	8	8	5	2
cell_273	3	2	2	0	3	5	2	-	0	2	2	2	5	8	4	0
cell_274	-	-	2	5	3	5	2	5	0	2	2	-	-	-	4	0
cell_275	-	2	2	2	-	5	2	-	0	-	2	-	5	8	-	17
cell_276	3	2	2	5	3	5	2	5	0	-	2	2	5	8	4	-
cell_277	3	2	-	0	3	5	2	5	-	2	2	2	5	-	0	0
cell_278	3	-	2	-	3	-	2	5	0	2	2	2	-	8	0	0
cell_279	3	-	-	-	3	5	2	5	0	2	2	-	5	-	0	0
cell_280	-	2	2	0	-	5	2	5	0	-	2	-	5	8	-	0
cell_281	3	-	2	8	3	0	2	5	0	2	2	-	12	8	0	2
cell_282	3	2	2	-	3	2	-	5	-	2	2	2	0	8	0	2
cell_283	-	2	2	8	3	2	-	5	-	2	2	2	5	8	3	2
cell_284	3	2	2	8	-	0	2	5	42	2	2	2	5	-	3	2
cell_285	3	2	-	0	-	2	2	5	-	2	-	2	0	-	-	0
cell_286	3	-	-	0	3	2	-	5	2	-	2	-	0	8	-	3
cell_287	3	2	2	-	3	2	-	5	2	2	2	-	5	8	2	-
cell_288	-	2	2	0	3	2	-	5	2	2	-	2	0	8	2	41
cell_289	-	2	2	12	0	3	2	2	5	0	2	2	8	8	4	9
cell_290	3	-	2	12	0	-	2	2	5	2	2	-	8	8	0	-
cell_291	3	2	2	12	0	3	-	2	5	-	2	2	8	8	3	-
cell_292	3	2	-	12	0	-	2	2	5	0	2	2	8	8	-	9
cell_293	3	2	2	12	8	3	-	2	5	6	-	2	2	8	0	9
cell_294	3	2	-	12	0	3	2	-	5	2	-	2	-	8	0	9
cell_295	3	2	2	12	-	3	2	2	5	0	2	2	12	8	5	9
cell_296	3	2	2	12	0	3	2	2	5	0	2	2	12	8	0	9
cell_297	3	2	2	12	3	4	2	2	5	5	2	2	4	8	2	2
cell_298	3	2	2	12	3	-	2	0	5	-	2	2	0	-	2	2
cell_299	-	2	2	12	3	0	2	0	5	5	2	2	0	8	0	0
cell_300	-	2	2	12	3	2	-	-	5	5	2	2	0	8	-	0
cell_301	3	2	2	-	-	-	-	0	5	5	2	2	3	8	0	-
cell_302	3	2	2	-	3	0	2	-	5	5	2	2	0	8	5	13
cell_303	3	2	2	12	3	0	2	0	5	5	2	2	-	8	0	2
cell_304	3	2	-	-	3	0	2	0	5	5	-	2	16	8	21	2
cell_305	-	2	-	-	0	0	2	9	-	0	-	2	0	8	6	-
cell_306	3	2	2	3	0	0	2	9	2	21	2	2	0	8	6	-
cell_307	3	2	2	3	2	16	2	9	2	2	2	2	2	8	6	-
cell_308	3	2	2	-	-	0	2	9	2	0	2	2	0	8	-	0
cell_309	3	2	2	3	2	0	2	2	-	0	-	2	2	8	0	0
cell_310	3	2	2	3	2	-	-	-	2	0	2	2	2	8	2	0
cell_311	-	2	-	3	0	-	2	3	2	0	-	2	-	8	-	0
cell_312	3	2	2	3	0	2	2	-	2	0	2	2	10	8	11	2
cell_313	3	2	2	3	0	0	2	-	2	0	2	-	-	8	0	3
cell_314	3	2	2	-	0	0	2	5	2	0	2	2	-	8	4	3
cell_315	-	2	2	3	30	-	2	-	0	-	-	2	2	-	0	3
cell_316	3	2	2	3	0	2	-	5	0	2	2	2	2	-	0	3
cell_317	-	2	2	3	-	-	-	0	0	2	2	2	2	8	2	3
cell_318	3	2	2	3	5	0	-	0	0	2	2	2	2	8	2	-
cell_319	3	2	2	-	5	0	2	0	-	-	2	2	0	8	2	-
cell_320	3	2	2	3	-	0	2	-	0	2	2	-	0	8	2	3
cell_321	3	15	-	0	132	2	2	0	3	-	2	2	2	-	2	2
cell_322	3	-	3	0	132	2	2	2	3	2	2	2	-	8	2	-
cell_323	3	15	0	-	3	-	2	-	3	2	-	2	2	8	2	2
cell_324	3	-	-	0	3	2	2	0	3	-	2	-	2	8	2	-
cell_325	-	15	-	27	0	-	0	2	3	2	2	2	2	8	2	2
cell_326	3	15	5	27	2	2	0	2	-	2	2	2	2	8	2	2
cell_327	-	15	0	-	5	2	0	-	-	-	2	2	2	-	2	-
cell_328	3	15	0	27	5	2	0	-	3	2	2	2	-	8	2	2
cell_329	3	15	0	36	0	2	2	3	2	2	2	2	-	8	2	-
cell_330	3	-	0	36	-	2	0	3	2	2	2	2	2	8	2	2
cell_331	-	15	3	36	0	2	2	0	2	2	2	-	2	-	2	2
cell_332	3	15	3	36	12	-	-	-	2	2	2	2	2	8	2	2
cell_333	-	15	0	36	-	2	0	4	0	2	-	2	2	-	-	2
cell_334	3	15	0	-	0	2	0	4	-	2	2	2	2	8	2	2
cell_335	3	-	0	36	0	2	-	0	0	2	2	2	2	8	2	2
cell_336	3	15	0	36	0	2	-	0	0	2	2	2	2	-	-	2
cell_337	3	11	-	-	-	2	5	2	-	-	2	-	2	-	2	2
cell_338	-	11	-	-	-	-	0	2	0	2	2	2	2	8	2	2
cell_339	3	11	-	-	-	-	2	2	0	2	2	2	2	8	2	2
cell_340	3	-	-	-	-	2	2	2	0	2	2	2	2	-	2	2
cell_341	3	11	-	-	-	2	-	-	0	2	2	2	2	-	2	2
cell_342	-	11	-	-	-	2	0	5	0	-	-	-	2	8	2	2
cell_343	3	11	-	-	-	2	0	0	0	2	2	2	2	8	2	2
cell_344	3	-	-	-	-	2	0	0	0	2	2	2	2	-	2	-
cell_345	3	0	-	-	-	0	-	-	-	2	2	2	2	-	2	2
cell_346	3	0	-	-	-	-	0	2	0	2	2	2	-	8	2	-
cell_347	3	0	-	-	-	0	0	0	-	2	2	2	2	8	-	2
cell_348	3	2	-	-	-	0	0	0	9	2	-	2	2	8	2	2
cell_349	3	-	-	-	-	0	0	0	14	2	2	2	-	8	-	-
cell_350	3	0	-	-	-	0	11	0	14	-	2	2	2	8	2	2
cell_351	3	3	-	-	-	0	2	0	2	2	-	-	2	8	2	2
cell_352	3	0	-	-	-	3	-	0	-	2	2	2	2	8	2	2
cell_353	3	3	0	2	7	2	0	4	3	2	-	2	2	-	-	2
cell_354	-	0	-	0	7	2	8	4	-	2	2	2	2	-	2	-
cell_355	3	5	0	0	7	2	2	4	3	2	2	2	-	8	2	2
cell_356	-	0	-	3	7	2	2	4	-	2	2	2	2	-	2	2
cell_357	-	5	-	-	7	2	0	-	3	2	2	2	2	-	-	2
cell_358	-	5	-	-	7	2	0	4	3	2	2	2	-	8	2	2
cell_359	3	5	-	0	7	2	2	-	-	2	2	2	2	8	2	2
cell_360	3	0	2	2	7	2	2	4	-	2	2	2	-	8	2	2
cell_361	-	4	-	3	7	-	-	4	0	2	2	2	2	8	-	2
cell_362	-	-	3	3	7	2	5	4	0	2	2	2	2	-	2	2
cell_363	3	0	-	3	7	2	0	4	0	-	2	2	2	8	-	2
cell_364	3	-	5	3	7	2	0	-	0	2	2	2	2	8	2	2
cell_365	3	2	2	3	7	2	2	4	-	-	2	2	2	8	2	2
cell_366	-	2	-	3	7	-	2	4	0	2	-	2	2	-	-	2
cell_367	-	0	2	3	7	2	2	4	0	2	2	2	2	8	2	-
cell_368	3	0	0	3	7	-	2	-	0	-	2	2	2	8	2	2
cell_369	3	5	-	-	0	-	3	-	0	2	2	2	2	-	-	2
cell_370	-	-	0	2	0	2	-	0	0	2	2	2	2	8	2	-
cell_371	3	-	0	-	0	2	0	0	3	2	2	2	2	8	2	2
cell_372	-	5	0	-	0	-	0	2	3	2	2	2	-	8	-	2
cell_373	3	5	-	-	0	-	0	-	-	2	2	2	2	8	2	-
cell_374	-	-	2	2	0	2	0	0	-	2	2	-	2	8	2	-
cell_375	3	5	0	2	0	2	0	0	0	2	2	2	2	-	2	2
