pool,figure,panel,x_variable,ncells,N_char,mu,p_ds,p_d,replicate,ngenes,max_walk,p_a,n_cif,n_diff,cif_step,ge_prob,Sigma,N_ms,r_n,seed,case_id,case_index,simulate_attempt,max_walk_used,seed_used,simulator_backend,expression_backend,n_mutated_entries_true,n_wildtype_entries_true,n_missing_entries_true,mutation_fraction_true,missing_fraction_true,n_sampled_states,n_sampled_terminal_states,n_sampled_internal_states,terminal_state_cell_fraction,internal_state_cell_fraction,sampled_states
figs4_no_dropout,FigS4,A-C,mutation_rate_no_dropout,1024,12,0.1,0,0,1,500,3,0.8,30,20,1,0.3,0.5,10,9,20298515,figs4_no_dropout_n1024_char12_mu0p1_sd0_hd0_rep001,38,1,3,20298515,TedSim_SimulateCIFs,TedSim_CIF2Truecounts,7890,4398,0,0.64208984375,0,12,3,9,0.751953125,0.248046875,1;2;3;5;6;7;8;9;10;11;12;13
