,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,0,5,NA,0,0,0,2,NA,2,0,NA,12
cell_2,0,NA,2,0,0,0,2,NA,2,0,4,12
cell_3,2,NA,0,NA,8,0,2,2,2,0,4,12
cell_4,0,5,0,NA,0,0,2,2,2,0,4,12
cell_5,NA,5,NA,NA,86,0,NA,2,NA,NA,4,12
cell_6,NA,5,0,2,86,0,NA,2,NA,0,4,12
cell_7,0,5,0,0,86,0,2,2,2,0,NA,12
cell_8,0,5,0,NA,86,0,2,2,NA,0,4,12
cell_9,0,NA,23,2,NA,0,2,2,NA,2,4,12
cell_10,NA,5,NA,2,2,NA,2,2,2,0,4,NA
cell_11,0,5,NA,2,0,0,2,NA,2,0,4,NA
cell_12,0,NA,23,NA,0,0,2,2,NA,0,4,12
cell_13,2,NA,0,0,NA,NA,NA,2,2,NA,4,12
cell_14,NA,5,0,0,10,3,2,2,2,NA,NA,12
cell_15,0,5,0,2,0,0,NA,2,2,0,NA,12
cell_16,0,5,0,NA,0,0,2,2,2,0,4,NA
cell_17,3,NA,2,0,71,0,2,NA,NA,NA,NA,12
cell_18,0,5,2,0,71,0,2,0,2,2,NA,NA
cell_19,NA,5,NA,NA,71,0,2,0,2,0,NA,12
cell_20,0,5,2,2,71,0,2,NA,2,0,NA,12
cell_21,0,5,0,NA,71,0,2,0,2,0,4,NA
cell_22,NA,NA,0,NA,71,0,NA,0,2,0,NA,NA
cell_23,NA,NA,2,NA,71,0,2,3,2,8,4,12
cell_24,NA,NA,NA,NA,71,0,NA,3,2,8,4,NA
cell_25,2,NA,2,NA,71,0,2,2,2,2,NA,12
cell_26,NA,NA,NA,NA,NA,0,NA,2,NA,2,4,12
cell_27,0,5,0,3,NA,0,NA,NA,NA,NA,4,NA
cell_28,0,5,0,3,71,0,NA,NA,2,NA,NA,NA
cell_29,0,5,0,NA,NA,2,2,0,2,0,4,NA
cell_30,0,5,0,NA,71,2,2,5,2,0,4,NA
cell_31,2,NA,NA,3,NA,NA,NA,0,2,0,4,12
cell_32,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,12
cell_33,3,5,0,2,0,2,2,NA,NA,2,4,NA
cell_34,3,5,0,2,NA,NA,2,3,2,2,4,0
cell_35,0,5,NA,2,0,2,2,3,2,NA,4,0
cell_36,0,5,0,NA,0,2,2,3,2,NA,NA,0
cell_37,NA,5,0,2,3,2,NA,3,2,2,NA,0
cell_38,0,NA,0,2,3,NA,2,3,2,2,4,0
cell_39,0,NA,0,NA,3,2,2,NA,2,2,4,NA
cell_40,0,5,NA,2,NA,2,2,3,NA,2,4,0
cell_41,0,NA,NA,2,2,NA,2,NA,NA,0,4,NA
cell_42,37,NA,NA,2,0,NA,NA,NA,2,0,NA,NA
cell_43,NA,NA,NA,2,NA,0,2,3,2,0,NA,NA
cell_44,0,5,0,2,0,NA,2,3,2,0,4,2
cell_45,0,5,NA,2,0,NA,2,NA,2,0,4,2
cell_46,0,5,0,2,5,NA,2,3,2,0,4,2
cell_47,0,NA,2,2,0,NA,NA,3,2,2,4,2
cell_48,NA,NA,2,2,NA,NA,NA,NA,NA,0,4,NA
cell_49,0,5,2,2,0,NA,2,0,2,NA,4,NA
cell_50,0,5,2,NA,0,5,2,0,2,2,NA,NA
cell_51,0,5,NA,NA,0,5,2,0,2,2,4,2
cell_52,0,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
cell_53,NA,NA,2,NA,0,5,2,NA,2,NA,4,NA
cell_54,0,NA,2,NA,0,5,2,0,2,2,NA,0
cell_55,NA,5,2,2,0,5,NA,5,2,2,4,NA
cell_56,2,NA,2,2,NA,5,2,NA,NA,NA,4,NA
cell_57,NA,5,NA,2,0,5,2,NA,2,0,NA,2
cell_58,2,5,2,2,0,NA,NA,0,2,NA,NA,NA
cell_59,NA,5,2,NA,NA,5,2,NA,2,0,4,NA
cell_60,NA,5,NA,2,2,NA,2,NA,2,0,NA,2
cell_61,0,NA,2,2,NA,NA,NA,0,NA,0,4,2
cell_62,0,NA,2,2,0,5,NA,3,2,2,4,2
cell_63,NA,NA,2,2,2,NA,2,0,2,0,NA,2
cell_64,0,NA,2,2,0,5,NA,0,NA,0,4,2
cell_65,NA,NA,4,NA,NA,3,0,2,2,0,4,2
cell_66,NA,5,4,0,4,0,0,2,2,NA,4,0
cell_67,0,5,4,0,4,0,2,2,2,NA,4,0
cell_68,0,NA,4,2,4,NA,2,2,2,NA,NA,0
cell_69,0,NA,NA,0,0,0,0,2,2,NA,4,NA
cell_70,NA,NA,5,0,0,NA,0,2,2,NA,4,NA
cell_71,NA,5,0,0,0,NA,0,NA,2,0,NA,0
cell_72,NA,NA,2,0,0,NA,0,2,NA,NA,4,NA
cell_73,0,5,12,NA,2,12,2,NA,2,0,NA,NA
cell_74,5,NA,12,5,0,NA,NA,0,2,NA,4,2
cell_75,0,NA,0,0,0,12,2,0,2,0,4,NA
cell_76,0,NA,NA,0,0,NA,2,0,2,8,4,0
cell_77,NA,5,0,0,0,12,NA,5,2,0,4,0
cell_78,0,5,NA,NA,NA,12,2,NA,2,0,4,NA
cell_79,0,5,NA,0,52,12,2,5,2,NA,NA,5
cell_80,0,5,NA,0,0,NA,2,5,2,0,4,NA
cell_81,2,5,0,3,NA,0,0,NA,2,11,4,0
cell_82,2,5,0,3,0,0,NA,5,2,11,4,0
cell_83,2,NA,3,3,0,0,0,0,NA,11,4,0
cell_84,2,5,NA,3,0,0,0,NA,2,11,4,0
cell_85,2,5,0,3,NA,NA,2,NA,NA,11,4,0
cell_86,2,5,0,3,NA,NA,2,0,2,11,NA,0
cell_87,NA,5,0,NA,NA,2,0,0,2,11,NA,2
cell_88,NA,5,0,3,0,NA,NA,NA,NA,NA,NA,NA
cell_89,NA,5,NA,3,0,0,0,0,NA,0,NA,0
cell_90,0,5,2,NA,0,NA,0,0,2,0,4,0
cell_91,NA,5,0,3,0,0,NA,0,2,0,4,0
cell_92,0,5,0,3,NA,NA,0,0,NA,0,4,NA
cell_93,NA,5,0,3,2,0,0,5,NA,0,4,0
cell_94,0,NA,0,NA,2,0,0,NA,2,NA,4,0
cell_95,NA,NA,0,NA,2,NA,NA,0,NA,NA,4,4
cell_96,NA,NA,0,NA,2,0,0,0,2,NA,4,0
cell_97,0,5,3,0,NA,0,0,8,2,2,4,4
cell_98,NA,5,3,0,NA,0,NA,8,2,2,4,NA
cell_99,NA,5,3,0,0,0,NA,NA,NA,2,4,0
cell_100,0,NA,3,0,0,NA,NA,NA,2,NA,NA,NA
cell_101,2,5,3,0,0,0,NA,NA,2,2,NA,0
cell_102,0,5,3,NA,NA,NA,0,85,NA,NA,4,NA
cell_103,NA,5,NA,0,2,0,0,NA,2,2,4,0
cell_104,NA,5,3,NA,NA,NA,5,0,2,2,4,2
cell_105,NA,5,3,0,NA,0,0,NA,2,2,4,NA
cell_106,NA,NA,NA,NA,0,0,0,2,2,2,4,NA
cell_107,0,5,3,NA,NA,NA,0,0,NA,2,NA,0
cell_108,0,5,NA,0,NA,0,0,0,2,NA,4,0
cell_109,5,5,3,0,0,NA,0,0,2,NA,4,NA
cell_110,NA,5,3,NA,0,9,NA,NA,2,2,NA,2
cell_111,NA,NA,3,0,0,0,0,0,2,NA,4,NA
cell_112,NA,NA,3,NA,0,0,0,0,2,NA,4,0
cell_113,NA,5,2,2,0,14,0,5,2,2,4,0
cell_114,0,5,2,2,2,14,0,NA,2,NA,NA,NA
