task_name,condition,method_or_setting,metric_name,metric_label,metric_value
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,Nye,Nye similarity score,0.448790309926039
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,Nye,Nye similarity score,0.452018187161897
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,Nye,Nye similarity score,0.459559717774592
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,Nye,Nye similarity score,0.460271377436147
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,Nye,Nye similarity score,0.426144053596927
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,Nye,Nye similarity score,0.438931896499321
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,Nye,Nye similarity score,0.40118602928879
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,Nye,Nye similarity score,0.400460704010807
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,Nye,Nye similarity score,0.398544418934834
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,Nye,Nye similarity score,0.408096277970466
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,Nye,Nye similarity score,0.389630118874282
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,Nye,Nye similarity score,0.404834475723635
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,Nye,Nye similarity score,0.454340665062557
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,Nye,Nye similarity score,0.458004314959418
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,Nye,Nye similarity score,0.458743462069479
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,Nye,Nye similarity score,0.451885076075486
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,Nye,Nye similarity score,0.423386929444194
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,Nye,Nye similarity score,0.447493860513096
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,Nye,Nye similarity score,0.401316848772547
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,Nye,Nye similarity score,0.408465993438245
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,Nye,Nye similarity score,0.404214421499202
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,Nye,Nye similarity score,0.414637885159533
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,Nye,Nye similarity score,0.391474370667297
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,Nye,Nye similarity score,0.405260378595284
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,Nye,Nye similarity score,0.44476454773419
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,Nye,Nye similarity score,0.454143680674677
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,Nye,Nye similarity score,0.450728972276458
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,Nye,Nye similarity score,0.456383627462853
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,Nye,Nye similarity score,0.42204067292516
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,Nye,Nye similarity score,0.441908597629812
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,Nye,Nye similarity score,0.402358005502652
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,Nye,Nye similarity score,0.410095702888989
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,Nye,Nye similarity score,0.395201641211686
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,Nye,Nye similarity score,0.416117646540934
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,Nye,Nye similarity score,0.393643194441994
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,Nye,Nye similarity score,0.403110197372781
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,Nye,Nye similarity score,0.444992361759349
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,Nye,Nye similarity score,0.441649197394132
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,Nye,Nye similarity score,0.45101408022301
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,Nye,Nye similarity score,0.445454061764453
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,Nye,Nye similarity score,0.428112119780828
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,Nye,Nye similarity score,0.448951372802869
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,Nye,Nye similarity score,0.400874541316265
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,Nye,Nye similarity score,0.398712965154204
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,Nye,Nye similarity score,0.400252032742636
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,Nye,Nye similarity score,0.400062278317654
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,Nye,Nye similarity score,0.388291485011508
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,Nye,Nye similarity score,0.40241355400903
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,Nye,Nye similarity score,0.442626726171059
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,Nye,Nye similarity score,0.454854380281688
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,Nye,Nye similarity score,0.453800018800983
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,Nye,Nye similarity score,0.467320385329257
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,Nye,Nye similarity score,0.425416903757517
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,Nye,Nye similarity score,0.443635570728796
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,Nye,Nye similarity score,0.40938833401479
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,Nye,Nye similarity score,0.405835070528878
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,Nye,Nye similarity score,0.419810227315478
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,Nye,Nye similarity score,0.421496960202161
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,Nye,Nye similarity score,0.397904060599666
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,Nye,Nye similarity score,0.405675844947372
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.55766871955329
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.598234124065988
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.576233888218883
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.616135478568777
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.62068153630479
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.592838924374653
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.643815493292096
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.688062785580187
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.685201863547471
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.658800977937073
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.684125851725915
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,TreeDistance,Generalized RF distance,0.689246934452013
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.570013722319601
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.571328421595984
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.556632379418961
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.618502196680712
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.616549287548547
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.584290586195854
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.589913511929473
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.674763104719655
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.71680880784249
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.659595408073008
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.689010962675295
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,TreeDistance,Generalized RF distance,0.633026470408858
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.572263256260577
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.614753331974058
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.565968318859594
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.563196853404546
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.617169731799731
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.609894920090641
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.65422262266824
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.671107163827009
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.706529073620587
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.69083284250305
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.676559369424949
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,TreeDistance,Generalized RF distance,0.668282431349011
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.540270199183133
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.594370755790791
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.577697547388445
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.605932789190369
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.628246881057929
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.585434680857536
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.636718137251719
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.663660606615304
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.684485097826941
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.673026084332836
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.669191993851687
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,TreeDistance,Generalized RF distance,0.643214754914866
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.596569522592797
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.581457438799156
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.593679491418656
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.583430809455406
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.660488262148289
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.589788460350754
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.642570076338825
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.655099606397081
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.710380382935254
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.676999623449578
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.669974153434097
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,TreeDistance,Generalized RF distance,0.660303728700726
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.575041149591583
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.630419335865329
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.598765641528423
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.604321559451758
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.610111081845151
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.572173271326099
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.626733639887693
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.677960936800646
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.696979000813967
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.704516538075135
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.683661261299395
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,TreeDistance,Generalized RF distance,0.669565466795084
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.563427868213241
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.591641600930085
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.582019485732678
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.549021841323281
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.638107001952443
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.577095934700486
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.611305657962149
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.658200265900666
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.653892279408736
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.657588461063699
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.650593331447977
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,TreeDistance,Generalized RF distance,0.656175142176952
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,RF_normalized,RF distance,0.878550440744368
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,RF_normalized,RF distance,0.862879529872674
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,RF_normalized,RF distance,0.853085210577865
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,RF_normalized,RF distance,0.873653281096964
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,RF_normalized,RF distance,0.894221351616063
FateScape_AlphaSensitivity,default,state0p00_barcode1p00,RF_normalized,RF distance,0.868756121449559
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,RF_normalized,RF distance,0.904015670910872
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,RF_normalized,RF distance,0.895200783545544
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,RF_normalized,RF distance,0.883447600391773
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,RF_normalized,RF distance,0.877571008814887
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,RF_normalized,RF distance,0.901077375122429
FateScape_AlphaSensitivity,dropout_stress,state0p00_barcode1p00,RF_normalized,RF distance,0.90205680705191
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,RF_normalized,RF distance,0.88050930460333
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,RF_normalized,RF distance,0.860920666013712
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,RF_normalized,RF distance,0.854064642507346
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,RF_normalized,RF distance,0.873653281096964
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,RF_normalized,RF distance,0.890303623898139
FateScape_AlphaSensitivity,default,state0p05_barcode0p95,RF_normalized,RF distance,0.867776689520078
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,RF_normalized,RF distance,0.90205680705191
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,RF_normalized,RF distance,0.895200783545544
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,RF_normalized,RF distance,0.887365328109696
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,RF_normalized,RF distance,0.879529872673849
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,RF_normalized,RF distance,0.903036238981391
FateScape_AlphaSensitivity,dropout_stress,state0p05_barcode0p95,RF_normalized,RF distance,0.901077375122429
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,RF_normalized,RF distance,0.88050930460333
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,RF_normalized,RF distance,0.864838393731636
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,RF_normalized,RF distance,0.854064642507346
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,RF_normalized,RF distance,0.870714985308521
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,RF_normalized,RF distance,0.893241919686582
FateScape_AlphaSensitivity,default,state0p10_barcode0p90_default,RF_normalized,RF distance,0.870714985308521
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,RF_normalized,RF distance,0.904015670910872
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,RF_normalized,RF distance,0.896180215475024
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,RF_normalized,RF distance,0.882468168462292
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,RF_normalized,RF distance,0.881488736532811
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,RF_normalized,RF distance,0.904015670910872
FateScape_AlphaSensitivity,dropout_stress,state0p10_barcode0p90_default,RF_normalized,RF distance,0.900097943192948
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,RF_normalized,RF distance,0.878550440744368
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,RF_normalized,RF distance,0.861900097943193
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,RF_normalized,RF distance,0.855044074436827
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,RF_normalized,RF distance,0.871694417238002
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,RF_normalized,RF distance,0.892262487757101
FateScape_AlphaSensitivity,default,state0p20_barcode0p80,RF_normalized,RF distance,0.868756121449559
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,RF_normalized,RF distance,0.903036238981391
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,RF_normalized,RF distance,0.893241919686582
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,RF_normalized,RF distance,0.883447600391773
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,RF_normalized,RF distance,0.879529872673849
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,RF_normalized,RF distance,0.904015670910872
FateScape_AlphaSensitivity,dropout_stress,state0p20_barcode0p80,RF_normalized,RF distance,0.90205680705191
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,RF_normalized,RF distance,0.88050930460333
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,RF_normalized,RF distance,0.863858961802155
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,RF_normalized,RF distance,0.854064642507346
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,RF_normalized,RF distance,0.871694417238002
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,RF_normalized,RF distance,0.892262487757101
FateScape_AlphaSensitivity,default,state0p50_barcode0p50,RF_normalized,RF distance,0.86973555337904
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,RF_normalized,RF distance,0.903036238981391
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,RF_normalized,RF distance,0.894221351616063
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,RF_normalized,RF distance,0.883447600391773
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,RF_normalized,RF distance,0.881488736532811
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,RF_normalized,RF distance,0.90205680705191
FateScape_AlphaSensitivity,dropout_stress,state0p50_barcode0p50,RF_normalized,RF distance,0.90205680705191
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,RF_normalized,RF distance,0.88050930460333
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,RF_normalized,RF distance,0.870714985308521
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,RF_normalized,RF distance,0.857982370225269
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,RF_normalized,RF distance,0.876591576885406
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,RF_normalized,RF distance,0.889324191968658
FateScape_AlphaSensitivity,default,state0p80_barcode0p20,RF_normalized,RF distance,0.866797257590597
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,RF_normalized,RF distance,0.904015670910872
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,RF_normalized,RF distance,0.895200783545544
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,RF_normalized,RF distance,0.884427032321254
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,RF_normalized,RF distance,0.884427032321254
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,RF_normalized,RF distance,0.901077375122429
FateScape_AlphaSensitivity,dropout_stress,state0p80_barcode0p20,RF_normalized,RF distance,0.903036238981391
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,RF_normalized,RF distance,0.881488736532811
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,RF_normalized,RF distance,0.861900097943193
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,RF_normalized,RF distance,0.855044074436827
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,RF_normalized,RF distance,0.870714985308521
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,RF_normalized,RF distance,0.89128305582762
FateScape_AlphaSensitivity,default,state1p00_barcode0p00,RF_normalized,RF distance,0.870714985308521
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,RF_normalized,RF distance,0.90205680705191
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,RF_normalized,RF distance,0.898139079333986
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,RF_normalized,RF distance,0.879529872673849
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,RF_normalized,RF distance,0.877571008814887
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,RF_normalized,RF distance,0.90205680705191
FateScape_AlphaSensitivity,dropout_stress,state1p00_barcode0p00,RF_normalized,RF distance,0.90205680705191
FateScape_BetaSensitivity,default,state0_barcode5_barcode_only,Nye,Nye similarity score,0.453798926571354
FateScape_BetaSensitivity,default,state0_barcode5_barcode_only,Nye,Nye similarity score,0.462551975355618
FateScape_BetaSensitivity,default,state0_barcode5_barcode_only,Nye,Nye similarity score,0.470396810924127
FateScape_BetaSensitivity,default,state0_barcode5_barcode_only,Nye,Nye similarity score,0.466014016477674
FateScape_BetaSensitivity,default,state0_barcode5_barcode_only,Nye,Nye similarity score,0.434271740430923
FateScape_BetaSensitivity,default,state0_barcode5_barcode_only,Nye,Nye similarity score,0.44970992331851
FateScape_BetaSensitivity,dropout_stress,state0_barcode5_barcode_only,Nye,Nye similarity score,0.413664997635967
FateScape_BetaSensitivity,dropout_stress,state0_barcode5_barcode_only,Nye,Nye similarity score,0.418218035797556
FateScape_BetaSensitivity,dropout_stress,state0_barcode5_barcode_only,Nye,Nye similarity score,0.420019517426842
FateScape_BetaSensitivity,dropout_stress,state0_barcode5_barcode_only,Nye,Nye similarity score,0.437059526116986
