,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,10,2,0,0,2,2,0,0,0,2,0,2
cell_2,10,2,0,0,2,2,0,0,0,2,0,2
cell_3,10,2,0,0,2,2,0,2,0,2,2,2
cell_4,10,2,2,0,2,2,0,2,0,2,0,2
cell_5,10,0,0,0,2,2,0,0,0,2,0,2
cell_6,10,0,0,0,2,2,0,0,0,2,0,2
cell_7,10,0,0,0,2,2,0,0,0,2,0,2
cell_8,10,0,0,0,2,2,0,0,0,2,0,2
cell_9,10,0,0,0,2,2,10,0,0,2,0,2
cell_10,10,0,0,0,2,2,10,0,0,2,0,2
cell_11,10,0,3,0,2,2,10,0,0,2,0,2
cell_12,10,0,0,0,2,2,10,20,0,2,0,2
cell_13,10,0,0,0,2,2,2,4,5,2,2,2
cell_14,10,0,0,0,2,2,0,4,5,2,2,2
cell_15,10,0,0,0,2,2,0,0,0,2,0,2
cell_16,10,0,0,0,2,2,0,0,8,2,0,2
cell_17,10,0,3,0,2,2,0,0,2,2,0,2
cell_18,10,0,3,0,2,2,0,0,0,2,0,2
cell_19,10,0,3,0,2,2,0,0,0,2,0,2
cell_20,10,0,3,0,2,2,0,0,0,2,0,2
cell_21,10,0,0,0,2,2,0,2,0,2,3,2
cell_22,10,4,0,3,2,2,0,2,0,2,3,2
cell_23,10,0,0,0,2,2,0,0,0,2,3,2
cell_24,10,2,0,5,2,2,0,0,0,2,3,2
cell_25,10,0,2,5,2,2,2,0,3,2,2,2
cell_26,10,0,2,0,2,2,0,0,3,2,2,2
cell_27,10,0,2,0,2,2,0,0,0,2,2,2
cell_28,10,0,2,0,2,2,0,0,0,2,2,2
cell_29,10,0,2,2,2,2,0,0,0,2,0,2
cell_30,10,0,2,2,2,2,0,0,0,2,0,2
cell_31,10,0,2,2,2,2,0,0,0,2,2,2
cell_32,10,0,2,2,2,2,0,85,0,2,2,2
cell_33,10,5,0,5,2,2,0,0,0,2,4,2
cell_34,10,5,0,5,2,2,0,0,0,2,4,2
cell_35,10,5,0,0,2,2,0,3,2,2,4,2
cell_36,10,5,0,0,2,2,0,3,2,2,4,2
cell_37,10,5,0,0,2,2,0,0,0,2,4,2
cell_38,10,5,0,0,2,2,0,0,0,2,4,2
cell_39,10,5,0,0,2,2,0,0,0,2,4,2
cell_40,10,5,0,0,2,2,2,2,0,2,4,2
cell_41,10,5,0,0,2,2,0,4,0,2,0,2
cell_42,10,5,0,0,2,2,0,4,0,2,0,2
cell_43,10,5,0,0,2,2,4,0,0,2,0,2
cell_44,10,5,0,0,2,2,0,2,0,2,0,2
cell_45,10,5,0,0,2,2,0,3,0,2,2,2
cell_46,10,5,0,0,2,2,0,0,0,2,2,2
cell_47,10,5,0,0,2,2,0,0,0,2,2,2
cell_48,10,5,0,0,2,2,0,0,0,2,2,2
cell_49,10,5,2,0,2,2,0,0,2,2,0,2
cell_50,10,5,2,0,2,2,2,0,2,2,0,2
cell_51,10,5,0,0,2,2,2,0,0,2,0,2
cell_52,10,5,5,0,2,2,0,0,0,2,5,2
