,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_342,NA,3,5,2,2,12,NA,5,NA,3,11,NA,2,2,3,2
cell_343,5,3,5,2,NA,12,0,5,NA,3,11,2,2,0,NA,2
cell_344,5,3,5,2,NA,12,0,NA,NA,3,11,2,2,NA,NA,2
cell_345,5,3,NA,2,2,NA,12,5,2,3,11,NA,2,5,3,2
cell_346,5,3,5,2,2,12,12,5,NA,3,NA,NA,2,NA,3,2
cell_347,5,3,5,2,2,NA,12,5,2,NA,NA,2,NA,5,3,NA
cell_348,5,3,NA,2,2,12,NA,5,2,NA,NA,2,2,NA,3,2
cell_349,5,3,5,2,2,12,0,NA,2,3,11,2,NA,2,NA,2
cell_350,5,3,5,2,NA,12,0,5,NA,3,11,2,2,2,3,2
cell_351,5,3,5,NA,2,NA,NA,5,2,3,11,2,2,2,3,NA
cell_352,5,3,5,2,NA,NA,5,NA,NA,3,NA,NA,2,2,3,2
cell_353,5,NA,5,2,2,12,0,2,2,NA,11,2,NA,NA,NA,NA
cell_354,5,3,5,2,2,NA,0,2,2,4,11,2,2,2,3,2
cell_355,NA,3,5,NA,2,12,0,2,NA,4,11,2,2,2,NA,2
cell_356,5,3,NA,2,2,12,0,2,2,4,11,2,2,2,NA,NA
cell_357,5,3,5,2,2,12,3,2,2,NA,11,2,NA,2,3,2
cell_358,NA,3,5,NA,2,12,3,2,NA,NA,11,NA,2,2,3,2
cell_359,5,3,5,2,2,NA,NA,2,NA,NA,11,NA,2,2,3,2
cell_360,NA,3,5,2,2,NA,NA,NA,NA,4,11,2,2,2,3,2
cell_361,5,3,5,2,2,12,NA,2,2,4,11,NA,2,2,NA,2
cell_362,5,3,5,NA,2,12,NA,NA,2,NA,11,2,2,2,3,NA
cell_363,NA,3,NA,2,2,NA,NA,NA,2,NA,NA,2,2,NA,3,2
cell_364,NA,NA,5,2,NA,12,2,2,NA,4,11,2,NA,2,3,2
cell_365,5,3,5,2,2,NA,5,2,2,0,11,NA,2,2,3,2
cell_366,5,3,5,2,NA,12,5,2,2,0,NA,2,2,2,3,2
cell_367,NA,3,5,2,2,NA,0,NA,2,NA,11,2,2,2,3,2
cell_368,5,3,NA,NA,2,12,0,2,2,0,11,2,2,2,NA,2
cell_369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
cell_370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
cell_376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
cell_381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
cell_385,2,3,2,2,NA,2,2,2,2,10,11,2,3,NA,NA,0
cell_386,2,3,2,2,NA,2,2,2,NA,NA,11,NA,3,2,5,NA
cell_387,2,NA,2,2,NA,2,2,2,2,NA,11,2,3,NA,5,0
cell_388,2,3,2,2,2,2,2,NA,2,10,11,2,3,NA,5,5
cell_389,2,3,NA,2,2,2,NA,2,NA,5,11,2,3,2,NA,5
cell_390,NA,3,2,2,2,2,2,2,2,5,NA,2,3,2,5,5
cell_391,2,3,2,NA,2,NA,2,NA,2,5,11,2,3,2,5,28
cell_392,NA,3,2,2,2,2,2,2,2,5,11,2,3,NA,5,3
cell_393,2,3,2,2,2,2,NA,2,2,NA,11,2,NA,2,NA,5
cell_394,2,NA,2,NA,2,2,0,2,2,2,11,2,NA,NA,5,5
cell_395,2,NA,2,2,2,2,NA,2,2,2,11,2,NA,2,5,5
cell_396,NA,NA,2,2,2,2,0,2,2,2,11,NA,3,2,5,5
cell_397,NA,3,2,2,2,2,NA,2,2,0,11,NA,NA,NA,5,42
cell_398,2,3,2,2,2,NA,0,2,NA,0,11,NA,3,NA,5,42
cell_399,2,3,2,2,2,2,0,2,NA,0,11,2,3,2,5,0
cell_400,2,3,NA,NA,2,2,0,NA,NA,NA,11,2,3,2,5,NA
cell_401,2,3,5,2,2,2,2,2,2,11,11,2,NA,2,5,NA
cell_402,2,3,5,2,2,2,2,2,2,11,11,2,3,2,5,NA
cell_403,2,3,0,NA,2,2,2,2,2,11,11,2,NA,NA,5,0
cell_404,2,NA,0,2,2,NA,2,2,NA,11,11,2,3,NA,5,2
cell_405,2,3,2,2,2,2,2,NA,2,11,11,2,3,NA,5,0
cell_406,2,NA,2,NA,2,2,2,2,2,NA,NA,NA,3,2,5,0
cell_407,2,3,2,NA,2,NA,2,2,2,11,11,NA,3,2,5,5
cell_408,2,3,2,NA,2,2,2,2,2,NA,11,2,NA,2,NA,5
cell_409,NA,NA,NA,2,2,2,2,2,2,11,11,2,3,2,5,0
cell_410,NA,3,11,2,2,2,2,2,2,NA,11,2,3,2,5,0
cell_411,2,3,NA,2,2,2,2,2,2,11,11,2,NA,2,5,36
cell_412,2,3,NA,2,2,2,2,2,2,11,11,2,3,2,5,NA
cell_413,2,3,11,2,2,2,2,NA,NA,11,11,2,3,2,5,0
cell_414,2,3,NA,2,2,2,2,2,2,11,11,NA,3,2,5,0
cell_415,2,3,0,NA,2,NA,NA,2,NA,11,11,2,3,NA,5,2
cell_416,2,3,NA,2,2,2,2,2,2,NA,11,NA,3,NA,5,NA
cell_417,2,3,0,2,2,2,2,0,2,2,NA,2,21,NA,5,NA
cell_418,2,NA,0,2,2,2,NA,0,2,2,11,NA,21,NA,5,2
cell_419,2,3,12,NA,2,2,4,0,2,2,11,2,21,NA,5,2
cell_420,2,3,0,2,2,2,0,0,2,2,11,2,21,12,5,2
cell_421,2,3,2,2,2,2,2,2,2,NA,11,2,21,12,5,NA
cell_422,NA,NA,2,2,2,2,2,0,2,2,11,2,21,NA,NA,NA
cell_423,2,3,13,2,2,2,0,0,2,2,11,2,21,12,5,2
cell_424,2,3,0,2,2,2,0,2,NA,2,11,2,21,12,5,2
cell_425,2,3,NA,2,NA,2,NA,0,2,2,11,2,2,12,5,2
cell_426,2,3,4,2,2,2,11,0,2,2,11,2,2,NA,5,NA
cell_427,2,3,4,NA,2,NA,0,0,2,2,11,2,2,12,5,NA
cell_428,2,NA,NA,2,2,NA,4,NA,2,2,NA,2,2,12,5,2
cell_429,2,3,2,2,2,2,0,0,2,NA,11,2,5,12,5,2
cell_430,2,3,2,2,2,2,2,0,2,NA,11,NA,5,12,NA,2
cell_431,2,NA,2,2,NA,2,NA,0,2,2,11,2,NA,12,NA,2
cell_432,2,3,NA,2,NA,2,2,0,2,2,11,NA,5,NA,5,2
cell_433,2,NA,3,2,2,NA,NA,NA,2,2,11,2,NA,12,5,5
cell_434,NA,3,NA,NA,2,2,2,2,2,2,11,2,0,12,NA,5
cell_435,2,3,NA,2,2,2,NA,5,2,2,NA,2,0,12,5,NA
cell_436,2,3,3,2,2,2,3,0,2,2,11,2,0,12,5,0
cell_437,2,3,3,2,2,2,0,5,2,2,11,2,0,12,6,12
cell_438,2,3,3,2,2,2,0,0,2,2,11,NA,0,12,0,0
cell_439,2,3,3,2,2,2,0,0,2,2,11,2,0,NA,0,0
cell_440,2,3,3,NA,2,2,0,0,NA,2,11,2,0,12,NA,0
cell_441,2,3,3,2,2,NA,0,2,2,2,11,2,2,12,2,0
cell_442,2,3,3,2,2,2,0,2,NA,NA,11,NA,2,NA,2,NA
cell_443,2,3,3,2,NA,2,5,2,2,NA,11,NA,2,12,2,0
cell_444,NA,3,3,2,2,NA,3,NA,2,2,11,NA,NA,12,2,2
cell_445,2,3,3,NA,NA,2,2,NA,2,2,11,2,2,12,10,2
cell_446,2,3,3,2,2,NA,NA,2,NA,NA,11,NA,2,12,NA,2
cell_447,2,3,3,NA,2,2,2,2,NA,2,NA,NA,2,12,0,2
cell_448,2,3,3,2,2,2,NA,2,2,2,NA,2,2,NA,NA,2
cell_449,NA,3,10,2,2,5,3,5,NA,NA,11,2,2,4,0,4
cell_450,2,3,10,2,2,5,0,0,2,2,11,2,2,NA,0,0
cell_451,2,3,10,2,2,5,3,2,2,2,11,2,0,4,2,0
cell_452,2,3,NA,NA,2,5,0,2,2,2,11,2,0,4,0,0
cell_453,2,3,10,2,2,5,0,0,2,2,11,2,NA,NA,2,2
cell_454,2,3,10,NA,2,5,NA,0,2,2,11,2,0,0,2,2
cell_455,2,NA,NA,2,2,5,0,0,2,NA,11,2,0,0,2,2
cell_456,2,NA,10,2,2,5,0,0,NA,2,11,2,2,9,2,2
cell_457,NA,NA,0,2,NA,5,0,NA,2,2,NA,2,NA,NA,NA,0
cell_458,NA,3,NA,NA,2,5,0,5,2,2,11,2,0,2,2,NA
cell_459,2,3,2,2,2,NA,0,NA,2,2,NA,2,NA,2,2,2
cell_460,2,3,2,2,2,5,5,5,NA,2,11,NA,8,2,2,2
cell_461,NA,3,0,2,NA,5,NA,5,2,2,11,2,0,2,2,0
cell_462,2,3,0,2,NA,5,2,5,NA,NA,11,2,3,2,2,0
cell_463,2,3,0,2,2,NA,13,5,2,2,NA,2,0,2,NA,3
cell_464,2,3,0,NA,NA,5,13,5,2,2,11,2,0,2,2,3
cell_465,2,3,2,2,2,0,2,NA,2,NA,11,NA,2,0,NA,0
cell_466,2,3,2,2,2,0,2,5,2,NA,11,NA,2,0,4,NA
cell_467,2,3,2,2,2,0,NA,5,2,2,11,2,2,3,NA,0
cell_468,NA,3,2,2,2,NA,2,5,NA,2,11,NA,2,3,4,NA
cell_469,NA,3,2,2,2,0,2,5,NA,2,11,2,2,5,4,0
cell_470,2,NA,2,NA,2,0,2,5,NA,2,11,2,2,0,4,0
cell_471,2,3,2,NA,NA,0,NA,5,2,2,NA,NA,2,NA,4,0
cell_472,2,3,2,2,2,0,2,NA,2,2,NA,NA,2,0,4,0
cell_473,2,3,2,2,NA,0,2,5,2,2,11,2,2,NA,4,2
cell_474,NA,3,2,2,2,NA,NA,NA,NA,2,11,NA,2,0,4,2
cell_475,2,3,2,2,NA,NA,2,5,2,NA,11,2,2,0,4,NA
cell_476,NA,3,NA,NA,2,5,NA,5,NA,2,11,2,NA,0,4,NA
cell_477,2,3,2,NA,2,73,2,NA,NA,2,11,NA,2,0,4,2
cell_478,2,3,2,2,2,73,2,5,2,2,11,2,2,0,4,NA
cell_479,2,3,2,NA,2,73,2,5,NA,2,11,2,2,NA,NA,2
cell_480,NA,NA,2,NA,2,73,2,5,2,NA,NA,2,2,2,NA,2
cell_481,2,3,20,2,2,5,2,0,2,2,11,NA,3,2,0,3
cell_482,2,3,20,2,NA,5,2,0,2,NA,11,2,3,NA,0,NA
cell_483,2,3,20,NA,NA,5,2,2,2,NA,11,2,NA,2,2,3
cell_484,NA,3,20,2,NA,5,2,2,2,2,11,2,3,2,2,3
cell_485,2,3,20,NA,2,5,2,0,NA,2,11,2,0,2,2,NA
cell_486,NA,NA,20,2,NA,NA,NA,0,2,NA,11,NA,2,NA,2,3
cell_487,2,3,20,2,2,5,2,NA,NA,2,NA,2,0,2,2,3
cell_488,2,3,NA,2,2,5,2,2,2,2,11,2,NA,2,2,3
cell_489,2,NA,2,2,2,5,NA,NA,2,2,11,2,2,2,0,3
cell_490,2,3,NA,2,NA,5,51,NA,NA,2,11,2,2,2,0,3
cell_491,2,3,2,2,2,NA,51,4,2,2,11,2,2,NA,4,NA
cell_492,NA,3,2,2,2,5,51,4,2,2,11,2,2,NA,4,3
cell_493,2,3,2,2,2,NA,0,4,2,2,11,2,NA,NA,0,3
cell_494,2,3,2,2,2,5,0,4,2,2,11,NA,NA,2,0,NA
cell_495,2,3,2,2,NA,5,NA,4,2,NA,11,NA,2,2,0,3
cell_496,NA,NA,NA,2,2,5,5,NA,2,NA,11,2,NA,2,NA,3
cell_497,2,3,2,NA,2,NA,0,0,2,2,11,2,2,2,NA,4
cell_498,NA,3,2,2,NA,8,0,5,NA,NA,11,2,NA,NA,0,NA
cell_499,2,3,2,2,2,8,2,4,NA,2,11,NA,2,2,0,NA
cell_500,2,3,2,2,2,8,0,4,NA,2,11,2,2,2,0,4
cell_501,2,NA,NA,2,2,0,NA,NA,NA,NA,11,2,0,2,0,NA
cell_502,NA,3,2,2,2,5,4,0,2,2,NA,2,0,2,NA,4
cell_503,2,NA,2,2,2,0,NA,2,2,2,11,2,0,2,2,NA
cell_504,2,3,NA,NA,NA,0,0,2,NA,2,NA,2,0,2,0,4
cell_505,2,3,0,2,2,2,0,2,2,2,11,2,0,2,NA,4
cell_506,2,NA,NA,2,2,NA,0,2,2,2,11,2,2,2,0,4
cell_507,2,NA,0,2,2,2,0,108,2,2,11,NA,NA,2,2,4
cell_508,2,NA,0,2,2,2,5,0,NA,2,11,2,0,2,10,4
cell_509,NA,3,3,2,2,2,3,2,2,2,11,NA,0,2,NA,4
cell_510,NA,3,3,2,2,2,0,2,NA,NA,11,2,37,2,0,4
cell_511,2,3,0,2,2,2,5,2,2,2,NA,2,NA,2,0,4
cell_512,2,3,NA,2,NA,2,0,2,NA,2,11,2,5,2,NA,4
cell_513,2,36,NA,2,3,0,NA,5,2,2,2,NA,0,NA,2,2
cell_514,2,NA,0,2,3,0,10,NA,NA,2,2,2,NA,11,NA,2
cell_515,2,36,0,2,3,0,10,5,2,2,2,2,0,11,2,27
cell_516,2,NA,0,2,3,NA,10,5,2,2,2,2,NA,11,2,27
cell_517,2,36,0,2,3,NA,NA,5,2,2,2,2,0,11,2,3
cell_518,2,36,0,2,3,NA,10,5,2,2,2,2,0,11,2,3
cell_519,NA,36,NA,NA,3,0,10,NA,2,2,2,NA,NA,11,2,3
cell_520,2,36,3,NA,3,0,10,5,NA,NA,2,2,12,11,2,3
cell_521,2,36,5,2,NA,0,10,5,2,2,2,NA,0,11,2,2
cell_522,2,36,5,2,3,NA,NA,5,NA,2,NA,NA,NA,11,2,2
cell_523,2,36,0,2,3,0,10,5,NA,2,2,2,4,11,2,NA
cell_524,NA,36,9,2,3,3,10,5,2,2,2,2,4,11,2,2
cell_525,2,36,2,2,NA,NA,10,5,NA,NA,NA,NA,4,NA,2,0
cell_526,NA,36,0,2,3,4,10,5,2,2,2,2,4,NA,2,0
cell_527,2,36,0,2,3,NA,10,5,2,NA,NA,2,NA,NA,2,0
cell_528,NA,36,0,2,3,0,10,NA,2,2,2,2,4,11,2,0
cell_529,2,0,0,NA,3,0,10,5,2,NA,2,2,2,11,2,5
cell_530,NA,NA,0,0,3,0,10,5,NA,0,2,2,2,11,2,NA
cell_531,2,NA,3,NA,3,0,10,5,2,2,2,2,2,11,2,0
cell_532,2,0,0,3,3,0,10,5,2,2,NA,2,2,11,2,NA
cell_533,2,0,2,2,3,2,10,5,2,3,2,2,2,NA,2,2
cell_534,NA,NA,0,NA,NA,2,NA,5,2,3,2,2,2,11,2,2
cell_535,2,0,0,0,3,0,10,5,2,NA,2,2,NA,11,2,0
cell_536,2,0,0,0,NA,0,10,5,2,NA,2,2,2,11,2,0
cell_537,2,5,0,8,3,6,10,5,2,10,2,2,0,11,2,2
cell_538,2,5,0,NA,3,6,10,5,2,NA,NA,2,0,11,2,2
cell_539,NA,5,0,NA,3,6,10,5,2,10,2,NA,3,11,2,2
cell_540,2,NA,NA,NA,3,6,10,5,2,10,2,2,NA,11,2,NA
cell_541,2,NA,0,2,3,6,10,5,2,NA,NA,2,0,11,2,2
cell_542,2,0,0,2,3,6,10,5,2,10,2,NA,0,11,2,2
cell_543,2,NA,3,0,3,6,10,NA,2,10,2,2,NA,11,2,2
cell_544,2,2,NA,0,3,6,10,5,2,10,NA,NA,0,11,2,2
cell_545,2,2,NA,4,3,0,10,5,2,2,2,2,2,11,2,5
cell_546,2,2,3,NA,3,0,NA,NA,2,NA,NA,2,2,11,2,5
cell_547,2,NA,3,5,3,3,NA,5,2,NA,2,2,2,11,2,5
cell_548,2,2,NA,NA,3,3,10,5,2,2,2,NA,2,11,NA,5
cell_549,NA,2,3,NA,NA,2,NA,5,2,2,2,NA,2,NA,2,0
cell_550,NA,2,3,NA,3,0,NA,5,NA,2,2,2,2,11,2,NA
cell_551,2,NA,3,NA,NA,0,NA,5,2,2,2,2,2,NA,2,0
cell_552,2,2,3,0,3,0,NA,NA,2,NA,2,NA,2,11,NA,0
cell_553,2,2,3,0,3,2,NA,5,2,0,2,2,2,11,2,2
cell_554,NA,2,NA,NA,NA,0,NA,5,2,0,2,2,2,11,NA,2
cell_555,NA,NA,3,0,3,0,NA,5,2,3,2,2,2,11,2,2
cell_556,2,NA,3,0,NA,0,NA,NA,NA,3,2,2,2,11,2,2
cell_557,NA,NA,3,0,3,2,NA,5,2,2,2,2,2,11,2,2
cell_558,2,NA,3,0,3,NA,10,5,2,NA,2,2,2,11,2,2
cell_559,2,NA,3,8,3,2,10,NA,2,2,2,2,2,11,2,2
cell_560,2,2,3,8,NA,2,10,NA,2,2,2,2,2,11,2,2
cell_561,NA,5,3,0,NA,NA,10,5,2,NA,2,2,2,11,NA,0
cell_562,NA,5,3,0,3,0,NA,5,2,NA,2,2,2,11,2,NA
cell_563,2,0,NA,0,3,0,NA,5,NA,NA,2,2,2,11,2,NA
cell_564,NA,0,3,NA,3,21,10,5,2,2,2,2,NA,11,2,NA
cell_565,2,0,3,2,3,0,10,5,2,2,2,2,2,11,NA,NA
cell_566,2,2,3,2,NA,NA,10,NA,2,NA,NA,2,2,11,2,0
cell_567,2,0,3,0,3,0,NA,5,2,2,2,2,0,11,2,0
cell_568,2,NA,3,2,NA,2,10,5,NA,2,NA,NA,NA,11,2,0
cell_569,2,NA,3,3,NA,0,10,5,NA,0,2,2,NA,11,2,9
cell_570,2,NA,3,NA,NA,2,10,NA,NA,0,2,2,0,11,2,9
cell_571,2,4,3,0,3,NA,10,5,2,4,2,2,5,11,NA,2
cell_572,2,4,3,0,3,0,NA,5,2,4,2,2,0,11,2,0
cell_573,2,2,3,14,3,2,10,NA,2,2,2,2,0,11,2,NA
cell_574,2,0,3,3,3,2,NA,NA,2,2,2,NA,0,11,2,0
cell_575,2,0,3,0,3,2,10,5,2,2,2,2,3,11,2,3
cell_576,2,0,3,0,3,NA,10,NA,2,2,2,2,3,11,NA,3
cell_577,4,NA,2,NA,5,2,2,NA,2,5,2,2,0,NA,2,NA
cell_578,4,NA,0,2,0,2,2,NA,NA,5,NA,2,0,11,2,2
cell_579,4,NA,2,2,0,2,2,5,NA,NA,2,2,0,11,2,2
cell_580,4,2,0,2,0,2,NA,5,2,5,NA,NA,0,11,NA,2
cell_581,NA,NA,0,2,0,2,2,5,2,5,2,NA,0,11,2,2
cell_582,4,2,0,2,0,2,2,5,2,5,NA,NA,2,11,2,NA
cell_583,4,2,0,2,2,2,2,5,2,5,2,2,NA,11,2,2
cell_584,4,2,0,2,2,2,2,5,NA,5,2,NA,NA,11,2,2
cell_585,4,NA,3,2,0,2,NA,5,2,5,NA,2,NA,11,2,2
cell_586,4,2,NA,2,0,2,2,NA,2,5,2,2,NA,11,NA,2
cell_587,NA,2,3,NA,2,5,2,NA,2,5,NA,NA,0,11,2,2
cell_588,4,NA,NA,2,3,0,2,5,2,5,2,2,0,11,2,2
cell_589,NA,2,0,2,2,2,2,5,2,NA,2,2,NA,11,2,NA
cell_590,4,2,NA,2,2,0,2,5,NA,5,2,NA,3,11,NA,2
cell_591,4,2,0,NA,2,0,NA,5,2,5,2,2,NA,11,2,2
cell_592,4,2,0,2,2,0,2,5,2,5,2,2,3,11,2,2
cell_593,4,2,2,NA,4,8,2,5,2,0,2,2,5,11,2,2
cell_594,NA,NA,2,2,0,0,2,5,2,NA,2,NA,5,NA,2,2
cell_595,NA,2,2,NA,2,0,2,5,2,2,NA,2,2,11,2,2
cell_596,4,2,2,3,2,0,NA,5,2,0,2,2,2,11,NA,2
cell_597,NA,2,2,0,NA,5,2,NA,2,0,2,2,5,NA,2,2
cell_598,NA,2,2,NA,0,2,2,5,2,0,2,2,5,11,2,2
cell_599,NA,NA,NA,NA,0,6,2,5,2,NA,2,2,3,11,2,2
cell_600,4,NA,2,NA,0,0,2,NA,2,0,2,2,0,NA,2,2
cell_601,NA,2,0,2,2,0,2,5,2,0,2,NA,3,11,NA,2
cell_602,4,2,NA,2,2,0,2,5,2,0,2,2,3,11,2,2
cell_603,4,NA,NA,2,2,2,2,NA,2,0,2,2,3,11,2,2
cell_604,4,2,NA,2,2,2,2,5,2,0,2,2,3,11,2,NA
cell_605,4,2,2,NA,2,4,2,5,2,7,2,NA,3,11,2,2
cell_606,4,NA,0,2,NA,4,2,5,NA,7,2,2,3,NA,2,2
cell_607,NA,2,0,2,2,4,2,5,2,2,2,2,3,11,2,2
cell_608,NA,2,NA,2,2,4,2,5,2,2,2,2,NA,11,2,NA
cell_609,4,NA,2,3,NA,NA,0,5,2,2,2,2,0,11,2,2
cell_610,4,2,0,3,NA,2,0,5,2,NA,NA,2,0,NA,2,2
cell_611,4,2,2,3,5,NA,0,5,2,0,NA,2,0,NA,2,NA
cell_612,NA,2,2,3,5,2,0,5,2,4,2,2,NA,11,NA,2
cell_613,4,NA,0,3,5,2,NA,5,NA,0,2,2,2,11,2,NA
cell_614,4,2,0,NA,5,NA,0,5,2,2,2,2,NA,11,2,2
cell_615,4,2,0,0,5,2,0,NA,2,NA,2,2,2,11,2,2
cell_616,4,2,2,0,5,NA,0,5,2,0,2,2,2,NA,NA,2
cell_617,4,2,0,0,5,2,NA,5,2,NA,2,NA,0,NA,2,2
cell_618,4,2,2,NA,5,2,12,5,NA,2,2,2,0,NA,2,2
cell_619,4,2,0,0,5,2,0,5,2,5,2,2,0,11,2,2
cell_620,4,2,NA,0,5,2,0,5,NA,5,2,2,NA,NA,NA,2
cell_621,4,2,0,3,5,2,0,5,2,0,2,2,2,11,NA,2
cell_622,NA,2,NA,3,5,2,0,5,2,0,2,2,2,11,NA,2
cell_623,4,2,3,5,NA,2,0,5,2,3,2,2,2,NA,2,2
cell_624,4,2,3,NA,NA,2,NA,NA,2,0,2,2,NA,11,2,NA
cell_625,4,2,NA,NA,5,NA,0,5,2,NA,2,2,3,11,2,2
cell_626,NA,NA,8,2,5,2,0,5,2,4,2,2,3,NA,2,NA
cell_627,4,2,NA,2,5,2,0,NA,2,4,2,2,3,NA,2,2
cell_628,NA,2,NA,2,5,2,0,5,2,4,2,2,3,11,NA,2
cell_629,NA,2,8,2,5,NA,0,5,2,2,2,2,3,11,2,2
cell_630,4,2,8,2,5,2,2,NA,2,2,2,2,3,11,2,2
cell_631,4,2,NA,2,5,2,NA,NA,2,2,2,2,3,11,NA,2
cell_632,4,NA,8,2,5,NA,NA,5,2,2,2,2,3,NA,NA,2
cell_633,4,2,NA,2,5,NA,2,5,2,0,NA,2,0,11,2,NA
cell_634,NA,NA,NA,2,NA,2,2,NA,NA,0,2,2,0,11,2,2
cell_635,4,NA,8,2,5,2,2,5,2,NA,2,2,NA,11,2,2
cell_636,NA,2,8,NA,5,2,2,NA,NA,NA,2,2,NA,11,NA,NA
cell_637,4,2,NA,2,5,2,0,5,NA,2,2,2,0,11,NA,2
cell_638,4,2,8,2,5,2,0,5,2,2,2,2,0,11,2,NA
cell_639,4,2,8,2,5,2,NA,5,2,NA,2,2,2,11,2,2
cell_640,4,2,8,2,NA,2,0,5,2,2,2,2,2,11,2,2
cell_641,3,2,0,0,0,NA,0,5,2,2,2,2,2,11,NA,NA
cell_642,3,NA,0,0,NA,0,0,NA,2,2,NA,2,2,NA,NA,3
cell_643,3,2,0,NA,2,0,0,5,NA,2,NA,2,2,11,2,20
cell_644,3,2,2,NA,2,0,NA,5,2,NA,2,NA,0,11,2,20
cell_645,3,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_646,3,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_647,3,NA,0,5,NA,0,5,5,2,2,NA,2,0,11,NA,0
cell_648,3,NA,0,5,0,2,5,NA,2,2,2,2,NA,11,NA,2
cell_649,NA,6,0,NA,0,0,2,5,2,NA,NA,2,3,11,2,12
cell_650,3,6,0,NA,0,0,NA,5,2,2,2,2,3,11,NA,0
cell_651,3,6,NA,NA,NA,NA,2,NA,2,0,2,2,NA,11,NA,0
cell_652,3,6,5,NA,2,0,2,5,2,0,2,2,3,11,2,0
cell_653,3,6,3,5,2,0,0,5,2,NA,NA,2,3,11,NA,0
cell_654,3,6,3,5,2,2,0,5,2,NA,2,2,3,11,2,0
cell_655,NA,6,0,5,2,0,0,NA,2,3,2,2,3,11,NA,0
cell_656,3,6,0,5,2,0,0,5,2,3,NA,2,3,11,2,0
cell_657,3,0,0,0,3,NA,0,5,NA,2,2,2,0,11,2,0
cell_658,NA,0,NA,2,NA,2,0,5,2,2,NA,2,0,11,2,0
cell_659,NA,2,0,11,3,2,0,5,2,2,NA,NA,NA,NA,2,2
cell_660,3,2,0,11,3,2,NA,5,2,2,2,2,0,11,2,2
cell_661,3,2,0,4,3,2,0,5,2,0,2,2,3,11,2,2
cell_662,3,2,0,4,3,NA,0,5,2,0,2,2,3,11,2,2
cell_663,3,2,0,4,3,2,0,5,NA,0,NA,2,0,11,2,2
cell_664,3,NA,0,NA,3,NA,0,5,NA,NA,2,2,0,11,NA,2
cell_665,NA,5,NA,2,0,2,3,5,2,NA,2,2,0,11,2,NA
cell_666,3,0,2,2,4,2,3,5,NA,0,2,2,0,NA,2,2
cell_667,3,0,2,2,NA,2,3,5,2,2,2,NA,NA,11,2,2
cell_668,3,0,2,2,2,2,3,NA,NA,0,2,2,NA,11,2,2
cell_669,3,0,2,0,NA,2,3,5,NA,3,2,2,2,11,NA,2
cell_670,3,0,NA,0,2,2,3,5,2,3,NA,2,2,11,2,NA
cell_671,NA,NA,NA,0,4,NA,3,5,2,0,NA,2,NA,11,2,2
cell_672,3,NA,2,2,4,NA,3,5,2,0,2,2,2,11,2,NA
cell_673,NA,NA,3,0,3,NA,0,5,2,2,2,2,0,11,NA,2
cell_674,0,8,3,0,3,2,0,5,2,0,2,2,0,NA,2,NA
cell_675,0,8,3,0,3,8,0,5,2,26,2,2,2,11,NA,2
cell_676,NA,8,NA,NA,3,8,NA,5,2,NA,NA,NA,0,11,2,2
cell_677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,11,2,2
cell_678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,11,2,2
cell_679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,11,NA,2
cell_680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,11,2,2
cell_681,0,NA,3,0,NA,3,0,5,2,NA,2,2,0,11,2,2
cell_682,0,3,3,0,3,NA,2,NA,2,2,2,2,0,11,NA,2
