,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_87,9,NA,2,2,5,2,NA,NA,NA,NA,5,25
cell_88,9,3,2,2,5,2,NA,NA,NA,NA,5,25
cell_89,9,3,2,2,0,2,NA,NA,NA,NA,5,0
cell_90,9,3,2,2,0,2,NA,NA,NA,NA,5,2
cell_91,9,3,2,2,NA,2,NA,NA,NA,NA,5,0
cell_92,NA,3,2,NA,NA,2,NA,NA,NA,NA,5,2
cell_93,9,NA,2,2,0,2,NA,NA,NA,NA,5,2
cell_94,NA,3,2,NA,0,2,NA,NA,NA,NA,5,2
cell_95,9,3,2,2,0,2,NA,NA,NA,NA,5,2
cell_96,9,3,2,2,3,2,NA,NA,NA,NA,5,2
cell_97,NA,3,2,2,2,2,2,NA,12,NA,5,5
cell_98,9,3,NA,2,2,2,2,NA,12,2,5,NA
cell_99,9,3,2,2,2,2,NA,2,12,2,NA,0
cell_100,9,3,2,2,2,2,2,NA,12,2,5,0
cell_101,9,3,2,2,2,2,2,2,12,2,5,NA
cell_102,9,3,2,2,2,2,2,2,12,NA,5,NA
cell_103,9,3,2,2,2,NA,2,2,12,2,NA,3
cell_104,NA,3,2,2,2,2,2,2,NA,2,5,3
cell_105,9,NA,NA,NA,2,2,0,2,NA,NA,5,27
cell_106,9,3,2,2,2,2,NA,2,12,2,5,27
cell_107,9,NA,2,2,NA,2,0,2,12,NA,5,27
cell_108,9,3,2,NA,2,2,0,NA,12,5,NA,27
cell_109,9,3,2,NA,0,2,0,2,NA,0,5,27
cell_110,9,3,2,NA,0,2,NA,2,12,0,5,27
cell_111,9,NA,NA,2,2,2,0,NA,12,37,NA,NA
cell_112,9,3,2,2,0,2,0,2,NA,0,5,NA
cell_113,9,3,21,2,4,2,NA,2,12,NA,5,0
cell_114,9,3,21,NA,4,2,0,2,12,0,5,2
cell_115,NA,3,21,2,4,NA,0,NA,NA,0,5,0
cell_116,NA,3,21,2,4,2,65,NA,12,NA,5,0
cell_117,9,3,21,2,4,2,0,NA,12,0,5,NA
cell_118,9,3,NA,2,4,NA,0,2,NA,NA,NA,2
cell_119,9,3,21,2,4,NA,0,2,12,2,NA,2
cell_120,9,3,21,2,NA,2,3,2,12,2,5,2
cell_121,9,NA,21,2,4,2,2,NA,12,2,5,0
cell_122,NA,3,21,2,4,2,0,NA,12,NA,NA,0
cell_123,9,3,21,2,NA,2,NA,2,12,2,5,21
cell_124,NA,3,NA,2,4,2,0,2,NA,2,5,0
cell_125,9,3,21,NA,4,NA,0,2,12,3,5,0
cell_126,9,3,NA,NA,NA,NA,0,2,NA,2,5,0
cell_127,9,NA,21,2,4,2,0,2,NA,0,5,0
cell_128,9,3,21,2,4,2,2,2,12,12,5,0
cell_129,0,3,2,2,NA,0,2,2,8,2,5,2
cell_130,0,3,2,2,0,NA,0,NA,8,2,5,2
cell_131,0,3,NA,2,0,2,NA,2,NA,2,5,NA
cell_132,NA,NA,2,NA,0,0,0,2,NA,2,5,2
cell_133,2,3,2,2,NA,2,NA,2,8,2,5,2
cell_134,0,3,2,2,0,NA,0,NA,8,NA,5,2
cell_135,2,NA,2,2,2,0,0,2,8,2,5,2
cell_136,NA,3,2,2,2,0,0,2,8,2,5,NA
cell_137,NA,3,2,2,0,5,0,2,8,NA,NA,2
cell_138,0,3,2,2,0,NA,0,2,8,NA,NA,2
cell_139,NA,NA,NA,NA,NA,5,NA,NA,NA,2,5,2
cell_140,NA,NA,NA,NA,NA,5,0,2,NA,2,NA,2
cell_141,0,3,NA,NA,NA,5,NA,2,8,NA,5,2
cell_142,0,3,2,2,NA,5,0,2,8,2,5,NA
cell_143,NA,NA,NA,NA,NA,5,2,2,NA,NA,5,2
cell_144,NA,3,NA,NA,2,5,NA,NA,8,NA,5,2
cell_145,3,NA,2,2,20,0,0,NA,8,2,5,2
cell_146,3,NA,2,2,20,NA,NA,2,NA,2,5,NA
cell_147,3,5,2,2,20,5,0,NA,8,NA,5,2
cell_148,3,NA,2,2,20,5,2,2,8,2,5,2
cell_149,3,5,2,2,20,2,2,2,NA,NA,5,NA
cell_150,3,5,2,NA,20,NA,2,2,8,2,5,NA
cell_151,NA,5,2,NA,20,2,2,2,NA,NA,5,2
cell_152,3,5,2,NA,20,2,2,2,NA,2,5,2
cell_153,3,0,NA,2,20,0,4,2,8,2,NA,2
cell_154,3,2,2,2,20,0,4,NA,8,2,5,2
cell_155,3,NA,2,2,NA,NA,NA,2,8,2,NA,2
cell_156,3,0,2,2,NA,3,4,2,8,NA,5,2
cell_157,3,2,2,2,20,0,5,2,8,NA,5,2
cell_158,NA,2,2,2,NA,0,NA,2,8,2,NA,2
cell_159,3,2,2,2,20,0,2,2,8,2,5,2
cell_160,3,2,2,2,NA,0,0,2,8,2,5,2
cell_161,2,10,2,2,2,2,2,2,5,NA,5,2
cell_162,NA,NA,NA,2,2,2,2,2,5,NA,5,2
cell_163,2,NA,2,2,2,2,2,NA,5,NA,5,2
cell_164,NA,NA,2,2,2,NA,2,2,5,2,5,2
cell_165,2,10,2,NA,2,NA,2,2,5,2,5,2
cell_166,NA,NA,2,2,2,2,2,NA,5,NA,5,2
cell_167,2,10,NA,2,2,2,2,2,NA,NA,5,2
cell_168,2,10,2,NA,2,NA,2,2,5,NA,5,2
cell_169,3,10,2,2,2,2,NA,NA,NA,2,NA,2
cell_170,NA,10,2,NA,2,2,NA,2,5,NA,5,2
cell_171,3,10,2,NA,2,2,2,2,5,2,5,2
cell_172,NA,10,2,NA,2,2,2,2,5,2,5,2
cell_173,2,10,2,NA,2,2,2,NA,5,NA,5,2
cell_174,2,NA,2,2,2,2,2,2,5,2,5,2
cell_175,0,NA,2,2,2,2,2,2,5,NA,NA,2
cell_176,0,NA,2,2,2,NA,2,NA,5,2,NA,NA
cell_177,0,2,2,2,NA,2,2,2,5,2,NA,2
cell_178,2,2,NA,2,NA,2,2,2,5,NA,5,2
cell_179,5,0,2,2,2,2,2,2,5,2,5,2
cell_180,0,0,2,NA,2,2,NA,2,5,2,5,2
cell_181,0,0,2,NA,NA,2,2,2,5,2,NA,2
cell_182,0,14,2,2,2,NA,NA,NA,NA,NA,5,2
cell_183,4,3,2,2,2,2,2,2,5,2,5,NA
cell_184,0,3,2,2,2,2,2,2,5,2,NA,2
cell_185,0,4,2,2,2,NA,2,2,NA,NA,5,2
cell_186,NA,0,2,2,2,2,NA,NA,5,2,NA,NA
cell_187,3,0,2,2,NA,2,2,NA,5,NA,5,2
cell_188,3,NA,2,2,NA,2,NA,NA,NA,NA,5,NA
cell_189,0,0,2,NA,2,2,2,2,5,2,NA,NA
cell_190,0,0,2,2,2,2,2,NA,5,2,NA,2
cell_191,NA,5,2,2,2,NA,2,2,5,2,5,2
cell_192,0,NA,2,2,NA,NA,2,2,5,2,5,2
cell_193,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,2
cell_194,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2
cell_195,NA,NA,NA,NA,NA,NA,NA,2,2,0,5,2
cell_196,NA,NA,NA,NA,NA,NA,NA,2,2,0,5,2
cell_197,NA,NA,NA,NA,NA,NA,NA,2,2,NA,5,2
cell_198,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2
cell_199,NA,NA,NA,NA,NA,NA,NA,2,2,0,5,2
cell_200,NA,NA,NA,NA,NA,NA,NA,2,2,0,5,2
cell_201,NA,NA,NA,NA,NA,NA,NA,2,NA,0,5,2
cell_202,NA,NA,NA,NA,NA,NA,NA,2,0,0,5,2
cell_203,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA
cell_204,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2
cell_205,NA,NA,NA,NA,NA,NA,NA,2,NA,2,5,2
cell_206,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2
cell_207,NA,NA,NA,NA,NA,NA,NA,2,0,2,5,2
cell_208,NA,NA,NA,NA,NA,NA,NA,2,2,NA,5,2
cell_209,2,NA,3,2,2,2,2,2,2,0,5,2
cell_210,2,6,0,2,2,0,2,NA,NA,0,5,2
cell_211,2,2,3,2,NA,0,2,2,2,0,5,NA
cell_212,NA,2,3,2,2,3,2,2,NA,0,5,2
cell_213,2,0,2,NA,2,2,2,NA,2,0,5,2
cell_214,NA,0,0,2,2,NA,2,2,2,NA,5,2
cell_215,NA,NA,0,2,NA,4,NA,NA,2,2,5,2
cell_216,0,0,0,2,2,NA,NA,NA,2,NA,5,2
cell_217,0,2,4,2,2,0,2,2,2,2,5,2
cell_218,0,2,4,2,0,0,NA,NA,2,2,5,NA
cell_219,2,NA,0,2,0,0,2,2,NA,2,5,2
cell_220,0,NA,0,2,NA,0,2,NA,2,2,5,2
cell_221,7,2,24,2,NA,4,2,2,2,NA,5,NA
cell_222,7,NA,24,2,2,4,2,2,2,2,5,NA
cell_223,7,0,24,2,2,4,2,2,2,NA,5,2
cell_224,7,0,NA,2,NA,4,2,2,2,2,5,2
cell_225,2,4,2,2,NA,5,2,2,10,NA,5,2
cell_226,2,NA,2,2,57,NA,2,NA,10,0,5,2
cell_227,0,NA,2,2,57,5,2,2,10,0,5,2
cell_228,2,4,2,2,57,5,2,2,10,0,5,NA
cell_229,2,NA,2,2,0,5,2,2,10,0,5,2
cell_230,0,4,NA,2,0,5,2,2,10,0,5,2
cell_231,0,4,2,2,0,NA,0,NA,10,16,5,2
cell_232,NA,4,2,NA,2,NA,0,2,10,16,5,2
cell_233,0,4,2,2,NA,5,NA,NA,10,2,NA,2
cell_234,0,NA,2,2,0,5,NA,2,10,2,5,2
cell_235,NA,4,2,2,2,5,NA,2,10,2,5,2
cell_236,0,4,2,2,NA,5,0,2,10,2,5,2
cell_237,5,4,2,2,NA,5,5,2,10,2,5,2
cell_238,0,NA,NA,NA,0,5,NA,NA,10,2,5,NA
cell_239,3,NA,2,NA,NA,NA,0,2,10,NA,5,2
cell_240,3,4,2,NA,0,NA,0,2,10,2,5,2
cell_241,NA,3,2,2,NA,NA,30,NA,10,4,5,NA
cell_242,NA,NA,2,2,NA,NA,30,2,NA,4,5,2
cell_243,2,3,2,2,2,5,NA,2,10,5,5,2
cell_244,2,3,NA,2,2,NA,30,2,10,0,5,2
cell_245,NA,3,2,2,2,5,11,NA,10,NA,NA,2
cell_246,NA,3,2,2,2,5,11,2,10,0,5,NA
cell_247,NA,3,2,2,2,NA,11,2,10,0,5,2
cell_248,2,3,2,2,2,5,11,2,10,0,NA,NA
cell_249,2,NA,2,2,NA,5,0,2,NA,0,5,2
cell_250,2,3,NA,NA,2,5,0,NA,NA,9,NA,NA
cell_251,2,3,2,2,2,5,15,NA,10,0,5,2
cell_252,2,3,2,2,2,5,2,2,10,0,5,2
cell_253,NA,3,2,2,2,5,0,2,10,0,5,NA
cell_254,NA,3,NA,2,2,5,0,2,NA,0,5,2
cell_255,2,3,NA,2,2,NA,5,2,10,2,5,2
cell_256,2,3,2,NA,NA,5,NA,2,10,0,5,2
cell_257,0,2,2,NA,2,5,3,2,2,3,NA,2
cell_258,0,2,2,2,2,5,NA,2,NA,3,2,2
cell_259,0,2,2,2,2,5,0,NA,2,3,0,2
cell_260,0,2,NA,2,2,5,0,2,NA,3,0,NA
cell_261,0,2,2,2,2,5,2,2,NA,3,NA,2
cell_262,0,2,NA,2,2,5,NA,NA,NA,3,0,2
cell_263,0,2,NA,2,2,5,NA,2,2,3,NA,2
cell_264,3,2,2,NA,2,5,2,2,2,NA,5,2
cell_265,NA,NA,2,2,2,NA,NA,2,2,3,2,NA
cell_266,5,2,2,2,2,5,3,2,2,NA,2,NA
cell_267,5,2,2,2,2,5,NA,2,2,0,2,2
cell_268,5,2,2,2,2,NA,3,2,NA,0,2,2
cell_269,5,2,2,2,2,5,2,NA,2,NA,2,2
cell_270,5,2,2,2,2,5,2,2,2,0,2,2
cell_271,5,NA,2,2,2,5,8,2,2,0,2,2
cell_272,5,2,2,2,2,5,2,2,2,0,2,2
cell_273,3,NA,2,2,2,5,0,NA,2,0,2,2
cell_274,3,2,2,2,2,5,0,2,2,2,NA,2
cell_275,3,2,2,2,2,5,0,2,2,3,NA,2
cell_276,3,2,2,2,2,5,0,2,NA,3,2,2
cell_277,3,2,2,2,2,5,0,2,2,5,0,NA
cell_278,3,2,2,2,NA,5,0,NA,2,NA,0,2
cell_279,3,2,2,2,2,NA,2,2,2,NA,0,2
cell_280,3,2,2,2,NA,5,2,2,2,0,2,2
cell_281,3,2,2,2,2,5,0,2,2,2,NA,2
cell_282,3,2,NA,2,2,5,0,2,2,2,NA,2
cell_283,3,2,2,2,2,5,NA,2,NA,2,7,2
cell_284,3,2,2,2,2,5,NA,2,2,2,7,NA
cell_285,NA,2,2,2,NA,5,12,NA,2,NA,0,NA
cell_286,NA,2,2,NA,2,5,NA,2,2,2,0,2
cell_287,3,2,2,2,2,5,NA,2,2,NA,0,2
cell_288,NA,2,NA,2,2,NA,NA,2,2,2,0,2
cell_289,2,NA,2,2,2,5,3,2,2,NA,17,2
cell_290,2,2,NA,2,2,5,3,2,2,NA,17,NA
cell_291,2,2,NA,NA,2,5,3,2,2,NA,0,2
cell_292,2,2,2,2,2,5,NA,2,2,2,0,2
cell_293,0,2,2,2,2,5,3,2,NA,2,0,2
cell_294,0,2,2,2,2,5,3,2,2,NA,NA,2
cell_295,3,NA,2,NA,2,5,3,2,2,2,0,2
cell_296,3,NA,2,2,2,5,NA,2,NA,2,0,NA
cell_297,2,2,2,2,2,5,3,NA,2,2,0,NA
cell_298,2,2,2,2,NA,5,3,2,2,2,0,2
cell_299,NA,2,NA,2,2,NA,3,NA,NA,2,NA,2
cell_300,2,NA,2,2,NA,5,3,2,2,2,0,2
cell_301,0,NA,2,2,2,5,3,2,NA,2,3,2
cell_302,NA,NA,NA,2,NA,5,3,2,NA,NA,3,NA
cell_303,0,2,2,2,2,5,3,2,NA,2,NA,2
cell_304,2,2,NA,NA,2,5,3,2,2,2,NA,2
cell_305,0,2,2,2,2,5,3,NA,2,NA,NA,2
cell_306,0,NA,2,2,2,5,3,2,2,0,2,2
cell_307,0,2,2,NA,2,5,3,2,2,NA,NA,2
cell_308,0,2,2,2,2,5,NA,NA,2,2,2,2
cell_309,4,2,2,2,2,5,3,2,2,0,NA,2
cell_310,4,2,2,2,2,5,3,2,2,6,0,2
cell_311,0,2,2,NA,2,5,3,2,2,0,0,2
cell_312,NA,2,NA,2,NA,5,3,NA,2,0,NA,2
cell_313,5,2,2,2,2,5,NA,2,NA,0,17,2
cell_314,5,2,2,2,NA,5,3,2,2,0,NA,2
cell_315,NA,2,2,2,2,5,3,2,2,NA,17,2
cell_316,5,2,2,NA,2,5,3,2,2,0,17,2
cell_317,5,2,2,2,2,5,3,2,2,2,0,2
cell_318,5,2,NA,NA,2,5,NA,2,2,2,0,2
cell_319,5,2,2,2,NA,5,3,2,2,0,NA,2
cell_320,5,2,2,2,2,5,3,2,2,20,0,2
cell_321,2,2,2,2,2,5,5,2,2,2,2,2
cell_322,NA,2,2,2,2,5,5,2,2,2,NA,2
cell_323,2,NA,2,2,2,5,5,NA,2,NA,2,2
cell_324,NA,2,2,2,2,5,5,2,2,NA,2,NA
cell_325,NA,2,2,NA,NA,5,12,2,2,2,2,2
cell_326,2,2,NA,NA,2,NA,NA,2,2,2,2,2
cell_327,2,2,2,2,2,NA,0,2,NA,2,2,2
cell_328,2,2,2,2,2,5,30,NA,2,2,2,2
cell_329,2,2,NA,2,2,5,0,2,2,2,0,NA
cell_330,2,2,2,2,2,NA,0,2,2,2,NA,2
cell_331,2,2,NA,2,2,5,0,2,2,2,3,2
cell_332,2,2,2,2,2,5,0,2,NA,2,3,2
cell_333,2,2,2,2,2,5,NA,2,2,2,0,2
cell_334,NA,2,2,2,2,5,0,2,NA,NA,NA,2
cell_335,2,2,2,2,2,5,0,2,2,NA,0,2
cell_336,2,2,2,2,2,5,0,2,2,2,NA,2
cell_337,2,2,2,2,2,5,0,2,2,2,3,NA
cell_338,2,NA,2,2,2,5,NA,2,2,NA,NA,2
cell_339,2,2,2,2,2,5,NA,2,2,2,NA,2
cell_340,2,2,2,NA,2,5,NA,2,2,2,3,NA
cell_341,NA,2,2,2,NA,5,0,2,NA,2,3,2
cell_342,2,2,2,2,NA,5,0,NA,NA,NA,3,NA
cell_343,2,NA,2,2,NA,5,0,2,NA,2,3,2
cell_344,2,2,2,NA,2,5,NA,2,2,NA,3,2
cell_345,2,2,NA,2,2,NA,0,2,2,NA,0,2
cell_346,2,2,NA,NA,2,5,0,2,2,2,3,NA
cell_347,NA,2,NA,2,2,NA,3,2,2,2,0,2
cell_348,2,2,2,2,NA,5,3,NA,2,2,0,NA
cell_349,2,2,2,2,2,5,5,2,2,NA,5,2
cell_350,2,NA,2,NA,2,5,0,2,2,2,0,2
cell_351,2,NA,2,2,2,5,NA,NA,2,NA,0,2
cell_352,2,2,NA,2,2,5,0,2,2,2,0,2
cell_353,2,NA,2,NA,2,5,NA,2,2,2,2,2
cell_354,NA,2,2,2,2,5,2,NA,2,2,2,2
cell_355,2,2,NA,NA,2,NA,2,2,NA,2,0,2
cell_356,NA,2,2,NA,2,5,2,2,2,2,5,NA
cell_357,2,2,2,NA,2,5,2,2,2,2,0,2
cell_358,2,2,2,2,2,5,2,2,2,2,0,NA
cell_359,2,NA,2,2,2,NA,NA,2,2,2,3,2
cell_360,NA,NA,NA,NA,2,5,2,2,2,2,3,2
cell_361,2,2,2,NA,2,5,2,2,2,2,0,2
cell_362,NA,2,2,2,NA,5,2,2,NA,2,5,2
cell_363,NA,2,2,2,2,5,2,2,2,2,5,2
cell_364,2,2,NA,2,NA,5,2,2,2,2,2,2
cell_365,2,2,2,2,2,5,2,2,2,2,NA,2
cell_366,NA,2,2,2,2,5,2,2,2,2,NA,NA
cell_367,2,2,2,2,2,NA,2,2,2,NA,NA,2
cell_368,2,2,2,2,NA,5,2,2,2,2,5,2
cell_369,2,NA,NA,2,2,5,2,2,2,NA,3,NA
cell_370,2,2,2,2,NA,5,2,2,2,2,3,2
cell_371,2,2,NA,2,2,5,2,2,NA,2,0,NA
cell_372,NA,2,2,2,2,5,2,2,2,2,0,2
cell_373,NA,2,2,2,2,NA,2,2,2,2,0,2
cell_374,2,2,2,2,2,5,NA,2,2,NA,NA,2
cell_375,2,2,2,2,NA,5,2,2,2,NA,NA,2
cell_376,NA,2,2,2,2,NA,2,2,2,NA,0,2
cell_377,2,NA,2,NA,2,5,NA,2,2,2,5,2
cell_378,2,2,2,2,NA,5,2,2,2,2,5,2
cell_379,2,2,NA,NA,2,5,2,2,2,2,0,2
cell_380,2,2,2,2,2,5,2,2,NA,NA,0,2
cell_381,NA,2,NA,2,2,5,NA,2,NA,2,0,2
cell_382,NA,NA,NA,2,2,5,NA,NA,2,2,0,2
cell_383,2,2,2,2,2,5,2,2,2,2,NA,2
cell_384,NA,2,NA,2,NA,5,2,2,NA,2,0,NA
cell_385,NA,2,2,2,2,NA,0,2,2,5,5,22
cell_386,5,2,2,NA,2,2,2,NA,NA,5,5,NA
cell_387,2,NA,2,2,2,2,0,2,2,5,NA,22
cell_388,2,2,2,2,2,2,NA,NA,2,5,5,22
cell_389,2,2,2,2,2,2,0,2,2,5,5,22
cell_390,0,2,NA,NA,2,NA,NA,NA,2,5,NA,22
cell_391,0,2,2,2,2,2,2,NA,2,5,5,22
cell_392,0,2,2,2,2,2,2,2,2,5,NA,22
cell_393,5,2,NA,2,2,8,3,2,2,NA,5,NA
cell_394,5,2,2,2,NA,NA,0,NA,2,5,5,22
cell_395,5,2,2,2,2,8,NA,2,NA,5,5,22
cell_396,5,2,2,2,2,NA,3,2,2,NA,NA,22
cell_397,2,NA,NA,2,2,8,0,2,2,5,5,22
cell_398,2,2,2,2,2,8,0,NA,2,5,NA,22
cell_399,2,NA,2,2,2,8,0,2,2,5,5,22
cell_400,2,NA,NA,NA,2,8,0,NA,NA,NA,5,22
cell_401,3,2,2,2,2,5,0,2,2,0,5,NA
cell_402,3,NA,2,2,2,5,0,2,2,0,5,22
cell_403,3,NA,2,2,2,5,5,2,2,0,5,22
cell_404,3,NA,2,2,2,5,NA,NA,2,0,5,22
cell_405,4,2,2,NA,NA,5,3,2,NA,0,5,22
cell_406,4,2,2,2,2,5,3,2,2,0,5,22
cell_407,4,2,2,NA,2,5,0,2,NA,NA,5,22
cell_408,4,NA,NA,2,2,5,0,2,2,0,NA,NA
cell_409,2,2,NA,2,2,5,0,2,2,0,NA,22
cell_410,2,NA,NA,NA,2,5,0,2,2,NA,5,22
cell_411,2,NA,2,NA,NA,5,0,2,2,0,5,22
cell_412,2,2,2,2,2,5,0,2,2,0,NA,22
cell_413,0,NA,2,2,NA,5,0,2,2,2,5,NA
cell_414,0,2,2,2,2,5,0,2,2,2,5,NA
cell_415,0,2,2,NA,2,5,NA,2,2,2,5,NA
cell_416,0,2,2,2,2,5,0,2,2,NA,NA,22
cell_417,5,2,2,2,2,2,2,2,2,3,5,22
cell_418,NA,2,2,2,2,2,2,2,NA,3,5,NA
cell_419,0,2,2,2,2,2,2,2,2,3,5,22
cell_420,NA,2,2,2,2,2,2,NA,2,3,NA,22
cell_421,2,NA,2,2,2,0,NA,2,NA,3,5,22
cell_422,3,2,2,2,2,0,NA,2,2,3,5,22
cell_423,0,2,NA,2,2,0,8,2,2,3,5,22
cell_424,0,2,2,2,NA,0,8,2,2,3,5,22
cell_425,2,NA,2,2,2,2,2,2,2,3,5,22
cell_426,2,2,2,2,NA,2,2,NA,2,3,NA,22
cell_427,2,NA,2,2,NA,2,2,2,NA,NA,5,22
cell_428,2,2,2,2,2,NA,2,2,2,3,5,22
cell_429,2,NA,NA,NA,NA,2,2,2,2,NA,5,22
cell_430,2,2,2,2,2,2,0,2,2,3,NA,22
cell_431,2,2,NA,NA,NA,NA,0,2,2,3,NA,NA
cell_432,2,2,2,2,2,NA,NA,2,2,3,5,22
cell_433,5,NA,2,2,2,4,NA,2,2,3,5,22
cell_434,0,2,2,2,2,0,2,2,2,3,5,NA
cell_435,NA,2,2,2,2,0,NA,2,NA,NA,5,22
cell_436,NA,NA,2,2,2,2,2,NA,2,3,5,NA
cell_437,0,2,2,2,2,NA,2,2,NA,3,5,22
