pool,figure,panel,x_variable,ncells,N_char,mu,p_ds,p_d,replicate,ngenes,max_walk,p_a,n_cif,n_diff,cif_step,ge_prob,Sigma,N_ms,r_n,seed,case_id,case_index,simulate_attempt,max_walk_used,seed_used,simulator_backend,expression_backend,n_mutated_entries_true,n_wildtype_entries_true,n_missing_entries_true,mutation_fraction_true,missing_fraction_true,n_sampled_states,n_sampled_terminal_states,n_sampled_internal_states,terminal_state_cell_fraction,internal_state_cell_fraction,sampled_states
fig3_mutation,Fig3,A-C,mutation_rate,1024,12,0.3,0.2,0.05,3,500,3,0.8,30,20,1,0.3,0.5,10,9,20269515,fig3_mutation_n1024_char12_mu0p3_sd0p2_hd0p05_rep003,9,1,3,20269515,TedSim_SimulateCIFs,TedSim_CIF2Truecounts,8804,156,3328,0.716471354166667,0.270833333333333,12,3,9,0.8466796875,0.1533203125,1;2;3;5;6;7;8;9;10;11;12;13
