cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
cell_1	0	0	10	48	2	0	5	3	3	2	0	0
cell_2	4	4	10	48	2	0	5	3	3	2	0	0
cell_3	0	0	10	48	2	0	5	3	3	2	0	0
cell_4	0	0	10	48	2	0	5	3	3	2	0	0
cell_5	0	0	10	48	2	0	5	3	3	2	0	0
cell_6	3	0	10	48	2	3	5	3	3	2	0	3
cell_7	0	0	10	48	2	0	5	3	3	0	0	0
cell_8	0	0	10	48	2	0	5	3	3	0	0	0
cell_9	0	0	10	48	2	0	5	3	3	0	2	0
cell_10	0	0	10	48	2	0	5	3	3	0	2	2
cell_11	0	5	10	48	2	0	5	3	3	0	0	0
cell_12	2	0	10	48	2	2	5	3	3	0	0	0
cell_13	3	5	10	48	2	0	5	3	3	0	0	8
cell_14	3	5	10	48	2	0	5	3	3	5	0	8
cell_15	2	0	10	48	2	0	5	3	3	0	0	8
cell_16	30	2	10	48	2	0	5	3	3	0	2	8
cell_17	2	3	2	48	2	5	5	3	3	3	4	0
cell_18	2	3	2	48	2	5	5	3	3	3	4	0
cell_19	2	0	2	48	2	0	5	3	3	3	4	11
cell_20	2	0	2	48	2	0	5	3	3	3	4	11
cell_21	0	0	0	48	2	4	5	3	3	3	4	0
cell_22	0	0	0	48	2	4	5	3	3	3	4	0
cell_23	2	5	3	48	2	4	5	3	3	3	4	0
cell_24	2	5	3	48	2	4	5	3	3	3	4	0
cell_25	0	2	3	48	2	0	5	3	3	4	4	4
cell_26	0	2	3	48	2	0	5	3	3	4	4	4
cell_27	5	0	3	48	2	0	5	3	3	4	4	4
cell_28	5	0	3	48	2	0	5	3	3	4	4	4
cell_29	0	4	0	48	2	0	5	3	3	2	4	4
cell_30	5	4	0	48	2	0	5	3	3	0	4	4
cell_31	0	4	8	48	2	2	5	3	3	2	4	4
cell_32	0	4	8	48	2	2	5	3	3	2	4	4
cell_33	2	3	0	48	2	8	5	4	3	11	0	3
cell_34	2	3	0	48	2	8	5	4	3	11	0	3
cell_35	2	0	0	48	2	8	5	4	3	11	0	3
cell_36	2	0	5	48	2	8	5	4	3	11	0	3
cell_37	2	2	2	48	2	8	5	4	3	11	0	3
cell_38	2	2	2	48	2	8	5	4	3	11	2	3
cell_39	2	2	5	48	2	8	5	4	3	11	0	3
cell_40	2	2	0	48	2	8	5	4	3	11	0	3
cell_41	2	6	2	48	2	8	5	0	3	11	0	3
cell_42	2	6	0	48	2	8	5	0	3	11	2	3
cell_43	2	6	2	48	2	8	5	0	3	11	0	3
cell_44	2	6	2	48	2	8	5	10	3	11	0	3
cell_45	2	0	0	48	2	8	5	0	3	11	0	3
cell_46	2	0	0	48	2	8	5	0	3	11	0	3
cell_47	2	6	0	48	2	8	5	2	3	11	2	3
cell_48	2	6	0	48	2	8	5	2	3	11	2	3
cell_49	2	2	3	48	2	8	5	0	3	11	2	3
cell_50	2	2	3	48	2	8	5	0	3	11	2	3
cell_51	0	2	3	48	2	8	5	0	3	11	2	3
cell_52	0	2	3	48	2	8	5	0	3	11	0	3
cell_53	10	2	3	48	2	8	5	11	3	11	0	3
cell_54	10	2	3	48	2	8	5	11	3	11	0	3
cell_55	0	2	3	48	2	8	5	11	3	11	0	3
cell_56	0	2	3	48	2	8	5	11	3	11	0	3
cell_57	2	0	3	48	2	8	5	2	3	11	5	3
cell_58	0	0	3	48	2	8	5	0	3	11	5	3
cell_59	0	6	3	48	2	8	5	0	3	11	5	3
cell_60	0	5	3	48	2	8	5	0	3	11	5	3
cell_61	0	0	3	48	2	8	5	2	3	11	5	3
cell_62	0	0	3	48	2	8	5	0	3	11	5	3
cell_63	0	0	3	48	2	8	5	0	3	11	5	3
cell_64	0	0	3	48	2	8	5	0	3	11	5	3
cell_65	3	5	2	48	2	2	5	4	2	0	2	2
cell_66	3	5	2	48	2	2	5	4	0	2	2	2
cell_67	0	5	2	48	2	2	5	4	0	0	2	2
cell_68	0	5	2	48	2	2	5	4	2	0	2	2
cell_69	2	5	2	48	2	2	5	4	0	0	2	2
cell_70	0	5	2	48	2	2	5	4	0	0	2	2
cell_71	2	5	2	48	2	2	5	4	0	2	2	2
cell_72	2	5	2	48	2	2	5	4	0	5	2	2
cell_73	0	5	0	48	2	0	5	4	6	0	2	2
cell_74	0	5	2	48	2	0	5	4	6	0	2	2
cell_75	0	5	0	48	2	0	5	4	6	0	2	2
cell_76	0	5	9	48	2	0	5	4	6	0	2	2
cell_77	0	5	10	48	2	0	5	4	6	0	2	2
cell_78	2	5	10	48	2	2	5	4	6	2	2	2
cell_79	0	5	0	48	2	0	5	4	6	0	2	2
cell_80	0	5	0	48	2	0	5	4	6	0	2	2
cell_81	3	5	2	48	2	2	5	4	2	0	2	2
cell_82	3	5	2	48	2	2	5	4	2	0	2	2
cell_83	3	5	2	48	2	2	5	4	2	0	2	2
cell_84	3	5	2	48	2	2	5	4	2	0	2	2
cell_85	0	5	2	48	2	2	5	4	2	2	2	2
cell_86	3	5	2	48	2	2	5	4	2	2	2	2
cell_87	0	5	2	48	2	2	5	4	0	5	2	2
cell_88	0	5	2	48	2	2	5	4	0	0	2	2
cell_89	3	5	0	48	2	0	5	4	0	0	2	2
cell_90	3	5	0	48	2	0	5	4	3	2	2	2
cell_91	3	5	3	48	2	2	5	4	0	0	2	2
cell_92	3	5	2	48	2	0	5	4	0	0	2	2
cell_93	0	5	0	48	2	0	5	4	5	12	2	2
cell_94	0	5	0	48	2	5	5	4	5	0	2	2
cell_95	2	5	3	48	2	8	5	4	5	0	2	2
cell_96	2	5	3	48	2	0	5	4	5	0	2	2
cell_97	5	5	3	48	2	0	5	3	5	8	0	5
cell_98	5	5	3	48	2	0	5	3	5	8	0	5
cell_99	5	5	3	48	2	0	5	3	5	8	0	5
cell_100	5	5	3	48	2	0	5	3	5	8	0	5
cell_101	5	5	3	48	2	4	5	3	5	8	3	5
cell_102	5	5	3	48	2	0	5	3	5	8	3	5
cell_103	5	5	3	48	2	0	5	3	5	8	3	5
cell_104	5	5	3	48	2	0	5	3	5	8	3	5
cell_105	5	5	17	48	2	0	5	3	0	8	3	5
cell_106	5	5	17	48	2	0	5	3	0	8	3	5
cell_107	5	5	5	48	2	0	5	3	0	8	3	5
cell_108	5	5	2	48	2	2	5	3	0	8	3	5
cell_109	5	5	0	48	2	0	5	3	2	8	0	5
cell_110	5	5	0	48	2	0	5	3	2	8	0	5
cell_111	5	5	2	48	2	2	5	3	0	8	0	5
cell_112	5	5	2	48	2	2	5	3	0	8	0	5
cell_113	2	5	2	48	2	2	5	2	8	8	0	5
cell_114	2	5	2	48	2	2	5	2	8	8	0	5
cell_115	2	5	2	48	2	2	5	2	8	8	0	5
cell_116	2	5	2	48	2	2	5	2	8	8	0	5
cell_117	0	5	2	48	2	2	5	2	8	8	5	5
cell_118	0	5	2	48	2	2	5	2	8	8	5	5
cell_119	12	5	2	48	2	2	5	2	8	8	0	5
cell_120	0	5	2	48	2	2	5	2	8	8	0	5
cell_121	0	5	2	48	2	2	5	2	3	8	0	5
cell_122	0	5	2	48	2	2	5	2	3	8	0	5
cell_123	0	5	2	48	2	0	5	2	3	8	0	5
cell_124	2	5	2	48	2	0	5	2	3	8	0	5
cell_125	5	5	2	48	2	0	5	2	3	8	0	5
cell_126	5	5	2	48	2	0	5	2	3	8	0	5
cell_127	0	5	2	48	2	12	5	2	3	8	0	5
cell_128	0	5	2	48	2	12	5	2	3	8	0	5
cell_129	0	5	5	48	2	2	5	0	2	4	3	0
cell_130	0	5	5	48	2	2	5	0	2	4	0	0
cell_131	0	5	5	48	2	2	5	0	2	4	5	0
cell_132	0	5	5	48	2	2	5	0	2	4	5	0
