cell_id,state_label,state_type,state_depth,ted_parent_state,ted_cluster,ted_depth,ted_cellID
cell_1,6,internal_or_root,2,5,6,1,1
cell_2,6,internal_or_root,2,5,6,1,2
cell_3,6,internal_or_root,2,5,6,1,3
cell_4,10,internal_or_root,5,8,10,4,4
cell_5,3,terminal,6,13,3,5,5
cell_6,3,terminal,6,13,3,6,6
cell_7,13,internal_or_root,5,12,13,4,7
cell_8,13,internal_or_root,5,12,13,4,8
cell_9,3,terminal,6,13,3,5,9
cell_10,3,terminal,6,13,3,6,10
cell_11,3,terminal,6,13,3,6,11
cell_12,3,terminal,6,13,3,6,12
cell_13,3,terminal,6,13,3,6,13
cell_14,3,terminal,6,13,3,6,14
cell_15,3,terminal,6,13,3,6,15
cell_16,13,internal_or_root,5,12,13,4,16
cell_17,8,internal_or_root,4,7,8,3,17
cell_18,8,internal_or_root,4,7,8,3,18
cell_19,1,terminal,6,9,1,5,19
cell_20,8,internal_or_root,4,7,8,3,20
cell_21,12,internal_or_root,4,11,12,3,21
cell_22,3,terminal,6,13,3,5,22
cell_23,8,internal_or_root,4,7,8,3,23
cell_24,6,internal_or_root,2,5,6,1,24
cell_25,7,internal_or_root,3,6,7,2,25
cell_26,2,terminal,6,10,2,5,26
cell_27,8,internal_or_root,4,7,8,3,27
cell_28,1,terminal,6,9,1,5,28
cell_29,8,internal_or_root,4,7,8,3,29
cell_30,2,terminal,6,10,2,5,30
cell_31,1,terminal,6,9,1,6,31
cell_32,1,terminal,6,9,1,6,32
cell_33,7,internal_or_root,3,6,7,2,33
cell_34,9,internal_or_root,5,8,9,4,34
cell_35,11,internal_or_root,3,6,11,2,35
cell_36,6,internal_or_root,2,5,6,1,36
cell_37,3,terminal,6,13,3,5,37
cell_38,12,internal_or_root,4,11,12,3,38
cell_39,3,terminal,6,13,3,6,39
cell_40,12,internal_or_root,4,11,12,3,40
cell_41,2,terminal,6,10,2,6,41
cell_42,2,terminal,6,10,2,6,42
cell_43,2,terminal,6,10,2,6,43
cell_44,10,internal_or_root,5,8,10,4,44
cell_45,2,terminal,6,10,2,6,45
cell_46,2,terminal,6,10,2,6,46
cell_47,2,terminal,6,10,2,6,47
cell_48,2,terminal,6,10,2,5,48
cell_49,2,terminal,6,10,2,5,49
cell_50,2,terminal,6,10,2,6,50
cell_51,2,terminal,6,10,2,5,51
cell_52,10,internal_or_root,5,8,10,4,52
cell_53,2,terminal,6,10,2,6,53
cell_54,2,terminal,6,10,2,6,54
cell_55,2,terminal,6,10,2,6,55
cell_56,2,terminal,6,10,2,6,56
cell_57,10,internal_or_root,5,8,10,4,57
cell_58,10,internal_or_root,5,8,10,4,58
cell_59,10,internal_or_root,5,8,10,4,59
cell_60,10,internal_or_root,5,8,10,4,60
cell_61,2,terminal,6,10,2,6,61
cell_62,2,terminal,6,10,2,6,62
cell_63,2,terminal,6,10,2,6,63
cell_64,2,terminal,6,10,2,6,64
cell_65,3,terminal,6,13,3,5,65
cell_66,3,terminal,6,13,3,6,66
cell_67,3,terminal,6,13,3,6,67
cell_68,3,terminal,6,13,3,6,68
cell_69,3,terminal,6,13,3,5,69
cell_70,12,internal_or_root,4,11,12,3,70
cell_71,3,terminal,6,13,3,5,71
cell_72,12,internal_or_root,4,11,12,3,72
cell_73,13,internal_or_root,5,12,13,4,73
cell_74,3,terminal,6,13,3,6,74
cell_75,13,internal_or_root,5,12,13,4,75
cell_76,13,internal_or_root,5,12,13,4,76
cell_77,3,terminal,6,13,3,6,77
cell_78,3,terminal,6,13,3,6,78
cell_79,3,terminal,6,13,3,6,79
cell_80,3,terminal,6,13,3,5,80
cell_81,12,internal_or_root,4,11,12,3,81
cell_82,6,internal_or_root,2,5,6,1,82
cell_83,12,internal_or_root,4,11,12,3,83
cell_84,6,internal_or_root,2,5,6,1,84
cell_85,13,internal_or_root,5,12,13,4,85
cell_86,6,internal_or_root,2,5,6,1,86
cell_87,13,internal_or_root,5,12,13,4,87
cell_88,3,terminal,6,13,3,6,88
cell_89,2,terminal,6,10,2,5,89
cell_90,2,terminal,6,10,2,6,90
cell_91,2,terminal,6,10,2,5,91
cell_92,2,terminal,6,10,2,5,92
cell_93,7,internal_or_root,3,6,7,2,93
cell_94,7,internal_or_root,3,6,7,2,94
cell_95,2,terminal,6,10,2,6,95
cell_96,2,terminal,6,10,2,5,96
cell_97,13,internal_or_root,5,12,13,4,97
cell_98,3,terminal,6,13,3,6,98
cell_99,13,internal_or_root,5,12,13,4,99
cell_100,13,internal_or_root,5,12,13,4,100
cell_101,3,terminal,6,13,3,6,101
cell_102,12,internal_or_root,4,11,12,3,102
cell_103,11,internal_or_root,3,6,11,2,103
cell_104,11,internal_or_root,3,6,11,2,104
cell_105,3,terminal,6,13,3,6,105
cell_106,3,terminal,6,13,3,5,106
cell_107,3,terminal,6,13,3,6,107
cell_108,3,terminal,6,13,3,6,108
cell_109,11,internal_or_root,3,6,11,2,109
cell_110,12,internal_or_root,4,11,12,3,110
cell_111,3,terminal,6,13,3,5,111
cell_112,12,internal_or_root,4,11,12,3,112
cell_113,3,terminal,6,13,3,6,113
cell_114,3,terminal,6,13,3,6,114
cell_115,3,terminal,6,13,3,6,115
cell_116,3,terminal,6,13,3,6,116
cell_117,3,terminal,6,13,3,6,117
cell_118,3,terminal,6,13,3,6,118
cell_119,3,terminal,6,13,3,6,119
cell_120,3,terminal,6,13,3,6,120
cell_121,3,terminal,6,13,3,6,121
cell_122,3,terminal,6,13,3,6,122
cell_123,3,terminal,6,13,3,6,123
cell_124,3,terminal,6,13,3,6,124
cell_125,3,terminal,6,13,3,6,125
cell_126,3,terminal,6,13,3,5,126
cell_127,3,terminal,6,13,3,6,127
cell_128,3,terminal,6,13,3,6,128
cell_129,2,terminal,6,10,2,6,129
cell_130,2,terminal,6,10,2,6,130
cell_131,2,terminal,6,10,2,6,131
cell_132,2,terminal,6,10,2,6,132
cell_133,2,terminal,6,10,2,6,133
cell_134,2,terminal,6,10,2,6,134
cell_135,2,terminal,6,10,2,6,135
cell_136,2,terminal,6,10,2,6,136
cell_137,2,terminal,6,10,2,6,137
cell_138,2,terminal,6,10,2,6,138
cell_139,2,terminal,6,10,2,6,139
cell_140,2,terminal,6,10,2,6,140
cell_141,2,terminal,6,10,2,6,141
cell_142,2,terminal,6,10,2,6,142
cell_143,2,terminal,6,10,2,6,143
cell_144,2,terminal,6,10,2,6,144
cell_145,2,terminal,6,10,2,6,145
cell_146,2,terminal,6,10,2,6,146
cell_147,2,terminal,6,10,2,6,147
cell_148,2,terminal,6,10,2,6,148
cell_149,2,terminal,6,10,2,6,149
cell_150,2,terminal,6,10,2,6,150
cell_151,2,terminal,6,10,2,6,151
cell_152,2,terminal,6,10,2,6,152
cell_153,2,terminal,6,10,2,6,153
cell_154,2,terminal,6,10,2,6,154
cell_155,2,terminal,6,10,2,6,155
cell_156,2,terminal,6,10,2,6,156
cell_157,2,terminal,6,10,2,6,157
cell_158,2,terminal,6,10,2,6,158
cell_159,2,terminal,6,10,2,6,159
cell_160,2,terminal,6,10,2,6,160
cell_161,10,internal_or_root,5,8,10,4,161
cell_162,2,terminal,6,10,2,6,162
cell_163,2,terminal,6,10,2,6,163
cell_164,2,terminal,6,10,2,5,164
cell_165,2,terminal,6,10,2,6,165
cell_166,2,terminal,6,10,2,6,166
cell_167,2,terminal,6,10,2,6,167
cell_168,2,terminal,6,10,2,6,168
cell_169,2,terminal,6,10,2,6,169
cell_170,2,terminal,6,10,2,6,170
cell_171,2,terminal,6,10,2,6,171
cell_172,2,terminal,6,10,2,6,172
cell_173,2,terminal,6,10,2,6,173
cell_174,2,terminal,6,10,2,6,174
cell_175,2,terminal,6,10,2,6,175
cell_176,2,terminal,6,10,2,6,176
cell_177,2,terminal,6,10,2,6,177
cell_178,2,terminal,6,10,2,6,178
cell_179,2,terminal,6,10,2,6,179
cell_180,2,terminal,6,10,2,6,180
cell_181,2,terminal,6,10,2,6,181
cell_182,2,terminal,6,10,2,5,182
cell_183,2,terminal,6,10,2,6,183
cell_184,10,internal_or_root,5,8,10,4,184
cell_185,2,terminal,6,10,2,6,185
cell_186,2,terminal,6,10,2,6,186
cell_187,2,terminal,6,10,2,6,187
cell_188,2,terminal,6,10,2,6,188
cell_189,2,terminal,6,10,2,6,189
cell_190,2,terminal,6,10,2,6,190
cell_191,2,terminal,6,10,2,6,191
cell_192,2,terminal,6,10,2,6,192
cell_193,2,terminal,6,10,2,6,193
cell_194,2,terminal,6,10,2,6,194
cell_195,2,terminal,6,10,2,6,195
cell_196,2,terminal,6,10,2,6,196
cell_197,2,terminal,6,10,2,6,197
cell_198,2,terminal,6,10,2,6,198
cell_199,2,terminal,6,10,2,6,199
cell_200,2,terminal,6,10,2,6,200
cell_201,2,terminal,6,10,2,6,201
cell_202,2,terminal,6,10,2,6,202
cell_203,2,terminal,6,10,2,6,203
cell_204,2,terminal,6,10,2,6,204
cell_205,2,terminal,6,10,2,6,205
cell_206,2,terminal,6,10,2,6,206
cell_207,2,terminal,6,10,2,6,207
cell_208,2,terminal,6,10,2,6,208
cell_209,2,terminal,6,10,2,6,209
cell_210,2,terminal,6,10,2,6,210
cell_211,2,terminal,6,10,2,6,211
cell_212,2,terminal,6,10,2,6,212
cell_213,2,terminal,6,10,2,6,213
cell_214,2,terminal,6,10,2,6,214
cell_215,2,terminal,6,10,2,6,215
cell_216,2,terminal,6,10,2,6,216
cell_217,2,terminal,6,10,2,6,217
cell_218,2,terminal,6,10,2,6,218
cell_219,2,terminal,6,10,2,6,219
cell_220,2,terminal,6,10,2,6,220
cell_221,2,terminal,6,10,2,6,221
cell_222,2,terminal,6,10,2,6,222
cell_223,2,terminal,6,10,2,6,223
cell_224,2,terminal,6,10,2,6,224
cell_225,2,terminal,6,10,2,6,225
cell_226,2,terminal,6,10,2,6,226
cell_227,2,terminal,6,10,2,6,227
cell_228,2,terminal,6,10,2,6,228
cell_229,2,terminal,6,10,2,6,229
cell_230,2,terminal,6,10,2,6,230
cell_231,2,terminal,6,10,2,6,231
cell_232,2,terminal,6,10,2,6,232
cell_233,2,terminal,6,10,2,6,233
cell_234,2,terminal,6,10,2,6,234
cell_235,2,terminal,6,10,2,6,235
cell_236,2,terminal,6,10,2,6,236
cell_237,2,terminal,6,10,2,6,237
cell_238,2,terminal,6,10,2,6,238
cell_239,2,terminal,6,10,2,6,239
cell_240,2,terminal,6,10,2,6,240
cell_241,2,terminal,6,10,2,6,241
cell_242,2,terminal,6,10,2,6,242
cell_243,2,terminal,6,10,2,6,243
cell_244,2,terminal,6,10,2,6,244
cell_245,2,terminal,6,10,2,6,245
cell_246,2,terminal,6,10,2,6,246
cell_247,2,terminal,6,10,2,6,247
cell_248,2,terminal,6,10,2,6,248
cell_249,2,terminal,6,10,2,6,249
cell_250,2,terminal,6,10,2,6,250
cell_251,2,terminal,6,10,2,6,251
cell_252,2,terminal,6,10,2,6,252
cell_253,2,terminal,6,10,2,6,253
cell_254,2,terminal,6,10,2,6,254
cell_255,2,terminal,6,10,2,6,255
cell_256,2,terminal,6,10,2,6,256
cell_257,8,internal_or_root,4,7,8,3,257
cell_258,7,internal_or_root,3,6,7,2,258
cell_259,11,internal_or_root,3,6,11,2,259
cell_260,5,internal_or_root,1,4,5,0,260
cell_261,7,internal_or_root,3,6,7,2,261
cell_262,1,terminal,6,9,1,5,262
cell_263,1,terminal,6,9,1,5,263
cell_264,1,terminal,6,9,1,6,264
cell_265,7,internal_or_root,3,6,7,2,265
cell_266,10,internal_or_root,5,8,10,4,266
cell_267,13,internal_or_root,5,12,13,4,267
cell_268,6,internal_or_root,2,5,6,1,268
cell_269,11,internal_or_root,3,6,11,2,269
cell_270,13,internal_or_root,5,12,13,4,270
cell_271,5,internal_or_root,1,4,5,0,271
cell_272,5,internal_or_root,1,4,5,0,272
cell_273,1,terminal,6,9,1,5,273
cell_274,8,internal_or_root,4,7,8,3,274
cell_275,2,terminal,6,10,2,5,275
cell_276,2,terminal,6,10,2,6,276
cell_277,2,terminal,6,10,2,6,277
cell_278,2,terminal,6,10,2,6,278
cell_279,2,terminal,6,10,2,6,279
cell_280,2,terminal,6,10,2,5,280
cell_281,11,internal_or_root,3,6,11,2,281
cell_282,5,internal_or_root,1,4,5,0,282
