,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_62,2,13,0,5,2,3,NA,2,0,NA,NA,2
cell_63,NA,13,NA,5,2,NA,3,NA,NA,11,NA,2
cell_64,2,13,2,NA,2,3,3,NA,2,11,0,NA
cell_65,NA,0,NA,5,NA,NA,0,2,3,2,NA,NA
cell_66,NA,0,NA,5,0,3,NA,NA,3,2,2,NA
cell_67,26,NA,0,5,0,3,NA,2,3,2,2,0
cell_68,26,0,0,NA,0,3,0,2,NA,NA,2,0
cell_69,NA,2,0,5,0,3,0,NA,3,0,2,NA
cell_70,0,2,NA,5,0,3,0,2,3,2,2,0
cell_71,0,2,0,NA,0,3,NA,2,3,2,2,NA
cell_72,0,NA,NA,5,0,3,NA,2,NA,2,NA,0
cell_73,0,11,0,5,NA,3,2,2,0,NA,2,2
cell_74,0,NA,0,NA,0,NA,2,2,2,2,NA,2
cell_75,NA,NA,NA,5,NA,3,2,2,12,NA,2,2
cell_76,0,11,0,5,0,3,2,NA,12,2,2,2
cell_77,2,11,NA,5,0,3,NA,NA,NA,2,2,2
cell_78,NA,11,4,NA,6,3,0,NA,0,2,2,NA
cell_79,2,11,NA,5,0,3,NA,2,NA,2,2,NA
cell_80,NA,11,2,NA,0,3,15,NA,0,2,2,NA
cell_81,0,0,2,NA,2,3,0,2,NA,0,NA,2
cell_82,NA,0,2,NA,0,3,0,2,2,0,NA,2
cell_83,2,0,NA,5,0,3,0,2,2,0,0,2
cell_84,2,0,2,5,0,3,0,2,2,NA,0,2
cell_85,NA,NA,2,5,0,3,34,2,2,NA,0,NA
cell_86,NA,9,2,5,0,3,34,2,NA,0,NA,2
cell_87,NA,0,2,5,0,3,0,NA,NA,0,3,NA
cell_88,0,0,2,5,0,NA,NA,2,2,0,NA,2
cell_89,2,2,NA,5,0,NA,NA,2,2,2,NA,2
cell_90,2,NA,0,5,NA,3,NA,2,2,2,NA,2
cell_91,2,2,0,5,NA,3,0,NA,2,2,2,2
cell_92,NA,2,0,5,0,NA,NA,2,NA,2,2,NA
cell_93,2,NA,0,5,NA,3,0,2,2,NA,NA,2
cell_94,NA,NA,0,5,0,3,0,2,2,2,0,NA
cell_95,NA,NA,NA,5,0,3,NA,NA,2,2,0,2
cell_96,2,0,NA,5,0,3,0,NA,NA,2,0,2
cell_97,NA,NA,0,5,0,3,10,2,0,NA,0,0
cell_98,0,4,0,5,0,3,0,2,0,NA,0,0
cell_99,0,4,0,NA,0,NA,0,2,0,0,NA,2
cell_100,2,4,NA,5,0,3,0,2,0,2,0,5
cell_101,0,4,NA,5,2,3,0,NA,0,3,0,2
cell_102,2,NA,0,5,NA,NA,0,2,0,3,0,2
cell_103,0,4,0,5,2,3,NA,2,0,3,NA,2
cell_104,0,NA,NA,5,2,NA,5,2,0,NA,NA,2
cell_105,2,2,NA,5,NA,3,NA,2,5,0,0,0
cell_106,NA,2,0,NA,2,3,NA,NA,5,0,NA,0
cell_107,2,2,NA,NA,0,NA,NA,2,5,NA,0,0
cell_108,2,NA,28,5,NA,3,NA,NA,5,NA,2,0
cell_109,0,2,0,5,0,3,0,2,NA,0,5,0
cell_110,0,2,0,NA,NA,3,NA,NA,NA,NA,5,0
cell_111,NA,2,0,NA,3,NA,2,NA,NA,0,NA,0
cell_112,0,NA,NA,5,3,NA,0,NA,NA,0,0,0
cell_113,0,NA,NA,NA,5,3,NA,2,4,6,2,0
cell_114,NA,0,5,5,5,3,NA,2,NA,0,2,0
cell_115,0,NA,5,5,5,3,0,2,4,NA,2,NA
cell_116,NA,0,5,5,5,NA,0,2,4,0,2,0
cell_117,0,NA,NA,5,5,NA,0,NA,NA,2,2,0
cell_118,0,NA,NA,5,5,3,NA,2,NA,NA,2,NA
cell_119,NA,2,NA,5,5,NA,0,2,0,2,2,0
cell_120,NA,2,NA,5,5,3,0,2,NA,NA,2,NA
cell_121,NA,NA,NA,NA,NA,NA,0,2,5,0,NA,NA
cell_122,NA,NA,0,5,5,3,0,2,NA,0,NA,0
cell_123,NA,0,0,5,NA,3,0,2,0,0,2,NA
cell_124,NA,NA,NA,5,5,NA,0,2,0,0,NA,0
cell_125,0,NA,0,5,5,3,NA,NA,0,0,2,NA
cell_126,0,NA,0,5,NA,3,NA,NA,0,NA,2,4
cell_127,0,NA,NA,NA,5,3,5,2,NA,0,2,0
cell_128,NA,NA,0,5,5,3,NA,2,NA,2,2,0
cell_129,2,2,NA,3,0,NA,3,NA,NA,2,0,0
cell_130,NA,2,NA,0,0,3,3,2,NA,2,0,0
cell_131,NA,2,5,NA,0,3,3,NA,0,2,NA,2
cell_132,2,NA,5,NA,0,3,3,2,0,2,0,0
cell_133,2,2,5,8,0,3,3,NA,0,NA,0,5
cell_134,2,2,NA,8,0,3,NA,NA,0,2,0,11
cell_135,2,2,5,0,0,NA,3,2,2,2,0,2
cell_136,NA,2,5,2,NA,3,3,2,NA,2,NA,0
cell_137,2,NA,NA,10,NA,3,0,NA,2,0,2,NA
cell_138,2,2,5,NA,2,NA,3,2,2,0,2,0
cell_139,2,2,5,10,2,NA,0,2,2,0,2,NA
cell_140,2,2,NA,10,2,3,0,2,2,NA,2,0
cell_141,NA,2,5,0,NA,3,2,2,NA,NA,2,0
cell_142,2,2,5,0,2,NA,2,NA,0,0,NA,NA
cell_143,NA,2,NA,0,2,NA,NA,2,NA,NA,2,NA
cell_144,2,2,5,0,2,NA,2,2,NA,NA,NA,0
cell_145,NA,2,5,NA,0,3,NA,2,NA,NA,2,NA
cell_146,NA,2,5,0,0,3,NA,NA,2,NA,0,0
cell_147,NA,2,5,NA,NA,NA,3,NA,NA,11,0,NA
cell_148,2,2,NA,NA,0,NA,3,2,NA,11,0,0
cell_149,2,2,5,0,0,NA,2,2,2,0,2,NA
cell_150,2,NA,NA,0,NA,NA,2,NA,NA,0,2,0
cell_151,2,2,NA,0,0,3,0,2,NA,NA,0,0
cell_152,NA,2,5,0,0,3,6,NA,2,0,0,0
cell_153,2,NA,NA,0,0,3,0,2,0,0,0,0
cell_154,2,2,5,0,0,3,0,2,NA,0,0,0
cell_155,NA,2,NA,2,NA,3,0,NA,0,0,2,0
cell_156,2,2,NA,2,0,NA,0,2,NA,NA,2,0
cell_157,2,2,5,0,2,3,0,2,NA,0,0,2
cell_158,2,2,5,NA,2,3,0,2,0,NA,0,2
cell_159,2,2,NA,0,NA,3,0,2,0,0,0,NA
cell_160,2,2,5,0,NA,3,0,2,0,0,NA,NA
cell_161,2,2,5,0,4,3,NA,NA,NA,2,0,NA
cell_162,NA,2,5,NA,NA,NA,NA,2,NA,2,0,0
cell_163,2,NA,5,NA,NA,3,2,2,3,0,NA,0
cell_164,NA,2,NA,NA,4,3,2,2,NA,0,NA,5
cell_165,NA,NA,5,0,NA,3,NA,2,0,0,0,2
cell_166,2,2,5,0,2,3,NA,2,NA,5,0,2
cell_167,NA,NA,5,0,2,NA,6,2,NA,3,2,NA
cell_168,2,2,5,NA,2,NA,NA,NA,3,NA,NA,2
cell_169,NA,2,5,2,0,NA,0,NA,NA,NA,2,0
cell_170,2,NA,NA,2,4,3,0,2,0,2,2,0
cell_171,2,2,5,0,NA,3,0,2,0,2,NA,NA
cell_172,2,NA,NA,NA,0,3,0,NA,0,2,2,NA
cell_173,2,2,5,0,0,3,NA,2,NA,NA,NA,0
cell_174,2,2,5,0,0,3,2,2,NA,2,2,0
cell_175,2,NA,5,0,0,3,2,2,3,NA,2,0
cell_176,2,2,5,0,0,3,2,2,0,2,2,0
cell_177,NA,2,5,NA,3,3,0,2,0,3,0,NA
cell_178,2,2,NA,NA,NA,3,NA,2,NA,3,NA,2
cell_179,NA,2,NA,0,3,NA,0,NA,0,3,0,NA
cell_180,2,2,5,0,3,3,0,2,0,3,0,NA
cell_181,2,2,NA,4,3,3,NA,2,2,3,0,0
cell_182,2,2,5,4,3,NA,0,2,2,3,0,0
cell_183,NA,2,5,4,NA,3,NA,NA,NA,3,NA,0
cell_184,2,2,5,NA,3,3,0,NA,NA,3,NA,0
cell_185,2,2,NA,2,0,3,4,NA,2,0,0,NA
cell_186,2,NA,5,NA,0,NA,NA,2,2,0,0,NA
cell_187,NA,2,NA,2,0,NA,NA,NA,0,NA,0,NA
cell_188,2,2,NA,NA,NA,3,0,NA,0,0,2,0
cell_189,NA,2,NA,0,NA,3,2,2,0,NA,0,0
cell_190,2,2,NA,0,NA,NA,NA,NA,0,NA,0,2
cell_191,NA,2,5,NA,0,3,NA,2,0,0,2,0
cell_192,2,2,NA,0,0,3,2,2,NA,0,2,0
cell_193,6,2,0,NA,0,3,3,NA,3,NA,0,2
cell_194,6,2,0,0,0,3,NA,2,3,2,NA,2
cell_195,NA,NA,0,NA,NA,NA,2,2,3,NA,NA,2
cell_196,6,NA,NA,NA,0,3,0,2,3,2,NA,2
cell_197,NA,0,0,NA,0,3,NA,2,0,2,0,2
cell_198,0,0,0,2,0,NA,NA,2,4,2,0,2
cell_199,2,NA,3,0,NA,3,NA,2,0,2,0,2
cell_200,0,5,3,NA,NA,3,8,NA,0,2,0,NA
cell_201,NA,15,NA,0,0,3,0,NA,NA,2,NA,2
cell_202,0,15,0,2,0,3,0,NA,NA,NA,NA,NA
cell_203,NA,0,0,0,NA,3,0,2,2,2,2,2
cell_204,NA,0,0,0,0,NA,NA,NA,2,NA,2,2
cell_205,0,NA,2,NA,0,NA,5,2,2,2,NA,NA
cell_206,0,NA,2,NA,0,3,NA,2,2,2,14,NA
cell_207,0,0,NA,4,2,3,5,NA,NA,2,0,2
cell_208,NA,0,2,4,2,NA,0,2,2,2,0,NA
cell_209,NA,NA,2,NA,NA,3,3,2,2,NA,NA,NA
cell_210,0,NA,NA,NA,5,3,3,2,NA,2,0,NA
cell_211,0,NA,2,0,2,NA,3,NA,NA,2,NA,2
cell_212,NA,2,2,0,2,NA,NA,2,0,NA,NA,2
cell_213,0,0,2,NA,0,3,3,2,NA,NA,NA,2
cell_214,0,3,NA,4,NA,3,3,NA,0,2,0,2
cell_215,0,2,NA,4,0,3,3,2,0,2,0,2
cell_216,3,NA,NA,4,NA,3,3,2,0,2,NA,NA
cell_217,NA,NA,NA,NA,4,3,3,2,NA,NA,NA,2
cell_218,NA,0,2,2,4,NA,3,2,NA,2,0,2
cell_219,0,NA,NA,0,4,NA,NA,NA,NA,NA,NA,2
cell_220,NA,0,NA,NA,NA,NA,NA,NA,NA,2,0,2
cell_221,0,NA,2,5,4,NA,NA,2,0,2,0,2
cell_222,NA,0,NA,5,4,NA,3,2,5,2,0,2
cell_223,0,2,NA,NA,NA,3,3,NA,0,2,NA,NA
cell_224,0,2,2,NA,NA,3,NA,2,NA,2,NA,2
cell_225,0,NA,3,0,NA,3,NA,2,8,0,NA,NA
cell_226,0,2,3,0,2,3,NA,NA,NA,0,NA,0
cell_227,0,2,3,0,0,3,3,2,8,0,0,0
cell_228,NA,2,3,0,0,NA,NA,2,8,0,0,0
cell_229,0,NA,0,2,0,3,3,2,8,NA,2,0
cell_230,0,NA,0,0,NA,NA,3,2,8,2,0,0
cell_231,0,2,0,0,NA,NA,3,NA,8,2,NA,NA
cell_232,0,2,0,2,0,3,3,2,8,2,0,NA
cell_233,2,0,NA,NA,2,3,3,2,8,2,0,5
cell_234,NA,NA,0,NA,2,3,3,2,8,0,0,5
cell_235,0,0,NA,0,0,3,NA,2,8,NA,NA,0
cell_236,0,0,NA,NA,0,3,3,2,8,NA,NA,0
cell_237,NA,NA,5,0,0,3,NA,NA,8,NA,28,0
cell_238,NA,0,5,0,NA,3,3,2,8,0,28,0
cell_239,0,0,5,0,0,NA,3,2,8,NA,28,0
cell_240,0,0,5,0,0,NA,3,2,8,0,28,0
cell_241,2,0,4,0,8,3,NA,NA,2,0,NA,4
cell_242,NA,0,4,NA,NA,NA,NA,NA,2,NA,2,4
cell_243,2,0,0,NA,NA,3,3,NA,0,NA,2,4
cell_244,2,0,0,5,NA,NA,3,2,NA,0,2,4
cell_245,2,0,NA,0,2,NA,3,2,NA,3,NA,NA
cell_246,2,NA,0,NA,0,3,NA,2,5,3,NA,NA
cell_247,NA,0,0,NA,0,3,3,NA,0,3,0,4
cell_248,2,NA,0,0,0,3,3,2,0,NA,0,4
cell_249,0,0,0,0,0,3,NA,2,0,0,0,NA
cell_250,NA,12,0,NA,0,NA,3,2,0,NA,0,4
cell_251,0,2,0,0,0,3,3,NA,NA,0,10,4
cell_252,0,NA,NA,NA,0,NA,3,2,2,0,0,4
cell_253,0,0,0,NA,NA,3,3,2,0,0,0,4
cell_254,NA,0,NA,NA,NA,3,NA,NA,0,NA,0,4
cell_255,3,NA,0,NA,0,3,NA,2,0,6,NA,4
cell_256,NA,0,0,NA,0,3,3,NA,0,6,0,4
cell_257,4,NA,0,0,0,0,0,NA,NA,0,0,2
cell_258,NA,2,0,NA,0,0,0,2,5,0,0,NA
cell_259,NA,2,0,0,0,0,NA,2,5,0,NA,2
cell_260,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA
cell_261,0,NA,NA,NA,NA,NA,0,2,5,0,NA,2
cell_262,NA,NA,2,NA,0,0,NA,NA,5,0,NA,2
cell_263,0,NA,0,0,0,0,0,2,5,0,26,2
cell_264,0,2,NA,0,0,0,NA,NA,5,2,0,2
cell_265,0,2,0,0,NA,0,NA,2,5,0,0,2
cell_266,NA,2,0,0,NA,0,NA,2,5,0,0,2
cell_267,NA,2,0,0,2,2,NA,2,5,0,0,2
cell_268,0,NA,NA,0,2,0,2,NA,NA,NA,NA,NA
cell_269,0,NA,0,0,0,0,NA,NA,NA,NA,0,2
cell_270,0,NA,0,0,0,0,NA,NA,NA,0,0,NA
cell_271,0,2,0,0,0,3,NA,2,5,0,2,NA
cell_272,0,2,NA,0,0,NA,0,2,NA,NA,0,2
cell_273,5,2,NA,NA,5,NA,0,2,5,0,3,NA
cell_274,NA,NA,0,2,5,0,0,2,NA,0,3,2
cell_275,0,NA,0,0,NA,41,0,2,5,5,3,2
cell_276,0,NA,0,0,5,41,0,2,5,NA,3,NA
cell_277,0,NA,2,0,NA,0,2,NA,5,NA,3,2
cell_278,0,2,2,0,0,0,0,2,5,0,3,2
cell_279,NA,2,0,0,NA,0,NA,2,5,0,NA,2
cell_280,0,NA,NA,2,0,0,10,NA,NA,NA,3,2
cell_281,NA,2,0,5,0,0,NA,NA,NA,NA,3,2
cell_282,NA,2,NA,5,0,NA,0,2,5,0,3,NA
cell_283,NA,2,2,5,NA,0,0,2,5,NA,3,NA
cell_284,0,2,0,5,0,0,0,2,5,0,3,2
cell_285,3,2,5,5,0,NA,NA,2,5,5,3,2
cell_286,3,2,NA,5,0,0,0,NA,NA,5,3,2
cell_287,3,2,0,5,0,3,0,2,5,NA,3,NA
cell_288,3,2,0,NA,0,NA,2,NA,5,0,3,2
cell_289,0,2,NA,2,0,NA,2,NA,5,NA,0,NA
cell_290,0,2,59,NA,0,0,2,2,5,2,0,2
cell_291,0,2,59,2,0,NA,2,2,NA,2,0,NA
cell_292,0,NA,NA,NA,0,0,2,2,NA,2,NA,NA
cell_293,0,2,NA,2,NA,0,2,2,5,2,NA,2
cell_294,5,2,59,NA,0,NA,2,2,NA,2,0,NA
cell_295,0,2,59,NA,0,0,2,2,NA,2,0,NA
cell_296,0,2,59,2,0,0,NA,2,5,NA,5,NA
cell_297,0,2,59,16,0,2,NA,2,5,2,0,2
cell_298,0,2,NA,16,NA,2,2,2,5,2,0,2
cell_299,0,2,59,0,0,2,2,2,5,2,NA,NA
cell_300,0,2,NA,0,0,2,NA,2,5,2,NA,2
cell_301,5,NA,59,0,0,NA,2,2,5,NA,0,2
cell_302,0,NA,59,0,0,NA,NA,NA,5,2,NA,2
cell_303,0,2,59,0,2,2,NA,NA,5,2,NA,NA
cell_304,0,NA,59,0,2,0,2,NA,NA,NA,NA,2
cell_305,2,2,59,0,0,0,0,NA,NA,NA,NA,NA
cell_306,2,NA,59,0,NA,0,0,NA,5,NA,0,2
cell_307,0,NA,59,0,NA,5,NA,2,5,NA,NA,2
cell_308,NA,2,NA,0,NA,5,2,NA,5,0,0,NA
cell_309,4,2,59,0,0,0,NA,2,5,NA,0,NA
cell_310,4,2,59,0,0,2,0,2,5,0,0,2
cell_311,4,2,59,NA,0,0,0,2,5,NA,0,2
cell_312,NA,2,59,0,0,0,0,NA,NA,0,0,2
cell_313,2,2,NA,NA,NA,3,2,2,NA,3,3,2
cell_314,2,2,59,0,0,3,2,2,NA,3,3,2
cell_315,0,2,59,0,0,0,NA,2,5,0,NA,2
cell_316,0,2,59,NA,0,NA,0,NA,NA,NA,NA,2
cell_317,0,2,59,2,0,5,0,2,5,0,2,2
cell_318,NA,2,59,2,NA,NA,0,NA,5,NA,NA,2
cell_319,NA,2,59,2,0,0,0,2,NA,0,9,2
cell_320,NA,2,59,2,0,0,0,2,5,NA,NA,2
cell_321,0,2,NA,NA,0,2,NA,NA,5,0,NA,2
cell_322,0,NA,0,NA,0,0,0,NA,5,0,NA,2
cell_323,NA,NA,0,0,0,0,0,2,5,0,2,NA
cell_324,0,2,NA,0,0,NA,0,2,5,2,NA,2
cell_325,0,2,2,NA,0,0,NA,2,NA,0,2,NA
cell_326,NA,2,NA,8,0,0,NA,NA,NA,0,NA,2
cell_327,3,2,0,NA,NA,NA,NA,2,NA,NA,2,2
cell_328,0,NA,0,0,0,0,2,2,5,0,2,2
cell_329,0,NA,2,0,3,0,0,2,5,2,NA,2
cell_330,NA,2,2,NA,3,0,NA,2,5,2,2,2
cell_331,NA,NA,2,0,3,0,2,NA,5,0,NA,2
cell_332,NA,NA,2,0,3,0,2,2,NA,0,2,2
cell_333,0,NA,2,NA,NA,0,0,NA,NA,0,2,NA
cell_334,0,2,2,NA,NA,NA,2,NA,5,NA,2,2
cell_335,0,2,2,0,0,0,0,2,5,0,2,2
cell_336,NA,2,2,0,NA,NA,0,NA,5,NA,2,2
cell_337,0,NA,8,2,0,2,4,2,5,NA,NA,NA
cell_338,5,NA,8,2,0,NA,4,2,5,0,2,2
cell_339,0,NA,8,0,5,0,NA,NA,5,0,2,NA
cell_340,0,2,8,0,5,NA,4,NA,5,0,2,2
cell_341,NA,2,8,NA,NA,0,4,2,NA,0,NA,2
cell_342,0,NA,8,3,0,0,NA,2,NA,0,NA,NA
cell_343,0,2,8,0,0,NA,4,NA,NA,0,NA,2
cell_344,NA,2,NA,NA,0,0,4,2,5,0,NA,2
cell_345,NA,NA,8,NA,0,NA,0,2,5,NA,NA,2
cell_346,2,NA,8,NA,0,0,0,2,5,NA,2,NA
cell_347,2,2,NA,NA,0,NA,0,2,5,0,2,2
cell_348,2,NA,8,0,0,0,0,NA,5,0,NA,2
cell_349,0,2,8,NA,NA,NA,3,NA,5,2,2,2
cell_350,NA,2,8,0,NA,0,3,NA,5,2,NA,2
cell_351,0,NA,8,NA,NA,0,0,2,5,NA,2,NA
cell_352,NA,2,8,0,0,0,0,2,5,NA,2,2
cell_353,2,2,2,0,NA,2,0,NA,5,4,2,2
cell_354,2,2,2,0,0,2,0,2,5,NA,NA,2
cell_355,NA,2,2,0,NA,NA,3,NA,5,4,2,NA
cell_356,NA,NA,2,0,NA,2,3,NA,NA,4,2,2
cell_357,2,2,NA,2,0,NA,0,2,NA,4,NA,2
cell_358,2,2,2,0,0,2,0,NA,NA,4,NA,2
cell_359,2,2,2,0,0,0,NA,NA,5,4,NA,2
cell_360,2,NA,NA,0,NA,0,NA,NA,5,4,2,2
cell_361,2,NA,0,5,0,3,0,2,5,4,NA,NA
cell_362,2,2,NA,NA,0,NA,0,2,5,NA,NA,2
cell_363,2,2,0,5,0,NA,0,2,NA,4,2,2
cell_364,NA,2,0,NA,2,0,NA,NA,NA,4,NA,2
cell_365,2,2,0,NA,0,0,0,NA,5,4,NA,2
cell_366,2,2,0,0,NA,2,0,2,5,NA,NA,2
cell_367,2,2,NA,0,0,NA,NA,2,NA,4,NA,NA
cell_368,2,2,NA,0,4,0,0,2,5,4,2,2
cell_369,0,NA,NA,2,NA,NA,0,2,NA,NA,2,2
cell_370,0,2,5,2,NA,NA,0,2,NA,4,NA,2
cell_371,0,2,NA,NA,0,5,7,2,5,4,2,2
cell_372,0,2,NA,2,0,5,0,2,NA,4,2,2
cell_373,0,2,2,0,5,5,0,NA,NA,NA,2,2
cell_374,NA,2,NA,0,5,5,0,2,5,4,2,NA
cell_375,NA,2,NA,NA,0,5,0,2,NA,4,2,2
cell_376,0,2,0,NA,0,NA,0,2,NA,NA,NA,2
cell_377,8,NA,NA,5,NA,NA,0,2,5,4,2,2
cell_378,8,NA,0,NA,3,NA,NA,2,5,4,2,2
cell_379,8,NA,0,NA,0,NA,NA,2,5,4,2,2
cell_380,8,2,0,NA,0,5,0,2,NA,NA,2,2
cell_381,3,2,0,5,2,NA,NA,NA,NA,NA,NA,2
cell_382,3,2,NA,NA,0,5,NA,NA,5,4,2,NA
cell_383,NA,2,0,5,NA,5,NA,2,NA,NA,NA,2
cell_384,3,NA,0,5,0,5,6,2,NA,4,2,2
cell_385,0,0,NA,3,0,0,NA,2,NA,2,4,2
cell_386,NA,2,NA,3,0,0,2,2,NA,NA,4,2
cell_387,5,0,0,NA,NA,NA,2,2,NA,2,4,2
cell_388,NA,NA,NA,NA,3,0,NA,NA,5,NA,4,2
cell_389,0,NA,0,3,NA,0,2,2,5,NA,4,2
cell_390,0,0,0,NA,0,0,NA,2,5,2,NA,2
cell_391,0,NA,NA,3,0,2,2,2,5,2,4,NA
cell_392,0,NA,9,3,0,2,2,2,5,NA,4,2
cell_393,0,3,NA,0,0,0,3,2,NA,NA,4,2
cell_394,0,3,0,2,0,NA,3,NA,NA,2,NA,2
cell_395,4,3,0,NA,0,0,NA,2,5,2,4,2
cell_396,4,3,0,0,0,0,NA,2,NA,2,NA,2
cell_397,0,0,0,5,0,0,NA,2,5,2,4,NA
cell_398,0,0,0,5,0,2,3,NA,5,2,NA,2
cell_399,0,NA,NA,NA,0,NA,NA,2,5,2,4,2
cell_400,0,NA,0,2,0,0,3,2,5,NA,NA,NA
cell_401,2,0,0,NA,NA,0,0,2,5,2,4,2
cell_402,2,NA,NA,0,2,NA,0,NA,NA,NA,4,2
cell_403,2,0,0,13,2,0,NA,2,5,2,NA,NA
cell_404,2,2,0,0,2,0,0,2,5,2,NA,2
cell_405,NA,5,0,2,0,NA,0,NA,5,NA,4,2
cell_406,NA,0,0,2,NA,0,0,2,5,2,4,NA
cell_407,2,NA,2,2,6,2,NA,2,5,NA,NA,2
cell_408,2,3,0,NA,6,0,NA,2,NA,2,4,2
cell_409,0,2,0,NA,0,2,2,NA,5,2,NA,2
cell_410,0,2,NA,0,0,NA,2,2,5,NA,4,2
cell_411,NA,2,0,0,0,2,NA,NA,5,2,4,2
cell_412,NA,NA,0,0,0,NA,2,2,5,2,4,NA
cell_413,0,NA,NA,0,2,NA,2,2,5,2,NA,2
cell_414,NA,0,0,NA,NA,NA,2,2,5,2,NA,2
cell_415,0,0,NA,NA,2,NA,NA,2,5,NA,4,2
cell_416,0,NA,NA,NA,NA,0,2,NA,5,2,4,2
cell_417,NA,NA,NA,NA,0,0,2,2,5,NA,NA,NA
cell_418,NA,0,NA,5,0,0,2,2,5,2,NA,2
cell_419,0,0,0,NA,0,0,2,NA,5,0,0,2
cell_420,0,NA,NA,5,0,0,2,NA,5,NA,NA,NA
cell_421,NA,NA,0,0,0,0,2,NA,5,5,NA,2
cell_422,NA,2,NA,NA,0,0,2,NA,5,5,0,NA
cell_423,0,0,0,0,0,5,2,2,NA,5,2,2
cell_424,0,0,0,0,NA,5,2,2,NA,5,0,2
cell_425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
cell_426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
