,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,2,2,NA,NA,2,2,0,NA,3,NA,0,7
cell_2,2,2,27,0,NA,NA,0,120,NA,0,0,7
cell_3,2,2,NA,2,2,2,0,120,3,0,NA,0
cell_4,2,2,NA,NA,2,2,0,120,3,NA,NA,0
cell_5,2,2,27,0,NA,2,0,2,NA,0,0,0
cell_6,2,NA,27,0,NA,2,0,2,NA,0,0,0
cell_7,2,2,27,0,2,2,NA,3,3,3,0,0
cell_8,2,2,27,2,NA,NA,0,3,3,NA,0,0
cell_9,2,2,27,2,2,2,0,0,NA,NA,4,0
cell_10,2,2,NA,2,2,0,0,0,NA,NA,0,0
cell_11,2,2,NA,2,2,NA,NA,0,2,NA,0,0
cell_12,2,2,27,2,2,0,0,11,2,0,NA,0
cell_13,2,2,27,NA,NA,0,0,NA,2,NA,8,0
cell_14,2,NA,27,0,2,0,0,6,2,NA,8,0
cell_15,2,2,NA,2,NA,2,0,6,2,NA,8,NA
cell_16,2,NA,27,0,NA,2,0,6,2,0,8,0
cell_17,2,2,NA,0,2,NA,0,NA,0,3,2,0
cell_18,NA,NA,NA,0,2,0,NA,95,0,3,2,0
cell_19,2,2,NA,NA,2,NA,0,95,0,NA,0,0
cell_20,2,2,NA,0,2,NA,NA,95,0,3,0,NA
cell_21,2,NA,27,0,2,NA,0,NA,2,NA,NA,0
cell_22,2,2,27,0,2,NA,NA,0,2,3,5,0
cell_23,2,2,27,0,2,0,0,NA,0,3,0,0
cell_24,NA,2,NA,0,NA,0,2,NA,0,3,0,0
cell_25,2,2,27,NA,NA,0,NA,2,0,NA,5,0
cell_26,2,2,NA,0,2,NA,2,0,0,3,NA,0
cell_27,NA,2,NA,0,2,0,NA,NA,0,3,NA,0
cell_28,2,NA,27,0,2,NA,0,NA,0,NA,5,0
cell_29,2,NA,27,NA,NA,NA,0,NA,8,NA,5,0
cell_30,NA,NA,NA,0,2,0,0,0,8,3,NA,NA
cell_31,2,2,NA,0,2,0,0,NA,8,3,5,0
cell_32,2,2,27,0,2,0,0,NA,8,3,5,0
cell_33,NA,2,27,2,26,NA,0,0,0,0,0,0
cell_34,2,NA,27,2,26,0,0,0,0,0,0,0
cell_35,2,2,27,2,26,NA,0,0,NA,0,3,0
cell_36,NA,2,27,NA,26,0,0,0,NA,0,3,0
cell_37,2,2,NA,NA,26,0,0,0,0,NA,0,0
cell_38,2,NA,27,NA,26,0,NA,0,NA,5,NA,0
cell_39,2,2,27,2,26,NA,5,0,NA,NA,NA,0
cell_40,2,2,27,2,26,NA,5,0,0,5,0,0
cell_41,2,2,27,NA,NA,NA,0,NA,0,0,NA,0
cell_42,2,2,NA,2,26,9,0,NA,0,0,NA,0
cell_43,2,2,27,2,26,0,0,2,0,0,NA,0
cell_44,2,NA,NA,2,26,0,NA,0,0,0,NA,NA
cell_45,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
cell_46,2,NA,NA,NA,26,NA,0,NA,0,0,NA,NA
cell_47,2,NA,NA,NA,NA,0,0,0,0,0,0,0
cell_48,2,2,NA,NA,26,0,0,NA,0,2,0,NA
cell_49,2,2,27,2,2,NA,11,0,0,0,0,3
cell_50,NA,2,NA,2,2,0,11,NA,NA,NA,NA,3
cell_51,2,2,27,2,NA,0,11,5,0,NA,NA,3
cell_52,2,2,27,2,2,8,11,5,0,NA,0,3
cell_53,NA,NA,27,NA,NA,4,NA,0,NA,0,0,3
cell_54,NA,NA,27,NA,2,4,NA,0,2,NA,0,3
cell_55,NA,2,27,2,NA,4,11,NA,2,0,NA,3
cell_56,2,2,27,2,0,4,11,2,2,0,0,NA
cell_57,NA,2,27,2,NA,0,11,5,0,NA,NA,0
cell_58,2,2,NA,2,0,NA,11,5,NA,0,0,0
cell_59,2,NA,27,2,NA,0,11,0,NA,0,NA,0
cell_60,2,2,NA,2,0,0,NA,0,NA,0,NA,NA
cell_61,2,2,27,2,NA,0,11,2,0,0,0,0
cell_62,NA,2,27,2,0,NA,11,NA,0,0,0,NA
cell_63,2,2,27,2,0,NA,NA,0,NA,0,0,0
cell_64,2,2,27,2,NA,0,11,5,NA,NA,NA,0
cell_65,2,2,27,2,2,5,8,0,0,2,NA,3
cell_66,2,2,27,NA,0,5,NA,3,NA,NA,NA,3
cell_67,2,2,27,0,NA,5,8,0,0,5,NA,NA
cell_68,2,2,27,0,0,NA,8,0,0,NA,5,3
cell_69,2,NA,NA,0,NA,5,8,3,0,0,5,3
cell_70,NA,2,NA,0,0,5,8,3,0,NA,5,3
cell_71,2,2,NA,5,0,5,8,NA,0,NA,5,3
cell_72,NA,2,NA,0,0,5,8,3,0,0,5,3
cell_73,NA,NA,27,NA,0,5,8,0,12,10,4,NA
cell_74,2,2,27,0,0,NA,8,0,NA,10,NA,NA
cell_75,NA,2,27,2,0,5,NA,0,12,NA,0,3
cell_76,2,2,27,0,0,NA,NA,0,12,NA,0,3
cell_77,NA,2,27,2,0,5,NA,2,0,10,0,NA
cell_78,NA,NA,27,2,0,5,8,2,NA,10,0,NA
cell_79,2,2,NA,2,NA,5,8,2,0,10,NA,3
cell_80,2,NA,NA,0,0,5,8,2,NA,10,9,3
cell_81,2,2,NA,0,0,5,8,NA,3,0,0,NA
cell_82,2,2,NA,0,NA,5,8,0,3,NA,0,3
cell_83,2,NA,27,NA,0,5,8,NA,NA,NA,0,3
cell_84,NA,NA,27,0,0,5,NA,0,3,0,0,3
cell_85,2,NA,27,NA,NA,NA,8,0,NA,NA,0,3
cell_86,NA,2,27,NA,0,5,8,NA,NA,0,0,3
cell_87,2,2,27,0,0,5,8,NA,3,0,0,3
cell_88,2,2,27,NA,0,5,8,0,NA,0,NA,3
cell_89,2,2,27,NA,0,5,8,NA,2,0,0,NA
cell_90,2,2,NA,NA,NA,5,8,NA,NA,0,0,3
cell_91,NA,2,27,NA,0,NA,NA,0,2,0,0,3
cell_92,NA,2,27,4,NA,NA,8,0,NA,NA,0,3
cell_93,2,2,27,0,0,5,8,2,0,0,0,3
cell_94,2,2,NA,NA,NA,5,8,2,0,2,0,3
cell_95,2,2,27,0,0,5,8,0,0,NA,0,3
cell_96,2,2,NA,0,2,5,8,0,0,4,0,3
cell_97,NA,2,27,0,0,5,NA,2,NA,NA,NA,NA
cell_98,2,NA,27,NA,0,5,8,2,0,0,NA,2
cell_99,NA,2,27,2,0,NA,8,NA,0,0,0,NA
cell_100,NA,NA,27,2,0,5,NA,2,0,0,0,NA
cell_101,2,NA,27,0,0,5,8,2,NA,0,9,0
cell_102,2,2,27,0,0,5,8,2,NA,0,NA,NA
cell_103,2,NA,NA,0,NA,NA,8,2,2,0,9,0
cell_104,2,NA,27,0,0,NA,8,NA,0,0,9,0
cell_105,NA,NA,27,0,NA,NA,NA,2,0,NA,0,4
cell_106,2,2,NA,0,0,5,8,2,2,NA,0,NA
cell_107,NA,2,27,NA,0,5,8,NA,0,NA,0,0
cell_108,2,2,27,0,0,5,8,2,NA,NA,0,0
cell_109,2,2,NA,0,NA,5,8,NA,0,NA,0,0
cell_110,2,2,27,NA,0,5,8,2,NA,0,0,NA
cell_111,NA,NA,27,0,0,5,NA,2,NA,NA,4,0
cell_112,NA,2,27,2,0,5,8,2,0,NA,NA,0
cell_113,2,NA,27,0,2,NA,NA,2,5,NA,3,NA
cell_114,NA,2,27,0,2,5,8,2,NA,0,3,2
cell_115,2,NA,27,0,0,5,8,2,NA,0,NA,2
cell_116,2,2,27,0,0,5,8,2,NA,NA,3,2
cell_117,2,2,27,9,0,5,NA,NA,NA,0,3,NA
cell_118,2,NA,27,9,0,5,8,0,NA,0,NA,2
cell_119,2,NA,27,NA,0,NA,8,0,NA,0,3,2
cell_120,2,2,27,0,0,5,8,0,NA,NA,3,2
cell_121,2,2,NA,2,NA,5,8,NA,NA,0,3,0
cell_122,NA,2,27,2,0,5,NA,0,5,0,NA,NA
cell_123,NA,2,27,NA,NA,NA,8,NA,NA,NA,NA,NA
cell_124,NA,2,27,2,NA,5,8,0,5,0,NA,NA
cell_125,2,2,27,NA,2,NA,8,0,NA,0,3,0
cell_126,NA,2,NA,0,2,5,NA,NA,5,0,3,2
cell_127,2,2,27,NA,0,5,NA,0,5,0,NA,0
cell_128,2,NA,27,NA,NA,5,8,0,NA,0,3,NA
cell_129,2,2,2,0,12,NA,NA,0,0,2,NA,NA
cell_130,2,2,2,NA,12,5,0,0,0,2,0,0
cell_131,2,2,2,0,12,5,0,0,0,2,0,3
cell_132,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,NA
cell_133,NA,2,2,NA,12,NA,0,NA,0,2,0,0
cell_134,NA,2,2,NA,12,NA,NA,0,0,NA,0,2
cell_135,2,NA,2,NA,12,5,0,0,9,2,NA,0
cell_136,NA,NA,2,0,12,5,NA,NA,9,2,0,NA
cell_137,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_138,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_139,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_140,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_141,NA,NA,NA,0,3,5,0,0,0,NA,0,0
cell_142,NA,NA,NA,0,3,5,5,0,NA,NA,NA,0
cell_143,NA,NA,2,0,0,5,0,NA,0,NA,0,0
cell_144,2,2,2,0,NA,NA,0,0,NA,2,0,0
cell_145,2,NA,2,0,3,5,NA,3,2,2,0,4
cell_146,2,2,2,NA,NA,5,NA,3,2,2,NA,4
cell_147,2,2,2,2,0,5,NA,NA,NA,2,0,4
cell_148,NA,NA,NA,NA,NA,5,0,3,NA,NA,0,4
cell_149,2,NA,2,0,3,5,0,NA,2,NA,12,4
cell_150,NA,2,NA,0,3,NA,0,NA,NA,2,NA,4
cell_151,2,NA,2,NA,3,NA,0,NA,NA,NA,NA,4
cell_152,2,2,2,3,3,5,NA,3,2,2,0,4
cell_153,NA,2,2,0,2,NA,0,3,NA,NA,NA,NA
cell_154,NA,NA,2,3,2,5,0,NA,2,NA,NA,3
cell_155,2,2,2,0,2,NA,NA,3,2,2,3,3
cell_156,NA,2,2,NA,2,5,NA,NA,NA,2,3,NA
cell_157,2,NA,2,0,0,5,0,3,2,2,NA,NA
cell_158,NA,NA,2,0,0,5,0,3,2,2,NA,3
cell_159,2,NA,2,0,NA,NA,11,3,2,2,3,3
cell_160,NA,NA,NA,NA,5,5,0,3,2,NA,3,3
cell_161,2,2,2,2,0,3,0,4,3,2,NA,2
cell_162,2,NA,NA,2,0,NA,0,NA,3,2,0,NA
cell_163,2,NA,2,2,0,3,0,NA,3,2,0,NA
cell_164,2,2,2,2,NA,3,NA,0,NA,2,0,NA
cell_165,2,NA,2,2,0,3,4,0,3,3,0,7
cell_166,NA,2,2,2,NA,3,0,0,3,3,0,7
cell_167,2,2,2,2,0,NA,0,0,NA,0,0,0
cell_168,NA,NA,2,2,0,NA,0,0,NA,NA,0,NA
cell_169,2,NA,2,0,2,3,0,0,3,NA,0,NA
cell_170,2,2,NA,0,2,NA,0,0,NA,NA,NA,0
cell_171,2,2,NA,0,NA,3,0,0,3,NA,0,4
cell_172,NA,2,2,0,2,3,NA,0,NA,NA,NA,4
