cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
cell_1	59	2	2	3	2	2	4	2	2	5	5	3
cell_2	59	2	2	3	2	2	4	2	2	5	5	3
cell_3	59	2	2	3	2	2	4	2	2	5	5	3
cell_4	59	2	2	3	2	2	4	2	2	5	5	3
cell_5	59	2	2	3	2	2	4	2	2	5	5	3
cell_6	59	2	2	3	2	2	4	2	2	5	5	3
cell_7	59	2	2	3	2	2	4	2	2	5	5	3
cell_8	59	2	2	3	2	2	4	2	2	5	5	3
cell_9	59	2	2	3	2	2	4	2	2	5	5	3
cell_10	59	2	2	3	2	2	4	2	2	5	5	3
cell_11	59	2	2	3	2	2	4	2	2	5	5	3
cell_12	59	2	2	3	2	2	4	2	2	5	5	3
cell_13	59	2	2	3	2	2	4	2	2	5	5	3
cell_14	59	2	2	3	2	2	4	2	2	5	5	3
cell_15	59	2	2	3	2	2	4	2	2	5	5	3
cell_16	59	2	2	3	2	2	4	2	2	5	5	3
cell_17	59	2	2	3	2	2	4	2	2	5	5	3
cell_18	59	2	2	3	2	2	4	2	2	5	5	3
cell_19	59	2	2	3	2	2	4	2	2	5	5	3
cell_20	59	2	2	3	2	2	4	2	2	5	5	3
cell_21	59	2	2	3	2	2	4	2	2	5	5	3
cell_22	59	2	2	3	2	2	4	2	2	5	5	3
cell_23	59	2	2	3	2	2	4	2	2	5	5	3
cell_24	59	2	2	3	2	2	4	2	2	5	5	3
cell_25	59	2	2	3	2	2	4	2	2	5	5	3
cell_26	59	2	2	3	2	2	4	2	2	5	5	3
cell_27	59	2	2	3	2	2	4	2	2	5	5	3
cell_28	59	2	2	3	2	2	4	2	2	5	5	3
cell_29	59	2	2	3	2	2	4	2	2	5	5	3
cell_30	59	2	2	3	2	2	4	2	2	5	5	3
cell_31	59	2	2	3	2	2	4	2	2	5	5	3
cell_32	59	2	2	3	2	2	4	2	2	5	5	3
cell_33	59	2	2	3	2	2	4	5	2	5	5	3
cell_34	59	2	2	3	2	2	4	5	2	5	5	3
cell_35	59	2	2	3	2	2	4	5	2	5	5	3
cell_36	59	2	2	3	2	2	4	5	2	5	5	3
cell_37	59	2	2	3	2	2	4	5	2	5	5	3
cell_38	59	2	2	3	2	2	4	5	2	5	5	3
cell_39	59	2	2	3	2	2	4	5	2	5	5	3
cell_40	59	2	2	3	2	2	4	5	2	5	5	3
cell_41	59	2	2	3	0	2	4	2	2	5	5	3
cell_42	59	2	2	3	0	2	4	2	2	5	5	3
cell_43	59	2	2	3	2	2	4	5	2	5	5	3
cell_44	59	2	2	3	2	2	4	5	2	5	5	3
cell_45	59	2	2	3	3	2	4	2	2	5	5	3
cell_46	59	2	2	3	3	2	4	3	2	5	5	3
cell_47	59	2	2	3	3	2	4	3	2	5	5	3
cell_48	59	2	2	3	3	2	4	3	2	5	5	3
cell_49	59	2	2	3	4	2	4	2	2	5	5	3
cell_50	59	2	2	3	4	2	4	0	2	5	5	3
cell_51	59	2	2	3	4	2	4	2	2	5	5	3
cell_52	59	2	2	3	4	2	4	0	2	5	5	3
cell_53	59	2	2	3	0	2	4	2	2	5	5	3
cell_54	59	2	2	3	4	2	4	0	2	5	5	3
cell_55	59	2	2	3	0	2	4	0	2	5	5	3
cell_56	59	2	2	3	0	2	4	0	2	5	5	3
cell_57	59	2	2	3	0	2	4	2	2	5	5	3
cell_58	59	2	2	3	0	2	4	2	2	5	5	3
cell_59	59	2	2	3	2	2	4	2	2	5	5	3
cell_60	59	2	2	3	2	2	4	2	2	5	5	3
cell_61	59	2	2	3	2	2	4	2	2	5	5	3
cell_62	59	2	2	3	2	2	4	0	2	5	5	3
cell_63	59	2	2	3	2	2	4	0	2	5	5	3
cell_64	59	2	2	3	2	2	4	5	2	5	5	3
cell_65	59	2	2	3	0	2	4	2	2	5	5	3
cell_66	59	2	2	3	0	2	4	0	2	5	5	3
cell_67	59	2	2	3	0	2	4	0	2	5	5	3
