,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_145,4,NA,2,0,2,2,2,2,3,NA,NA,NA,2,NA,NA,12
cell_146,4,8,2,4,0,2,2,2,3,2,2,2,2,2,2,12
cell_147,4,0,2,51,0,2,2,2,3,0,NA,2,2,2,2,12
cell_148,4,NA,2,51,NA,2,2,NA,3,38,NA,2,2,2,2,12
cell_149,4,NA,NA,0,2,2,2,NA,NA,8,2,2,2,2,2,12
cell_150,4,3,2,0,2,NA,NA,NA,3,8,2,NA,NA,2,2,12
cell_151,4,0,2,3,2,2,2,0,3,8,2,2,2,2,NA,12
cell_152,4,0,2,0,NA,2,NA,2,NA,NA,2,2,2,2,2,12
cell_153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,12
cell_154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,12
cell_155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,12
cell_156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,12
cell_157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,12
cell_158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,12
cell_159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,12
cell_160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,2,2,2,12
cell_161,3,3,2,2,0,NA,2,2,0,0,6,2,0,NA,2,12
cell_162,NA,3,2,2,0,2,2,2,2,0,0,2,NA,2,NA,12
cell_163,2,NA,2,3,0,2,2,2,2,NA,3,2,NA,2,2,12
cell_164,0,NA,2,0,NA,2,2,2,NA,0,NA,2,2,2,NA,12
cell_165,0,3,2,NA,NA,2,4,2,0,3,2,2,2,NA,2,12
cell_166,0,3,2,0,0,NA,4,2,2,3,NA,2,0,2,2,12
cell_167,NA,NA,2,0,0,2,4,NA,0,3,2,NA,2,2,NA,NA
cell_168,0,NA,2,0,2,2,NA,2,NA,3,NA,2,2,2,NA,NA
cell_169,0,3,2,2,3,2,2,3,0,0,2,0,2,NA,NA,NA
cell_170,0,3,2,0,3,NA,2,NA,0,0,2,0,2,2,2,NA
cell_171,4,3,2,2,NA,2,0,3,NA,5,2,NA,0,2,2,12
cell_172,4,3,2,2,2,NA,NA,3,NA,2,2,NA,2,2,2,12
cell_173,0,3,2,2,2,2,0,NA,2,NA,2,11,0,2,2,NA
cell_174,NA,3,2,2,2,2,NA,3,0,11,2,11,0,2,2,12
cell_175,2,3,NA,5,2,2,5,NA,0,26,2,NA,0,2,NA,12
cell_176,3,3,2,5,2,2,0,NA,0,26,NA,0,NA,2,2,NA
cell_177,27,3,2,0,2,NA,2,0,4,2,4,50,NA,2,2,NA
cell_178,27,3,NA,NA,NA,2,2,NA,4,2,NA,50,0,2,NA,NA
cell_179,27,3,2,2,2,2,2,0,4,3,0,0,NA,2,2,12
cell_180,NA,3,2,NA,2,2,NA,0,4,0,0,2,0,2,2,12
cell_181,27,3,NA,0,2,NA,2,2,4,0,0,NA,0,2,2,12
cell_182,27,NA,2,NA,NA,2,2,NA,4,0,0,2,0,2,2,NA
cell_183,27,NA,NA,0,NA,2,2,0,4,NA,34,0,5,2,2,12
cell_184,NA,3,NA,0,2,2,NA,0,4,0,NA,0,0,2,NA,12
cell_185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12
cell_186,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12
cell_187,27,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12
cell_188,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12
cell_189,27,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,12
cell_190,27,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
cell_191,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,12
cell_192,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,12
cell_193,0,0,NA,2,NA,5,3,2,0,41,0,NA,6,2,2,0
cell_194,2,2,NA,2,2,NA,3,2,0,41,0,2,6,2,NA,0
cell_195,0,2,NA,NA,2,NA,3,2,0,41,0,2,6,2,2,NA
cell_196,0,NA,2,NA,2,5,3,2,NA,41,2,2,6,2,NA,0
cell_197,NA,NA,2,0,2,NA,3,2,3,41,NA,2,6,2,2,NA
cell_198,2,4,2,NA,2,0,3,2,3,41,NA,2,NA,2,NA,3
cell_199,0,0,2,9,2,0,3,2,5,41,0,2,6,2,2,0
cell_200,2,2,2,NA,2,NA,3,2,NA,NA,0,NA,6,2,2,NA
cell_201,NA,0,2,0,NA,NA,3,NA,0,41,NA,2,NA,2,2,0
cell_202,5,NA,2,0,2,2,3,2,NA,41,5,2,6,2,2,0
cell_203,NA,0,2,NA,2,2,3,2,5,NA,0,2,6,2,2,5
cell_204,2,0,NA,NA,2,2,3,2,NA,41,NA,2,6,NA,2,0
cell_205,7,3,2,0,2,2,NA,2,0,41,2,2,6,2,2,0
cell_206,7,3,2,0,2,2,3,2,0,41,2,2,NA,2,2,NA
cell_207,2,3,2,NA,2,2,3,2,2,41,2,2,6,2,2,NA
cell_208,2,3,NA,0,2,2,NA,2,2,41,NA,2,6,2,NA,0
cell_209,NA,0,2,NA,3,2,3,2,0,41,0,2,2,2,2,NA
cell_210,2,2,2,2,3,NA,NA,NA,NA,41,0,2,2,2,NA,2
cell_211,2,0,2,0,3,2,3,2,NA,41,0,2,2,2,2,2
cell_212,2,0,2,3,3,2,3,NA,2,41,2,2,2,2,2,2
cell_213,2,3,2,0,NA,2,3,2,0,NA,NA,2,NA,NA,2,2
cell_214,2,0,2,0,6,2,3,2,0,41,5,NA,NA,NA,2,2
cell_215,2,2,2,0,6,NA,NA,2,0,41,5,2,0,NA,NA,2
cell_216,2,0,NA,0,6,NA,3,2,0,NA,5,2,0,2,2,2
cell_217,2,4,2,2,0,2,3,NA,0,41,2,2,0,2,2,3
cell_218,NA,4,2,2,0,2,3,NA,NA,41,2,NA,0,2,2,3
cell_219,2,4,2,2,2,2,3,2,3,41,NA,2,NA,NA,2,3
cell_220,NA,4,2,2,2,2,3,2,3,41,2,2,2,2,2,3
cell_221,2,4,2,NA,31,NA,3,NA,0,41,0,2,2,2,2,2
cell_222,2,NA,2,2,0,2,3,2,NA,41,0,2,2,2,2,2
cell_223,2,4,2,2,0,2,3,2,0,41,0,2,NA,NA,2,NA
cell_224,NA,NA,NA,2,0,2,3,2,0,41,0,2,NA,2,2,NA
cell_225,3,2,2,0,NA,0,NA,2,0,NA,30,0,0,2,NA,NA
cell_226,NA,2,2,0,0,NA,NA,2,0,NA,NA,0,NA,2,2,8
cell_227,3,2,2,0,NA,0,3,2,42,2,NA,NA,0,2,2,0
cell_228,3,2,2,0,0,NA,3,2,42,2,NA,2,0,2,2,0
cell_229,3,NA,2,5,0,8,3,2,0,NA,0,0,8,NA,NA,0
cell_230,3,2,2,NA,0,0,3,2,0,2,0,NA,8,NA,2,2
cell_231,3,2,2,0,NA,NA,NA,2,0,2,2,2,0,2,2,0
cell_232,3,2,NA,0,NA,NA,3,2,NA,NA,2,2,0,NA,2,0
cell_233,NA,NA,2,0,0,2,3,2,5,2,0,2,0,NA,2,2
cell_234,0,2,2,NA,2,0,NA,2,5,2,0,NA,0,2,2,2
cell_235,0,2,NA,8,0,0,3,NA,0,2,0,2,NA,NA,2,2
cell_236,0,2,2,5,0,NA,3,NA,2,2,2,0,0,NA,2,2
cell_237,0,2,NA,0,2,0,3,2,0,2,3,2,0,2,2,NA
cell_238,2,2,NA,NA,0,0,3,NA,0,2,NA,2,0,2,2,0
cell_239,0,2,2,0,3,0,3,2,0,2,2,NA,0,2,2,2
cell_240,0,2,NA,0,3,0,NA,NA,0,2,2,2,0,2,NA,NA
cell_241,2,0,2,2,2,4,3,2,NA,2,2,0,0,NA,2,3
cell_242,2,0,2,2,2,4,NA,2,4,NA,2,2,0,2,2,3
cell_243,2,0,NA,2,NA,4,3,2,4,2,2,0,0,2,2,NA
cell_244,2,2,2,2,NA,NA,3,2,4,NA,NA,2,0,NA,2,3
cell_245,NA,12,2,2,2,NA,3,NA,4,NA,NA,3,0,2,2,3
cell_246,2,12,NA,2,2,4,3,2,4,NA,2,0,0,2,NA,NA
cell_247,NA,12,2,2,2,4,NA,2,NA,2,2,0,NA,2,2,3
cell_248,2,12,NA,2,2,4,3,NA,4,2,2,0,0,2,NA,NA
cell_249,2,NA,2,2,NA,4,3,2,0,NA,NA,2,0,2,2,2
cell_250,2,10,2,NA,NA,4,3,2,0,2,2,2,NA,2,NA,NA
cell_251,2,10,2,2,5,4,3,NA,0,NA,2,NA,2,2,NA,2
cell_252,2,NA,2,2,5,4,3,2,NA,2,2,2,0,2,NA,NA
cell_253,2,0,2,2,5,4,3,NA,2,2,NA,3,NA,2,2,2
cell_254,2,3,2,2,5,4,3,2,2,2,2,NA,0,NA,2,NA
cell_255,2,NA,2,NA,5,4,NA,2,2,2,2,0,0,2,2,2
cell_256,2,0,2,2,NA,4,NA,2,2,2,2,NA,0,2,2,2
cell_257,2,13,2,3,3,3,3,2,25,0,6,2,0,NA,4,5
cell_258,2,13,2,NA,3,3,3,2,25,0,6,2,0,35,NA,5
cell_259,2,13,NA,NA,3,3,3,NA,NA,0,NA,2,NA,35,4,NA
cell_260,2,13,2,3,3,3,3,2,25,0,6,NA,NA,35,4,5
cell_261,2,13,2,NA,3,NA,NA,2,NA,2,NA,2,2,0,NA,5
cell_262,2,13,2,3,3,3,3,2,25,0,6,2,2,NA,NA,5
cell_263,2,13,2,3,3,3,NA,NA,25,0,NA,2,0,0,4,NA
cell_264,2,13,NA,3,NA,NA,NA,2,25,NA,6,2,0,NA,4,5
cell_265,2,13,2,0,3,3,NA,NA,NA,NA,6,NA,12,3,NA,5
cell_266,2,NA,NA,0,3,3,NA,NA,NA,3,6,2,12,0,2,5
cell_267,NA,13,NA,0,3,3,3,2,0,0,6,2,12,0,2,NA
cell_268,2,13,2,0,3,3,NA,2,0,3,6,2,12,0,2,5
cell_269,NA,13,2,3,3,3,NA,2,2,0,6,2,0,2,NA,5
cell_270,NA,13,2,0,3,3,3,2,2,0,6,NA,0,2,12,5
cell_271,NA,13,2,NA,3,3,NA,2,0,0,NA,2,NA,2,NA,5
cell_272,NA,13,2,3,3,3,3,2,0,0,6,2,NA,NA,NA,5
cell_273,NA,13,NA,NA,3,3,3,2,0,12,6,NA,5,0,NA,NA
cell_274,3,13,2,NA,3,3,NA,2,0,12,6,2,5,0,NA,NA
cell_275,0,13,2,0,3,NA,NA,2,2,12,6,2,5,0,NA,5
cell_276,0,13,2,0,NA,NA,3,2,2,12,6,2,5,0,0,5
cell_277,0,13,2,NA,3,3,3,2,5,NA,6,2,5,0,0,NA
cell_278,2,13,2,0,3,3,3,2,5,0,6,NA,5,NA,0,5
cell_279,NA,NA,2,0,3,NA,3,2,NA,NA,6,2,5,0,0,5
cell_280,11,13,2,NA,3,3,3,NA,NA,NA,6,2,5,5,2,NA
cell_281,5,NA,2,3,NA,3,3,2,0,NA,6,NA,NA,2,0,5
cell_282,5,13,NA,3,3,3,3,NA,0,0,6,2,5,2,2,NA
cell_283,5,NA,2,2,NA,3,3,2,2,5,6,2,0,2,0,5
cell_284,5,13,2,2,3,3,3,NA,0,NA,NA,2,0,2,NA,5
cell_285,NA,13,2,0,3,3,3,2,4,0,6,2,8,2,0,5
cell_286,5,NA,2,0,3,3,NA,2,4,0,NA,NA,NA,2,0,NA
cell_287,5,NA,2,0,NA,3,3,2,0,0,6,2,0,2,NA,5
cell_288,5,13,2,0,3,3,NA,2,0,0,6,2,0,2,2,NA
cell_289,NA,13,2,0,NA,3,3,0,0,2,6,2,2,0,2,5
cell_290,2,13,2,0,NA,3,NA,0,NA,NA,6,NA,2,0,2,5
cell_291,2,13,2,2,3,3,3,12,2,NA,6,2,0,10,2,5
cell_292,NA,NA,2,NA,3,3,3,5,0,2,6,NA,NA,NA,2,5
cell_293,2,13,2,2,NA,3,3,2,2,2,6,NA,0,145,2,5
cell_294,2,13,2,2,NA,3,3,2,2,2,6,2,0,145,2,5
cell_295,2,NA,NA,NA,3,3,NA,0,2,2,NA,NA,2,145,2,5
cell_296,2,13,2,NA,3,3,3,0,2,2,6,2,0,NA,2,NA
cell_297,2,13,2,5,NA,NA,3,2,2,NA,6,2,0,27,NA,5
cell_298,NA,13,2,5,3,3,3,2,0,NA,NA,2,0,27,NA,5
cell_299,2,13,2,NA,3,3,3,NA,0,4,6,2,5,27,2,NA
cell_300,2,13,2,5,3,3,3,0,0,4,NA,2,NA,27,2,5
cell_301,2,13,2,5,3,3,3,0,NA,0,6,2,0,NA,NA,5
cell_302,2,NA,NA,NA,3,3,3,0,3,5,NA,2,0,27,NA,NA
cell_303,2,13,2,5,3,3,3,0,NA,0,6,2,NA,27,2,5
cell_304,NA,13,2,5,NA,3,NA,0,3,5,6,2,0,NA,2,5
cell_305,2,13,2,0,3,3,3,NA,2,5,6,2,2,5,2,5
cell_306,2,13,NA,5,3,3,3,2,2,5,6,NA,2,5,2,5
cell_307,2,13,2,0,3,NA,3,2,NA,5,NA,2,2,NA,2,5
cell_308,NA,13,2,2,3,3,NA,2,2,5,6,2,2,5,NA,5
cell_309,2,NA,2,0,3,3,3,2,NA,5,6,2,NA,NA,2,NA
cell_310,NA,13,2,0,3,3,3,2,2,NA,6,2,NA,NA,2,5
cell_311,2,13,2,0,NA,3,3,2,NA,5,6,2,2,5,2,5
cell_312,2,13,2,NA,NA,3,NA,2,2,5,6,2,NA,5,2,5
cell_313,2,13,2,5,3,3,3,2,5,5,NA,NA,2,5,NA,5
cell_314,2,NA,2,5,3,3,3,2,5,5,6,2,2,5,2,NA
cell_315,NA,13,2,3,NA,3,NA,NA,5,NA,6,2,NA,5,NA,5
cell_316,2,NA,2,0,3,3,3,2,5,5,6,2,2,5,2,NA
cell_317,2,NA,NA,0,3,3,3,2,0,NA,6,2,2,5,2,5
cell_318,2,13,NA,NA,3,NA,3,2,0,NA,NA,2,2,5,2,5
cell_319,2,13,2,NA,3,3,3,NA,0,5,6,2,2,NA,NA,5
cell_320,2,13,2,2,3,3,3,2,0,5,6,2,2,5,2,5
cell_321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30,2,10,5
cell_322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,NA,2,10,5
cell_323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,2,10,NA
cell_324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30,2,NA,5
cell_325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,30,2,10,5
cell_326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30,2,10,5
cell_327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,2,10,NA
cell_328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30,2,10,5
cell_329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,30,2,10,5
cell_330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30,NA,10,NA
cell_331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,30,NA,NA,NA
cell_332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30,2,10,5
cell_333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30,NA,10,NA
cell_334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,2,NA,5
cell_335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,30,2,10,NA
cell_336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,5
cell_337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,10,5
