cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
cell_1	0	3	2	3	0	0	0	0	5	11	0	0
cell_2	0	3	2	3	0	0	0	0	5	11	0	0
cell_3	2	3	2	3	0	0	0	0	5	11	0	2
cell_4	0	3	2	3	0	0	0	0	5	11	0	0
cell_5	0	3	2	3	0	0	0	0	5	11	0	4
cell_6	0	3	2	3	0	0	0	0	5	11	0	0
cell_7	0	3	2	3	0	0	0	0	5	11	0	3
cell_8	0	3	2	3	8	0	0	0	5	11	0	0
cell_9	2	3	2	3	0	0	2	0	5	0	0	0
cell_10	2	3	2	3	0	0	0	0	5	0	0	0
cell_11	2	3	2	3	0	0	2	0	5	0	0	0
cell_12	2	3	2	3	0	0	0	0	5	0	0	0
cell_13	0	3	2	3	0	0	0	0	5	2	2	0
cell_14	0	3	2	3	0	0	0	0	5	2	2	0
cell_15	0	3	2	3	0	0	0	0	5	2	0	0
cell_16	0	3	2	3	0	0	0	5	5	2	0	0
cell_17	2	3	2	3	0	0	2	0	5	19	0	2
cell_18	2	3	2	3	0	0	2	0	5	19	0	0
cell_19	2	3	2	3	0	0	2	0	5	19	0	0
cell_20	2	3	2	3	0	0	2	0	5	19	0	0
cell_21	2	3	2	3	0	0	2	0	5	19	0	2
cell_22	2	3	2	3	0	0	2	0	5	19	0	2
cell_23	2	3	2	3	0	0	2	0	5	19	0	0
cell_24	2	3	2	3	0	0	2	0	5	19	0	3
cell_25	2	3	2	3	0	0	0	0	5	0	0	0
cell_26	2	3	2	3	0	0	0	0	5	0	0	0
cell_27	2	3	2	3	0	0	0	0	5	0	0	0
cell_28	2	3	2	3	0	0	0	0	5	0	0	0
cell_29	2	3	2	3	3	0	0	0	5	0	0	0
cell_30	2	3	2	3	0	0	0	0	5	0	0	0
cell_31	2	3	2	3	2	0	0	0	5	0	0	0
cell_32	2	3	2	3	0	0	0	3	5	0	2	0
cell_33	0	3	2	3	0	0	0	0	5	0	0	0
cell_34	0	3	5	3	0	0	0	0	5	0	0	0
cell_35	0	3	3	3	0	0	0	2	5	2	2	0
cell_36	0	3	3	3	0	0	0	2	5	2	0	0
cell_37	0	3	0	3	0	0	0	0	5	0	0	0
cell_38	0	3	0	3	0	0	0	0	5	0	0	0
cell_39	0	3	0	3	0	0	12	0	5	0	0	0
cell_40	0	3	2	3	0	0	0	0	5	0	0	0
cell_41	0	3	0	3	0	0	2	0	5	0	0	0
cell_42	0	3	0	3	0	0	2	0	5	2	0	0
cell_43	0	3	0	3	0	0	0	0	5	0	0	0
cell_44	0	3	0	3	0	0	0	0	5	0	0	0
