,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
cell_1,5,3,NA,2,5,3,5,2,4,NA,NA,2
cell_2,5,3,2,2,5,3,5,2,4,0,4,2
cell_3,5,3,2,2,5,3,5,2,4,0,4,2
cell_4,5,3,2,2,5,3,NA,2,NA,0,4,2
cell_5,5,3,2,2,5,3,5,2,4,0,4,2
cell_6,5,3,2,NA,5,3,5,2,4,0,NA,2
cell_7,5,3,NA,2,5,3,5,NA,4,0,4,2
cell_8,5,3,2,2,5,3,5,2,NA,0,4,2
cell_9,5,3,2,2,5,3,5,2,4,0,4,2
cell_10,5,3,2,2,5,3,5,2,4,0,NA,2
cell_11,NA,3,2,2,5,3,5,2,4,0,4,2
cell_12,5,3,2,2,NA,3,5,2,4,0,4,2
cell_13,5,3,2,2,5,3,5,2,4,2,4,2
cell_14,NA,3,2,2,5,3,NA,2,4,2,4,2
cell_15,5,3,2,NA,5,3,5,2,4,2,4,2
cell_16,5,3,2,2,5,3,5,NA,4,2,4,2
cell_17,5,3,2,2,5,3,5,2,4,0,NA,2
cell_18,5,3,2,2,5,3,5,2,4,0,2,2
cell_19,5,3,2,2,5,3,5,2,4,9,2,2
cell_20,5,3,2,2,5,3,5,2,4,9,2,2
cell_21,5,3,2,2,5,3,5,2,4,0,2,2
cell_22,5,3,2,NA,5,3,5,2,4,2,2,NA
cell_23,5,NA,NA,2,5,3,5,NA,4,2,2,NA
cell_24,5,3,2,2,NA,NA,5,NA,4,2,2,2
cell_25,5,3,2,2,5,3,5,2,4,4,2,2
cell_26,5,3,2,2,5,3,5,2,4,4,NA,2
cell_27,5,3,2,2,5,3,5,2,4,4,2,2
cell_28,5,3,2,NA,5,3,5,2,4,4,2,NA
cell_29,5,3,2,NA,5,3,5,2,4,0,2,2
cell_30,5,3,2,2,5,3,5,NA,4,0,2,2
cell_31,NA,3,2,NA,5,3,5,NA,NA,0,2,2
cell_32,5,3,2,2,5,3,NA,2,4,2,2,2
cell_33,5,3,2,NA,5,3,5,2,NA,0,5,2
cell_34,5,3,2,2,5,3,5,2,4,0,0,2
cell_35,5,3,NA,2,5,3,5,2,4,2,0,2
cell_36,5,3,2,2,5,3,NA,2,4,0,NA,2
cell_37,5,3,2,2,NA,3,5,2,4,0,0,2
cell_38,5,3,2,2,5,3,5,NA,NA,0,0,2
cell_39,5,3,2,NA,5,3,5,2,4,0,0,2
cell_40,5,3,2,2,5,3,5,2,4,0,0,2
cell_41,5,3,2,2,5,3,5,2,4,3,2,2
cell_42,5,3,2,NA,5,3,5,2,4,0,0,2
cell_43,5,3,2,2,NA,3,5,2,4,59,0,2
cell_44,5,3,2,2,5,3,5,2,NA,0,0,2
cell_45,5,3,2,2,5,3,5,2,4,0,5,2
cell_46,5,3,2,2,5,NA,5,2,4,NA,5,2
cell_47,NA,3,2,2,5,3,NA,2,NA,2,0,2
cell_48,5,3,2,2,5,3,5,2,4,2,0,2
cell_49,5,3,2,2,5,3,5,2,4,2,NA,2
cell_50,5,3,2,2,5,NA,5,2,4,NA,0,2
cell_51,5,3,NA,NA,5,NA,5,2,4,2,0,2
cell_52,5,3,2,NA,5,3,5,NA,4,2,0,2
cell_53,5,3,2,2,5,3,5,2,4,2,NA,2
cell_54,5,3,2,2,5,NA,5,2,4,NA,3,NA
cell_55,5,3,2,2,5,NA,5,2,4,2,5,2
cell_56,5,3,2,2,5,3,5,2,4,2,5,2
cell_57,5,3,2,2,5,3,5,2,4,2,2,2
cell_58,5,3,2,2,NA,3,5,2,4,NA,2,2
cell_59,5,3,NA,2,5,3,5,2,4,2,2,2
cell_60,5,3,2,2,5,3,5,2,4,2,2,2
cell_61,5,3,2,2,5,3,NA,2,4,2,NA,NA
cell_62,5,3,2,2,5,3,5,2,4,2,NA,2
cell_63,5,3,NA,2,5,3,5,2,NA,2,2,2
cell_64,5,3,2,2,5,3,5,2,4,2,NA,2
cell_65,2,3,2,2,5,3,NA,NA,4,3,0,2
cell_66,2,3,NA,2,5,3,3,2,4,3,NA,2
cell_67,2,NA,2,NA,NA,3,85,2,4,3,2,2
cell_68,2,3,2,2,5,3,0,2,4,3,2,2
cell_69,2,3,2,2,NA,3,NA,NA,4,3,2,2
cell_70,2,3,2,2,5,NA,0,2,4,3,2,2
cell_71,2,3,2,2,5,3,2,2,4,3,5,2
