cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
cell_1	-	2	2	-	-	-	-	-	-	-	0	2
cell_2	0	2	2	-	-	-	-	-	-	-	0	-
cell_3	-	2	2	-	-	-	-	-	-	-	0	0
cell_4	0	2	-	-	-	-	-	-	-	-	0	0
cell_5	-	2	-	-	-	-	-	-	-	-	0	0
cell_6	3	2	2	-	-	-	-	-	-	-	0	0
cell_7	-	2	-	-	-	-	-	-	-	-	-	0
cell_8	3	2	2	-	-	-	-	-	-	-	0	0
cell_9	0	2	2	-	-	-	-	-	-	-	-	5
cell_10	0	2	-	-	-	-	-	-	-	-	45	-
cell_11	0	2	2	-	-	-	-	-	-	-	45	5
cell_12	0	-	2	-	-	-	-	-	-	-	-	5
cell_13	-	2	-	-	-	-	-	-	-	-	45	-
cell_14	0	2	2	-	-	-	-	-	-	-	45	-
cell_15	0	2	2	-	-	-	-	-	-	-	-	5
cell_16	-	2	-	-	-	-	-	-	-	-	-	5
cell_17	3	2	2	-	-	-	-	-	-	-	0	2
cell_18	-	-	2	-	-	-	-	-	-	-	0	2
cell_19	-	2	2	-	-	-	-	-	-	-	0	2
cell_20	-	2	-	-	-	-	-	-	-	-	-	2
cell_21	3	2	2	-	-	-	-	-	-	-	0	2
cell_22	3	-	2	-	-	-	-	-	-	-	3	-
cell_23	3	2	2	-	-	-	-	-	-	-	-	2
cell_24	3	2	2	-	-	-	-	-	-	-	0	2
cell_25	-	-	2	-	-	-	-	-	-	-	2	2
cell_26	0	2	2	-	-	-	-	-	-	-	2	2
cell_27	-	-	2	-	-	-	-	-	-	-	0	2
cell_28	0	2	2	-	-	-	-	-	-	-	0	2
cell_29	0	2	-	-	-	-	-	-	-	-	-	2
cell_30	2	2	-	-	-	-	-	-	-	-	-	-
cell_31	0	-	2	-	-	-	-	-	-	-	0	-
cell_32	0	2	2	-	-	-	-	-	-	-	0	2
cell_33	-	2	2	-	-	-	-	-	-	-	3	0
cell_34	3	2	-	-	-	-	-	-	-	-	3	0
cell_35	3	2	-	-	-	-	-	-	-	-	-	0
cell_36	3	2	2	-	-	-	-	-	-	-	-	2
cell_37	-	2	-	-	-	-	-	-	-	-	0	0
cell_38	3	-	2	-	-	-	-	-	-	-	0	-
cell_39	3	2	2	-	-	-	-	-	-	-	0	0
cell_40	-	2	2	-	-	-	-	-	-	-	0	0
cell_41	3	-	-	-	-	-	-	-	-	-	4	0
cell_42	3	-	2	-	-	-	-	-	-	-	-	-
cell_43	3	2	2	-	-	-	-	-	-	-	-	3
cell_44	3	2	2	-	-	-	-	-	-	-	4	-
cell_45	-	-	2	-	-	-	-	-	-	-	0	2
cell_46	-	2	2	-	-	-	-	-	-	-	0	2
cell_47	3	2	2	-	-	-	-	-	-	-	0	-
cell_48	3	2	2	-	-	-	-	-	-	-	2	2
cell_49	3	-	-	-	-	-	-	-	-	-	0	0
cell_50	3	2	2	-	-	-	-	-	-	-	6	0
cell_51	3	2	2	-	-	-	-	-	-	-	0	0
cell_52	3	-	2	-	-	-	-	-	-	-	2	0
cell_53	-	2	2	-	-	-	-	-	-	-	0	0
cell_54	3	2	-	-	-	-	-	-	-	-	0	0
cell_55	3	-	2	-	-	-	-	-	-	-	2	3
cell_56	3	2	2	-	-	-	-	-	-	-	-	3
