,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_342,NA,11,NA,NA,NA,2,0,5,0,NA,NA,NA,2,8,2,2
cell_343,3,11,NA,NA,NA,2,0,0,0,2,2,2,2,8,2,2
cell_344,3,NA,NA,NA,NA,2,0,0,0,2,2,2,2,NA,2,NA
cell_345,3,0,NA,NA,NA,0,NA,NA,NA,2,2,2,2,NA,2,2
cell_346,3,0,NA,NA,NA,NA,0,2,0,2,2,2,NA,8,2,NA
cell_347,3,0,NA,NA,NA,0,0,0,NA,2,2,2,2,8,NA,2
cell_348,3,2,NA,NA,NA,0,0,0,9,2,NA,2,2,8,2,2
cell_349,3,NA,NA,NA,NA,0,0,0,14,2,2,2,NA,8,NA,NA
cell_350,3,0,NA,NA,NA,0,11,0,14,NA,2,2,2,8,2,2
cell_351,3,3,NA,NA,NA,0,2,0,2,2,NA,NA,2,8,2,2
cell_352,3,0,NA,NA,NA,3,NA,0,NA,2,2,2,2,8,2,2
cell_353,3,3,0,2,7,2,0,4,3,2,NA,2,2,NA,NA,2
cell_354,NA,0,NA,0,7,2,8,4,NA,2,2,2,2,NA,2,NA
cell_355,3,5,0,0,7,2,2,4,3,2,2,2,NA,8,2,2
cell_356,NA,0,NA,3,7,2,2,4,NA,2,2,2,2,NA,2,2
cell_357,NA,5,NA,NA,7,2,0,NA,3,2,2,2,2,NA,NA,2
cell_358,NA,5,NA,NA,7,2,0,4,3,2,2,2,NA,8,2,2
cell_359,3,5,NA,0,7,2,2,NA,NA,2,2,2,2,8,2,2
cell_360,3,0,2,2,7,2,2,4,NA,2,2,2,NA,8,2,2
cell_361,NA,4,NA,3,7,NA,NA,4,0,2,2,2,2,8,NA,2
cell_362,NA,NA,3,3,7,2,5,4,0,2,2,2,2,NA,2,2
cell_363,3,0,NA,3,7,2,0,4,0,NA,2,2,2,8,NA,2
cell_364,3,NA,5,3,7,2,0,NA,0,2,2,2,2,8,2,2
cell_365,3,2,2,3,7,2,2,4,NA,NA,2,2,2,8,2,2
cell_366,NA,2,NA,3,7,NA,2,4,0,2,NA,2,2,NA,NA,2
cell_367,NA,0,2,3,7,2,2,4,0,2,2,2,2,8,2,NA
cell_368,3,0,0,3,7,NA,2,NA,0,NA,2,2,2,8,2,2
cell_369,3,5,NA,NA,0,NA,3,NA,0,2,2,2,2,NA,NA,2
cell_370,NA,NA,0,2,0,2,NA,0,0,2,2,2,2,8,2,NA
cell_371,3,NA,0,NA,0,2,0,0,3,2,2,2,2,8,2,2
cell_372,NA,5,0,NA,0,NA,0,2,3,2,2,2,NA,8,NA,2
cell_373,3,5,NA,NA,0,NA,0,NA,NA,2,2,2,2,8,2,NA
cell_374,NA,NA,2,2,0,2,0,0,NA,2,2,NA,2,8,2,NA
cell_375,3,5,0,2,0,2,0,0,0,2,2,2,2,NA,2,2
cell_376,3,5,0,NA,5,NA,0,0,2,2,2,2,2,8,2,2
cell_377,NA,2,2,2,0,2,0,0,NA,2,2,NA,2,8,NA,2
cell_378,3,2,2,2,0,2,0,0,2,2,2,NA,2,8,2,2
cell_379,3,2,5,2,NA,2,2,0,2,2,NA,2,2,8,2,2
cell_380,3,2,5,2,0,2,2,NA,2,2,2,NA,2,8,2,2
cell_381,3,2,0,2,NA,2,4,2,0,2,2,2,2,8,NA,2
cell_382,3,2,0,2,3,NA,4,2,0,2,2,2,2,8,2,2
cell_383,3,NA,0,2,0,2,4,2,15,NA,2,2,2,NA,2,NA
cell_384,NA,2,12,2,0,2,NA,2,2,2,2,NA,2,NA,2,2
cell_385,2,3,0,NA,NA,0,NA,2,3,4,2,0,0,8,2,3
cell_386,NA,NA,0,11,132,0,2,NA,3,4,2,0,NA,8,2,3
cell_387,NA,3,2,11,132,0,2,2,3,4,NA,3,0,NA,2,NA
cell_388,NA,NA,0,11,NA,92,2,2,3,4,2,3,5,NA,2,3
cell_389,2,3,0,NA,132,0,2,2,3,4,2,0,0,NA,NA,0
cell_390,NA,3,NA,11,132,0,2,2,3,4,2,3,NA,NA,2,0
cell_391,NA,3,0,11,132,5,2,2,3,4,NA,NA,17,8,NA,0
cell_392,2,3,5,11,132,0,2,NA,3,4,2,0,NA,8,2,0
cell_393,2,NA,0,NA,132,2,2,NA,NA,4,2,2,NA,8,NA,NA
cell_394,2,NA,0,11,132,NA,2,NA,3,4,2,2,2,NA,2,NA
cell_395,2,3,0,11,NA,0,2,2,3,4,2,2,0,8,2,0
cell_396,2,3,0,11,NA,0,2,NA,3,4,2,2,11,NA,2,0
cell_397,2,3,NA,NA,132,0,2,2,3,4,2,0,2,8,2,NA
cell_398,2,3,2,NA,NA,10,2,2,3,4,2,0,NA,8,2,NA
cell_399,NA,3,2,NA,132,12,2,2,3,4,2,2,NA,8,2,NA
cell_400,2,3,2,NA,132,0,NA,2,NA,NA,2,0,2,8,2,2
cell_401,2,3,0,NA,NA,0,2,2,NA,NA,NA,NA,0,8,2,2
cell_402,2,3,0,NA,NA,0,2,NA,3,2,2,3,0,8,2,2
cell_403,2,3,2,11,132,2,2,2,3,0,2,3,NA,8,2,0
cell_404,2,NA,NA,NA,132,2,2,2,3,0,2,NA,NA,8,2,0
cell_405,2,3,2,11,132,5,2,2,3,0,2,0,2,8,2,2
cell_406,2,3,2,11,NA,5,2,2,3,5,2,NA,2,NA,2,3
cell_407,NA,3,2,11,132,5,2,2,3,0,2,NA,2,8,2,2
cell_408,2,3,2,11,132,NA,2,2,3,0,2,0,2,NA,2,2
cell_409,2,3,4,NA,132,NA,2,2,NA,0,2,NA,7,8,2,0
cell_410,2,3,4,11,132,0,2,2,3,0,2,2,7,8,2,NA
cell_411,2,3,NA,NA,132,NA,NA,2,3,NA,2,NA,7,8,2,0
cell_412,NA,NA,4,11,132,0,2,2,3,2,NA,2,7,8,2,0
cell_413,2,NA,6,NA,132,NA,2,2,3,2,NA,0,3,8,NA,NA
cell_414,2,NA,6,11,132,0,2,2,3,NA,NA,0,2,8,2,0
cell_415,2,3,0,11,132,0,2,2,3,2,2,0,2,8,2,3
cell_416,NA,3,0,NA,NA,0,2,2,NA,2,NA,2,0,8,NA,3
cell_417,NA,3,2,11,132,3,2,2,0,0,2,NA,4,8,2,NA
cell_418,NA,NA,2,11,132,3,2,2,NA,0,2,0,0,NA,2,5
cell_419,2,3,NA,11,132,3,2,2,0,0,2,9,2,8,2,5
cell_420,NA,3,2,NA,132,3,2,2,NA,0,2,NA,2,NA,2,5
cell_421,2,3,2,11,132,6,2,2,8,2,2,0,9,8,2,5
cell_422,2,NA,2,11,132,6,NA,2,8,0,NA,0,9,8,2,NA
cell_423,2,3,NA,11,132,0,2,2,NA,0,2,0,9,8,2,5
cell_424,2,3,2,11,132,0,2,2,8,0,2,0,9,8,2,NA
cell_425,2,NA,2,11,132,0,2,2,3,2,NA,NA,0,8,2,0
cell_426,2,3,2,11,132,NA,2,2,3,NA,2,2,0,8,NA,0
cell_427,2,3,2,11,132,0,2,2,3,2,2,2,10,8,NA,0
cell_428,2,3,2,NA,132,0,2,2,3,2,2,2,10,8,2,0
cell_429,NA,NA,2,11,132,0,2,2,3,2,2,NA,0,NA,2,NA
cell_430,2,3,2,11,132,0,2,2,3,2,2,2,0,8,2,0
cell_431,2,3,2,NA,132,2,2,2,3,2,2,2,0,NA,2,NA
cell_432,2,3,2,NA,132,2,2,2,3,2,2,2,0,8,2,0
cell_433,0,3,2,11,132,NA,NA,2,NA,2,2,NA,0,8,2,2
cell_434,0,3,2,NA,132,0,2,2,2,NA,NA,0,14,NA,2,2
cell_435,NA,3,2,11,NA,NA,2,NA,2,NA,2,0,0,8,NA,2
cell_436,0,3,2,11,132,0,2,2,2,0,NA,0,0,8,2,2
cell_437,2,3,2,NA,132,3,2,2,0,3,2,0,NA,8,2,2
cell_438,2,3,2,11,132,NA,2,2,0,3,2,5,0,8,2,2
cell_439,NA,3,NA,11,132,NA,2,2,0,0,NA,0,NA,8,NA,2
cell_440,5,3,2,11,132,3,2,NA,0,NA,2,0,2,NA,NA,2
cell_441,5,3,2,NA,132,2,2,NA,0,0,2,5,4,8,2,2
cell_442,5,NA,2,11,132,2,2,2,0,0,2,5,4,8,2,2
cell_443,5,3,2,11,132,3,2,2,0,3,2,0,4,NA,2,2
cell_444,5,NA,2,11,132,0,2,NA,0,NA,2,0,NA,NA,2,NA
cell_445,0,3,2,11,132,NA,2,2,0,0,2,3,2,8,2,2
cell_446,0,3,2,11,132,0,NA,2,0,0,NA,3,2,8,2,2
cell_447,0,3,2,11,132,0,NA,NA,5,0,NA,0,NA,8,NA,2
cell_448,0,NA,2,NA,132,3,2,2,5,NA,2,0,0,8,2,2
cell_449,9,3,2,11,132,5,2,2,0,0,2,2,5,NA,0,2
cell_450,9,3,2,11,132,5,2,2,0,NA,2,2,NA,8,0,2
cell_451,9,3,2,11,132,5,2,2,NA,0,2,2,4,8,0,NA
cell_452,9,3,2,11,132,5,2,NA,4,0,2,2,0,NA,0,NA
cell_453,9,3,2,11,132,5,2,2,0,4,2,2,0,8,4,NA
cell_454,9,3,NA,11,132,5,2,2,0,0,NA,2,0,8,4,2
cell_455,NA,3,2,11,NA,5,2,2,NA,0,2,2,NA,8,4,2
cell_456,9,3,NA,11,132,5,2,NA,0,3,2,NA,3,8,NA,2
cell_457,9,3,2,11,132,5,2,2,0,5,2,2,NA,8,2,0
cell_458,9,3,2,11,132,5,NA,2,0,NA,2,2,0,NA,2,0
cell_459,NA,3,2,11,132,5,2,2,5,5,2,2,NA,8,0,5
cell_460,9,3,2,11,132,5,2,2,5,5,2,NA,0,8,2,NA
cell_461,9,3,2,11,NA,5,2,2,NA,0,2,2,2,8,0,3
cell_462,9,NA,2,NA,132,5,2,2,3,0,2,2,NA,NA,0,NA
cell_463,9,3,2,11,132,5,2,2,3,0,NA,2,NA,8,NA,0
cell_464,9,3,2,11,NA,5,2,NA,3,0,2,2,NA,8,NA,0
cell_465,9,3,2,11,132,NA,2,2,NA,NA,2,NA,NA,8,2,2
cell_466,NA,3,2,11,NA,5,2,2,2,NA,2,NA,5,8,2,2
cell_467,9,3,2,11,NA,5,2,2,2,2,2,2,5,8,NA,0
cell_468,NA,NA,2,NA,132,NA,2,2,2,NA,2,2,5,8,2,2
cell_469,9,3,2,11,NA,5,2,NA,2,NA,NA,NA,NA,NA,NA,NA
cell_470,NA,3,2,11,132,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
cell_471,9,3,2,11,132,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA
cell_472,9,3,2,NA,132,5,2,2,2,NA,NA,NA,NA,NA,NA,NA
cell_473,9,3,5,11,132,5,NA,NA,2,3,2,2,5,8,2,0
cell_474,NA,3,5,11,132,5,2,2,2,0,2,2,5,8,2,0
cell_475,NA,3,NA,11,132,5,2,2,2,0,2,2,5,8,2,0
cell_476,9,3,2,11,132,5,2,2,2,NA,2,2,5,8,NA,0
cell_477,NA,3,NA,11,132,5,2,2,2,0,2,2,5,8,NA,0
cell_478,9,3,2,11,NA,5,NA,2,2,NA,2,NA,NA,NA,2,2
cell_479,9,NA,2,NA,NA,5,2,NA,NA,0,2,2,5,8,2,NA
cell_480,9,3,2,11,NA,5,NA,2,2,0,2,2,5,8,2,0
cell_481,0,3,2,11,132,NA,NA,NA,NA,NA,2,2,4,NA,0,3
cell_482,NA,3,2,11,132,NA,NA,NA,NA,NA,2,NA,NA,NA,0,3
cell_483,2,3,2,11,132,NA,NA,NA,NA,NA,2,2,4,8,NA,3
cell_484,2,3,2,11,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,3
cell_485,0,3,NA,11,132,0,2,2,2,NA,2,2,NA,8,5,NA
cell_486,0,3,2,11,132,0,2,2,2,2,NA,NA,NA,8,0,3
cell_487,NA,NA,NA,11,132,0,2,2,2,0,2,2,4,8,0,3
cell_488,2,3,2,11,132,0,2,2,2,0,2,NA,4,8,NA,3
cell_489,NA,3,0,11,132,0,2,2,0,5,NA,2,4,NA,5,0
cell_490,NA,3,0,NA,NA,0,NA,NA,0,5,2,NA,NA,NA,5,NA
cell_491,6,3,0,11,132,0,2,2,NA,5,2,2,4,8,5,NA
cell_492,6,NA,NA,11,132,0,2,NA,0,5,2,2,NA,NA,NA,NA
cell_493,12,3,0,NA,132,0,2,2,56,2,NA,2,4,8,5,3
cell_494,0,3,NA,11,132,0,2,NA,56,0,2,NA,4,8,5,3
cell_495,0,3,NA,11,132,0,NA,2,56,2,2,2,4,8,5,3
cell_496,0,3,5,11,132,0,2,2,56,0,2,2,4,8,5,3
cell_497,5,3,2,11,132,8,2,2,0,0,2,NA,NA,8,2,0
cell_498,NA,NA,NA,11,132,NA,2,2,NA,0,NA,2,NA,8,NA,NA
cell_499,5,3,2,11,132,3,2,2,0,NA,2,2,4,8,2,0
cell_500,5,3,2,11,NA,2,NA,2,0,0,NA,NA,NA,NA,2,0
cell_501,NA,NA,NA,11,132,2,2,2,2,4,2,2,4,8,15,0
cell_502,5,3,NA,11,132,2,2,2,2,0,2,2,4,8,NA,2
cell_503,NA,NA,2,11,132,2,2,NA,0,0,2,2,4,NA,15,2
cell_504,5,3,2,11,132,2,2,NA,0,0,2,2,NA,NA,15,0
cell_505,5,3,0,11,132,0,2,2,8,0,2,2,4,8,2,2
cell_506,5,NA,0,11,132,0,2,2,8,4,2,2,4,NA,2,2
cell_507,NA,3,0,NA,132,2,2,2,NA,0,2,2,4,8,2,2
cell_508,5,3,2,11,NA,2,2,2,8,0,2,2,4,NA,NA,NA
cell_509,5,3,0,NA,132,0,NA,2,3,2,NA,2,NA,NA,2,2
cell_510,5,3,NA,11,NA,0,2,2,0,0,2,2,4,8,2,2
cell_511,5,3,5,11,132,0,2,2,0,3,NA,2,4,NA,2,2
cell_512,5,NA,5,11,132,0,NA,2,NA,3,2,2,4,8,2,2
