cell_id,state_label,state_type,state_depth,ted_parent_state,ted_cluster,ted_depth,ted_cellID
cell_1,3,terminal,6,13,3,5,1
cell_2,3,terminal,6,13,3,6,2
cell_3,13,internal_or_root,5,12,13,4,3
cell_4,12,internal_or_root,4,11,12,3,4
cell_5,3,terminal,6,13,3,5,5
cell_6,3,terminal,6,13,3,6,6
cell_7,11,internal_or_root,3,6,11,2,7
cell_8,12,internal_or_root,4,11,12,3,8
cell_9,13,internal_or_root,5,12,13,4,9
cell_10,13,internal_or_root,5,12,13,4,10
cell_11,12,internal_or_root,4,11,12,3,11
cell_12,3,terminal,6,13,3,6,12
cell_13,11,internal_or_root,3,6,11,2,13
cell_14,11,internal_or_root,3,6,11,2,14
cell_15,11,internal_or_root,3,6,11,2,15
cell_16,3,terminal,6,13,3,5,16
cell_17,3,terminal,6,13,3,6,17
cell_18,3,terminal,6,13,3,6,18
cell_19,3,terminal,6,13,3,6,19
cell_20,3,terminal,6,13,3,6,20
cell_21,3,terminal,6,13,3,6,21
cell_22,3,terminal,6,13,3,6,22
cell_23,3,terminal,6,13,3,6,23
cell_24,3,terminal,6,13,3,5,24
cell_25,3,terminal,6,13,3,6,25
cell_26,3,terminal,6,13,3,6,26
cell_27,3,terminal,6,13,3,6,27
cell_28,3,terminal,6,13,3,6,28
cell_29,3,terminal,6,13,3,5,29
cell_30,3,terminal,6,13,3,5,30
cell_31,3,terminal,6,13,3,6,31
cell_32,3,terminal,6,13,3,6,32
cell_33,12,internal_or_root,4,11,12,3,33
cell_34,3,terminal,6,13,3,6,34
cell_35,13,internal_or_root,5,12,13,4,35
cell_36,3,terminal,6,13,3,6,36
cell_37,6,internal_or_root,2,5,6,1,37
cell_38,7,internal_or_root,3,6,7,2,38
cell_39,9,internal_or_root,5,8,9,4,39
cell_40,1,terminal,6,9,1,6,40
cell_41,2,terminal,6,10,2,6,41
cell_42,2,terminal,6,10,2,6,42
cell_43,10,internal_or_root,5,8,10,4,43
cell_44,2,terminal,6,10,2,6,44
cell_45,10,internal_or_root,5,8,10,4,45
cell_46,2,terminal,6,10,2,6,46
cell_47,8,internal_or_root,4,7,8,3,47
cell_48,1,terminal,6,9,1,6,48
cell_49,8,internal_or_root,4,7,8,3,49
cell_50,8,internal_or_root,4,7,8,3,50
cell_51,2,terminal,6,10,2,6,51
cell_52,2,terminal,6,10,2,6,52
cell_53,1,terminal,6,9,1,6,53
cell_54,9,internal_or_root,5,8,9,4,54
cell_55,1,terminal,6,9,1,5,55
cell_56,7,internal_or_root,3,6,7,2,56
cell_57,2,terminal,6,10,2,5,57
cell_58,2,terminal,6,10,2,5,58
cell_59,10,internal_or_root,5,8,10,4,59
cell_60,2,terminal,6,10,2,6,60
cell_61,2,terminal,6,10,2,6,61
cell_62,10,internal_or_root,5,8,10,4,62
cell_63,2,terminal,6,10,2,6,63
cell_64,10,internal_or_root,5,8,10,4,64
cell_65,9,internal_or_root,5,8,9,4,65
cell_66,9,internal_or_root,5,8,9,4,66
cell_67,1,terminal,6,9,1,6,67
cell_68,9,internal_or_root,5,8,9,4,68
cell_69,2,terminal,6,10,2,5,69
cell_70,10,internal_or_root,5,8,10,4,70
cell_71,6,internal_or_root,2,5,6,1,71
cell_72,9,internal_or_root,5,8,9,4,72
cell_73,3,terminal,6,13,3,6,73
cell_74,3,terminal,6,13,3,6,74
cell_75,13,internal_or_root,5,12,13,4,75
cell_76,3,terminal,6,13,3,5,76
cell_77,3,terminal,6,13,3,5,77
cell_78,13,internal_or_root,5,12,13,4,78
cell_79,3,terminal,6,13,3,6,79
cell_80,3,terminal,6,13,3,6,80
cell_81,10,internal_or_root,5,8,10,4,81
cell_82,10,internal_or_root,5,8,10,4,82
cell_83,10,internal_or_root,5,8,10,4,83
cell_84,8,internal_or_root,4,7,8,3,84
cell_85,2,terminal,6,10,2,5,85
cell_86,7,internal_or_root,3,6,7,2,86
cell_87,2,terminal,6,10,2,6,87
cell_88,10,internal_or_root,5,8,10,4,88
cell_89,1,terminal,6,9,1,5,89
cell_90,1,terminal,6,9,1,5,90
cell_91,1,terminal,6,9,1,6,91
cell_92,1,terminal,6,9,1,6,92
cell_93,1,terminal,6,9,1,6,93
cell_94,1,terminal,6,9,1,6,94
cell_95,1,terminal,6,9,1,5,95
cell_96,1,terminal,6,9,1,6,96
cell_97,2,terminal,6,10,2,6,97
cell_98,2,terminal,6,10,2,6,98
cell_99,2,terminal,6,10,2,6,99
cell_100,2,terminal,6,10,2,6,100
cell_101,10,internal_or_root,5,8,10,4,101
cell_102,10,internal_or_root,5,8,10,4,102
cell_103,2,terminal,6,10,2,6,103
cell_104,2,terminal,6,10,2,6,104
cell_105,2,terminal,6,10,2,6,105
cell_106,2,terminal,6,10,2,6,106
cell_107,2,terminal,6,10,2,6,107
cell_108,2,terminal,6,10,2,6,108
cell_109,2,terminal,6,10,2,6,109
cell_110,2,terminal,6,10,2,6,110
cell_111,2,terminal,6,10,2,6,111
cell_112,2,terminal,6,10,2,6,112
cell_113,2,terminal,6,10,2,6,113
cell_114,2,terminal,6,10,2,5,114
cell_115,8,internal_or_root,4,7,8,3,115
cell_116,2,terminal,6,10,2,6,116
cell_117,2,terminal,6,10,2,6,117
cell_118,2,terminal,6,10,2,6,118
cell_119,10,internal_or_root,5,8,10,4,119
cell_120,2,terminal,6,10,2,6,120
cell_121,2,terminal,6,10,2,6,121
